tick_id,day,settlement_id,resident_id,avatar_action,consequence_type,trust_delta,respect_delta,access_delta,memory_written,persistent_key,visible_next_visit_effect,no_endless_distress
379,32,riverbend,Lio,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
380,32,roofward,Fay,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Fay,resident recognizes the avatar,True
381,32,archive,Toma,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
382,32,signal,Milo,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Milo,resident keeps more distance on next visit,True
383,32,orchard,Mara,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
384,33,repair_ring,Pax,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
385,33,riverbend,Ari,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Ari,resident keeps more distance on next visit,True
386,33,roofward,Sera,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Sera,resident recognizes the avatar,True
387,33,archive,Nia,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
388,33,signal,Ren,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
389,33,orchard,Ivo,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
390,33,repair_ring,Pax,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
391,33,riverbend,Ari,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
392,33,roofward,Sera,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
393,33,archive,Nia,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
394,33,signal,Ren,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Ren,resident keeps more distance on next visit,True
395,33,orchard,Ivo,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Ivo,resident recognizes the avatar,True
396,34,repair_ring,Juno,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
397,34,riverbend,Lio,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
398,34,roofward,Fay,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
399,34,archive,Toma,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
400,34,signal,Milo,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Milo,resident recognizes the avatar,True
401,34,orchard,Mara,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
402,34,repair_ring,Juno,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Juno,resident keeps more distance on next visit,True
403,34,riverbend,Lio,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Lio,resident recognizes the avatar,True
404,34,roofward,Fay,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
405,34,archive,Toma,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Toma,resident keeps more distance on next visit,True
406,34,signal,Milo,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
407,34,orchard,Mara,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
408,35,repair_ring,Pax,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
409,35,riverbend,Ari,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Ari,resident recognizes the avatar,True
410,35,roofward,Sera,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
411,35,archive,Nia,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
412,35,signal,Ren,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
413,35,orchard,Ivo,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
414,35,repair_ring,Pax,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Pax,resident keeps more distance on next visit,True
415,35,riverbend,Ari,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
416,35,roofward,Sera,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
417,35,archive,Nia,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Nia,resident keeps more distance on next visit,True
418,35,signal,Ren,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Ren,resident recognizes the avatar,True
419,35,orchard,Ivo,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
420,36,riverbend,Ari,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Ari,resident recognizes the avatar,True
421,36,roofward,Sera,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
422,36,archive,Nia,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
423,36,signal,Ren,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
424,36,orchard,Ivo,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
425,36,repair_ring,Pax,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Pax,resident keeps more distance on next visit,True
426,36,riverbend,Ari,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
427,36,roofward,Sera,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
428,36,archive,Nia,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Nia,resident keeps more distance on next visit,True
429,36,signal,Ren,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Ren,resident recognizes the avatar,True
430,36,orchard,Ivo,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
431,36,repair_ring,Pax,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
432,37,riverbend,Lio,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Lio,resident shares a more specific local word,True
433,37,roofward,Fay,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Fay,resident approaches sooner on next visit,True
434,37,archive,Toma,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.archive.Toma,resident recognizes the avatar,True
435,37,signal,Milo,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Milo,resident shares a more specific local word,True
436,37,orchard,Mara,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.orchard.Mara,resident keeps more distance on next visit,True
437,37,repair_ring,Juno,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
438,37,riverbend,Lio,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Lio,resident shares a more specific local word,True
439,37,roofward,Fay,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.roofward.Fay,resident keeps more distance on next visit,True
440,37,archive,Toma,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
441,37,signal,Milo,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Milo,resident shares a more specific local word,True
442,37,orchard,Mara,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
443,37,repair_ring,Juno,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.repair_ring.Juno,resident recognizes the avatar,True
444,38,riverbend,Ari,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
445,38,roofward,Sera,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
446,38,archive,Nia,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
447,38,signal,Ren,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
448,38,orchard,Ivo,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.orchard.Ivo,resident keeps more distance on next visit,True
449,38,repair_ring,Pax,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.repair_ring.Pax,resident recognizes the avatar,True
450,38,riverbend,Ari,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
451,38,roofward,Sera,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.roofward.Sera,resident keeps more distance on next visit,True
452,38,archive,Nia,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.archive.Nia,resident recognizes the avatar,True
453,38,signal,Ren,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
454,38,orchard,Ivo,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
455,38,repair_ring,Pax,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
456,39,riverbend,Lio,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
457,39,roofward,Fay,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Fay,resident recognizes the avatar,True
458,39,archive,Toma,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
459,39,signal,Milo,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Milo,resident keeps more distance on next visit,True
460,39,orchard,Mara,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
461,39,repair_ring,Juno,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
462,39,riverbend,Lio,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Lio,resident keeps more distance on next visit,True
463,39,roofward,Fay,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Fay,resident approaches sooner on next visit,True
464,39,archive,Toma,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
465,39,signal,Milo,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
466,39,orchard,Mara,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Mara,resident recognizes the avatar,True
467,39,repair_ring,Juno,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
468,40,riverbend,Ari,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
469,40,roofward,Sera,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
470,40,archive,Nia,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
471,40,signal,Ren,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Ren,resident keeps more distance on next visit,True
472,40,orchard,Ivo,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Ivo,resident recognizes the avatar,True
473,40,repair_ring,Pax,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
474,40,riverbend,Ari,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Ari,resident keeps more distance on next visit,True
475,40,roofward,Sera,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Sera,resident recognizes the avatar,True
476,40,archive,Nia,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
477,40,signal,Ren,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
478,40,orchard,Ivo,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
479,40,repair_ring,Pax,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
480,41,riverbend,Lio,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Lio,resident recognizes the avatar,True
481,41,roofward,Fay,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
482,41,archive,Toma,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Toma,resident keeps more distance on next visit,True
483,41,signal,Milo,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
484,41,orchard,Mara,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
485,41,repair_ring,Juno,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
486,41,riverbend,Lio,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
487,41,roofward,Fay,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
488,41,archive,Toma,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
489,41,signal,Milo,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Milo,resident recognizes the avatar,True
490,41,orchard,Mara,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
491,41,repair_ring,Juno,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Juno,resident keeps more distance on next visit,True
492,42,roofward,Fay,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
493,42,archive,Toma,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Toma,resident keeps more distance on next visit,True
494,42,signal,Milo,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
495,42,orchard,Mara,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
496,42,repair_ring,Juno,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
497,42,riverbend,Lio,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
498,42,roofward,Fay,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
499,42,archive,Toma,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
500,42,signal,Milo,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Milo,resident recognizes the avatar,True
501,42,orchard,Mara,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
502,42,repair_ring,Juno,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Juno,resident keeps more distance on next visit,True
503,42,riverbend,Lio,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Lio,resident recognizes the avatar,True
504,43,roofward,Sera,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
505,43,archive,Nia,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Nia,resident keeps more distance on next visit,True
506,43,signal,Ren,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Ren,resident recognizes the avatar,True
507,43,orchard,Ivo,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
508,43,repair_ring,Pax,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
509,43,riverbend,Ari,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Ari,resident recognizes the avatar,True
510,43,roofward,Sera,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
511,43,archive,Nia,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
512,43,signal,Ren,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
513,43,orchard,Ivo,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
514,43,repair_ring,Pax,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Pax,resident keeps more distance on next visit,True
515,43,riverbend,Ari,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
516,44,roofward,Fay,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.roofward.Fay,resident keeps more distance on next visit,True
517,44,archive,Toma,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
518,44,signal,Milo,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Milo,resident shares a more specific local word,True
519,44,orchard,Mara,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
520,44,repair_ring,Juno,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.repair_ring.Juno,resident recognizes the avatar,True
521,44,riverbend,Lio,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Lio,resident shares a more specific local word,True
522,44,roofward,Fay,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Fay,resident approaches sooner on next visit,True
523,44,archive,Toma,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.archive.Toma,resident recognizes the avatar,True
524,44,signal,Milo,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Milo,resident shares a more specific local word,True
525,44,orchard,Mara,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.orchard.Mara,resident keeps more distance on next visit,True
526,44,repair_ring,Juno,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
527,44,riverbend,Lio,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Lio,resident shares a more specific local word,True
528,45,roofward,Sera,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.roofward.Sera,resident keeps more distance on next visit,True
529,45,archive,Nia,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.archive.Nia,resident recognizes the avatar,True
530,45,signal,Ren,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
531,45,orchard,Ivo,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
532,45,repair_ring,Pax,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
533,45,riverbend,Ari,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
534,45,roofward,Sera,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
535,45,archive,Nia,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
536,45,signal,Ren,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
537,45,orchard,Ivo,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.orchard.Ivo,resident keeps more distance on next visit,True
538,45,repair_ring,Pax,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.repair_ring.Pax,resident recognizes the avatar,True
539,45,riverbend,Ari,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
540,46,roofward,Fay,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Fay,resident approaches sooner on next visit,True
541,46,archive,Toma,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
542,46,signal,Milo,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
543,46,orchard,Mara,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Mara,resident recognizes the avatar,True
544,46,repair_ring,Juno,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
545,46,riverbend,Lio,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
546,46,roofward,Fay,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Fay,resident recognizes the avatar,True
547,46,archive,Toma,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
548,46,signal,Milo,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Milo,resident keeps more distance on next visit,True
549,46,orchard,Mara,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
550,46,repair_ring,Juno,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
551,46,riverbend,Lio,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Lio,resident keeps more distance on next visit,True
552,47,roofward,Sera,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Sera,resident recognizes the avatar,True
553,47,archive,Nia,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
554,47,signal,Ren,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
555,47,orchard,Ivo,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
556,47,repair_ring,Pax,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
557,47,riverbend,Ari,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
558,47,roofward,Sera,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
559,47,archive,Nia,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
560,47,signal,Ren,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Ren,resident keeps more distance on next visit,True
561,47,orchard,Ivo,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Ivo,resident recognizes the avatar,True
562,47,repair_ring,Pax,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
563,47,riverbend,Ari,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Ari,resident keeps more distance on next visit,True
564,48,archive,Nia,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
565,48,signal,Ren,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
566,48,orchard,Ivo,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
567,48,repair_ring,Pax,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
568,48,riverbend,Ari,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
