tick_id,day,project_id,owner,sight_cue,sound_cue,body_cue,material_cue,weather_cue,sensory_bound_to_project
615,35,north_lantern_relay,Milo,idle project card,ambient room,resting posture,oil ledger,dusk chill,true
616,35,archive_weather_log,Nia,idle project card,ambient room,resting posture,paper ledger,quiet rain,true
617,35,west_bridge_repair,Ari,idle project card,ambient room,resting posture,rope ledger,cold floor,true
618,35,herb_roof_garden,Fay,idle project card,tool scrape,steady posture,seed ledger,clear air,true
619,35,north_lantern_relay,Milo,idle project card,tool scrape,steady posture,glass ledger,dry wind,true
620,35,archive_weather_log,Nia,idle project card,ambient room,resting posture,thread ledger,warm light,true
621,35,west_bridge_repair,Ari,blocked marker,agent call,steady posture,planks ledger,dusk chill,true
622,35,herb_roof_garden,Fay,idle project card,ambient room,resting posture,water ledger,quiet rain,true
623,35,north_lantern_relay,Milo,idle project card,tool scrape,steady posture,wire ledger,cold floor,true
624,35,archive_weather_log,Nia,idle project card,ambient room,resting posture,ink ledger,clear air,true
625,35,west_bridge_repair,Ari,idle project card,ambient room,resting posture,resin ledger,dry wind,true
626,35,herb_roof_garden,Fay,idle project card,ambient room,resting posture,compost ledger,warm light,true
627,35,north_lantern_relay,Milo,idle project card,ambient room,resting posture,oil ledger,dusk chill,true
628,35,archive_weather_log,Nia,idle project card,quiet rest,resting posture,paper ledger,quiet rain,true
629,35,west_bridge_repair,Ari,idle project card,quiet rest,resting posture,rope ledger,cold floor,true
630,36,north_lantern_relay,Milo,idle project card,quiet rest,resting posture,oil ledger,dry wind,true
631,36,archive_weather_log,Nia,idle project card,quiet rest,resting posture,paper ledger,warm light,true
632,36,west_bridge_repair,Ari,idle project card,tool scrape,steady posture,rope ledger,dusk chill,true
633,36,herb_roof_garden,Fay,idle project card,ambient room,resting posture,seed ledger,quiet rain,true
634,36,north_lantern_relay,Milo,idle project card,ambient room,resting posture,glass ledger,cold floor,true
635,36,archive_weather_log,Nia,idle project card,tool scrape,steady posture,thread ledger,clear air,true
636,36,west_bridge_repair,Ari,idle project card,ambient room,resting posture,planks ledger,dry wind,true
637,36,herb_roof_garden,Fay,idle project card,tool scrape,steady posture,water ledger,warm light,true
638,36,north_lantern_relay,Milo,idle project card,ambient room,resting posture,wire ledger,dusk chill,true
639,36,archive_weather_log,Nia,idle project card,ambient room,resting posture,ink ledger,quiet rain,true
640,36,west_bridge_repair,Ari,idle project card,ambient room,resting posture,resin ledger,cold floor,true
641,36,herb_roof_garden,Fay,idle project card,ambient room,resting posture,compost ledger,clear air,true
642,36,north_lantern_relay,Milo,idle project card,ambient room,resting posture,oil ledger,dry wind,true
643,36,archive_weather_log,Nia,idle project card,tool scrape,steady posture,paper ledger,warm light,true
644,36,west_bridge_repair,Ari,idle project card,ambient room,resting posture,rope ledger,dusk chill,true
645,36,herb_roof_garden,Fay,idle project card,ambient room,resting posture,seed ledger,quiet rain,true
646,36,north_lantern_relay,Milo,idle project card,quiet rest,resting posture,glass ledger,cold floor,true
647,36,archive_weather_log,Nia,idle project card,quiet rest,resting posture,thread ledger,clear air,true
