tick,day,resident,room,sound_level,smell_strength,temperature_c,wetness,light_level,pain_signal,fatigue_signal,overlay_intensity,sensory_frequency_hz,flower_phase,overlay_visible
1940,108,Nia,river gate,0.373407,0.081194,12.162,0.782582,0.751404,0.010238,0.556409,0.425872,4.723,stem,True
1941,108,Ari,west hearth,0.392706,0.077241,12.302,0.296609,0.7,0.010751,0.58288,0.343364,5.093,leaf,True
1942,108,Fay,rain court,0.412293,0.074137,12.453,0.770531,0.643127,0.171275,0.60935,0.446786,5.463,bud,True
1943,108,Milo,tool alcove,0.432071,0.071893,12.612,0.284357,0.582513,0.011809,0.635821,0.336411,5.833,bloom,True
1944,109,Sera,glasshouse,0.451938,0.070513,11.302,0.278095,0.52,0.012353,0.17803,0.251822,2.914,bloom,True
1945,109,Tovan,river gate,0.471796,0.070003,11.301,0.751753,0.582513,0.012907,0.204501,0.348912,3.284,fruit,True
1946,109,Nia,west hearth,0.491545,0.070364,11.311,0.26534,0.643127,0.013471,0.230972,0.285803,3.654,compost,True
1947,109,Ari,rain court,0.511083,0.071594,11.333,0.738865,0.7,0.014045,0.257442,0.382172,4.024,seed,True
1948,109,Fay,tool alcove,0.530314,0.07369,11.367,0.252337,0.751404,0.174628,0.283913,0.344381,4.394,root,True
1949,109,Milo,fiber loft,0.549141,0.076646,11.411,0.245765,0.795776,0.01522,0.310383,0.332155,4.764,stem,True
1950,109,Sera,glasshouse,0.567467,0.080454,11.467,0.239157,0.831769,0.015821,0.336854,0.345254,5.134,leaf,True
1951,109,Tovan,river gate,0.585202,0.085104,11.534,0.712523,0.858289,0.016431,0.363324,0.436812,5.504,bud,True
1952,109,Nia,west hearth,0.602256,0.090582,11.612,0.225873,0.874531,0.017049,0.389795,0.366681,5.874,bloom,True
1953,109,Ari,rain court,0.618542,0.096872,11.701,0.699214,0.88,0.017675,0.416266,0.454761,2.914,fruit,True
1954,109,Fay,tool alcove,0.633979,0.103958,11.801,0.212556,0.874531,0.01831,0.442736,0.381012,3.284,compost,True
1955,109,Milo,fiber loft,0.648489,0.111818,11.911,0.205908,0.858289,0.178952,0.469207,0.412111,3.654,seed,True
1956,109,Sera,glasshouse,0.661999,0.120432,12.031,0.19928,0.831769,0.019603,0.495677,0.388127,4.024,root,True
1957,109,Tovan,river gate,0.674441,0.129775,12.162,0.67268,0.795776,0.02026,0.522148,0.46918,4.394,stem,True
1958,109,Nia,west hearth,0.685751,0.139821,12.302,0.186117,0.751404,0.020924,0.548619,0.388773,4.764,leaf,True
1959,109,Ari,rain court,0.695874,0.150541,12.453,0.659601,0.7,0.021596,0.575089,0.467117,5.134,bud,True
1960,109,Fay,tool alcove,0.704758,0.161905,12.612,0.17314,0.643127,0.022274,0.60156,0.384461,5.504,bloom,True
1961,109,Milo,fiber loft,0.712358,0.173882,12.78,0.166743,0.582513,0.022958,0.62803,0.381081,5.874,fruit,True
1962,110,Sera,river gate,0.718636,0.186438,11.301,0.640419,0.52,0.023649,0.170273,0.376569,2.955,fruit,True
1963,110,Tovan,west hearth,0.723561,0.199538,11.311,0.154177,0.582513,0.024345,0.196744,0.31348,3.325,compost,True
1964,110,Nia,rain court,0.727107,0.213144,11.333,0.628024,0.643127,0.025048,0.223214,0.409944,3.695,seed,True
1965,110,Ari,tool alcove,0.729257,0.227219,11.367,0.141971,0.7,0.025755,0.249685,0.345648,4.065,root,True
1966,110,Fay,fiber loft,0.73,0.241723,11.411,0.136024,0.751404,0.026468,0.276155,0.360295,4.435,stem,True
1967,110,Milo,glasshouse,0.729331,0.256615,11.467,0.130192,0.795776,0.027186,0.302626,0.373621,4.805,leaf,True
1968,110,Sera,river gate,0.727256,0.271854,11.534,0.604483,0.831769,0.187908,0.329097,0.492061,5.175,bud,True
1969,110,Tovan,west hearth,0.723783,0.287396,11.612,0.118904,0.858289,0.028634,0.355567,0.395429,5.545,bloom,True
1970,110,Nia,rain court,0.71893,0.303198,11.701,0.593465,0.874531,0.029365,0.382038,0.483588,5.915,fruit,True
1971,110,Ari,tool alcove,0.712723,0.319217,11.801,0.10817,0.88,0.0301,0.408508,0.409786,2.955,compost,True
1972,110,Fay,fiber loft,0.705192,0.335406,11.911,0.103029,0.874531,0.030838,0.434979,0.413996,3.325,seed,True
1973,110,Milo,glasshouse,0.696374,0.35172,12.031,0.098049,0.858289,0.031579,0.46145,0.416243,3.695,root,True
1974,110,Sera,river gate,0.686316,0.368113,12.162,0.573235,0.831769,0.032323,0.48792,0.496613,4.065,stem,True
1975,110,Tovan,west hearth,0.675066,0.38454,12.302,0.088594,0.795776,0.193071,0.514391,0.441906,4.435,leaf,True
1976,110,Nia,rain court,0.662683,0.400954,12.453,0.564134,0.751404,0.03382,0.540861,0.492309,4.805,bud,True
1977,110,Ari,tool alcove,0.649228,0.41731,12.612,0.079859,0.7,0.034572,0.567332,0.40805,5.175,bloom,True
1978,110,Fay,fiber loft,0.634769,0.43356,12.78,0.075776,0.643127,0.035326,0.593803,0.402727,5.545,fruit,True
1979,110,Milo,glasshouse,0.619378,0.44966,12.958,0.071891,0.582513,0.036082,0.620273,0.396633,5.915,compost,True
1980,111,Sera,west hearth,0.603135,0.465565,11.311,0.068208,0.52,0.036839,0.16268,0.309405,2.996,compost,True
1981,111,Tovan,rain court,0.58612,0.481229,11.333,0.544734,0.582513,0.197597,0.189151,0.430224,3.366,seed,True
1982,111,Nia,tool alcove,0.568419,0.496609,11.367,0.061471,0.643127,0.038356,0.215621,0.337267,3.736,root,True
1983,111,Ari,fiber loft,0.550121,0.511661,11.411,0.058426,0.7,0.039116,0.242092,0.350236,4.106,stem,True
1984,111,Fay,glasshouse,0.531319,0.526344,11.467,0.055602,0.751404,0.039876,0.268562,0.362184,4.476,leaf,True
1985,111,Milo,river gate,0.512107,0.540616,11.534,0.533003,0.795776,0.040635,0.295033,0.452862,4.846,bud,True
1986,111,Sera,west hearth,0.492582,0.554436,11.612,0.050632,0.831769,0.041395,0.321504,0.382053,5.216,bloom,True
1987,111,Tovan,rain court,0.472842,0.567767,11.701,0.528494,0.858289,0.042154,0.347974,0.469587,5.586,fruit,True
1988,111,Nia,tool alcove,0.452987,0.580571,11.801,0.04659,0.874531,0.202913,0.374445,0.422006,5.956,compost,True
1989,111,Ari,fiber loft,0.433118,0.592811,11.911,0.044923,0.88,0.04367,0.400915,0.39924,2.996,seed,True
1990,111,Fay,glasshouse,0.413333,0.604453,12.031,0.043497,0.874531,0.044426,0.427386,0.401271,3.366,root,True
1991,111,Milo,river gate,0.393733,0.615466,12.162,0.522311,0.858289,0.045181,0.453857,0.481473,3.736,stem,True
1992,111,Sera,west hearth,0.374417,0.625816,12.302,0.041369,0.831769,0.045934,0.480327,0.399939,4.106,leaf,True
1993,111,Tovan,rain court,0.355481,0.635477,12.453,0.520672,0.795776,0.046684,0.506798,0.476815,4.476,bud,True
1994,111,Nia,tool alcove,0.337022,0.64442,12.612,0.04022,0.751404,0.047432,0.533268,0.392294,4.846,bloom,True
1995,111,Ari,fiber loft,0.319132,0.652621,12.78,0.040014,0.7,0.208177,0.559739,0.413281,5.216,fruit,True
1996,111,Fay,glasshouse,0.301902,0.660056,12.958,0.040054,0.643127,0.04892,0.586209,0.380045,5.586,compost,True
1997,111,Milo,river gate,0.285417,0.666704,13.143,0.520341,0.582513,0.049659,0.61268,0.452886,5.956,seed,True
1998,112,Sera,rain court,0.269762,0.672547,11.333,0.520874,0.52,0.050395,0.155379,0.364826,2.75,seed,True
1999,112,Tovan,tool alcove,0.255016,0.677569,11.367,0.041652,0.582513,0.051127,0.18185,0.298288,3.12,root,True
2000,112,Nia,fiber loft,0.241251,0.681755,11.411,0.042674,0.643127,0.051855,0.20832,0.311497,3.49,stem,True
2001,112,Ari,glasshouse,0.228539,0.685094,11.467,0.043938,0.7,0.212578,0.234791,0.350823,3.86,leaf,True
2002,112,Fay,river gate,0.216943,0.687575,11.534,0.525444,0.751404,0.053298,0.261262,0.415987,4.23,bud,True
2003,112,Milo,west hearth,0.20652,0.689193,11.612,0.047189,0.795776,0.054012,0.287732,0.346737,4.6,bloom,True
2004,112,Sera,rain court,0.197325,0.689943,11.701,0.52917,0.831769,0.054721,0.314203,0.436189,4.97,fruit,True
2005,112,Tovan,tool alcove,0.189403,0.689822,11.801,0.051385,0.858289,0.055425,0.340673,0.364166,5.34,compost,True
2006,112,Nia,fiber loft,0.182794,0.688832,11.911,0.053831,0.874531,0.056124,0.367144,0.370543,5.71,seed,True
2007,112,Ari,glasshouse,0.177532,0.686973,12.031,0.056504,0.88,0.056816,0.393615,0.37524,2.75,root,True
2008,112,Fay,river gate,0.173642,0.684253,12.162,0.539402,0.874531,0.217503,0.420085,0.484903,3.12,stem,True
2009,112,Milo,west hearth,0.171145,0.680679,12.302,0.062518,0.858289,0.058183,0.446556,0.379562,3.49,leaf,True
2010,112,Sera,rain court,0.170053,0.676259,12.453,0.545851,0.831769,0.058856,0.473026,0.459303,3.86,bud,True
2011,112,Tovan,tool alcove,0.170372,0.671008,12.612,0.069395,0.795776,0.059523,0.499497,0.377595,4.23,bloom,True
2012,112,Nia,fiber loft,0.172099,0.66494,12.78,0.073144,0.751404,0.060183,0.525967,0.374623,4.6,fruit,True
2013,112,Ari,glasshouse,0.175227,0.658072,12.958,0.077095,0.7,0.060835,0.552438,0.370611,4.97,compost,True
2014,112,Fay,river gate,0.17974,0.650422,13.143,0.561241,0.643127,0.06148,0.578909,0.44582,5.34,seed,True
2015,112,Milo,west hearth,0.185614,0.642013,13.337,0.085578,0.582513,0.222118,0.605379,0.387203,5.71,root,True
2016,113,Sera,tool alcove,0.192821,0.632868,11.367,0.090098,0.52,0.062747,0.148494,0.274505,2.791,root,True
2017,113,Tovan,fiber loft,0.201323,0.623014,11.411,0.094796,0.582513,0.063368,0.174965,0.289996,3.161,stem,True
2018,113,Nia,glasshouse,0.211079,0.612476,11.467,0.099665,0.643127,0.06398,0.201435,0.305294,3.531,leaf,True
2019,113,Ari,river gate,0.222038,0.601286,11.534,0.5847,0.7,0.064584,0.227906,0.400086,3.901,bud,True
2020,113,Fay,west hearth,0.234146,0.589474,11.612,0.109892,0.751404,0.065179,0.254376,0.334079,4.271,bloom,True
2021,113,Milo,rain court,0.247342,0.577075,11.701,0.595234,0.795776,0.225765,0.280847,0.453673,4.641,fruit,True
2022,113,Sera,tool alcove,0.261559,0.564121,11.801,0.120721,0.831769,0.066342,0.307318,0.358638,5.011,compost,True
2023,113,Tovan,fiber loft,0.276725,0.550651,11.911,0.126343,0.858289,0.066909,0.333788,0.368784,5.381,seed,True
2024,113,Nia,glasshouse,0.292765,0.536701,12.031,0.132093,0.874531,0.067467,0.360259,0.377302,5.751,root,True
2025,113,Ari,river gate,0.309597,0.522311,12.162,0.617964,0.88,0.068014,0.386729,0.464102,2.791,stem,True
2026,113,Fay,west hearth,0.327136,0.507522,12.302,0.143946,0.874531,0.068551,0.4132,0.389148,3.161,leaf,True
2027,113,Milo,rain court,0.345295,0.492374,12.453,0.630033,0.858289,0.069079,0.43967,0.472457,3.531,bud,True
2028,113,Sera,tool alcove,0.363981,0.476911,12.612,0.156216,0.831769,0.229595,0.466141,0.420769,3.901,bloom,True
2029,113,Tovan,fiber loft,0.3831,0.461176,12.78,0.162486,0.795776,0.070101,0.492612,0.394208,4.271,fruit,True
2030,113,Nia,glasshouse,0.402557,0.445213,12.958,0.168835,0.751404,0.070596,0.519082,0.392948,4.641,compost,True
2031,113,Ari,river gate,0.422252,0.429066,13.143,0.655254,0.7,0.07108,0.545553,0.470534,5.011,seed,True
2032,113,Fay,west hearth,0.442088,0.412782,13.337,0.181734,0.643127,0.071553,0.572023,0.387218,5.381,root,True
2033,113,Milo,rain court,0.461963,0.396406,13.538,0.668266,0.582513,0.072014,0.598494,0.463276,5.751,stem,True
2034,114,Sera,fiber loft,0.481778,0.379983,11.411,0.194842,0.52,0.232464,0.14214,0.325201,2.832,stem,True
2035,114,Tovan,glasshouse,0.501433,0.363561,11.467,0.201453,0.582513,0.072902,0.168611,0.315079,3.202,leaf,True
2036,114,Nia,river gate,0.520829,0.347185,11.534,0.688088,0.643127,0.073328,0.195082,0.411273,3.572,bud,True
2037,114,Ari,west hearth,0.539867,0.330901,11.612,0.21474,0.7,0.073743,0.221552,0.346801,3.942,bloom,True
2038,114,Fay,rain court,0.558453,0.314755,11.701,0.7014,0.751404,0.074145,0.248023,0.441363,4.312,fruit,True
2039,114,Milo,tool alcove,0.576493,0.298792,11.801,0.228057,0.795776,0.074534,0.274493,0.374691,4.682,compost,True
2040,114,Sera,fiber loft,0.593895,0.283057,11.911,0.234703,0.831769,0.074912,0.300964,0.38655,5.052,seed,True
2041,114,Tovan,glasshouse,0.610572,0.267595,12.031,0.24133,0.858289,0.235276,0.327435,0.423416,5.422,root,True
2042,114,Nia,river gate,0.62644,0.252448,12.162,0.727926,0.874531,0.075628,0.353905,0.485146,5.792,stem,True
2043,114,Ari,west hearth,0.641419,0.237659,12.302,0.254485,0.88,0.075967,0.380376,0.411651,2.832,leaf,True
2044,114,Fay,rain court,0.655433,0.22327,12.453,0.740997,0.874531,0.076293,0.406846,0.496228,3.202,bud,True
2045,114,Milo,tool alcove,0.668413,0.209322,12.612,0.267452,0.858289,0.076606,0.433317,0.4189,3.572,bloom,True
2046,114,Sera,fiber loft,0.680291,0.195852,12.78,0.273843,0.831769,0.076906,0.459787,0.419741,3.942,fruit,True
2047,114,Tovan,glasshouse,0.69101,0.1829,12.958,0.280159,0.795776,0.077192,0.486258,0.418883,4.312,compost,True
2048,114,Nia,river gate,0.700513,0.170501,13.143,0.766394,0.751404,0.237465,0.512729,0.523168,4.682,seed,True
2049,114,Ari,west hearth,0.708755,0.158691,13.337,0.292537,0.7,0.077725,0.539199,0.412818,5.052,root,True
2050,114,Fay,rain court,0.715693,0.147502,13.538,0.778582,0.643127,0.077971,0.56567,0.488091,5.422,stem,True
2051,114,Milo,tool alcove,0.721291,0.136966,13.747,0.304518,0.582513,0.078203,0.59214,0.402605,5.792,leaf,True
2052,115,Sera,glasshouse,0.725523,0.127112,11.467,0.310339,0.52,0.078421,0.136426,0.316304,2.873,leaf,True
2053,115,Tovan,river gate,0.728367,0.117969,11.534,0.796037,0.582513,0.078626,0.162896,0.411068,3.243,bud,True
2054,115,Nia,west hearth,0.729808,0.109562,11.612,0.321602,0.643127,0.238816,0.189367,0.372047,3.613,bloom,True
2055,115,Ari,rain court,0.729839,0.101914,11.701,0.807029,0.7,0.078993,0.215838,0.438935,3.983,fruit,True
2056,115,Fay,tool alcove,0.72846,0.095047,11.801,0.332309,0.751404,0.079155,0.242308,0.371447,4.353,compost,True
2057,115,Milo,fiber loft,0.725677,0.08898,11.911,0.337436,0.795776,0.079303,0.268779,0.382659,4.723,seed,True
2058,115,Sera,glasshouse,0.721506,0.083731,12.031,0.342402,0.831769,0.079437,0.295249,0.392349,5.093,root,True
2059,115,Tovan,river gate,0.715967,0.079313,12.162,0.8272,0.858289,0.079557,0.32172,0.480341,5.463,stem,True
2060,115,Nia,west hearth,0.709087,0.07574,12.302,0.351824,0.874531,0.079663,0.34819,0.406506,5.833,leaf,True
2061,115,Ari,rain court,0.700902,0.073022,12.453,0.836268,0.88,0.239754,0.374661,0.517435,2.873,bud,True
2062,115,Fay,tool alcove,0.691453,0.071166,12.612,0.360525,0.874531,0.079831,0.401132,0.413106,3.243,bloom,True
2063,115,Milo,fiber loft,0.680787,0.070176,12.78,0.36459,0.858289,0.079894,0.427602,0.413556,3.613,fruit,True
2064,115,Sera,glasshouse,0.668958,0.070057,12.958,0.368457,0.831769,0.079942,0.454073,0.412209,3.983,compost,True
2065,115,Tovan,river gate,0.656025,0.070809,13.143,0.85212,0.795776,0.079976,0.480543,0.489208,4.353,seed,True
2066,115,Nia,west hearth,0.642055,0.072429,13.337,0.375576,0.751404,0.079995,0.507014,0.404745,4.723,root,True
2067,115,Ari,rain court,0.627117,0.074912,13.538,0.858818,0.7,0.08,0.533485,0.479055,5.093,stem,True
2068,115,Fay,tool alcove,0.611286,0.078253,13.747,0.381843,0.643127,0.23999,0.559955,0.419076,5.463,leaf,True
2069,115,Milo,fiber loft,0.594643,0.08244,13.963,0.384647,0.582513,0.079966,0.586426,0.385106,5.833,bud,True
2070,116,Sera,river gate,0.577271,0.087464,11.534,0.867225,0.52,0.079928,0.131446,0.377222,2.914,bud,True
2071,116,Tovan,west hearth,0.559258,0.093309,11.612,0.389574,0.582513,0.079875,0.157917,0.310408,3.284,bloom,True
2072,116,Nia,rain court,0.540694,0.099959,11.701,0.871691,0.643127,0.079808,0.184388,0.403278,3.654,fruit,True
2073,116,Ari,tool alcove,0.521673,0.107395,11.801,0.393573,0.7,0.079726,0.210858,0.335538,4.024,compost,True
2074,116,Fay,fiber loft,0.502291,0.115597,11.911,0.395218,0.751404,0.23963,0.237329,0.373578,4.394,seed,True
2075,116,Milo,glasshouse,0.482645,0.124542,12.031,0.396623,0.795776,0.07952,0.263799,0.357151,4.764,root,True
2076,116,Sera,river gate,0.462835,0.134204,12.162,0.877786,0.831769,0.079395,0.29027,0.446043,5.134,stem,True
2077,116,Tovan,west hearth,0.44296,0.144556,12.302,0.398705,0.858289,0.079257,0.316741,0.373418,5.504,leaf,True
2078,116,Nia,rain court,0.423121,0.155569,12.453,0.87938,0.874531,0.079104,0.343211,0.459153,5.874,bud,True
2079,116,Ari,tool alcove,0.403417,0.167213,12.612,0.399809,0.88,0.078937,0.369682,0.383176,2.914,bloom,True
2080,116,Fay,fiber loft,0.383948,0.179455,12.78,0.399993,0.874531,0.078756,0.396152,0.385472,3.284,fruit,True
2081,116,Milo,glasshouse,0.364812,0.192259,12.958,0.39993,0.858289,0.238561,0.422623,0.412746,3.654,compost,True
2082,116,Sera,river gate,0.346104,0.205591,13.143,0.87962,0.831769,0.078352,0.449094,0.465088,4.024,seed,True
2083,116,Tovan,west hearth,0.327921,0.219413,13.337,0.399065,0.795776,0.078129,0.475564,0.382645,4.394,root,True
2084,116,Nia,rain court,0.310353,0.233685,13.538,0.878264,0.751404,0.077892,0.502035,0.458939,4.764,stem,True
2085,116,Ari,tool alcove,0.293488,0.248369,13.747,0.39722,0.7,0.077642,0.528505,0.374204,5.134,leaf,True
2086,116,Fay,fiber loft,0.277412,0.263422,13.963,0.395933,0.643127,0.077378,0.554976,0.368708,5.504,bud,True
2087,116,Milo,glasshouse,0.262205,0.278802,14.185,0.394405,0.582513,0.077101,0.581446,0.362746,5.874,bloom,True
2088,117,Sera,west hearth,0.247945,0.294467,11.612,0.392639,0.52,0.07681,0.127287,0.276525,2.955,bloom,True
2089,117,Tovan,rain court,0.234703,0.310372,11.701,0.870636,0.582513,0.076506,0.153757,0.371415,3.325,fruit,True
2090,117,Nia,tool alcove,0.222546,0.326472,11.801,0.388399,0.643127,0.076189,0.180228,0.30616,3.695,compost,True
2091,117,Ari,fiber loft,0.211535,0.342723,11.911,0.385932,0.7,0.075858,0.206698,0.320458,4.065,seed,True
2092,117,Fay,glasshouse,0.201726,0.359079,12.031,0.383238,0.751404,0.075515,0.233169,0.334022,4.435,root,True
2093,117,Milo,river gate,0.193167,0.375493,12.162,0.860321,0.795776,0.075159,0.25964,0.426593,4.805,stem,True
2094,117,Sera,west hearth,0.185903,0.39192,12.302,0.377184,0.831769,0.23479,0.28611,0.384613,5.175,leaf,True
2095,117,Tovan,rain court,0.179969,0.408313,12.453,0.853831,0.858289,0.074409,0.312581,0.447899,5.545,bud,True
2096,117,Nia,tool alcove,0.175397,0.424627,12.612,0.370269,0.874531,0.074015,0.339051,0.376315,5.915,bloom,True
2097,117,Ari,fiber loft,0.172207,0.440816,12.78,0.3665,0.88,0.073609,0.365522,0.383109,2.955,fruit,True
2098,117,Fay,glasshouse,0.170418,0.456834,12.958,0.362531,0.874531,0.073191,0.391992,0.38825,3.325,compost,True
2099,117,Milo,river gate,0.170037,0.472636,13.143,0.838367,0.858289,0.072761,0.418463,0.471759,3.695,seed,True
2100,117,Sera,west hearth,0.171067,0.488178,13.337,0.354014,0.831769,0.072319,0.444934,0.393713,4.065,root,True
2101,117,Tovan,rain court,0.173503,0.503416,13.538,0.829477,0.795776,0.231865,0.471404,0.500907,4.435,stem,True
2102,117,Nia,tool alcove,0.177332,0.518307,13.747,0.344763,0.751404,0.0714,0.497875,0.393513,4.805,leaf,True
2103,117,Ari,fiber loft,0.182535,0.53281,13.963,0.339878,0.7,0.070924,0.524345,0.391749,5.175,bud,True
2104,117,Fay,glasshouse,0.189085,0.546884,14.185,0.334829,0.643127,0.070436,0.550816,0.389196,5.545,bloom,True
2105,117,Milo,river gate,0.19695,0.560489,14.413,0.809622,0.582513,0.069938,0.577287,0.466133,5.915,fruit,True
2106,118,Sera,rain court,0.206091,0.573588,11.701,0.804266,0.52,0.069428,0.124016,0.382898,2.996,fruit,True
2107,118,Tovan,tool alcove,0.21646,0.586142,11.801,0.318767,0.582513,0.228908,0.150487,0.347213,3.366,compost,True
2108,118,Nia,fiber loft,0.228006,0.598118,11.911,0.313133,0.643127,0.068378,0.176957,0.337953,3.736,seed,True
2109,118,Ari,glasshouse,0.240671,0.609481,12.031,0.307371,0.7,0.067837,0.203428,0.354798,4.106,root,True
2110,118,Fay,river gate,0.25439,0.6202,12.162,0.78149,0.751404,0.067286,0.229899,0.450778,4.476,stem,True
2111,118,Milo,west hearth,0.269095,0.630244,12.302,0.295497,0.795776,0.066726,0.256369,0.385618,4.846,leaf,True
2112,118,Sera,rain court,0.284712,0.639586,12.453,0.769401,0.831769,0.066155,0.28284,0.479077,5.216,bud,True
2113,118,Tovan,tool alcove,0.301162,0.648198,12.612,0.28321,0.858289,0.065576,0.30931,0.410958,5.586,bloom,True
2114,118,Nia,fiber loft,0.318361,0.656058,12.78,0.276932,0.874531,0.224987,0.335781,0.447775,5.956,fruit,True
2115,118,Ari,glasshouse,0.336224,0.663142,12.958,0.270577,0.88,0.064389,0.362252,0.42943,2.996,compost,True
2116,118,Fay,river gate,0.35466,0.66943,13.143,0.744152,0.874531,0.063782,0.388722,0.51588,3.366,seed,True
2117,118,Milo,west hearth,0.373577,0.674906,13.337,0.257666,0.858289,0.063167,0.415193,0.440466,3.736,root,True
2118,118,Sera,rain court,0.392879,0.679554,13.538,0.73113,0.831769,0.062543,0.441663,0.523256,4.106,stem,True
2119,118,Tovan,tool alcove,0.412468,0.683361,13.747,0.24455,0.795776,0.061911,0.468134,0.444367,4.476,leaf,True
2120,118,Nia,fiber loft,0.432247,0.686315,13.963,0.237937,0.751404,0.061271,0.494605,0.443963,4.846,bud,True
2121,118,Ari,glasshouse,0.452115,0.68841,14.185,0.2313,0.7,0.220624,0.521075,0.46892,5.216,bloom,True
2122,118,Fay,river gate,0.471972,0.689638,14.413,0.704646,0.643127,0.059969,0.547546,0.519483,5.586,fruit,True
2123,118,Milo,west hearth,0.491719,0.689997,14.647,0.217987,0.582513,0.059307,0.574016,0.435923,5.956,compost,True
2124,119,Sera,tool alcove,0.511255,0.689485,11.801,0.21133,0.52,0.058638,0.121691,0.352066,2.75,compost,True
2125,119,Tovan,fiber loft,0.530483,0.688104,11.911,0.204685,0.582513,0.057962,0.148161,0.368652,3.12,seed,True
2126,119,Nia,glasshouse,0.549305,0.685857,12.031,0.198062,0.643127,0.05728,0.174632,0.384711,3.49,root,True
2127,119,Ari,river gate,0.567627,0.682752,12.162,0.671468,0.7,0.216591,0.201103,0.50659,3.86,stem,True
2128,119,Fay,west hearth,0.585356,0.678797,12.302,0.184913,0.751404,0.055897,0.227573,0.41399,4.23,leaf,True
2129,119,Milo,rain court,0.602404,0.674002,12.453,0.658406,0.795776,0.055197,0.254044,0.506638,4.6,bud,True
2130,119,Sera,tool alcove,0.618683,0.668382,12.612,0.171956,0.831769,0.054491,0.280514,0.437633,4.97,bloom,True
2131,119,Tovan,fiber loft,0.634112,0.661952,12.78,0.165572,0.858289,0.05378,0.306985,0.446782,5.34,fruit,True
2132,119,Nia,glasshouse,0.648613,0.65473,12.958,0.159263,0.874531,0.053064,0.333456,0.453943,5.71,compost,True
2133,119,Ari,river gate,0.662114,0.646736,13.143,0.633037,0.88,0.052343,0.359926,0.539026,2.75,seed,True
2134,119,Fay,west hearth,0.674546,0.637994,13.337,0.146902,0.874531,0.211618,0.386397,0.488665,3.12,root,True
2135,119,Milo,rain court,0.685846,0.628527,13.538,0.620867,0.858289,0.050889,0.412867,0.542881,3.49,stem,True
2136,119,Sera,tool alcove,0.695959,0.618362,13.747,0.134941,0.831769,0.050156,0.439338,0.461754,3.86,leaf,True
2137,119,Tovan,fiber loft,0.704831,0.607527,13.963,0.129131,0.795776,0.049419,0.465808,0.458749,4.23,bud,True
2138,119,Nia,glasshouse,0.71242,0.596054,14.185,0.123445,0.751404,0.048679,0.492279,0.454047,4.6,bloom,True
2139,119,Ari,river gate,0.718686,0.583974,14.413,0.597892,0.7,0.047935,0.51875,0.527873,4.97,fruit,True
2140,119,Fay,west hearth,0.723598,0.57132,14.647,0.112478,0.643127,0.047189,0.54522,0.440489,5.34,compost,True
2141,119,Milo,rain court,0.727132,0.55813,14.886,0.587212,0.582513,0.20644,0.571691,0.538853,5.71,seed,True
2142,120,Sera,fiber loft,0.72927,0.54444,11.911,0.1021,0.52,0.045689,0.120349,0.343641,2.791,seed,True
2143,120,Tovan,glasshouse,0.73,0.530287,12.031,0.097149,0.582513,0.044936,0.14682,0.355284,3.161,root,True
2144,120,Nia,river gate,0.729319,0.515713,12.162,0.572367,0.643127,0.044181,0.173291,0.446333,3.531,stem,True
2145,120,Ari,west hearth,0.727231,0.500757,12.302,0.087759,0.7,0.043424,0.199761,0.376489,3.901,leaf,True
2146,120,Fay,rain court,0.723746,0.485463,12.453,0.563332,0.751404,0.042666,0.226232,0.465474,4.271,bud,True
2147,120,Milo,tool alcove,0.718881,0.469872,12.612,0.079093,0.795776,0.201907,0.252702,0.419705,4.641,bloom,True
2148,120,Sera,fiber loft,0.712662,0.454029,12.78,0.075046,0.831769,0.041148,0.279173,0.398971,5.011,fruit,True
2149,120,Tovan,glasshouse,0.705119,0.437977,12.958,0.071197,0.858289,0.040388,0.305643,0.403102,5.381,compost,True
2150,120,Nia,river gate,0.696291,0.421763,13.143,0.547553,0.874531,0.039628,0.332114,0.485313,5.751,seed,True
2151,120,Ari,west hearth,0.686221,0.405432,13.337,0.064117,0.88,0.038868,0.358585,0.405537,2.791,root,True
2152,120,Fay,rain court,0.674961,0.38903,13.538,0.540894,0.874531,0.038109,0.385055,0.483763,3.161,stem,True
2153,120,Milo,tool alcove,0.662568,0.372602,13.747,0.057889,0.858289,0.03735,0.411526,0.400037,3.531,leaf,True
2154,120,Sera,fiber loft,0.649104,0.356194,13.963,0.055106,0.831769,0.196592,0.437996,0.421127,3.901,bud,True
2155,120,Tovan,glasshouse,0.634636,0.339854,14.185,0.052549,0.795776,0.035836,0.464467,0.387186,4.271,bloom,True
2156,120,Nia,river gate,0.619238,0.323626,14.413,0.530221,0.751404,0.035081,0.490938,0.458418,4.641,fruit,True
2157,120,Ari,west hearth,0.602987,0.307557,14.647,0.048125,0.7,0.034327,0.517408,0.368401,5.011,compost,True
2158,120,Fay,rain court,0.585966,0.291691,14.886,0.526265,0.643127,0.033576,0.543879,0.437417,5.381,seed,True
2159,120,Milo,tool alcove,0.568259,0.276073,15.13,0.044643,0.582513,0.032827,0.570349,0.345777,5.751,root,True
2160,121,Sera,glasshouse,0.549956,0.260747,12.031,0.04326,0.52,0.192081,0.120015,0.28101,2.832,root,True
2161,121,Tovan,river gate,0.53115,0.245756,12.162,0.52212,0.582513,0.031337,0.146485,0.343227,3.202,stem,True
2162,121,Nia,west hearth,0.511935,0.231142,12.302,0.041222,0.643127,0.030597,0.172956,0.27183,3.572,leaf,True
