tick_id,day,settlement_id,object_id,object_use,owner_id,lender_id,borrower_id,witness_id,loan_start_day,due_day,consent_state,custody_before,custody_after,loan_status,debt_before,debt_after,multi_day_terms_visible,protocol_valid
1786,100,archive,signal spool,memory,Nia,Nia,Toma,Vell,100,102,granted,Rin,Toma,loan active,0.739,0.74,True,True
1787,100,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,100,103,granted,Oda,Kesh,loan active,0.422,0.44,True,True
1788,100,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,100,104,granted,Mara,Suf,loan active,0.739,0.74,True,True
1790,100,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,100,102,granted,Cee,Lio,loan active,0.74,0.74,True,True
1792,100,archive,memory tag,archive,Vell,Vell,Rin,Nia,100,104,deferred,Toma,Toma,deferred with terms,0.739,0.739,True,True
1794,100,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,100,102,granted,Mara,Mara,loan active,0.739,0.74,True,True
1796,100,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,100,104,granted,Nox,Nox,loan active,0.74,0.74,True,True
1797,100,roofward,shade cloth,care,Bex,Bex,Fay,Sera,100,105,granted,Sera,Fay,loan active,0.296,0.314,True,True
1798,100,archive,signal spool,memory,Nia,Nia,Toma,Vell,100,102,granted,Toma,Toma,loan active,0.74,0.74,True,True
1800,101,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,101,103,granted,Wren,Pax,loan active,0.739,0.74,True,True
1802,101,roofward,shade cloth,care,Bex,Bex,Bex,Fay,101,105,granted,Fay,Bex,loan active,0.74,0.74,True,True
1804,101,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,101,103,granted,Kesh,Ren,loan active,0.739,0.74,True,True
1806,101,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,101,105,deferred,Pax,Pax,deferred with terms,0.74,0.74,True,True
1807,101,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,101,106,granted,Lio,Ari,loan active,0.314,0.332,True,True
1808,101,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,101,103,granted,Bex,Sera,loan active,0.739,0.74,True,True
1810,101,signal,wind wrap,care,Oda,Oda,Oda,Milo,101,105,granted,Ren,Oda,loan active,0.739,0.74,True,True
1811,101,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,101,106,granted,Mara,Ivo,loan active,0.314,0.332,True,True
1812,101,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,101,103,granted,Pax,Pax,loan active,0.739,0.74,True,True
1814,101,roofward,shade cloth,care,Bex,Bex,Bex,Fay,101,105,granted,Bex,Bex,loan active,0.739,0.74,True,True
1816,101,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,101,103,granted,Ren,Ren,loan active,0.739,0.74,True,True
1818,102,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,102,104,granted,Nox,Lio,loan active,0.739,0.74,True,True
1820,102,archive,signal spool,memory,Nia,Nia,Rin,Nia,102,106,deferred,Toma,Toma,deferred with terms,0.738,0.738,True,True
1821,102,signal,oil lantern,signal,Ren,Ren,Milo,Ren,102,107,granted,Ren,Milo,loan active,0.314,0.332,True,True
1822,102,orchard,dry cord,repair,Pim,Pim,Mara,Pim,102,104,granted,Suf,Mara,loan active,0.739,0.74,True,True
1824,102,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,102,106,granted,Ari,Nox,loan active,0.74,0.74,True,True
1826,102,archive,memory tag,archive,Vell,Vell,Toma,Vell,102,104,granted,Toma,Toma,loan active,0.74,0.74,True,True
1828,102,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,102,106,granted,Ivo,Suf,loan active,0.739,0.74,True,True
1830,102,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,102,104,granted,Lio,Lio,loan active,0.739,0.74,True,True
1831,102,roofward,shade cloth,care,Bex,Bex,Orr,Bex,102,105,granted,Bex,Orr,loan active,0.422,0.44,True,True
1832,102,archive,signal spool,memory,Nia,Nia,Rin,Nia,102,106,granted,Toma,Rin,loan active,0.738,0.74,True,True
1834,102,orchard,dry cord,repair,Pim,Pim,Mara,Pim,102,104,deferred,Mara,Mara,deferred with terms,0.74,0.74,True,True
1835,102,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,102,105,granted,Pax,Vale,loan active,0.404,0.422,True,True
1836,103,roofward,shade cloth,care,Bex,Bex,Sera,Orr,103,105,granted,Orr,Sera,loan active,0.74,0.74,True,True
1838,103,signal,oil lantern,signal,Ren,Ren,Oda,Milo,103,107,granted,Milo,Oda,loan active,0.74,0.74,True,True
1840,103,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,103,105,granted,Vale,Pax,loan active,0.739,0.74,True,True
1841,103,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,103,106,deferred,Nox,Nox,deferred with terms,0.441,0.441,True,True
1842,103,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,103,107,granted,Sera,Bex,loan active,0.739,0.74,True,True
1844,103,signal,wind wrap,care,Oda,Oda,Ren,Kesh,103,105,granted,Oda,Ren,loan active,0.739,0.74,True,True
1845,103,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,103,106,granted,Suf,Pim,loan active,0.423,0.441,True,True
1846,103,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,103,107,granted,Pax,Wren,loan active,0.739,0.74,True,True
1848,103,roofward,shade cloth,care,Bex,Bex,Sera,Orr,103,105,refused,Sera,Sera,refused without transfer,0.739,0.739,True,True
1850,103,signal,oil lantern,signal,Ren,Ren,Oda,Milo,103,107,granted,Oda,Oda,loan active,0.739,0.74,True,True
1852,103,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,103,105,granted,Pax,Pax,loan active,0.739,0.74,True,True
1854,104,archive,signal spool,memory,Nia,Nia,Toma,Vell,104,106,granted,Rin,Toma,loan active,0.739,0.74,True,True
1855,104,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,104,107,deferred,Oda,Oda,deferred with terms,0.44,0.44,True,True
1856,104,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,104,108,granted,Mara,Suf,loan active,0.739,0.74,True,True
1858,104,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,104,106,granted,Nox,Lio,loan active,0.739,0.74,True,True
1860,104,archive,memory tag,archive,Vell,Vell,Rin,Nia,104,108,granted,Toma,Rin,loan active,0.74,0.74,True,True
1862,104,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,104,106,deferred,Pim,Pim,deferred with terms,0.74,0.74,True,True
1864,104,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,104,108,granted,Lio,Nox,loan active,0.739,0.74,True,True
1865,104,roofward,shade cloth,care,Bex,Bex,Fay,Sera,104,109,granted,Sera,Fay,loan active,0.314,0.332,True,True
1866,104,archive,signal spool,memory,Nia,Nia,Toma,Vell,104,106,granted,Toma,Toma,loan active,0.739,0.74,True,True
1868,104,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,104,108,granted,Suf,Suf,loan active,0.74,0.74,True,True
1869,104,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,104,109,deferred,Pax,Pax,deferred with terms,0.314,0.314,True,True
1870,104,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,104,106,granted,Lio,Lio,loan active,0.739,0.74,True,True
1872,105,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,105,107,granted,Oda,Ren,loan active,0.74,0.74,True,True
1874,105,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,105,109,granted,Pax,Wren,loan active,0.74,0.74,True,True
1875,105,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,105,110,granted,Lio,Ari,loan active,0.332,0.35,True,True
1876,105,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,105,107,deferred,Bex,Bex,deferred with terms,0.738,0.738,True,True
1878,105,signal,wind wrap,care,Oda,Oda,Oda,Milo,105,109,granted,Ren,Oda,loan active,0.739,0.74,True,True
1879,105,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,105,110,granted,Pim,Ivo,loan active,0.332,0.35,True,True
1880,105,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,105,107,granted,Wren,Pax,loan active,0.739,0.74,True,True
1882,105,roofward,shade cloth,care,Bex,Bex,Bex,Fay,105,109,granted,Fay,Bex,loan active,0.739,0.74,True,True
1884,105,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,105,107,granted,Ren,Ren,loan active,0.739,0.74,True,True
1886,105,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,105,109,granted,Wren,Wren,loan active,0.739,0.74,True,True
1888,105,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,105,107,granted,Bex,Sera,loan active,0.738,0.74,True,True
1889,105,archive,memory tag,archive,Vell,Vell,Vell,Rin,105,108,granted,Rin,Vell,loan active,0.422,0.44,True,True
1890,106,orchard,dry cord,repair,Pim,Pim,Mara,Pim,106,108,deferred,Suf,Suf,deferred with terms,0.739,0.739,True,True
1892,106,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,106,110,granted,Ari,Nox,loan active,0.74,0.74,True,True
1894,106,archive,memory tag,archive,Vell,Vell,Toma,Vell,106,108,granted,Vell,Toma,loan active,0.739,0.74,True,True
1896,106,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,106,110,granted,Ivo,Suf,loan active,0.74,0.74,True,True
1898,106,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,106,108,granted,Nox,Lio,loan active,0.739,0.74,True,True
1899,106,roofward,shade cloth,care,Bex,Bex,Orr,Bex,106,109,granted,Bex,Orr,loan active,0.44,0.458,True,True
1900,106,archive,signal spool,memory,Nia,Nia,Rin,Nia,106,110,granted,Toma,Rin,loan active,0.739,0.74,True,True
1902,106,orchard,dry cord,repair,Pim,Pim,Mara,Pim,106,108,granted,Suf,Mara,loan active,0.738,0.74,True,True
1903,106,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,106,109,granted,Wren,Vale,loan active,0.422,0.44,True,True
1904,106,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,106,110,deferred,Nox,Nox,deferred with terms,0.739,0.739,True,True
1906,106,archive,memory tag,archive,Vell,Vell,Toma,Vell,106,108,granted,Toma,Toma,loan active,0.739,0.74,True,True
1908,107,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,107,109,granted,Vale,Pax,loan active,0.74,0.74,True,True
1909,107,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,107,110,granted,Nox,Cee,loan active,0.444,0.462,True,True
1910,107,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,107,111,granted,Sera,Bex,loan active,0.739,0.74,True,True
1912,107,signal,wind wrap,care,Oda,Oda,Ren,Kesh,107,109,granted,Oda,Ren,loan active,0.739,0.74,True,True
1913,107,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,107,110,granted,Suf,Pim,loan active,0.442,0.46,True,True
1914,107,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,107,111,granted,Pax,Wren,loan active,0.739,0.74,True,True
1916,107,roofward,shade cloth,care,Bex,Bex,Sera,Orr,107,109,granted,Orr,Sera,loan active,0.74,0.74,True,True
1918,107,signal,oil lantern,signal,Ren,Ren,Oda,Milo,107,111,deferred,Ren,Ren,deferred with terms,0.739,0.739,True,True
1920,107,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,107,109,granted,Pax,Pax,loan active,0.739,0.74,True,True
1922,107,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,107,111,granted,Bex,Bex,loan active,0.74,0.74,True,True
1923,107,archive,memory tag,archive,Vell,Vell,Nia,Toma,107,112,granted,Toma,Nia,loan active,0.296,0.314,True,True
1924,107,signal,wind wrap,care,Oda,Oda,Ren,Kesh,107,109,granted,Ren,Ren,loan active,0.74,0.74,True,True
1926,108,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,108,110,granted,Cee,Lio,loan active,0.74,0.74,True,True
1928,108,archive,memory tag,archive,Vell,Vell,Rin,Nia,108,112,granted,Nia,Rin,loan active,0.74,0.74,True,True
1930,108,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,108,110,granted,Pim,Mara,loan active,0.739,0.74,True,True
1932,108,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,108,112,deferred,Lio,Lio,deferred with terms,0.738,0.738,True,True
1933,108,roofward,shade cloth,care,Bex,Bex,Fay,Sera,108,113,granted,Sera,Fay,loan active,0.332,0.35,True,True
1934,108,archive,signal spool,memory,Nia,Nia,Toma,Vell,108,110,granted,Rin,Toma,loan active,0.739,0.74,True,True
1936,108,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,108,112,granted,Mara,Suf,loan active,0.739,0.74,True,True
1937,108,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,108,113,granted,Pax,Juno,loan active,0.314,0.332,True,True
1938,108,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,108,110,granted,Lio,Lio,loan active,0.739,0.74,True,True
1940,108,archive,memory tag,archive,Vell,Vell,Rin,Nia,108,112,granted,Rin,Rin,loan active,0.739,0.74,True,True
1942,108,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,108,110,granted,Mara,Mara,loan active,0.739,0.74,True,True
1944,109,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,109,111,granted,Bex,Sera,loan active,0.739,0.74,True,True
1946,109,signal,wind wrap,care,Oda,Oda,Oda,Milo,109,113,deferred,Ren,Ren,deferred with terms,0.738,0.738,True,True
1947,109,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,109,114,granted,Mara,Ivo,loan active,0.35,0.368,True,True
1948,109,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,109,111,granted,Wren,Pax,loan active,0.739,0.74,True,True
1950,109,roofward,shade cloth,care,Bex,Bex,Bex,Fay,109,113,granted,Fay,Bex,loan active,0.74,0.74,True,True
1952,109,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,109,111,granted,Ren,Ren,loan active,0.74,0.74,True,True
1954,109,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,109,113,granted,Juno,Wren,loan active,0.739,0.74,True,True
1956,109,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,109,111,granted,Sera,Sera,loan active,0.739,0.74,True,True
1957,109,archive,memory tag,archive,Vell,Vell,Vell,Rin,109,112,granted,Rin,Vell,loan active,0.44,0.458,True,True
1958,109,signal,wind wrap,care,Oda,Oda,Oda,Milo,109,113,granted,Ren,Oda,loan active,0.738,0.74,True,True
1960,109,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,109,111,deferred,Pax,Pax,deferred with terms,0.74,0.74,True,True
1962,110,archive,memory tag,archive,Vell,Vell,Toma,Vell,110,112,granted,Vell,Toma,loan active,0.74,0.74,True,True
1964,110,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,110,114,granted,Ivo,Suf,loan active,0.74,0.74,True,True
1966,110,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,110,112,granted,Lio,Lio,loan active,0.739,0.74,True,True
1967,110,roofward,shade cloth,care,Bex,Bex,Orr,Bex,110,113,deferred,Bex,Bex,deferred with terms,0.458,0.458,True,True
1968,110,archive,signal spool,memory,Nia,Nia,Rin,Nia,110,114,granted,Toma,Rin,loan active,0.739,0.74,True,True
1970,110,orchard,dry cord,repair,Pim,Pim,Mara,Pim,110,112,granted,Suf,Mara,loan active,0.739,0.74,True,True
1971,110,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,110,113,granted,Wren,Vale,loan active,0.44,0.458,True,True
1972,110,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,110,114,granted,Lio,Nox,loan active,0.737,0.74,True,True
1974,110,archive,memory tag,archive,Vell,Vell,Toma,Vell,110,112,deferred,Toma,Toma,deferred with terms,0.739,0.739,True,True
1976,110,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,110,114,granted,Suf,Suf,loan active,0.739,0.74,True,True
1978,110,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,110,112,granted,Lio,Lio,loan active,0.74,0.74,True,True
1980,111,signal,wind wrap,care,Oda,Oda,Ren,Kesh,111,113,granted,Oda,Ren,loan active,0.739,0.74,True,True
1981,111,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,111,114,deferred,Suf,Suf,deferred with terms,0.463,0.463,True,True
1982,111,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,111,115,granted,Pax,Wren,loan active,0.739,0.74,True,True
1984,111,roofward,shade cloth,care,Bex,Bex,Sera,Orr,111,113,granted,Bex,Sera,loan active,0.739,0.74,True,True
1986,111,signal,oil lantern,signal,Ren,Ren,Oda,Milo,111,115,granted,Ren,Oda,loan active,0.74,0.74,True,True
1988,111,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,111,113,deferred,Vale,Vale,deferred with terms,0.74,0.74,True,True
1990,111,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,111,115,granted,Sera,Bex,loan active,0.739,0.74,True,True
1991,111,archive,memory tag,archive,Vell,Vell,Nia,Toma,111,116,granted,Toma,Nia,loan active,0.314,0.332,True,True
1992,111,signal,wind wrap,care,Oda,Oda,Ren,Kesh,111,113,granted,Ren,Ren,loan active,0.739,0.74,True,True
1994,111,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,111,115,granted,Wren,Wren,loan active,0.74,0.74,True,True
1996,111,roofward,shade cloth,care,Bex,Bex,Sera,Orr,111,113,granted,Sera,Sera,loan active,0.739,0.74,True,True
1998,112,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,112,114,granted,Suf,Mara,loan active,0.74,0.74,True,True
2000,112,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,112,116,granted,Lio,Nox,loan active,0.739,0.74,True,True
2001,112,roofward,shade cloth,care,Bex,Bex,Fay,Sera,112,117,granted,Sera,Fay,loan active,0.35,0.368,True,True
2002,112,archive,signal spool,memory,Nia,Nia,Toma,Vell,112,114,refused,Rin,Rin,refused without transfer,0.738,0.738,True,True
2004,112,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,112,116,granted,Mara,Suf,loan active,0.739,0.74,True,True
2005,112,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,112,117,granted,Vale,Juno,loan active,0.332,0.35,True,True
2006,112,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,112,114,granted,Nox,Lio,loan active,0.74,0.74,True,True
2008,112,archive,memory tag,archive,Vell,Vell,Rin,Nia,112,116,granted,Nia,Rin,loan active,0.739,0.74,True,True
2010,112,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,112,114,granted,Mara,Mara,loan active,0.739,0.74,True,True
2012,112,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,112,116,granted,Nox,Nox,loan active,0.74,0.74,True,True
2014,112,archive,signal spool,memory,Nia,Nia,Toma,Vell,112,114,granted,Rin,Toma,loan active,0.738,0.74,True,True
2015,112,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,112,115,granted,Oda,Kesh,loan active,0.44,0.458,True,True
2016,113,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,113,115,deferred,Wren,Wren,deferred with terms,0.739,0.739,True,True
2018,113,roofward,shade cloth,care,Bex,Bex,Bex,Fay,113,117,granted,Fay,Bex,loan active,0.74,0.74,True,True
2020,113,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,113,115,granted,Kesh,Ren,loan active,0.739,0.74,True,True
2022,113,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,113,117,granted,Juno,Wren,loan active,0.74,0.74,True,True
2024,113,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,113,115,granted,Bex,Sera,loan active,0.739,0.74,True,True
2025,113,archive,memory tag,archive,Vell,Vell,Vell,Rin,113,116,granted,Rin,Vell,loan active,0.458,0.476,True,True
2026,113,signal,wind wrap,care,Oda,Oda,Oda,Milo,113,117,granted,Ren,Oda,loan active,0.739,0.74,True,True
2028,113,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,113,115,granted,Wren,Pax,loan active,0.738,0.74,True,True
2030,113,roofward,shade cloth,care,Bex,Bex,Bex,Fay,113,117,deferred,Bex,Bex,deferred with terms,0.739,0.739,True,True
2032,113,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,113,115,granted,Ren,Ren,loan active,0.739,0.74,True,True
2034,114,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,114,116,granted,Nox,Lio,loan active,0.739,0.74,True,True
2035,114,roofward,shade cloth,care,Bex,Bex,Orr,Bex,114,117,granted,Bex,Orr,loan active,0.458,0.476,True,True
2036,114,archive,signal spool,memory,Nia,Nia,Rin,Nia,114,118,granted,Toma,Rin,loan active,0.739,0.74,True,True
2038,114,orchard,dry cord,repair,Pim,Pim,Mara,Pim,114,116,granted,Suf,Mara,loan active,0.739,0.74,True,True
2039,114,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,114,117,granted,Wren,Vale,loan active,0.458,0.476,True,True
2040,114,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,114,118,granted,Lio,Nox,loan active,0.74,0.74,True,True
2042,114,archive,memory tag,archive,Vell,Vell,Toma,Vell,114,116,granted,Vell,Toma,loan active,0.74,0.74,True,True
2044,114,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,114,118,deferred,Mara,Mara,deferred with terms,0.739,0.739,True,True
2046,114,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,114,116,granted,Lio,Lio,loan active,0.739,0.74,True,True
2048,114,archive,signal spool,memory,Nia,Nia,Rin,Nia,114,118,granted,Rin,Rin,loan active,0.74,0.74,True,True
2049,114,signal,oil lantern,signal,Ren,Ren,Milo,Ren,114,119,granted,Ren,Milo,loan active,0.332,0.35,True,True
2050,114,orchard,dry cord,repair,Pim,Pim,Mara,Pim,114,116,granted,Mara,Mara,loan active,0.74,0.74,True,True
2052,115,roofward,shade cloth,care,Bex,Bex,Sera,Orr,115,117,granted,Orr,Sera,loan active,0.74,0.74,True,True
2054,115,signal,oil lantern,signal,Ren,Ren,Oda,Milo,115,119,granted,Milo,Oda,loan active,0.74,0.74,True,True
2056,115,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,115,117,granted,Vale,Pax,loan active,0.739,0.74,True,True
2058,115,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,115,119,deferred,Sera,Sera,deferred with terms,0.738,0.738,True,True
2059,115,archive,memory tag,archive,Vell,Vell,Nia,Toma,115,120,granted,Toma,Nia,loan active,0.335,0.353,True,True
2060,115,signal,wind wrap,care,Oda,Oda,Ren,Kesh,115,117,granted,Oda,Ren,loan active,0.739,0.74,True,True
2062,115,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,115,119,granted,Pax,Wren,loan active,0.739,0.74,True,True
2064,115,roofward,shade cloth,care,Bex,Bex,Sera,Orr,115,117,granted,Sera,Sera,loan active,0.739,0.74,True,True
2066,115,signal,oil lantern,signal,Ren,Ren,Oda,Milo,115,119,granted,Oda,Oda,loan active,0.739,0.74,True,True
2068,115,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,115,117,granted,Pax,Pax,loan active,0.739,0.74,True,True
2069,115,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,115,118,granted,Nox,Cee,loan active,0.466,0.484,True,True
2070,116,archive,signal spool,memory,Nia,Nia,Toma,Vell,116,118,granted,Rin,Toma,loan active,0.739,0.74,True,True
2072,116,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,116,120,deferred,Mara,Mara,deferred with terms,0.738,0.738,True,True
2073,116,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,116,121,granted,Pax,Juno,loan active,0.35,0.368,True,True
2074,116,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,116,118,granted,Cee,Lio,loan active,0.739,0.74,True,True
2076,116,archive,memory tag,archive,Vell,Vell,Rin,Nia,116,120,granted,Nia,Rin,loan active,0.74,0.74,True,True
2078,116,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,116,118,granted,Mara,Mara,loan active,0.74,0.74,True,True
2080,116,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,116,120,granted,Lio,Nox,loan active,0.739,0.74,True,True
2082,116,archive,signal spool,memory,Nia,Nia,Toma,Vell,116,118,granted,Toma,Toma,loan active,0.739,0.74,True,True
2083,116,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,116,119,granted,Oda,Kesh,loan active,0.458,0.476,True,True
2084,116,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,116,120,granted,Mara,Suf,loan active,0.738,0.74,True,True
2086,116,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,116,118,deferred,Lio,Lio,deferred with terms,0.739,0.739,True,True
2088,117,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,117,119,granted,Kesh,Ren,loan active,0.74,0.74,True,True
2090,117,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,117,121,granted,Juno,Wren,loan active,0.74,0.74,True,True
2092,117,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,117,119,granted,Sera,Sera,loan active,0.739,0.74,True,True
2093,117,archive,memory tag,archive,Vell,Vell,Vell,Rin,117,120,deferred,Rin,Rin,deferred with terms,0.476,0.476,True,True
2094,117,signal,wind wrap,care,Oda,Oda,Oda,Milo,117,121,granted,Ren,Oda,loan active,0.739,0.74,True,True
2096,117,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,117,119,granted,Wren,Pax,loan active,0.739,0.74,True,True
2098,117,roofward,shade cloth,care,Bex,Bex,Bex,Fay,117,121,granted,Sera,Bex,loan active,0.737,0.74,True,True
2100,117,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,117,119,deferred,Ren,Ren,deferred with terms,0.739,0.739,True,True
2102,117,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,117,121,granted,Wren,Wren,loan active,0.739,0.74,True,True
2103,117,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,117,122,granted,Lio,Ari,loan active,0.35,0.368,True,True
2104,117,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,117,119,granted,Sera,Sera,loan active,0.74,0.74,True,True
2106,118,orchard,dry cord,repair,Pim,Pim,Mara,Pim,118,120,granted,Suf,Mara,loan active,0.739,0.74,True,True
2107,118,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,118,121,deferred,Wren,Wren,deferred with terms,0.476,0.476,True,True
2108,118,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,118,122,granted,Ari,Nox,loan active,0.74,0.74,True,True
2110,118,archive,memory tag,archive,Vell,Vell,Toma,Vell,118,120,granted,Rin,Toma,loan active,0.739,0.74,True,True
2112,118,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,118,122,granted,Mara,Suf,loan active,0.74,0.74,True,True
2114,118,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,118,120,deferred,Nox,Nox,deferred with terms,0.738,0.738,True,True
2116,118,archive,signal spool,memory,Nia,Nia,Rin,Nia,118,122,granted,Toma,Rin,loan active,0.739,0.74,True,True
2117,118,signal,oil lantern,signal,Ren,Ren,Milo,Ren,118,123,granted,Ren,Milo,loan active,0.35,0.368,True,True
2118,118,orchard,dry cord,repair,Pim,Pim,Mara,Pim,118,120,granted,Mara,Mara,loan active,0.739,0.74,True,True
2120,118,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,118,122,granted,Nox,Nox,loan active,0.739,0.74,True,True
2122,118,archive,memory tag,archive,Vell,Vell,Toma,Vell,118,120,granted,Toma,Toma,loan active,0.739,0.74,True,True
