tick,day,snapshot_key,restored_room,restored_resident,restored_memory_key,restored_debt_name,replay_rows,audit_scrub_ready,restored_ok,localstorage_backed
2516,140,ssrm:v60:snapshot:d140:t02516,west hearth,Ari,v60:ari:care_favor:d140:s14,care favor,220,True,True,True
2517,140,ssrm:v60:snapshot:d140:t02517,river gate,Fay,v60:fay:route_warning:d140:s15,route warning,220,True,True,True
2518,140,ssrm:v60:snapshot:d140:t02518,arrival court,Milo,v60:milo:tool_loan:d140:s16,tool loan,220,True,True,True
2519,140,ssrm:v60:snapshot:d140:t02519,tool alcove,Sera,v60:sera:water_carry:d140:s17,water carry,220,True,True,True
2520,141,ssrm:v60:snapshot:d141:t02520,fiber loft,Tovan,v60:tovan:missed_greeting:d141:s00,missed greeting,220,True,True,True
2521,141,ssrm:v60:snapshot:d141:t02521,west hearth,Nia,v60:nia:care_favor:d141:s01,care favor,220,True,True,True
2522,141,ssrm:v60:snapshot:d141:t02522,river gate,Ari,v60:ari:route_warning:d141:s02,route warning,220,True,True,True
2523,141,ssrm:v60:snapshot:d141:t02523,arrival court,Fay,v60:fay:tool_loan:d141:s03,tool loan,220,True,True,True
2524,141,ssrm:v60:snapshot:d141:t02524,tool alcove,Milo,v60:milo:water_carry:d141:s04,water carry,220,True,True,True
2525,141,ssrm:v60:snapshot:d141:t02525,rain court,Sera,v60:sera:repair_promise:d141:s05,repair promise,220,True,True,True
2526,141,ssrm:v60:snapshot:d141:t02526,fiber loft,Tovan,v60:tovan:missed_greeting:d141:s06,missed greeting,220,True,True,True
2527,141,ssrm:v60:snapshot:d141:t02527,west hearth,Nia,v60:nia:care_favor:d141:s07,care favor,220,True,True,True
2528,141,ssrm:v60:snapshot:d141:t02528,river gate,Ari,v60:ari:route_warning:d141:s08,route warning,220,True,True,True
2529,141,ssrm:v60:snapshot:d141:t02529,arrival court,Fay,v60:fay:tool_loan:d141:s09,tool loan,220,True,True,True
2530,141,ssrm:v60:snapshot:d141:t02530,tool alcove,Milo,v60:milo:water_carry:d141:s10,water carry,220,True,True,True
2531,141,ssrm:v60:snapshot:d141:t02531,rain court,Sera,v60:sera:repair_promise:d141:s11,repair promise,220,True,True,True
2532,141,ssrm:v60:snapshot:d141:t02532,fiber loft,Tovan,v60:tovan:missed_greeting:d141:s12,missed greeting,220,True,True,True
2533,141,ssrm:v60:snapshot:d141:t02533,west hearth,Nia,v60:nia:care_favor:d141:s13,care favor,220,True,True,True
2534,141,ssrm:v60:snapshot:d141:t02534,river gate,Ari,v60:ari:route_warning:d141:s14,route warning,220,True,True,True
2535,141,ssrm:v60:snapshot:d141:t02535,arrival court,Fay,v60:fay:tool_loan:d141:s15,tool loan,220,True,True,True
2536,141,ssrm:v60:snapshot:d141:t02536,tool alcove,Milo,v60:milo:water_carry:d141:s16,water carry,220,True,True,True
2537,141,ssrm:v60:snapshot:d141:t02537,rain court,Sera,v60:sera:repair_promise:d141:s17,repair promise,220,True,True,True
2538,142,ssrm:v60:snapshot:d142:t02538,west hearth,Tovan,v60:tovan:care_favor:d142:s00,care favor,220,True,True,True
2539,142,ssrm:v60:snapshot:d142:t02539,river gate,Nia,v60:nia:route_warning:d142:s01,route warning,220,True,True,True
2540,142,ssrm:v60:snapshot:d142:t02540,arrival court,Ari,v60:ari:tool_loan:d142:s02,tool loan,220,True,True,True
2541,142,ssrm:v60:snapshot:d142:t02541,tool alcove,Fay,v60:fay:water_carry:d142:s03,water carry,220,True,True,True
2542,142,ssrm:v60:snapshot:d142:t02542,rain court,Milo,v60:milo:repair_promise:d142:s04,repair promise,220,True,True,True
2543,142,ssrm:v60:snapshot:d142:t02543,fiber loft,Sera,v60:sera:missed_greeting:d142:s05,missed greeting,220,True,True,True
2544,142,ssrm:v60:snapshot:d142:t02544,west hearth,Tovan,v60:tovan:care_favor:d142:s06,care favor,220,True,True,True
2545,142,ssrm:v60:snapshot:d142:t02545,river gate,Nia,v60:nia:route_warning:d142:s07,route warning,220,True,True,True
2546,142,ssrm:v60:snapshot:d142:t02546,arrival court,Ari,v60:ari:tool_loan:d142:s08,tool loan,220,True,True,True
2547,142,ssrm:v60:snapshot:d142:t02547,tool alcove,Fay,v60:fay:water_carry:d142:s09,water carry,220,True,True,True
2548,142,ssrm:v60:snapshot:d142:t02548,rain court,Milo,v60:milo:repair_promise:d142:s10,repair promise,220,True,True,True
2549,142,ssrm:v60:snapshot:d142:t02549,fiber loft,Sera,v60:sera:missed_greeting:d142:s11,missed greeting,220,True,True,True
2550,142,ssrm:v60:snapshot:d142:t02550,west hearth,Tovan,v60:tovan:care_favor:d142:s12,care favor,220,True,True,True
2551,142,ssrm:v60:snapshot:d142:t02551,river gate,Nia,v60:nia:route_warning:d142:s13,route warning,220,True,True,True
2552,142,ssrm:v60:snapshot:d142:t02552,arrival court,Ari,v60:ari:tool_loan:d142:s14,tool loan,220,True,True,True
2553,142,ssrm:v60:snapshot:d142:t02553,tool alcove,Fay,v60:fay:water_carry:d142:s15,water carry,220,True,True,True
2554,142,ssrm:v60:snapshot:d142:t02554,rain court,Milo,v60:milo:repair_promise:d142:s16,repair promise,220,True,True,True
2555,142,ssrm:v60:snapshot:d142:t02555,fiber loft,Sera,v60:sera:missed_greeting:d142:s17,missed greeting,220,True,True,True
2556,143,ssrm:v60:snapshot:d143:t02556,river gate,Tovan,v60:tovan:route_warning:d143:s00,route warning,220,True,True,True
2557,143,ssrm:v60:snapshot:d143:t02557,arrival court,Nia,v60:nia:tool_loan:d143:s01,tool loan,220,True,True,True
2558,143,ssrm:v60:snapshot:d143:t02558,tool alcove,Ari,v60:ari:water_carry:d143:s02,water carry,220,True,True,True
2559,143,ssrm:v60:snapshot:d143:t02559,rain court,Fay,v60:fay:repair_promise:d143:s03,repair promise,220,True,True,True
2560,143,ssrm:v60:snapshot:d143:t02560,fiber loft,Milo,v60:milo:missed_greeting:d143:s04,missed greeting,220,True,True,True
2561,143,ssrm:v60:snapshot:d143:t02561,west hearth,Sera,v60:sera:care_favor:d143:s05,care favor,220,True,True,True
2562,143,ssrm:v60:snapshot:d143:t02562,river gate,Tovan,v60:tovan:route_warning:d143:s06,route warning,220,True,True,True
2563,143,ssrm:v60:snapshot:d143:t02563,arrival court,Nia,v60:nia:tool_loan:d143:s07,tool loan,220,True,True,True
2564,143,ssrm:v60:snapshot:d143:t02564,tool alcove,Ari,v60:ari:water_carry:d143:s08,water carry,220,True,True,True
2565,143,ssrm:v60:snapshot:d143:t02565,rain court,Fay,v60:fay:repair_promise:d143:s09,repair promise,220,True,True,True
2566,143,ssrm:v60:snapshot:d143:t02566,fiber loft,Milo,v60:milo:missed_greeting:d143:s10,missed greeting,220,True,True,True
2567,143,ssrm:v60:snapshot:d143:t02567,west hearth,Sera,v60:sera:care_favor:d143:s11,care favor,220,True,True,True
2568,143,ssrm:v60:snapshot:d143:t02568,river gate,Tovan,v60:tovan:route_warning:d143:s12,route warning,220,True,True,True
2569,143,ssrm:v60:snapshot:d143:t02569,arrival court,Nia,v60:nia:tool_loan:d143:s13,tool loan,220,True,True,True
2570,143,ssrm:v60:snapshot:d143:t02570,tool alcove,Ari,v60:ari:water_carry:d143:s14,water carry,220,True,True,True
2571,143,ssrm:v60:snapshot:d143:t02571,rain court,Fay,v60:fay:repair_promise:d143:s15,repair promise,220,True,True,True
2572,143,ssrm:v60:snapshot:d143:t02572,fiber loft,Milo,v60:milo:missed_greeting:d143:s16,missed greeting,220,True,True,True
2573,143,ssrm:v60:snapshot:d143:t02573,west hearth,Sera,v60:sera:care_favor:d143:s17,care favor,220,True,True,True
2574,144,ssrm:v60:snapshot:d144:t02574,arrival court,Tovan,v60:tovan:tool_loan:d144:s00,tool loan,220,True,True,True
2575,144,ssrm:v60:snapshot:d144:t02575,tool alcove,Nia,v60:nia:water_carry:d144:s01,water carry,220,True,True,True
2576,144,ssrm:v60:snapshot:d144:t02576,rain court,Ari,v60:ari:repair_promise:d144:s02,repair promise,220,True,True,True
2577,144,ssrm:v60:snapshot:d144:t02577,fiber loft,Fay,v60:fay:missed_greeting:d144:s03,missed greeting,220,True,True,True
2578,144,ssrm:v60:snapshot:d144:t02578,west hearth,Milo,v60:milo:care_favor:d144:s04,care favor,220,True,True,True
2579,144,ssrm:v60:snapshot:d144:t02579,river gate,Sera,v60:sera:route_warning:d144:s05,route warning,220,True,True,True
2580,144,ssrm:v60:snapshot:d144:t02580,arrival court,Tovan,v60:tovan:tool_loan:d144:s06,tool loan,220,True,True,True
2581,144,ssrm:v60:snapshot:d144:t02581,tool alcove,Nia,v60:nia:water_carry:d144:s07,water carry,220,True,True,True
2582,144,ssrm:v60:snapshot:d144:t02582,rain court,Ari,v60:ari:repair_promise:d144:s08,repair promise,220,True,True,True
2583,144,ssrm:v60:snapshot:d144:t02583,fiber loft,Fay,v60:fay:missed_greeting:d144:s09,missed greeting,220,True,True,True
2584,144,ssrm:v60:snapshot:d144:t02584,west hearth,Milo,v60:milo:care_favor:d144:s10,care favor,220,True,True,True
2585,144,ssrm:v60:snapshot:d144:t02585,river gate,Sera,v60:sera:route_warning:d144:s11,route warning,220,True,True,True
2586,144,ssrm:v60:snapshot:d144:t02586,arrival court,Tovan,v60:tovan:tool_loan:d144:s12,tool loan,220,True,True,True
2587,144,ssrm:v60:snapshot:d144:t02587,tool alcove,Nia,v60:nia:water_carry:d144:s13,water carry,220,True,True,True
2588,144,ssrm:v60:snapshot:d144:t02588,rain court,Ari,v60:ari:repair_promise:d144:s14,repair promise,220,True,True,True
2589,144,ssrm:v60:snapshot:d144:t02589,fiber loft,Fay,v60:fay:missed_greeting:d144:s15,missed greeting,220,True,True,True
2590,144,ssrm:v60:snapshot:d144:t02590,west hearth,Milo,v60:milo:care_favor:d144:s16,care favor,220,True,True,True
2591,144,ssrm:v60:snapshot:d144:t02591,river gate,Sera,v60:sera:route_warning:d144:s17,route warning,220,True,True,True
2592,145,ssrm:v60:snapshot:d145:t02592,tool alcove,Tovan,v60:tovan:water_carry:d145:s00,water carry,220,True,True,True
2593,145,ssrm:v60:snapshot:d145:t02593,rain court,Nia,v60:nia:repair_promise:d145:s01,repair promise,220,True,True,True
2594,145,ssrm:v60:snapshot:d145:t02594,fiber loft,Ari,v60:ari:missed_greeting:d145:s02,missed greeting,220,True,True,True
2595,145,ssrm:v60:snapshot:d145:t02595,west hearth,Fay,v60:fay:care_favor:d145:s03,care favor,220,True,True,True
2596,145,ssrm:v60:snapshot:d145:t02596,river gate,Milo,v60:milo:route_warning:d145:s04,route warning,220,True,True,True
2597,145,ssrm:v60:snapshot:d145:t02597,arrival court,Sera,v60:sera:tool_loan:d145:s05,tool loan,220,True,True,True
2598,145,ssrm:v60:snapshot:d145:t02598,tool alcove,Tovan,v60:tovan:water_carry:d145:s06,water carry,220,True,True,True
2599,145,ssrm:v60:snapshot:d145:t02599,rain court,Nia,v60:nia:repair_promise:d145:s07,repair promise,220,True,True,True
2600,145,ssrm:v60:snapshot:d145:t02600,fiber loft,Ari,v60:ari:missed_greeting:d145:s08,missed greeting,220,True,True,True
2601,145,ssrm:v60:snapshot:d145:t02601,west hearth,Fay,v60:fay:care_favor:d145:s09,care favor,220,True,True,True
2602,145,ssrm:v60:snapshot:d145:t02602,river gate,Milo,v60:milo:route_warning:d145:s10,route warning,220,True,True,True
2603,145,ssrm:v60:snapshot:d145:t02603,arrival court,Sera,v60:sera:tool_loan:d145:s11,tool loan,220,True,True,True
2604,145,ssrm:v60:snapshot:d145:t02604,tool alcove,Tovan,v60:tovan:water_carry:d145:s12,water carry,220,True,True,True
2605,145,ssrm:v60:snapshot:d145:t02605,rain court,Nia,v60:nia:repair_promise:d145:s13,repair promise,220,True,True,True
2606,145,ssrm:v60:snapshot:d145:t02606,fiber loft,Ari,v60:ari:missed_greeting:d145:s14,missed greeting,220,True,True,True
2607,145,ssrm:v60:snapshot:d145:t02607,west hearth,Fay,v60:fay:care_favor:d145:s15,care favor,220,True,True,True
2608,145,ssrm:v60:snapshot:d145:t02608,river gate,Milo,v60:milo:route_warning:d145:s16,route warning,220,True,True,True
2609,145,ssrm:v60:snapshot:d145:t02609,arrival court,Sera,v60:sera:tool_loan:d145:s17,tool loan,220,True,True,True
2610,146,ssrm:v60:snapshot:d146:t02610,rain court,Tovan,v60:tovan:repair_promise:d146:s00,repair promise,220,True,True,True
2611,146,ssrm:v60:snapshot:d146:t02611,fiber loft,Nia,v60:nia:missed_greeting:d146:s01,missed greeting,220,True,True,True
2612,146,ssrm:v60:snapshot:d146:t02612,west hearth,Ari,v60:ari:care_favor:d146:s02,care favor,220,True,True,True
2613,146,ssrm:v60:snapshot:d146:t02613,river gate,Fay,v60:fay:route_warning:d146:s03,route warning,220,True,True,True
2614,146,ssrm:v60:snapshot:d146:t02614,arrival court,Milo,v60:milo:tool_loan:d146:s04,tool loan,220,True,True,True
2615,146,ssrm:v60:snapshot:d146:t02615,tool alcove,Sera,v60:sera:water_carry:d146:s05,water carry,220,True,True,True
2616,146,ssrm:v60:snapshot:d146:t02616,rain court,Tovan,v60:tovan:repair_promise:d146:s06,repair promise,220,True,True,True
2617,146,ssrm:v60:snapshot:d146:t02617,fiber loft,Nia,v60:nia:missed_greeting:d146:s07,missed greeting,220,True,True,True
2618,146,ssrm:v60:snapshot:d146:t02618,west hearth,Ari,v60:ari:care_favor:d146:s08,care favor,220,True,True,True
2619,146,ssrm:v60:snapshot:d146:t02619,river gate,Fay,v60:fay:route_warning:d146:s09,route warning,220,True,True,True
2620,146,ssrm:v60:snapshot:d146:t02620,arrival court,Milo,v60:milo:tool_loan:d146:s10,tool loan,220,True,True,True
2621,146,ssrm:v60:snapshot:d146:t02621,tool alcove,Sera,v60:sera:water_carry:d146:s11,water carry,220,True,True,True
2622,146,ssrm:v60:snapshot:d146:t02622,rain court,Tovan,v60:tovan:repair_promise:d146:s12,repair promise,220,True,True,True
2623,146,ssrm:v60:snapshot:d146:t02623,fiber loft,Nia,v60:nia:missed_greeting:d146:s13,missed greeting,220,True,True,True
2624,146,ssrm:v60:snapshot:d146:t02624,west hearth,Ari,v60:ari:care_favor:d146:s14,care favor,220,True,True,True
2625,146,ssrm:v60:snapshot:d146:t02625,river gate,Fay,v60:fay:route_warning:d146:s15,route warning,220,True,True,True
2626,146,ssrm:v60:snapshot:d146:t02626,arrival court,Milo,v60:milo:tool_loan:d146:s16,tool loan,220,True,True,True
2627,146,ssrm:v60:snapshot:d146:t02627,tool alcove,Sera,v60:sera:water_carry:d146:s17,water carry,220,True,True,True
2628,147,ssrm:v60:snapshot:d147:t02628,fiber loft,Tovan,v60:tovan:missed_greeting:d147:s00,missed greeting,220,True,True,True
2629,147,ssrm:v60:snapshot:d147:t02629,west hearth,Nia,v60:nia:care_favor:d147:s01,care favor,220,True,True,True
2630,147,ssrm:v60:snapshot:d147:t02630,river gate,Ari,v60:ari:route_warning:d147:s02,route warning,220,True,True,True
2631,147,ssrm:v60:snapshot:d147:t02631,arrival court,Fay,v60:fay:tool_loan:d147:s03,tool loan,220,True,True,True
2632,147,ssrm:v60:snapshot:d147:t02632,tool alcove,Milo,v60:milo:water_carry:d147:s04,water carry,220,True,True,True
2633,147,ssrm:v60:snapshot:d147:t02633,rain court,Sera,v60:sera:repair_promise:d147:s05,repair promise,220,True,True,True
2634,147,ssrm:v60:snapshot:d147:t02634,fiber loft,Tovan,v60:tovan:missed_greeting:d147:s06,missed greeting,220,True,True,True
2635,147,ssrm:v60:snapshot:d147:t02635,west hearth,Nia,v60:nia:care_favor:d147:s07,care favor,220,True,True,True
2636,147,ssrm:v60:snapshot:d147:t02636,river gate,Ari,v60:ari:route_warning:d147:s08,route warning,220,True,True,True
2637,147,ssrm:v60:snapshot:d147:t02637,arrival court,Fay,v60:fay:tool_loan:d147:s09,tool loan,220,True,True,True
2638,147,ssrm:v60:snapshot:d147:t02638,tool alcove,Milo,v60:milo:water_carry:d147:s10,water carry,220,True,True,True
2639,147,ssrm:v60:snapshot:d147:t02639,rain court,Sera,v60:sera:repair_promise:d147:s11,repair promise,220,True,True,True
2640,147,ssrm:v60:snapshot:d147:t02640,fiber loft,Tovan,v60:tovan:missed_greeting:d147:s12,missed greeting,220,True,True,True
2641,147,ssrm:v60:snapshot:d147:t02641,west hearth,Nia,v60:nia:care_favor:d147:s13,care favor,220,True,True,True
2642,147,ssrm:v60:snapshot:d147:t02642,river gate,Ari,v60:ari:route_warning:d147:s14,route warning,220,True,True,True
2643,147,ssrm:v60:snapshot:d147:t02643,arrival court,Fay,v60:fay:tool_loan:d147:s15,tool loan,220,True,True,True
2644,147,ssrm:v60:snapshot:d147:t02644,tool alcove,Milo,v60:milo:water_carry:d147:s16,water carry,220,True,True,True
2645,147,ssrm:v60:snapshot:d147:t02645,rain court,Sera,v60:sera:repair_promise:d147:s17,repair promise,220,True,True,True
2646,148,ssrm:v60:snapshot:d148:t02646,west hearth,Tovan,v60:tovan:care_favor:d148:s00,care favor,220,True,True,True
2647,148,ssrm:v60:snapshot:d148:t02647,river gate,Nia,v60:nia:route_warning:d148:s01,route warning,220,True,True,True
2648,148,ssrm:v60:snapshot:d148:t02648,arrival court,Ari,v60:ari:tool_loan:d148:s02,tool loan,220,True,True,True
2649,148,ssrm:v60:snapshot:d148:t02649,tool alcove,Fay,v60:fay:water_carry:d148:s03,water carry,220,True,True,True
2650,148,ssrm:v60:snapshot:d148:t02650,rain court,Milo,v60:milo:repair_promise:d148:s04,repair promise,220,True,True,True
2651,148,ssrm:v60:snapshot:d148:t02651,fiber loft,Sera,v60:sera:missed_greeting:d148:s05,missed greeting,220,True,True,True
2652,148,ssrm:v60:snapshot:d148:t02652,west hearth,Tovan,v60:tovan:care_favor:d148:s06,care favor,220,True,True,True
2653,148,ssrm:v60:snapshot:d148:t02653,river gate,Nia,v60:nia:route_warning:d148:s07,route warning,220,True,True,True
2654,148,ssrm:v60:snapshot:d148:t02654,arrival court,Ari,v60:ari:tool_loan:d148:s08,tool loan,220,True,True,True
2655,148,ssrm:v60:snapshot:d148:t02655,tool alcove,Fay,v60:fay:water_carry:d148:s09,water carry,220,True,True,True
2656,148,ssrm:v60:snapshot:d148:t02656,rain court,Milo,v60:milo:repair_promise:d148:s10,repair promise,220,True,True,True
2657,148,ssrm:v60:snapshot:d148:t02657,fiber loft,Sera,v60:sera:missed_greeting:d148:s11,missed greeting,220,True,True,True
2658,148,ssrm:v60:snapshot:d148:t02658,west hearth,Tovan,v60:tovan:care_favor:d148:s12,care favor,220,True,True,True
2659,148,ssrm:v60:snapshot:d148:t02659,river gate,Nia,v60:nia:route_warning:d148:s13,route warning,220,True,True,True
2660,148,ssrm:v60:snapshot:d148:t02660,arrival court,Ari,v60:ari:tool_loan:d148:s14,tool loan,220,True,True,True
2661,148,ssrm:v60:snapshot:d148:t02661,tool alcove,Fay,v60:fay:water_carry:d148:s15,water carry,220,True,True,True
2662,148,ssrm:v60:snapshot:d148:t02662,rain court,Milo,v60:milo:repair_promise:d148:s16,repair promise,220,True,True,True
2663,148,ssrm:v60:snapshot:d148:t02663,fiber loft,Sera,v60:sera:missed_greeting:d148:s17,missed greeting,220,True,True,True
2664,149,ssrm:v60:snapshot:d149:t02664,river gate,Tovan,v60:tovan:route_warning:d149:s00,route warning,220,True,True,True
2665,149,ssrm:v60:snapshot:d149:t02665,arrival court,Nia,v60:nia:tool_loan:d149:s01,tool loan,220,True,True,True
2666,149,ssrm:v60:snapshot:d149:t02666,tool alcove,Ari,v60:ari:water_carry:d149:s02,water carry,220,True,True,True
2667,149,ssrm:v60:snapshot:d149:t02667,rain court,Fay,v60:fay:repair_promise:d149:s03,repair promise,220,True,True,True
2668,149,ssrm:v60:snapshot:d149:t02668,fiber loft,Milo,v60:milo:missed_greeting:d149:s04,missed greeting,220,True,True,True
2669,149,ssrm:v60:snapshot:d149:t02669,west hearth,Sera,v60:sera:care_favor:d149:s05,care favor,220,True,True,True
2670,149,ssrm:v60:snapshot:d149:t02670,river gate,Tovan,v60:tovan:route_warning:d149:s06,route warning,220,True,True,True
2671,149,ssrm:v60:snapshot:d149:t02671,arrival court,Nia,v60:nia:tool_loan:d149:s07,tool loan,220,True,True,True
2672,149,ssrm:v60:snapshot:d149:t02672,tool alcove,Ari,v60:ari:water_carry:d149:s08,water carry,220,True,True,True
2673,149,ssrm:v60:snapshot:d149:t02673,rain court,Fay,v60:fay:repair_promise:d149:s09,repair promise,220,True,True,True
2674,149,ssrm:v60:snapshot:d149:t02674,fiber loft,Milo,v60:milo:missed_greeting:d149:s10,missed greeting,220,True,True,True
2675,149,ssrm:v60:snapshot:d149:t02675,west hearth,Sera,v60:sera:care_favor:d149:s11,care favor,220,True,True,True
2676,149,ssrm:v60:snapshot:d149:t02676,river gate,Tovan,v60:tovan:route_warning:d149:s12,route warning,220,True,True,True
2677,149,ssrm:v60:snapshot:d149:t02677,arrival court,Nia,v60:nia:tool_loan:d149:s13,tool loan,220,True,True,True
2678,149,ssrm:v60:snapshot:d149:t02678,tool alcove,Ari,v60:ari:water_carry:d149:s14,water carry,220,True,True,True
2679,149,ssrm:v60:snapshot:d149:t02679,rain court,Fay,v60:fay:repair_promise:d149:s15,repair promise,220,True,True,True
2680,149,ssrm:v60:snapshot:d149:t02680,fiber loft,Milo,v60:milo:missed_greeting:d149:s16,missed greeting,220,True,True,True
2681,149,ssrm:v60:snapshot:d149:t02681,west hearth,Sera,v60:sera:care_favor:d149:s17,care favor,220,True,True,True
2682,150,ssrm:v60:snapshot:d150:t02682,arrival court,Tovan,v60:tovan:tool_loan:d150:s00,tool loan,220,True,True,True
2683,150,ssrm:v60:snapshot:d150:t02683,tool alcove,Nia,v60:nia:water_carry:d150:s01,water carry,220,True,True,True
2684,150,ssrm:v60:snapshot:d150:t02684,rain court,Ari,v60:ari:repair_promise:d150:s02,repair promise,220,True,True,True
2685,150,ssrm:v60:snapshot:d150:t02685,fiber loft,Fay,v60:fay:missed_greeting:d150:s03,missed greeting,220,True,True,True
2686,150,ssrm:v60:snapshot:d150:t02686,west hearth,Milo,v60:milo:care_favor:d150:s04,care favor,220,True,True,True
2687,150,ssrm:v60:snapshot:d150:t02687,river gate,Sera,v60:sera:route_warning:d150:s05,route warning,220,True,True,True
2688,150,ssrm:v60:snapshot:d150:t02688,arrival court,Tovan,v60:tovan:tool_loan:d150:s06,tool loan,220,True,True,True
2689,150,ssrm:v60:snapshot:d150:t02689,tool alcove,Nia,v60:nia:water_carry:d150:s07,water carry,220,True,True,True
2690,150,ssrm:v60:snapshot:d150:t02690,rain court,Ari,v60:ari:repair_promise:d150:s08,repair promise,220,True,True,True
2691,150,ssrm:v60:snapshot:d150:t02691,fiber loft,Fay,v60:fay:missed_greeting:d150:s09,missed greeting,220,True,True,True
2692,150,ssrm:v60:snapshot:d150:t02692,west hearth,Milo,v60:milo:care_favor:d150:s10,care favor,220,True,True,True
2693,150,ssrm:v60:snapshot:d150:t02693,river gate,Sera,v60:sera:route_warning:d150:s11,route warning,220,True,True,True
2694,150,ssrm:v60:snapshot:d150:t02694,arrival court,Tovan,v60:tovan:tool_loan:d150:s12,tool loan,220,True,True,True
2695,150,ssrm:v60:snapshot:d150:t02695,tool alcove,Nia,v60:nia:water_carry:d150:s13,water carry,220,True,True,True
2696,150,ssrm:v60:snapshot:d150:t02696,rain court,Ari,v60:ari:repair_promise:d150:s14,repair promise,220,True,True,True
2697,150,ssrm:v60:snapshot:d150:t02697,fiber loft,Fay,v60:fay:missed_greeting:d150:s15,missed greeting,220,True,True,True
2698,150,ssrm:v60:snapshot:d150:t02698,west hearth,Milo,v60:milo:care_favor:d150:s16,care favor,220,True,True,True
2699,150,ssrm:v60:snapshot:d150:t02699,river gate,Sera,v60:sera:route_warning:d150:s17,route warning,220,True,True,True
2700,151,ssrm:v60:snapshot:d151:t02700,tool alcove,Tovan,v60:tovan:water_carry:d151:s00,water carry,220,True,True,True
2701,151,ssrm:v60:snapshot:d151:t02701,rain court,Nia,v60:nia:repair_promise:d151:s01,repair promise,220,True,True,True
2702,151,ssrm:v60:snapshot:d151:t02702,fiber loft,Ari,v60:ari:missed_greeting:d151:s02,missed greeting,220,True,True,True
2703,151,ssrm:v60:snapshot:d151:t02703,west hearth,Fay,v60:fay:care_favor:d151:s03,care favor,220,True,True,True
2704,151,ssrm:v60:snapshot:d151:t02704,river gate,Milo,v60:milo:route_warning:d151:s04,route warning,220,True,True,True
2705,151,ssrm:v60:snapshot:d151:t02705,arrival court,Sera,v60:sera:tool_loan:d151:s05,tool loan,220,True,True,True
2706,151,ssrm:v60:snapshot:d151:t02706,tool alcove,Tovan,v60:tovan:water_carry:d151:s06,water carry,220,True,True,True
2707,151,ssrm:v60:snapshot:d151:t02707,rain court,Nia,v60:nia:repair_promise:d151:s07,repair promise,220,True,True,True
2708,151,ssrm:v60:snapshot:d151:t02708,fiber loft,Ari,v60:ari:missed_greeting:d151:s08,missed greeting,220,True,True,True
2709,151,ssrm:v60:snapshot:d151:t02709,west hearth,Fay,v60:fay:care_favor:d151:s09,care favor,220,True,True,True
2710,151,ssrm:v60:snapshot:d151:t02710,river gate,Milo,v60:milo:route_warning:d151:s10,route warning,220,True,True,True
2711,151,ssrm:v60:snapshot:d151:t02711,arrival court,Sera,v60:sera:tool_loan:d151:s11,tool loan,220,True,True,True
2712,151,ssrm:v60:snapshot:d151:t02712,tool alcove,Tovan,v60:tovan:water_carry:d151:s12,water carry,220,True,True,True
2713,151,ssrm:v60:snapshot:d151:t02713,rain court,Nia,v60:nia:repair_promise:d151:s13,repair promise,220,True,True,True
2714,151,ssrm:v60:snapshot:d151:t02714,fiber loft,Ari,v60:ari:missed_greeting:d151:s14,missed greeting,220,True,True,True
2715,151,ssrm:v60:snapshot:d151:t02715,west hearth,Fay,v60:fay:care_favor:d151:s15,care favor,220,True,True,True
2716,151,ssrm:v60:snapshot:d151:t02716,river gate,Milo,v60:milo:route_warning:d151:s16,route warning,220,True,True,True
2717,151,ssrm:v60:snapshot:d151:t02717,arrival court,Sera,v60:sera:tool_loan:d151:s17,tool loan,220,True,True,True
2718,152,ssrm:v60:snapshot:d152:t02718,rain court,Tovan,v60:tovan:repair_promise:d152:s00,repair promise,220,True,True,True
2719,152,ssrm:v60:snapshot:d152:t02719,fiber loft,Nia,v60:nia:missed_greeting:d152:s01,missed greeting,220,True,True,True
2720,152,ssrm:v60:snapshot:d152:t02720,west hearth,Ari,v60:ari:care_favor:d152:s02,care favor,220,True,True,True
2721,152,ssrm:v60:snapshot:d152:t02721,river gate,Fay,v60:fay:route_warning:d152:s03,route warning,220,True,True,True
2722,152,ssrm:v60:snapshot:d152:t02722,arrival court,Milo,v60:milo:tool_loan:d152:s04,tool loan,220,True,True,True
2723,152,ssrm:v60:snapshot:d152:t02723,tool alcove,Sera,v60:sera:water_carry:d152:s05,water carry,220,True,True,True
2724,152,ssrm:v60:snapshot:d152:t02724,rain court,Tovan,v60:tovan:repair_promise:d152:s06,repair promise,220,True,True,True
2725,152,ssrm:v60:snapshot:d152:t02725,fiber loft,Nia,v60:nia:missed_greeting:d152:s07,missed greeting,220,True,True,True
2726,152,ssrm:v60:snapshot:d152:t02726,west hearth,Ari,v60:ari:care_favor:d152:s08,care favor,220,True,True,True
2727,152,ssrm:v60:snapshot:d152:t02727,river gate,Fay,v60:fay:route_warning:d152:s09,route warning,220,True,True,True
2728,152,ssrm:v60:snapshot:d152:t02728,arrival court,Milo,v60:milo:tool_loan:d152:s10,tool loan,220,True,True,True
2729,152,ssrm:v60:snapshot:d152:t02729,tool alcove,Sera,v60:sera:water_carry:d152:s11,water carry,220,True,True,True
2730,152,ssrm:v60:snapshot:d152:t02730,rain court,Tovan,v60:tovan:repair_promise:d152:s12,repair promise,220,True,True,True
