tick_id,day,settlement_id,resident_id,requested_object,task_site,request_phrase,ownership_state,avatar_can_help,request_visible,object_permission_checked,task_changes_world_state,no_llm_call
1433,80,cinder_garden,Wren,cool bowl,seed shelf,Wren asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
1434,80,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1435,80,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,shared_with_boundary,True,True,True,True,True
1436,80,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1437,80,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1438,80,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1439,80,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1440,81,moss_ward,Ari,dry cloak,root alcove,Ari asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
1441,81,glass_harbor,Oren,tea kettle,lamp pier,Oren asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
1442,81,cinder_garden,Vale,shade pole,ash path,Vale asks: help with shade pole at ash path,resident_owned,False,True,True,True,True
1443,81,lichen_bridge,Sol,signal bell,meal room,Sol asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1444,81,orchid_engine,Bea,orchid lamp,engine ring,Bea asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1445,81,moss_ward,Fay,rain jar,blanket room,Fay asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
1446,81,glass_harbor,Puck,net spool,fog rail,Puck asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
1447,81,cinder_garden,Wren,cool bowl,seed shelf,Wren asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
1448,81,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1449,81,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,resident_owned,False,True,True,True,True
1450,81,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,shared_with_boundary,True,True,True,True,True
1451,81,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1452,81,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1453,81,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1454,81,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
1455,81,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
1456,81,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
1457,81,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1458,82,orchid_engine,Bea,orchid lamp,engine ring,Bea asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1459,82,moss_ward,Fay,rain jar,blanket room,Fay asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1460,82,glass_harbor,Puck,net spool,fog rail,Puck asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
1461,82,cinder_garden,Wren,cool bowl,seed shelf,Wren asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
1462,82,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1463,82,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,resident_owned,False,True,True,True,True
1464,82,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1465,82,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
1466,82,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1467,82,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1468,82,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
1469,82,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
1470,82,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
1471,82,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1472,82,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1473,82,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1474,82,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1475,82,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
1476,83,lichen_bridge,Kio,rope kit,signal post,Kio asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1477,83,orchid_engine,Cai,gear cloth,orchid bay,Cai asks: help with gear cloth at orchid bay,resident_owned,False,True,True,True,True
1478,83,moss_ward,Milo,root ledger,rain gate,Milo asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1479,83,glass_harbor,Sera,brass lantern,net room,Sera asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1480,83,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,shared_with_boundary,True,True,True,True,True
1481,83,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1482,83,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
1483,83,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
1484,83,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
1485,83,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,shared_with_boundary,True,True,True,True,True
1486,83,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1487,83,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1488,83,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1489,83,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
1490,83,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,shared_with_boundary,True,True,True,True,True
1491,83,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
1492,83,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
1493,83,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1494,84,cinder_garden,Juno,seed tray,shade tent,Juno asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1495,84,lichen_bridge,Luma,meal ledger,rope bridge,Luma asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
1496,84,orchid_engine,Dax,valve key,gear wash,Dax asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
1497,84,moss_ward,Tala,dry cloak,root alcove,Tala asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
1498,84,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
1499,84,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1500,84,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,shared_with_boundary,True,True,True,True,True
1501,84,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1502,84,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1503,84,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
1504,84,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
1505,84,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,shared_with_boundary,True,True,True,True,True
1506,84,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
1507,84,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1508,84,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1509,84,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1510,84,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
1511,84,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
1512,85,glass_harbor,Nia,tea kettle,lamp pier,Nia asks: help with tea kettle at lamp pier,resident_owned,False,True,True,True,True
1513,85,cinder_garden,Pax,shade pole,ash path,Pax asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1514,85,lichen_bridge,Rin,signal bell,meal room,Rin asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1515,85,orchid_engine,Eli,orchid lamp,engine ring,Eli asks: help with orchid lamp at engine ring,shared_with_boundary,True,True,True,True,True
1516,85,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1517,85,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
1518,85,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
1519,85,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
1520,85,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,shared_with_boundary,True,True,True,True,True
1521,85,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1522,85,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1523,85,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1524,85,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1525,85,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,shared_with_boundary,True,True,True,True,True
1526,85,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,resident_owned,False,True,True,True,True
1527,85,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
1528,85,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1529,85,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1530,86,moss_ward,Ari,rain jar,blanket room,Ari asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
1531,86,glass_harbor,Oren,net spool,fog rail,Oren asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
1532,86,cinder_garden,Vale,cool bowl,seed shelf,Vale asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
1533,86,lichen_bridge,Sol,rope kit,signal post,Sol asks: help with rope kit at signal post,resident_owned,False,True,True,True,True
1534,86,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
1535,86,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,shared_with_boundary,True,True,True,True,True
1536,86,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1537,86,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1538,86,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1539,86,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
1540,86,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
1541,86,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
1542,86,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1543,86,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1544,86,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1545,86,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
1546,86,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
1547,86,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,False,True,True,True,True
1548,87,orchid_engine,Bea,gear cloth,orchid bay,Bea asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
1549,87,moss_ward,Fay,root ledger,rain gate,Fay asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1550,87,glass_harbor,Puck,brass lantern,net room,Puck asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
1551,87,cinder_garden,Wren,seed tray,shade tent,Wren asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1552,87,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1553,87,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
1554,87,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,resident_owned,False,True,True,True,True
1555,87,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
1556,87,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1557,87,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1558,87,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1559,87,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1560,87,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
1561,87,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,False,True,True,True,True
1562,87,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1563,87,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
1564,87,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1565,87,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
1566,88,lichen_bridge,Kio,meal ledger,rope bridge,Kio asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1567,88,orchid_engine,Cai,valve key,gear wash,Cai asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
1568,88,moss_ward,Milo,dry cloak,root alcove,Milo asks: help with dry cloak at root alcove,resident_owned,False,True,True,True,True
1569,88,glass_harbor,Sera,tea kettle,lamp pier,Sera asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
1570,88,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,shared_with_boundary,True,True,True,True,True
1571,88,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1572,88,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1573,88,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1574,88,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
1575,88,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,shared_with_boundary,True,True,True,True,True
1576,88,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1577,88,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
1578,88,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1579,88,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1580,88,cinder_garden,Vale,seed tray,shade tent,Vale asks: help with seed tray at shade tent,shared_with_boundary,True,True,True,True,True
1581,88,lichen_bridge,Sol,meal ledger,rope bridge,Sol asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1582,88,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,resident_owned,False,True,True,True,True
1583,88,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
1584,89,cinder_garden,Juno,shade pole,ash path,Juno asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1585,89,lichen_bridge,Luma,signal bell,meal room,Luma asks: help with signal bell at meal room,shared_with_boundary,True,True,True,True,True
1586,89,orchid_engine,Dax,orchid lamp,engine ring,Dax asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1587,89,moss_ward,Tala,rain jar,blanket room,Tala asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1588,89,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
1589,89,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,False,True,True,True,True
1590,89,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,shared_with_boundary,True,True,True,True,True
1591,89,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
1592,89,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1593,89,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1594,89,cinder_garden,Vale,seed tray,shade tent,Vale asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1595,89,lichen_bridge,Sol,meal ledger,rope bridge,Sol asks: help with meal ledger at rope bridge,shared_with_boundary,True,True,True,True,True
1596,89,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,resident_owned,False,True,True,True,True
1597,89,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
1598,89,glass_harbor,Puck,tea kettle,lamp pier,Puck asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
1599,89,cinder_garden,Wren,shade pole,ash path,Wren asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1600,89,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,shared_with_boundary,True,True,True,True,True
1601,89,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1602,90,glass_harbor,Nia,net spool,fog rail,Nia asks: help with net spool at fog rail,resident_owned,True,True,True,True,True
1603,90,cinder_garden,Pax,cool bowl,seed shelf,Pax asks: help with cool bowl at seed shelf,resident_owned,False,True,True,True,True
1604,90,lichen_bridge,Rin,rope kit,signal post,Rin asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1605,90,orchid_engine,Eli,gear cloth,orchid bay,Eli asks: help with gear cloth at orchid bay,shared_with_boundary,True,True,True,True,True
1606,90,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1607,90,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1608,90,cinder_garden,Vale,seed tray,shade tent,Vale asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1609,90,lichen_bridge,Sol,meal ledger,rope bridge,Sol asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1610,90,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,shared_with_boundary,True,True,True,True,True
1611,90,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
1612,90,glass_harbor,Puck,tea kettle,lamp pier,Puck asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
1613,90,cinder_garden,Wren,shade pole,ash path,Wren asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1614,90,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1615,90,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,shared_with_boundary,True,True,True,True,True
1616,90,moss_ward,Milo,rain jar,blanket room,Milo asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1617,90,glass_harbor,Sera,net spool,fog rail,Sera asks: help with net spool at fog rail,resident_owned,False,True,True,True,True
1618,90,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
1619,90,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1620,91,moss_ward,Ari,root ledger,rain gate,Ari asks: help with root ledger at rain gate,shared_with_boundary,True,True,True,True,True
1621,91,glass_harbor,Oren,brass lantern,net room,Oren asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1622,91,cinder_garden,Vale,seed tray,shade tent,Vale asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1623,91,lichen_bridge,Sol,meal ledger,rope bridge,Sol asks: help with meal ledger at rope bridge,resident_owned,True,True,True,True,True
1624,91,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,resident_owned,False,True,True,True,True
1625,91,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,shared_with_boundary,True,True,True,True,True
1626,91,glass_harbor,Puck,tea kettle,lamp pier,Puck asks: help with tea kettle at lamp pier,resident_owned,True,True,True,True,True
1627,91,cinder_garden,Wren,shade pole,ash path,Wren asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1628,91,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1629,91,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1630,91,moss_ward,Milo,rain jar,blanket room,Milo asks: help with rain jar at blanket room,shared_with_boundary,True,True,True,True,True
1631,91,glass_harbor,Sera,net spool,fog rail,Sera asks: help with net spool at fog rail,resident_owned,False,True,True,True,True
1632,91,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
1633,91,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1634,91,orchid_engine,Dax,gear cloth,orchid bay,Dax asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
1635,91,moss_ward,Tala,root ledger,rain gate,Tala asks: help with root ledger at rain gate,shared_with_boundary,True,True,True,True,True
1636,91,glass_harbor,Nia,brass lantern,net room,Nia asks: help with brass lantern at net room,resident_owned,True,True,True,True,True
1637,91,cinder_garden,Pax,seed tray,shade tent,Pax asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1638,92,orchid_engine,Bea,valve key,gear wash,Bea asks: help with valve key at gear wash,resident_owned,False,True,True,True,True
1639,92,moss_ward,Fay,dry cloak,root alcove,Fay asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
1640,92,glass_harbor,Puck,tea kettle,lamp pier,Puck asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
1641,92,cinder_garden,Wren,shade pole,ash path,Wren asks: help with shade pole at ash path,resident_owned,True,True,True,True,True
1642,92,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1643,92,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1644,92,moss_ward,Milo,rain jar,blanket room,Milo asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1645,92,glass_harbor,Sera,net spool,fog rail,Sera asks: help with net spool at fog rail,shared_with_boundary,True,True,True,True,True
1646,92,cinder_garden,Juno,cool bowl,seed shelf,Juno asks: help with cool bowl at seed shelf,resident_owned,True,True,True,True,True
1647,92,lichen_bridge,Luma,rope kit,signal post,Luma asks: help with rope kit at signal post,resident_owned,True,True,True,True,True
1648,92,orchid_engine,Dax,gear cloth,orchid bay,Dax asks: help with gear cloth at orchid bay,resident_owned,True,True,True,True,True
1649,92,moss_ward,Tala,root ledger,rain gate,Tala asks: help with root ledger at rain gate,resident_owned,True,True,True,True,True
1650,92,glass_harbor,Nia,brass lantern,net room,Nia asks: help with brass lantern at net room,shared_with_boundary,True,True,True,True,True
1651,92,cinder_garden,Pax,seed tray,shade tent,Pax asks: help with seed tray at shade tent,resident_owned,True,True,True,True,True
1652,92,lichen_bridge,Rin,meal ledger,rope bridge,Rin asks: help with meal ledger at rope bridge,resident_owned,False,True,True,True,True
1653,92,orchid_engine,Eli,valve key,gear wash,Eli asks: help with valve key at gear wash,resident_owned,True,True,True,True,True
1654,92,moss_ward,Ari,dry cloak,root alcove,Ari asks: help with dry cloak at root alcove,resident_owned,True,True,True,True,True
1655,92,glass_harbor,Oren,tea kettle,lamp pier,Oren asks: help with tea kettle at lamp pier,shared_with_boundary,True,True,True,True,True
1656,93,lichen_bridge,Kio,signal bell,meal room,Kio asks: help with signal bell at meal room,resident_owned,True,True,True,True,True
1657,93,orchid_engine,Cai,orchid lamp,engine ring,Cai asks: help with orchid lamp at engine ring,resident_owned,True,True,True,True,True
1658,93,moss_ward,Milo,rain jar,blanket room,Milo asks: help with rain jar at blanket room,resident_owned,True,True,True,True,True
1659,93,glass_harbor,Sera,net spool,fog rail,Sera asks: help with net spool at fog rail,resident_owned,False,True,True,True,True
