tick_id,day,settlement_id,resident_id,project_id,project_name,scheduled_slot,task_site,project_stage,progress_before,progress_after,resident_owned_schedule,schedule_conflict_present,schedule_conflict_resolved,world_state_target,private_workspace_sealed,frequency_hz,flower_phase
1780,99,orchid_engine,Eli,b41913dbe2,stabilize steam kettle,day-099:tick-16:resident-led,orchid bay,prepare,0.34,0.351,True,True,True,orchid bay:stabilize steam kettle,True,33.10571,0.055333
1781,99,moss_ward,Ari,572d4e939c,patch blanket loom,day-099:tick-17:resident-led,rain gate,work,0.342,0.353,True,False,True,rain gate:patch blanket loom,True,28.45889,0.012667
1782,100,cinder_garden,Juno,46bd9e887d,shade seed rows,day-100:tick-00:resident-led,shade tent,handoff,0.344,0.353,True,True,False,shade tent:shade seed rows,True,32.15182,0.050556
1783,100,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-100:tick-01:resident-led,rope bridge,restock,0.344,0.355,True,False,True,rope bridge:mark signal bell,True,30.82514,0.042889
1784,100,orchid_engine,Dax,5ea66d74e7,listen to valve pulse,day-100:tick-02:resident-led,gear wash,survey,0.289,0.3,True,False,True,gear wash:listen to valve pulse,True,33.15319,0.069222
1785,100,moss_ward,Tala,825eef3be9,copy root ledger,day-100:tick-03:resident-led,root alcove,prepare,0.289,0.3,True,False,True,root alcove:copy root ledger,True,28.50633,0.026556
1786,100,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-100:tick-04:resident-led,lamp pier,work,0.34,0.351,True,False,True,lamp pier:relight public lamp,True,29.65378,0.042889
1787,100,cinder_garden,Pax,bfe20f64e9,cool ash path,day-100:tick-05:resident-led,ash path,inspect,0.342,0.353,True,False,True,ash path:cool ash path,True,32.21724,0.067222
1788,100,lichen_bridge,Rin,1ca3ca05c1,test rope bridge,day-100:tick-06:resident-led,meal room,handoff,0.287,0.298,True,False,True,meal room:test rope bridge,True,30.88515,0.059556
1789,100,orchid_engine,Eli,79a49a3901,tend orchid lamp,day-100:tick-07:resident-led,engine ring,restock,0.287,0.298,True,False,True,engine ring:tend orchid lamp,True,33.21829,0.085889
1790,100,moss_ward,Ari,27a5f6be30,drain rain path,day-100:tick-08:resident-led,blanket room,survey,0.34,0.351,True,False,True,blanket room:drain rain path,True,28.57592,0.043222
1791,100,glass_harbor,Oren,139ed15166,seal fog catcher,day-100:tick-09:resident-led,fog rail,prepare,0.342,0.353,True,False,True,fog rail:seal fog catcher,True,29.71924,0.059556
1792,100,cinder_garden,Vale,50e2b859c6,shade seed rows,day-100:tick-10:resident-led,seed shelf,work,0.287,0.298,True,False,True,seed shelf:shade seed rows,True,32.27715,0.083889
1793,100,lichen_bridge,Sol,878bf0af37,mark signal bell,day-100:tick-11:resident-led,signal post,inspect,0.287,0.298,True,True,True,signal post:mark signal bell,True,30.95015,0.076222
1794,100,orchid_engine,Bea,2899e764df,listen to valve pulse,day-100:tick-12:resident-led,orchid bay,handoff,0.344,0.355,True,False,True,orchid bay:listen to valve pulse,True,33.28814,0.102556
1795,100,moss_ward,Fay,5147eb41b9,copy root ledger,day-100:tick-13:resident-led,rain gate,restock,0.344,0.355,True,False,True,rain gate:copy root ledger,True,28.64128,0.059889
1796,100,glass_harbor,Puck,ed218dd38f,relight public lamp,day-100:tick-14:resident-led,net room,survey,0.289,0.3,True,False,True,net room:relight public lamp,True,29.77905,0.076222
1797,100,cinder_garden,Wren,a66b280afe,cool ash path,day-100:tick-15:resident-led,shade tent,prepare,0.289,0.3,True,False,True,shade tent:cool ash path,True,32.34219,0.100556
1798,100,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-100:tick-16:resident-led,rope bridge,work,0.344,0.355,True,False,True,rope bridge:test rope bridge,True,31.02,0.092889
1799,100,orchid_engine,Cai,9567222324,tend orchid lamp,day-100:tick-17:resident-led,gear wash,inspect,0.344,0.355,True,False,True,gear wash:tend orchid lamp,True,33.35314,0.119222
1800,101,glass_harbor,Oren,4691632fda,mend fog net,day-101:tick-00:resident-led,lamp pier,restock,0.351,0.362,True,False,True,lamp pier:mend fog net,True,29.83726,0.090111
1801,101,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-101:tick-01:resident-led,ash path,survey,0.353,0.364,True,False,True,ash path:repair seed calendar,True,32.40044,0.114444
1802,101,lichen_bridge,Sol,797e050dde,weave spare rope,day-101:tick-02:resident-led,meal room,prepare,0.298,0.309,True,False,True,meal room:weave spare rope,True,31.06835,0.106778
1803,101,orchid_engine,Bea,936769c116,stabilize steam kettle,day-101:tick-03:resident-led,engine ring,work,0.298,0.309,True,False,True,engine ring:stabilize steam kettle,True,33.40135,0.133111
1804,101,moss_ward,Fay,23961e054e,patch blanket loom,day-101:tick-04:resident-led,blanket room,inspect,0.355,0.366,True,True,True,blanket room:patch blanket loom,True,28.75948,0.090444
1805,101,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-101:tick-05:resident-led,fog rail,handoff,0.355,0.366,True,False,True,fog rail:mark crossing rope,True,29.90234,0.106778
1806,101,cinder_garden,Wren,f54993de4d,sort ember fruit,day-101:tick-06:resident-led,seed shelf,restock,0.3,0.311,True,False,True,seed shelf:sort ember fruit,True,32.46039,0.131111
1807,101,lichen_bridge,Kio,e74a8726db,repair meal ledger,day-101:tick-07:resident-led,signal post,survey,0.3,0.311,True,False,True,signal post:repair meal ledger,True,31.13339,0.123444
1808,101,orchid_engine,Cai,fee339b1d9,clean gear wash,day-101:tick-08:resident-led,orchid bay,prepare,0.355,0.366,True,False,True,orchid bay:clean gear wash,True,33.47134,0.149778
1809,101,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-101:tick-09:resident-led,rain gate,work,0.355,0.366,True,False,True,rain gate:raise warm-cup shelf,True,28.82434,0.107111
1810,101,glass_harbor,Sera,c5ce3bb82a,mend fog net,day-101:tick-10:resident-led,net room,inspect,0.3,0.311,True,False,True,net room:mend fog net,True,29.96239,0.123444
1811,101,cinder_garden,Juno,ab3857f6de,repair seed calendar,day-101:tick-11:resident-led,shade tent,handoff,0.3,0.311,True,False,True,shade tent:repair seed calendar,True,32.52539,0.147778
1812,101,lichen_bridge,Luma,6e76849c77,weave spare rope,day-101:tick-12:resident-led,rope bridge,restock,0.351,0.362,True,False,True,rope bridge:weave spare rope,True,31.20298,0.140111
1813,101,orchid_engine,Dax,1194905158,stabilize steam kettle,day-101:tick-13:resident-led,gear wash,survey,0.353,0.364,True,False,True,gear wash:stabilize steam kettle,True,33.5363,0.166444
1814,101,moss_ward,Tala,ffd144b235,patch blanket loom,day-101:tick-14:resident-led,root alcove,prepare,0.298,0.309,True,False,True,root alcove:patch blanket loom,True,28.88435,0.123778
1815,101,glass_harbor,Nia,e283abe06a,mark crossing rope,day-101:tick-15:resident-led,lamp pier,work,0.3,0.309,True,True,False,lamp pier:mark crossing rope,True,30.02735,0.140111
1816,101,cinder_garden,Pax,f91854767d,sort ember fruit,day-101:tick-16:resident-led,ash path,inspect,0.353,0.364,True,False,True,ash path:sort ember fruit,True,32.59544,0.164444
1817,101,lichen_bridge,Rin,47513db752,repair meal ledger,day-101:tick-17:resident-led,meal room,handoff,0.353,0.364,True,False,True,meal room:repair meal ledger,True,31.26844,0.156778
1818,102,moss_ward,Milo,48ae12c016,copy root ledger,day-102:tick-00:resident-led,blanket room,survey,0.355,0.366,True,False,True,blanket room:copy root ledger,True,28.94155,0.137667
1819,102,glass_harbor,Sera,ea7173b0ad,relight public lamp,day-102:tick-01:resident-led,fog rail,prepare,0.355,0.366,True,False,True,fog rail:relight public lamp,True,30.08469,0.154
1820,102,cinder_garden,Juno,5f79a57e6f,cool ash path,day-102:tick-02:resident-led,seed shelf,work,0.3,0.311,True,False,True,seed shelf:cool ash path,True,32.6426,0.178333
1821,102,lichen_bridge,Luma,e1bab827b9,test rope bridge,day-102:tick-03:resident-led,signal post,inspect,0.3,0.311,True,False,True,signal post:test rope bridge,True,31.31574,0.170667
1822,102,orchid_engine,Dax,3645f43e1d,tend orchid lamp,day-102:tick-04:resident-led,orchid bay,handoff,0.351,0.362,True,False,True,orchid bay:tend orchid lamp,True,33.65333,0.197
1823,102,moss_ward,Tala,28589c06c6,drain rain path,day-102:tick-05:resident-led,rain gate,restock,0.353,0.364,True,False,True,rain gate:drain rain path,True,29.00665,0.154333
1824,102,glass_harbor,Nia,9a5c1e063a,seal fog catcher,day-102:tick-06:resident-led,net room,survey,0.298,0.309,True,False,True,net room:seal fog catcher,True,30.1447,0.170667
1825,102,cinder_garden,Pax,da2b247900,shade seed rows,day-102:tick-07:resident-led,shade tent,prepare,0.298,0.309,True,False,True,shade tent:shade seed rows,True,32.70784,0.195
1826,102,lichen_bridge,Rin,0d07f43a57,mark signal bell,day-102:tick-08:resident-led,rope bridge,work,0.351,0.362,True,True,True,rope bridge:mark signal bell,True,31.38547,0.187333
1827,102,orchid_engine,Eli,2432f12bb3,listen to valve pulse,day-102:tick-09:resident-led,gear wash,inspect,0.353,0.364,True,False,True,gear wash:listen to valve pulse,True,33.71844,0.213667
1828,102,moss_ward,Ari,2ea8f2d96e,copy root ledger,day-102:tick-10:resident-led,root alcove,handoff,0.298,0.309,True,False,True,root alcove:copy root ledger,True,29.06649,0.171
1829,102,glass_harbor,Oren,fd03ad5da8,relight public lamp,day-102:tick-11:resident-led,lamp pier,restock,0.298,0.309,True,False,True,lamp pier:relight public lamp,True,30.20984,0.187333
1830,102,cinder_garden,Vale,5e37aea90d,cool ash path,day-102:tick-12:resident-led,ash path,survey,0.353,0.364,True,False,True,ash path:cool ash path,True,32.77765,0.211667
1831,102,lichen_bridge,Sol,72a63892cd,test rope bridge,day-102:tick-13:resident-led,meal room,prepare,0.355,0.366,True,False,True,meal room:test rope bridge,True,31.45083,0.204
1832,102,orchid_engine,Bea,ff802a82b5,tend orchid lamp,day-102:tick-14:resident-led,engine ring,work,0.3,0.311,True,False,True,engine ring:tend orchid lamp,True,33.77874,0.230333
1833,102,moss_ward,Fay,b4068fee47,drain rain path,day-102:tick-15:resident-led,blanket room,inspect,0.298,0.309,True,False,True,blanket room:drain rain path,True,29.1317,0.187667
1834,102,glass_harbor,Puck,b9f27156b1,seal fog catcher,day-102:tick-16:resident-led,fog rail,handoff,0.355,0.366,True,False,True,fog rail:seal fog catcher,True,30.27955,0.204
1835,102,cinder_garden,Wren,8d7a6c2aa4,shade seed rows,day-102:tick-17:resident-led,seed shelf,restock,0.355,0.366,True,False,True,seed shelf:shade seed rows,True,32.84269,0.228333
1836,103,orchid_engine,Eli,b41913dbe2,stabilize steam kettle,day-103:tick-00:resident-led,orchid bay,prepare,0.351,0.362,True,False,True,orchid bay:stabilize steam kettle,True,33.83547,0.244222
1837,103,moss_ward,Ari,572d4e939c,patch blanket loom,day-103:tick-01:resident-led,rain gate,work,0.353,0.364,True,True,True,rain gate:patch blanket loom,True,29.18879,0.201556
1838,103,glass_harbor,Oren,5a399028bb,mark crossing rope,day-103:tick-02:resident-led,net room,inspect,0.298,0.309,True,False,True,net room:mark crossing rope,True,30.32705,0.217889
1839,103,cinder_garden,Vale,cc7272cc69,sort ember fruit,day-103:tick-03:resident-led,shade tent,handoff,0.298,0.309,True,False,True,shade tent:sort ember fruit,True,32.89005,0.242222
1840,103,lichen_bridge,Sol,76f402ab6a,repair meal ledger,day-103:tick-04:resident-led,rope bridge,restock,0.353,0.364,True,False,True,rope bridge:repair meal ledger,True,31.56786,0.234556
1841,103,orchid_engine,Bea,9a2f344251,clean gear wash,day-103:tick-05:resident-led,gear wash,survey,0.355,0.366,True,False,True,gear wash:clean gear wash,True,33.90104,0.260889
1842,103,moss_ward,Fay,69fbe1ae68,raise warm-cup shelf,day-103:tick-06:resident-led,root alcove,prepare,0.3,0.311,True,False,True,root alcove:raise warm-cup shelf,True,29.24909,0.218222
1843,103,glass_harbor,Puck,cf04a81caf,mend fog net,day-103:tick-07:resident-led,lamp pier,work,0.3,0.311,True,False,True,lamp pier:mend fog net,True,30.39195,0.234556
1844,103,cinder_garden,Wren,88d6240bdd,repair seed calendar,day-103:tick-08:resident-led,ash path,inspect,0.355,0.366,True,False,True,ash path:repair seed calendar,True,32.9599,0.258889
1845,103,lichen_bridge,Kio,87e730b100,weave spare rope,day-103:tick-09:resident-led,meal room,handoff,0.355,0.366,True,False,True,meal room:weave spare rope,True,31.63255,0.251222
1846,103,orchid_engine,Cai,b805ef5f3b,stabilize steam kettle,day-103:tick-10:resident-led,engine ring,restock,0.3,0.311,True,False,True,engine ring:stabilize steam kettle,True,33.96074,0.277556
1847,103,moss_ward,Milo,037725c0bc,patch blanket loom,day-103:tick-11:resident-led,blanket room,survey,0.3,0.311,True,False,True,blanket room:patch blanket loom,True,29.31395,0.234889
1848,103,glass_harbor,Sera,39906512c4,mark crossing rope,day-103:tick-12:resident-led,fog rail,prepare,0.355,0.366,True,True,True,fog rail:mark crossing rope,True,30.4619,0.251222
1849,103,cinder_garden,Juno,5d450b0d31,sort ember fruit,day-103:tick-13:resident-led,seed shelf,work,0.355,0.366,True,False,True,seed shelf:sort ember fruit,True,33.0249,0.275556
1850,103,lichen_bridge,Luma,c11ee45638,repair meal ledger,day-103:tick-14:resident-led,signal post,inspect,0.3,0.311,True,False,True,signal post:repair meal ledger,True,31.69295,0.267889
1851,103,orchid_engine,Dax,fa2f54a5f1,clean gear wash,day-103:tick-15:resident-led,orchid bay,handoff,0.3,0.311,True,False,True,orchid bay:clean gear wash,True,34.02609,0.294222
1852,103,moss_ward,Tala,5b51e19d49,raise warm-cup shelf,day-103:tick-16:resident-led,rain gate,restock,0.351,0.362,True,False,True,rain gate:raise warm-cup shelf,True,29.38368,0.251556
1853,103,glass_harbor,Nia,b58364559a,mend fog net,day-103:tick-17:resident-led,net room,survey,0.353,0.364,True,False,True,net room:mend fog net,True,30.527,0.267889
1854,104,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-104:tick-00:resident-led,rope bridge,work,0.355,0.366,True,False,True,rope bridge:test rope bridge,True,31.74976,0.281778
1855,104,orchid_engine,Cai,9567222324,tend orchid lamp,day-104:tick-01:resident-led,gear wash,inspect,0.355,0.366,True,False,True,gear wash:tend orchid lamp,True,34.08304,0.308111
1856,104,moss_ward,Milo,022ca473b4,drain rain path,day-104:tick-02:resident-led,root alcove,handoff,0.3,0.311,True,False,True,root alcove:drain rain path,True,29.43116,0.265444
1857,104,glass_harbor,Sera,e2517cc645,seal fog catcher,day-104:tick-03:resident-led,lamp pier,restock,0.3,0.311,True,False,True,lamp pier:seal fog catcher,True,30.5743,0.281778
1858,104,cinder_garden,Juno,46bd9e887d,shade seed rows,day-104:tick-04:resident-led,ash path,survey,0.353,0.364,True,False,True,ash path:shade seed rows,True,33.14193,0.306111
1859,104,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-104:tick-05:resident-led,meal room,prepare,0.355,0.364,True,True,False,meal room:mark signal bell,True,31.81507,0.298444
1860,104,orchid_engine,Dax,5ea66d74e7,listen to valve pulse,day-104:tick-06:resident-led,engine ring,work,0.3,0.311,True,False,True,engine ring:listen to valve pulse,True,34.1433,0.324778
1861,104,moss_ward,Tala,825eef3be9,copy root ledger,day-104:tick-07:resident-led,blanket room,inspect,0.3,0.311,True,False,True,blanket room:copy root ledger,True,29.49644,0.282111
1862,104,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-104:tick-08:resident-led,fog rail,handoff,0.351,0.362,True,False,True,fog rail:relight public lamp,True,30.64403,0.298444
1863,104,cinder_garden,Pax,bfe20f64e9,cool ash path,day-104:tick-09:resident-led,seed shelf,restock,0.353,0.364,True,False,True,seed shelf:cool ash path,True,33.207,0.322778
1864,104,lichen_bridge,Rin,1ca3ca05c1,test rope bridge,day-104:tick-10:resident-led,signal post,survey,0.298,0.309,True,False,True,signal post:test rope bridge,True,31.87505,0.315111
1865,104,orchid_engine,Eli,79a49a3901,tend orchid lamp,day-104:tick-11:resident-led,orchid bay,prepare,0.298,0.309,True,False,True,orchid bay:tend orchid lamp,True,34.20805,0.341444
1866,104,moss_ward,Ari,27a5f6be30,drain rain path,day-104:tick-12:resident-led,rain gate,work,0.351,0.362,True,False,True,rain gate:drain rain path,True,29.56582,0.298778
1867,104,glass_harbor,Oren,139ed15166,seal fog catcher,day-104:tick-13:resident-led,net room,inspect,0.353,0.364,True,False,True,net room:seal fog catcher,True,30.70935,0.315111
1868,104,cinder_garden,Vale,50e2b859c6,shade seed rows,day-104:tick-14:resident-led,shade tent,handoff,0.298,0.309,True,False,True,shade tent:shade seed rows,True,33.26726,0.339444
1869,104,lichen_bridge,Sol,878bf0af37,mark signal bell,day-104:tick-15:resident-led,rope bridge,restock,0.298,0.309,True,False,True,rope bridge:mark signal bell,True,31.94026,0.331778
1870,104,orchid_engine,Bea,2899e764df,listen to valve pulse,day-104:tick-16:resident-led,gear wash,survey,0.355,0.366,True,True,True,gear wash:listen to valve pulse,True,34.27825,0.358111
1871,104,moss_ward,Fay,5147eb41b9,copy root ledger,day-104:tick-17:resident-led,root alcove,prepare,0.355,0.366,True,False,True,root alcove:copy root ledger,True,29.63139,0.315444
1872,105,cinder_garden,Pax,f91854767d,sort ember fruit,day-105:tick-00:resident-led,ash path,inspect,0.364,0.375,True,False,True,ash path:sort ember fruit,True,33.3252,0.353333
1873,105,lichen_bridge,Rin,47513db752,repair meal ledger,day-105:tick-01:resident-led,meal room,handoff,0.364,0.375,True,False,True,meal room:repair meal ledger,True,31.99834,0.345667
1874,105,orchid_engine,Eli,ee36774892,clean gear wash,day-105:tick-02:resident-led,engine ring,restock,0.298,0.309,True,False,True,engine ring:clean gear wash,True,34.32526,0.372
1875,105,moss_ward,Ari,6666182d43,raise warm-cup shelf,day-105:tick-03:resident-led,blanket room,survey,0.298,0.309,True,False,True,blanket room:raise warm-cup shelf,True,29.6784,0.329333
1876,105,glass_harbor,Oren,4691632fda,mend fog net,day-105:tick-04:resident-led,fog rail,prepare,0.362,0.373,True,False,True,fog rail:mend fog net,True,30.82737,0.345667
1877,105,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-105:tick-05:resident-led,seed shelf,work,0.364,0.375,True,False,True,seed shelf:repair seed calendar,True,33.39055,0.37
1878,105,lichen_bridge,Sol,797e050dde,weave spare rope,day-105:tick-06:resident-led,signal post,inspect,0.309,0.32,True,False,True,signal post:weave spare rope,True,32.05846,0.362333
1879,105,orchid_engine,Bea,936769c116,stabilize steam kettle,day-105:tick-07:resident-led,orchid bay,handoff,0.309,0.32,True,False,True,orchid bay:stabilize steam kettle,True,34.39146,0.388667
1880,105,moss_ward,Fay,23961e054e,patch blanket loom,day-105:tick-08:resident-led,rain gate,restock,0.366,0.377,True,False,True,rain gate:patch blanket loom,True,29.74959,0.346
1881,105,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-105:tick-09:resident-led,net room,survey,0.366,0.377,True,True,True,net room:mark crossing rope,True,30.8921,0.362333
1882,105,cinder_garden,Wren,f54993de4d,sort ember fruit,day-105:tick-10:resident-led,shade tent,prepare,0.311,0.322,True,False,True,shade tent:sort ember fruit,True,33.45029,0.386667
1883,105,lichen_bridge,Kio,e74a8726db,repair meal ledger,day-105:tick-11:resident-led,rope bridge,work,0.311,0.322,True,False,True,rope bridge:repair meal ledger,True,32.12315,0.379
1884,105,orchid_engine,Cai,fee339b1d9,clean gear wash,day-105:tick-12:resident-led,gear wash,inspect,0.366,0.377,True,False,True,gear wash:clean gear wash,True,34.46124,0.405333
1885,105,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-105:tick-13:resident-led,root alcove,handoff,0.366,0.377,True,False,True,root alcove:raise warm-cup shelf,True,29.81445,0.362667
1886,105,glass_harbor,Sera,c5ce3bb82a,mend fog net,day-105:tick-14:resident-led,lamp pier,restock,0.311,0.322,True,False,True,lamp pier:mend fog net,True,30.9525,0.379
1887,105,cinder_garden,Juno,ab3857f6de,repair seed calendar,day-105:tick-15:resident-led,ash path,survey,0.311,0.322,True,False,True,ash path:repair seed calendar,True,33.5155,0.403333
1888,105,lichen_bridge,Luma,6e76849c77,weave spare rope,day-105:tick-16:resident-led,meal room,prepare,0.362,0.373,True,False,True,meal room:weave spare rope,True,32.19323,0.395667
1889,105,orchid_engine,Dax,1194905158,stabilize steam kettle,day-105:tick-17:resident-led,engine ring,work,0.364,0.375,True,False,True,engine ring:stabilize steam kettle,True,34.52641,0.422
1890,106,glass_harbor,Puck,b9f27156b1,seal fog catcher,day-106:tick-00:resident-led,fog rail,handoff,0.366,0.377,True,False,True,fog rail:seal fog catcher,True,31.00931,0.392889
1891,106,cinder_garden,Wren,8d7a6c2aa4,shade seed rows,day-106:tick-01:resident-led,seed shelf,restock,0.366,0.377,True,False,True,seed shelf:shade seed rows,True,33.57259,0.417222
1892,106,lichen_bridge,Kio,a9335a1d29,mark signal bell,day-106:tick-02:resident-led,signal post,survey,0.3,0.311,True,True,True,signal post:mark signal bell,True,32.23937,0.409556
1893,106,orchid_engine,Cai,b31fad0817,listen to valve pulse,day-106:tick-03:resident-led,orchid bay,prepare,0.3,0.311,True,False,True,orchid bay:listen to valve pulse,True,34.57265,0.435889
1894,106,moss_ward,Milo,48ae12c016,copy root ledger,day-106:tick-04:resident-led,rain gate,work,0.366,0.377,True,False,True,rain gate:copy root ledger,True,29.93166,0.393222
1895,106,glass_harbor,Sera,ea7173b0ad,relight public lamp,day-106:tick-05:resident-led,net room,inspect,0.366,0.377,True,False,True,net room:relight public lamp,True,31.07473,0.409556
1896,106,cinder_garden,Juno,5f79a57e6f,cool ash path,day-106:tick-06:resident-led,shade tent,handoff,0.311,0.322,True,False,True,shade tent:cool ash path,True,33.63271,0.433889
1897,106,lichen_bridge,Luma,e1bab827b9,test rope bridge,day-106:tick-07:resident-led,rope bridge,restock,0.311,0.322,True,False,True,rope bridge:test rope bridge,True,32.30578,0.426222
1898,106,orchid_engine,Dax,3645f43e1d,tend orchid lamp,day-106:tick-08:resident-led,gear wash,survey,0.362,0.373,True,False,True,gear wash:tend orchid lamp,True,34.64337,0.452556
1899,106,moss_ward,Tala,28589c06c6,drain rain path,day-106:tick-09:resident-led,root alcove,prepare,0.364,0.375,True,False,True,root alcove:drain rain path,True,29.99641,0.409889
1900,106,glass_harbor,Nia,9a5c1e063a,seal fog catcher,day-106:tick-10:resident-led,lamp pier,work,0.309,0.32,True,False,True,lamp pier:seal fog catcher,True,31.1346,0.426222
1901,106,cinder_garden,Pax,da2b247900,shade seed rows,day-106:tick-11:resident-led,ash path,inspect,0.309,0.32,True,False,True,ash path:shade seed rows,True,33.6976,0.450556
1902,106,lichen_bridge,Rin,0d07f43a57,mark signal bell,day-106:tick-12:resident-led,meal room,handoff,0.362,0.373,True,False,True,meal room:mark signal bell,True,32.37537,0.442889
1903,106,orchid_engine,Eli,2432f12bb3,listen to valve pulse,day-106:tick-13:resident-led,engine ring,restock,0.364,0.375,True,True,True,engine ring:listen to valve pulse,True,34.70855,0.469222
1904,106,moss_ward,Ari,2ea8f2d96e,copy root ledger,day-106:tick-14:resident-led,blanket room,survey,0.309,0.32,True,False,True,blanket room:copy root ledger,True,30.0566,0.426556
1905,106,glass_harbor,Oren,fd03ad5da8,relight public lamp,day-106:tick-15:resident-led,fog rail,prepare,0.309,0.32,True,False,True,fog rail:relight public lamp,True,31.1996,0.442889
1906,106,cinder_garden,Vale,5e37aea90d,cool ash path,day-106:tick-16:resident-led,seed shelf,work,0.364,0.375,True,False,True,seed shelf:cool ash path,True,33.76755,0.467222
1907,106,lichen_bridge,Sol,72a63892cd,test rope bridge,day-106:tick-17:resident-led,signal post,inspect,0.366,0.377,True,False,True,signal post:test rope bridge,True,32.44073,0.459556
1908,107,moss_ward,Tala,5b51e19d49,raise warm-cup shelf,day-107:tick-00:resident-led,rain gate,restock,0.362,0.373,True,False,True,rain gate:raise warm-cup shelf,True,30.11337,0.440444
1909,107,glass_harbor,Nia,b58364559a,mend fog net,day-107:tick-01:resident-led,net room,survey,0.364,0.375,True,False,True,net room:mend fog net,True,31.25655,0.456778
1910,107,cinder_garden,Pax,301d0ea001,repair seed calendar,day-107:tick-02:resident-led,shade tent,prepare,0.298,0.309,True,False,True,shade tent:repair seed calendar,True,33.81361,0.481111
1911,107,lichen_bridge,Rin,84fdd2bf40,weave spare rope,day-107:tick-03:resident-led,rope bridge,work,0.298,0.309,True,False,True,rope bridge:weave spare rope,True,32.48661,0.473444
1912,107,orchid_engine,Eli,b41913dbe2,stabilize steam kettle,day-107:tick-04:resident-led,gear wash,inspect,0.362,0.373,True,False,True,gear wash:stabilize steam kettle,True,34.82537,0.499778
1913,107,moss_ward,Ari,572d4e939c,patch blanket loom,day-107:tick-05:resident-led,root alcove,handoff,0.364,0.375,True,False,True,root alcove:patch blanket loom,True,30.17855,0.457111
1914,107,glass_harbor,Oren,5a399028bb,mark crossing rope,day-107:tick-06:resident-led,lamp pier,restock,0.309,0.32,True,True,True,lamp pier:mark crossing rope,True,31.3166,0.473444
1915,107,cinder_garden,Vale,cc7272cc69,sort ember fruit,day-107:tick-07:resident-led,ash path,survey,0.309,0.32,True,False,True,ash path:sort ember fruit,True,33.8796,0.497778
1916,107,lichen_bridge,Sol,76f402ab6a,repair meal ledger,day-107:tick-08:resident-led,meal room,prepare,0.364,0.375,True,False,True,meal room:repair meal ledger,True,32.55755,0.490111
1917,107,orchid_engine,Bea,9a2f344251,clean gear wash,day-107:tick-09:resident-led,engine ring,work,0.366,0.377,True,False,True,engine ring:clean gear wash,True,34.89073,0.516444
1918,107,moss_ward,Fay,69fbe1ae68,raise warm-cup shelf,day-107:tick-10:resident-led,blanket room,inspect,0.311,0.322,True,False,True,blanket room:raise warm-cup shelf,True,30.23878,0.473778
1919,107,glass_harbor,Puck,cf04a81caf,mend fog net,day-107:tick-11:resident-led,fog rail,handoff,0.311,0.322,True,False,True,fog rail:mend fog net,True,31.38171,0.490111
1920,107,cinder_garden,Wren,88d6240bdd,repair seed calendar,day-107:tick-12:resident-led,seed shelf,restock,0.366,0.377,True,False,True,seed shelf:repair seed calendar,True,33.94973,0.514444
1921,107,lichen_bridge,Kio,87e730b100,weave spare rope,day-107:tick-13:resident-led,signal post,survey,0.366,0.377,True,False,True,signal post:weave spare rope,True,32.62266,0.506778
1922,107,orchid_engine,Cai,b805ef5f3b,stabilize steam kettle,day-107:tick-14:resident-led,orchid bay,prepare,0.311,0.322,True,False,True,orchid bay:stabilize steam kettle,True,34.95078,0.533111
1923,107,moss_ward,Milo,037725c0bc,patch blanket loom,day-107:tick-15:resident-led,rain gate,work,0.311,0.322,True,False,True,rain gate:patch blanket loom,True,30.30378,0.490444
1924,107,glass_harbor,Sera,39906512c4,mark crossing rope,day-107:tick-16:resident-led,net room,inspect,0.366,0.377,True,False,True,net room:mark crossing rope,True,31.45173,0.506778
1925,107,cinder_garden,Juno,5d450b0d31,sort ember fruit,day-107:tick-17:resident-led,shade tent,handoff,0.366,0.377,True,True,True,shade tent:sort ember fruit,True,34.01473,0.531111
1926,108,orchid_engine,Bea,2899e764df,listen to valve pulse,day-108:tick-00:resident-led,gear wash,survey,0.366,0.375,True,True,False,gear wash:listen to valve pulse,True,35.00755,0.547
1927,108,moss_ward,Fay,5147eb41b9,copy root ledger,day-108:tick-01:resident-led,root alcove,prepare,0.366,0.377,True,False,True,root alcove:copy root ledger,True,30.36073,0.504333
1928,108,glass_harbor,Puck,ed218dd38f,relight public lamp,day-108:tick-02:resident-led,lamp pier,work,0.3,0.311,True,False,True,lamp pier:relight public lamp,True,31.49779,0.520667
1929,108,cinder_garden,Wren,a66b280afe,cool ash path,day-108:tick-03:resident-led,ash path,inspect,0.3,0.311,True,False,True,ash path:cool ash path,True,34.06079,0.545
