tick_id,day,agent,route_id,public_memory_key,remembered_route_choice,remembered_forecast_revision,remembered_avatar_task,remembered_drill,remembered_reload_recovery,private_workspace_sealed,replay_pointer
319,20,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day20,fen track,rev:12 risk:0.51,tasks:7,score:0.49,recovery:0.94,True,replay:319:orchard_riverbend
320,21,Juno,central_repair_ring,v30:Juno:central_repair_ring:day21,outer bell path,rev:11 risk:0.46,tasks:7,score:0.46,recovery:0.94,True,replay:320:central_repair_ring
321,21,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day21,orchard ridge detour,rev:9 risk:0.45,tasks:6,score:0.49,recovery:0.94,True,replay:321:riverbend_roofward
322,21,Fay,roofward_archive,v30:Fay:roofward_archive:day21,cool archive lane,rev:8 risk:0.48,tasks:9,score:0.46,recovery:0.94,True,replay:322:roofward_archive
323,21,Nia,archive_signal,v30:Nia:archive_signal:day21,stone kiosk path,rev:10 risk:0.47,tasks:6,score:0.47,recovery:0.94,True,replay:323:archive_signal
324,21,Milo,signal_orchard,v30:Milo:signal_orchard:day21,river lantern loop,rev:10 risk:0.35,tasks:7,score:0.38,recovery:0.94,True,replay:324:signal_orchard
325,21,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day21,market plank route,rev:12 risk:0.50,tasks:7,score:0.49,recovery:0.94,True,replay:325:orchard_riverbend
326,21,Juno,central_repair_ring,v30:Juno:central_repair_ring:day21,outer bell path,rev:11 risk:0.47,tasks:7,score:0.46,recovery:0.94,True,replay:326:central_repair_ring
327,21,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day21,orchard ridge detour,rev:9 risk:0.44,tasks:6,score:0.52,recovery:0.94,True,replay:327:riverbend_roofward
328,21,Fay,roofward_archive,v30:Fay:roofward_archive:day21,cool archive lane,rev:9 risk:0.44,tasks:9,score:0.46,recovery:0.94,True,replay:328:roofward_archive
329,21,Nia,archive_signal,v30:Nia:archive_signal:day21,stone kiosk path,rev:10 risk:0.47,tasks:6,score:0.47,recovery:0.94,True,replay:329:archive_signal
330,21,Milo,signal_orchard,v30:Milo:signal_orchard:day21,river lantern loop,rev:11 risk:0.44,tasks:7,score:0.38,recovery:0.94,True,replay:330:signal_orchard
331,21,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day21,market plank route,rev:12 risk:0.48,tasks:7,score:0.52,recovery:0.94,True,replay:331:orchard_riverbend
332,21,Juno,central_repair_ring,v30:Juno:central_repair_ring:day21,outer bell path,rev:11 risk:0.48,tasks:7,score:0.46,recovery:0.94,True,replay:332:central_repair_ring
333,21,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day21,orchard ridge detour,rev:9 risk:0.46,tasks:6,score:0.52,recovery:0.94,True,replay:333:riverbend_roofward
334,21,Fay,roofward_archive,v30:Fay:roofward_archive:day21,cool archive lane,rev:9 risk:0.43,tasks:10,score:0.46,recovery:0.94,True,replay:334:roofward_archive
335,21,Nia,archive_signal,v30:Nia:archive_signal:day21,stone kiosk path,rev:10 risk:0.47,tasks:6,score:0.47,recovery:0.94,True,replay:335:archive_signal
336,22,Milo,signal_orchard,v30:Milo:signal_orchard:day22,river lantern loop,rev:12 risk:0.50,tasks:7,score:0.38,recovery:0.94,True,replay:336:signal_orchard
337,22,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day22,market plank route,rev:12 risk:0.49,tasks:7,score:0.52,recovery:0.94,True,replay:337:orchard_riverbend
338,22,Juno,central_repair_ring,v30:Juno:central_repair_ring:day22,outer bell path,rev:11 risk:0.46,tasks:8,score:0.46,recovery:0.94,True,replay:338:central_repair_ring
339,22,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day22,orchard ridge detour,rev:9 risk:0.48,tasks:6,score:0.55,recovery:0.94,True,replay:339:riverbend_roofward
340,22,Fay,roofward_archive,v30:Fay:roofward_archive:day22,cool archive lane,rev:9 risk:0.45,tasks:10,score:0.46,recovery:0.94,True,replay:340:roofward_archive
341,22,Nia,archive_signal,v30:Nia:archive_signal:day22,paper lane,rev:11 risk:0.40,tasks:6,score:0.47,recovery:0.94,True,replay:341:archive_signal
342,22,Milo,signal_orchard,v30:Milo:signal_orchard:day22,river lantern loop,rev:12 risk:0.49,tasks:7,score:0.38,recovery:0.94,True,replay:342:signal_orchard
343,22,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day22,market plank route,rev:12 risk:0.51,tasks:7,score:0.55,recovery:0.94,True,replay:343:orchard_riverbend
344,22,Juno,central_repair_ring,v30:Juno:central_repair_ring:day22,outer bell path,rev:12 risk:0.39,tasks:8,score:0.46,recovery:0.94,True,replay:344:central_repair_ring
345,22,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day22,orchard ridge detour,rev:9 risk:0.47,tasks:6,score:0.55,recovery:0.94,True,replay:345:riverbend_roofward
346,22,Fay,roofward_archive,v30:Fay:roofward_archive:day22,cool archive lane,rev:9 risk:0.46,tasks:11,score:0.46,recovery:0.94,True,replay:346:roofward_archive
347,22,Nia,archive_signal,v30:Nia:archive_signal:day22,paper lane,rev:12 risk:0.35,tasks:6,score:0.47,recovery:0.94,True,replay:347:archive_signal
348,22,Milo,signal_orchard,v30:Milo:signal_orchard:day22,river lantern loop,rev:12 risk:0.49,tasks:7,score:0.38,recovery:0.94,True,replay:348:signal_orchard
349,22,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day22,market plank route,rev:12 risk:0.51,tasks:7,score:0.55,recovery:0.94,True,replay:349:orchard_riverbend
350,22,Juno,central_repair_ring,v30:Juno:central_repair_ring:day22,outer bell path,rev:12 risk:0.42,tasks:8,score:0.46,recovery:0.94,True,replay:350:central_repair_ring
351,22,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day22,orchard ridge detour,rev:9 risk:0.46,tasks:6,score:0.55,recovery:0.94,True,replay:351:riverbend_roofward
352,23,Fay,roofward_archive,v30:Fay:roofward_archive:day23,cool archive lane,rev:10 risk:0.43,tasks:11,score:0.46,recovery:0.94,True,replay:352:roofward_archive
353,23,Nia,archive_signal,v30:Nia:archive_signal:day23,paper lane,rev:12 risk:0.37,tasks:6,score:0.47,recovery:0.94,True,replay:353:archive_signal
354,23,Milo,signal_orchard,v30:Milo:signal_orchard:day23,river lantern loop,rev:12 risk:0.47,tasks:8,score:0.38,recovery:0.94,True,replay:354:signal_orchard
355,23,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day23,market plank route,rev:12 risk:0.51,tasks:7,score:0.58,recovery:0.94,True,replay:355:orchard_riverbend
356,23,Juno,central_repair_ring,v30:Juno:central_repair_ring:day23,outer bell path,rev:12 risk:0.43,tasks:8,score:0.46,recovery:0.94,True,replay:356:central_repair_ring
357,23,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day23,river ford,rev:9 risk:0.44,tasks:6,score:0.55,recovery:0.94,True,replay:357:riverbend_roofward
358,23,Fay,roofward_archive,v30:Fay:roofward_archive:day23,cool archive lane,rev:11 risk:0.40,tasks:11,score:0.46,recovery:0.94,True,replay:358:roofward_archive
359,23,Nia,archive_signal,v30:Nia:archive_signal:day23,paper lane,rev:12 risk:0.40,tasks:6,score:0.50,recovery:0.94,True,replay:359:archive_signal
360,23,Milo,signal_orchard,v30:Milo:signal_orchard:day23,river lantern loop,rev:13 risk:0.53,tasks:8,score:0.38,recovery:0.94,True,replay:360:signal_orchard
361,23,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day23,market plank route,rev:12 risk:0.48,tasks:7,score:0.58,recovery:0.94,True,replay:361:orchard_riverbend
362,23,Juno,central_repair_ring,v30:Juno:central_repair_ring:day23,outer bell path,rev:12 risk:0.43,tasks:9,score:0.46,recovery:0.94,True,replay:362:central_repair_ring
363,23,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day23,river ford,rev:9 risk:0.46,tasks:6,score:0.58,recovery:0.94,True,replay:363:riverbend_roofward
364,23,Fay,roofward_archive,v30:Fay:roofward_archive:day23,cool archive lane,rev:12 risk:0.47,tasks:11,score:0.46,recovery:0.94,True,replay:364:roofward_archive
365,23,Nia,archive_signal,v30:Nia:archive_signal:day23,paper lane,rev:12 risk:0.41,tasks:6,score:0.50,recovery:0.94,True,replay:365:archive_signal
366,23,Milo,signal_orchard,v30:Milo:signal_orchard:day23,river lantern loop,rev:13 risk:0.53,tasks:9,score:0.38,recovery:0.94,True,replay:366:signal_orchard
367,23,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day23,market plank route,rev:12 risk:0.46,tasks:7,score:0.58,recovery:0.94,True,replay:367:orchard_riverbend
368,24,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day24,river ford,rev:10 risk:0.41,tasks:6,score:0.58,recovery:0.94,True,replay:368:riverbend_roofward
369,24,Fay,roofward_archive,v30:Fay:roofward_archive:day24,cool archive lane,rev:12 risk:0.48,tasks:11,score:0.46,recovery:0.94,True,replay:369:roofward_archive
370,24,Nia,archive_signal,v30:Nia:archive_signal:day24,paper lane,rev:12 risk:0.39,tasks:6,score:0.50,recovery:0.94,True,replay:370:archive_signal
371,24,Milo,signal_orchard,v30:Milo:signal_orchard:day24,river lantern loop,rev:13 risk:0.53,tasks:9,score:0.41,recovery:0.94,True,replay:371:signal_orchard
372,24,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day24,market plank route,rev:12 risk:0.46,tasks:7,score:0.58,recovery:0.94,True,replay:372:orchard_riverbend
373,24,Juno,central_repair_ring,v30:Juno:central_repair_ring:day24,outer bell path,rev:12 risk:0.45,tasks:9,score:0.46,recovery:0.94,True,replay:373:central_repair_ring
374,24,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day24,river ford,rev:11 risk:0.36,tasks:6,score:0.58,recovery:0.94,True,replay:374:riverbend_roofward
375,24,Fay,roofward_archive,v30:Fay:roofward_archive:day24,cool archive lane,rev:12 risk:0.50,tasks:11,score:0.49,recovery:0.94,True,replay:375:roofward_archive
376,24,Nia,archive_signal,v30:Nia:archive_signal:day24,paper lane,rev:13 risk:0.48,tasks:6,score:0.50,recovery:0.94,True,replay:376:archive_signal
377,24,Milo,signal_orchard,v30:Milo:signal_orchard:day24,river lantern loop,rev:13 risk:0.50,tasks:9,score:0.41,recovery:0.94,True,replay:377:signal_orchard
378,24,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day24,market plank route,rev:12 risk:0.46,tasks:8,score:0.58,recovery:0.94,True,replay:378:orchard_riverbend
379,24,Juno,central_repair_ring,v30:Juno:central_repair_ring:day24,outer bell path,rev:12 risk:0.46,tasks:9,score:0.49,recovery:0.94,True,replay:379:central_repair_ring
380,24,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day24,river ford,rev:12 risk:0.42,tasks:6,score:0.58,recovery:0.94,True,replay:380:riverbend_roofward
381,24,Fay,roofward_archive,v30:Fay:roofward_archive:day24,cool archive lane,rev:12 risk:0.49,tasks:11,score:0.49,recovery:0.94,True,replay:381:roofward_archive
382,24,Nia,archive_signal,v30:Nia:archive_signal:day24,paper lane,rev:13 risk:0.49,tasks:7,score:0.50,recovery:0.94,True,replay:382:archive_signal
383,24,Milo,signal_orchard,v30:Milo:signal_orchard:day24,river lantern loop,rev:13 risk:0.48,tasks:9,score:0.41,recovery:0.94,True,replay:383:signal_orchard
384,25,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day25,market plank route,rev:13 risk:0.41,tasks:8,score:0.58,recovery:0.94,True,replay:384:orchard_riverbend
385,25,Juno,central_repair_ring,v30:Juno:central_repair_ring:day25,inner repair yard,rev:12 risk:0.45,tasks:9,score:0.49,recovery:0.94,True,replay:385:central_repair_ring
386,25,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day25,river ford,rev:12 risk:0.44,tasks:7,score:0.58,recovery:0.94,True,replay:386:riverbend_roofward
387,25,Fay,roofward_archive,v30:Fay:roofward_archive:day25,cool archive lane,rev:12 risk:0.49,tasks:11,score:0.52,recovery:0.94,True,replay:387:roofward_archive
388,25,Nia,archive_signal,v30:Nia:archive_signal:day25,paper lane,rev:13 risk:0.48,tasks:7,score:0.50,recovery:0.94,True,replay:388:archive_signal
389,25,Milo,signal_orchard,v30:Milo:signal_orchard:day25,river lantern loop,rev:13 risk:0.48,tasks:9,score:0.41,recovery:0.94,True,replay:389:signal_orchard
390,25,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day25,market plank route,rev:13 risk:0.39,tasks:8,score:0.58,recovery:0.94,True,replay:390:orchard_riverbend
391,25,Juno,central_repair_ring,v30:Juno:central_repair_ring:day25,inner repair yard,rev:12 risk:0.46,tasks:9,score:0.50,recovery:0.94,True,replay:391:central_repair_ring
392,25,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day25,river ford,rev:13 risk:0.50,tasks:7,score:0.58,recovery:0.94,True,replay:392:riverbend_roofward
393,25,Fay,roofward_archive,v30:Fay:roofward_archive:day25,cool archive lane,rev:12 risk:0.46,tasks:11,score:0.52,recovery:0.94,True,replay:393:roofward_archive
394,25,Nia,archive_signal,v30:Nia:archive_signal:day25,paper lane,rev:13 risk:0.47,tasks:8,score:0.50,recovery:0.94,True,replay:394:archive_signal
395,25,Milo,signal_orchard,v30:Milo:signal_orchard:day25,river lantern loop,rev:13 risk:0.48,tasks:9,score:0.41,recovery:0.94,True,replay:395:signal_orchard
396,25,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day25,market plank route,rev:13 risk:0.43,tasks:8,score:0.58,recovery:0.94,True,replay:396:orchard_riverbend
397,25,Juno,central_repair_ring,v30:Juno:central_repair_ring:day25,outer bell path,rev:12 risk:0.45,tasks:9,score:0.50,recovery:0.94,True,replay:397:central_repair_ring
398,25,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day25,river ford,rev:13 risk:0.50,tasks:8,score:0.58,recovery:0.94,True,replay:398:riverbend_roofward
399,25,Fay,roofward_archive,v30:Fay:roofward_archive:day25,cool archive lane,rev:12 risk:0.47,tasks:11,score:0.52,recovery:0.94,True,replay:399:roofward_archive
400,26,Nia,archive_signal,v30:Nia:archive_signal:day26,paper lane,rev:14 risk:0.42,tasks:8,score:0.50,recovery:0.94,True,replay:400:archive_signal
401,26,Milo,signal_orchard,v30:Milo:signal_orchard:day26,river lantern loop,rev:13 risk:0.47,tasks:9,score:0.41,recovery:0.94,True,replay:401:signal_orchard
402,26,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day26,market plank route,rev:13 risk:0.44,tasks:9,score:0.58,recovery:0.94,True,replay:402:orchard_riverbend
403,26,Juno,central_repair_ring,v30:Juno:central_repair_ring:day26,outer bell path,rev:12 risk:0.48,tasks:9,score:0.53,recovery:0.94,True,replay:403:central_repair_ring
404,26,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day26,river ford,rev:13 risk:0.48,tasks:8,score:0.58,recovery:0.94,True,replay:404:riverbend_roofward
405,26,Fay,roofward_archive,v30:Fay:roofward_archive:day26,cool archive lane,rev:12 risk:0.48,tasks:11,score:0.52,recovery:0.94,True,replay:405:roofward_archive
406,26,Nia,archive_signal,v30:Nia:archive_signal:day26,paper lane,rev:14 risk:0.44,tasks:8,score:0.50,recovery:0.94,True,replay:406:archive_signal
407,26,Milo,signal_orchard,v30:Milo:signal_orchard:day26,river lantern loop,rev:13 risk:0.47,tasks:9,score:0.44,recovery:0.94,True,replay:407:signal_orchard
408,26,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day26,market plank route,rev:14 risk:0.40,tasks:9,score:0.58,recovery:0.94,True,replay:408:orchard_riverbend
409,26,Juno,central_repair_ring,v30:Juno:central_repair_ring:day26,outer bell path,rev:12 risk:0.49,tasks:9,score:0.53,recovery:0.94,True,replay:409:central_repair_ring
410,26,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day26,river ford,rev:13 risk:0.46,tasks:8,score:0.58,recovery:0.94,True,replay:410:riverbend_roofward
411,26,Fay,roofward_archive,v30:Fay:roofward_archive:day26,cool archive lane,rev:12 risk:0.47,tasks:11,score:0.55,recovery:0.94,True,replay:411:roofward_archive
412,26,Nia,archive_signal,v30:Nia:archive_signal:day26,paper lane,rev:14 risk:0.47,tasks:8,score:0.50,recovery:0.94,True,replay:412:archive_signal
413,26,Milo,signal_orchard,v30:Milo:signal_orchard:day26,river lantern loop,rev:13 risk:0.45,tasks:9,score:0.44,recovery:0.94,True,replay:413:signal_orchard
414,26,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day26,market plank route,rev:14 risk:0.40,tasks:10,score:0.58,recovery:0.94,True,replay:414:orchard_riverbend
415,26,Juno,central_repair_ring,v30:Juno:central_repair_ring:day26,outer bell path,rev:12 risk:0.49,tasks:9,score:0.53,recovery:0.94,True,replay:415:central_repair_ring
416,27,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day27,river ford,rev:14 risk:0.52,tasks:8,score:0.58,recovery:0.94,True,replay:416:riverbend_roofward
417,27,Fay,roofward_archive,v30:Fay:roofward_archive:day27,cool archive lane,rev:12 risk:0.45,tasks:11,score:0.55,recovery:0.94,True,replay:417:roofward_archive
418,27,Nia,archive_signal,v30:Nia:archive_signal:day27,paper lane,rev:14 risk:0.46,tasks:9,score:0.50,recovery:0.94,True,replay:418:archive_signal
419,27,Milo,signal_orchard,v30:Milo:signal_orchard:day27,river lantern loop,rev:13 risk:0.47,tasks:9,score:0.47,recovery:0.94,True,replay:419:signal_orchard
420,27,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day27,market plank route,rev:14 risk:0.39,tasks:10,score:0.58,recovery:0.94,True,replay:420:orchard_riverbend
421,27,Juno,central_repair_ring,v30:Juno:central_repair_ring:day27,outer bell path,rev:12 risk:0.47,tasks:9,score:0.53,recovery:0.94,True,replay:421:central_repair_ring
422,27,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day27,orchard ridge detour,rev:14 risk:0.52,tasks:8,score:0.58,recovery:0.94,True,replay:422:riverbend_roofward
423,27,Fay,roofward_archive,v30:Fay:roofward_archive:day27,cool archive lane,rev:12 risk:0.45,tasks:11,score:0.55,recovery:0.94,True,replay:423:roofward_archive
424,27,Nia,archive_signal,v30:Nia:archive_signal:day27,paper lane,rev:15 risk:0.43,tasks:9,score:0.50,recovery:0.94,True,replay:424:archive_signal
425,27,Milo,signal_orchard,v30:Milo:signal_orchard:day27,river lantern loop,rev:13 risk:0.47,tasks:9,score:0.47,recovery:0.94,True,replay:425:signal_orchard
426,27,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day27,market plank route,rev:14 risk:0.41,tasks:11,score:0.58,recovery:0.94,True,replay:426:orchard_riverbend
427,27,Juno,central_repair_ring,v30:Juno:central_repair_ring:day27,outer bell path,rev:12 risk:0.45,tasks:9,score:0.53,recovery:0.94,True,replay:427:central_repair_ring
428,27,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day27,orchard ridge detour,rev:14 risk:0.53,tasks:8,score:0.58,recovery:0.94,True,replay:428:riverbend_roofward
429,27,Fay,roofward_archive,v30:Fay:roofward_archive:day27,glass stair,rev:12 risk:0.46,tasks:11,score:0.55,recovery:0.94,True,replay:429:roofward_archive
430,27,Nia,archive_signal,v30:Nia:archive_signal:day27,paper lane,rev:15 risk:0.42,tasks:9,score:0.50,recovery:0.94,True,replay:430:archive_signal
431,27,Milo,signal_orchard,v30:Milo:signal_orchard:day27,river lantern loop,rev:13 risk:0.47,tasks:9,score:0.47,recovery:0.94,True,replay:431:signal_orchard
432,28,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day28,market plank route,rev:15 risk:0.48,tasks:11,score:0.58,recovery:0.94,True,replay:432:orchard_riverbend
433,28,Juno,central_repair_ring,v30:Juno:central_repair_ring:day28,outer bell path,rev:12 risk:0.47,tasks:9,score:0.53,recovery:0.94,True,replay:433:central_repair_ring
434,28,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day28,orchard ridge detour,rev:14 risk:0.51,tasks:9,score:0.58,recovery:0.94,True,replay:434:riverbend_roofward
435,28,Fay,roofward_archive,v30:Fay:roofward_archive:day28,glass stair,rev:12 risk:0.48,tasks:11,score:0.58,recovery:0.94,True,replay:435:roofward_archive
436,28,Nia,archive_signal,v30:Nia:archive_signal:day28,paper lane,rev:15 risk:0.44,tasks:9,score:0.50,recovery:0.94,True,replay:436:archive_signal
437,28,Milo,signal_orchard,v30:Milo:signal_orchard:day28,river lantern loop,rev:13 risk:0.45,tasks:9,score:0.47,recovery:0.94,True,replay:437:signal_orchard
438,28,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day28,market plank route,rev:15 risk:0.47,tasks:11,score:0.58,recovery:0.94,True,replay:438:orchard_riverbend
439,28,Juno,central_repair_ring,v30:Juno:central_repair_ring:day28,outer bell path,rev:12 risk:0.49,tasks:9,score:0.56,recovery:0.94,True,replay:439:central_repair_ring
440,28,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day28,orchard ridge detour,rev:15 risk:0.44,tasks:9,score:0.58,recovery:0.94,True,replay:440:riverbend_roofward
441,28,Fay,roofward_archive,v30:Fay:roofward_archive:day28,cool archive lane,rev:12 risk:0.48,tasks:11,score:0.58,recovery:0.94,True,replay:441:roofward_archive
442,28,Nia,archive_signal,v30:Nia:archive_signal:day28,paper lane,rev:15 risk:0.45,tasks:10,score:0.50,recovery:0.94,True,replay:442:archive_signal
443,28,Milo,signal_orchard,v30:Milo:signal_orchard:day28,river lantern loop,rev:13 risk:0.43,tasks:9,score:0.50,recovery:0.94,True,replay:443:signal_orchard
444,28,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day28,market plank route,rev:15 risk:0.48,tasks:11,score:0.58,recovery:0.94,True,replay:444:orchard_riverbend
445,28,Juno,central_repair_ring,v30:Juno:central_repair_ring:day28,outer bell path,rev:12 risk:0.49,tasks:9,score:0.56,recovery:0.94,True,replay:445:central_repair_ring
446,28,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day28,orchard ridge detour,rev:15 risk:0.42,tasks:10,score:0.58,recovery:0.94,True,replay:446:riverbend_roofward
447,28,Fay,roofward_archive,v30:Fay:roofward_archive:day28,cool archive lane,rev:12 risk:0.46,tasks:11,score:0.58,recovery:0.94,True,replay:447:roofward_archive
448,29,Nia,archive_signal,v30:Nia:archive_signal:day29,paper lane,rev:16 risk:0.42,tasks:10,score:0.50,recovery:0.94,True,replay:448:archive_signal
449,29,Milo,signal_orchard,v30:Milo:signal_orchard:day29,river lantern loop,rev:13 risk:0.44,tasks:9,score:0.50,recovery:0.94,True,replay:449:signal_orchard
450,29,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day29,market plank route,rev:15 risk:0.45,tasks:11,score:0.58,recovery:0.94,True,replay:450:orchard_riverbend
451,29,Juno,central_repair_ring,v30:Juno:central_repair_ring:day29,outer bell path,rev:12 risk:0.50,tasks:9,score:0.59,recovery:0.94,True,replay:451:central_repair_ring
452,29,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day29,orchard ridge detour,rev:15 risk:0.44,tasks:10,score:0.58,recovery:0.94,True,replay:452:riverbend_roofward
453,29,Fay,roofward_archive,v30:Fay:roofward_archive:day29,cool archive lane,rev:12 risk:0.44,tasks:11,score:0.58,recovery:0.94,True,replay:453:roofward_archive
454,29,Nia,archive_signal,v30:Nia:archive_signal:day29,paper lane,rev:16 risk:0.42,tasks:10,score:0.50,recovery:0.94,True,replay:454:archive_signal
455,29,Milo,signal_orchard,v30:Milo:signal_orchard:day29,river lantern loop,rev:13 risk:0.47,tasks:9,score:0.50,recovery:0.94,True,replay:455:signal_orchard
456,29,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day29,market plank route,rev:16 risk:0.52,tasks:11,score:0.58,recovery:0.94,True,replay:456:orchard_riverbend
457,29,Juno,central_repair_ring,v30:Juno:central_repair_ring:day29,outer bell path,rev:12 risk:0.47,tasks:9,score:0.59,recovery:0.94,True,replay:457:central_repair_ring
458,29,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day29,orchard ridge detour,rev:15 risk:0.44,tasks:11,score:0.58,recovery:0.94,True,replay:458:riverbend_roofward
459,29,Fay,roofward_archive,v30:Fay:roofward_archive:day29,cool archive lane,rev:12 risk:0.46,tasks:11,score:0.59,recovery:0.94,True,replay:459:roofward_archive
460,29,Nia,archive_signal,v30:Nia:archive_signal:day29,paper lane,rev:16 risk:0.43,tasks:10,score:0.50,recovery:0.94,True,replay:460:archive_signal
461,29,Milo,signal_orchard,v30:Milo:signal_orchard:day29,river lantern loop,rev:13 risk:0.46,tasks:9,score:0.50,recovery:0.94,True,replay:461:signal_orchard
462,29,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day29,fen track,rev:16 risk:0.52,tasks:12,score:0.58,recovery:0.94,True,replay:462:orchard_riverbend
463,29,Juno,central_repair_ring,v30:Juno:central_repair_ring:day29,outer bell path,rev:12 risk:0.45,tasks:9,score:0.59,recovery:0.94,True,replay:463:central_repair_ring
464,30,Fay,roofward_archive,v30:Fay:roofward_archive:day30,cool archive lane,rev:12 risk:0.46,tasks:11,score:0.59,recovery:0.94,True,replay:464:roofward_archive
465,30,Nia,archive_signal,v30:Nia:archive_signal:day30,paper lane,rev:16 risk:0.44,tasks:10,score:0.50,recovery:0.94,True,replay:465:archive_signal
466,30,Milo,signal_orchard,v30:Milo:signal_orchard:day30,river lantern loop,rev:13 risk:0.44,tasks:10,score:0.50,recovery:0.94,True,replay:466:signal_orchard
467,30,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day30,market plank route,rev:16 risk:0.52,tasks:12,score:0.61,recovery:0.94,True,replay:467:orchard_riverbend
468,30,Juno,central_repair_ring,v30:Juno:central_repair_ring:day30,outer bell path,rev:12 risk:0.45,tasks:9,score:0.59,recovery:0.94,True,replay:468:central_repair_ring
469,30,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day30,river ford,rev:15 risk:0.42,tasks:11,score:0.58,recovery:0.94,True,replay:469:riverbend_roofward
470,30,Fay,roofward_archive,v30:Fay:roofward_archive:day30,cool archive lane,rev:12 risk:0.45,tasks:11,score:0.59,recovery:0.94,True,replay:470:roofward_archive
471,30,Nia,archive_signal,v30:Nia:archive_signal:day30,paper lane,rev:16 risk:0.46,tasks:10,score:0.50,recovery:0.94,True,replay:471:archive_signal
472,30,Milo,signal_orchard,v30:Milo:signal_orchard:day30,river lantern loop,rev:14 risk:0.52,tasks:10,score:0.50,recovery:0.94,True,replay:472:signal_orchard
473,30,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day30,fen track,rev:16 risk:0.50,tasks:12,score:0.61,recovery:0.94,True,replay:473:orchard_riverbend
474,30,Juno,central_repair_ring,v30:Juno:central_repair_ring:day30,outer bell path,rev:12 risk:0.45,tasks:10,score:0.59,recovery:0.94,True,replay:474:central_repair_ring
475,30,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day30,river ford,rev:15 risk:0.44,tasks:11,score:0.61,recovery:0.94,True,replay:475:riverbend_roofward
476,30,Fay,roofward_archive,v30:Fay:roofward_archive:day30,cool archive lane,rev:12 risk:0.45,tasks:11,score:0.59,recovery:0.94,True,replay:476:roofward_archive
477,30,Nia,archive_signal,v30:Nia:archive_signal:day30,stone kiosk path,rev:16 risk:0.46,tasks:10,score:0.50,recovery:0.94,True,replay:477:archive_signal
478,30,Milo,signal_orchard,v30:Milo:signal_orchard:day30,river lantern loop,rev:14 risk:0.52,tasks:11,score:0.50,recovery:0.94,True,replay:478:signal_orchard
