epoch_index,lineage,technology_name,technology_stage,inherited_reliability,maintenance_burden,welfare_usefulness,misuse_risk,teaching_path,rollback_ritual
64,Hearthline,Hearthline hearth ceramics,archive,0.9397,0.171565,0.790784,0.044666,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
64,Routeline,Routeline stone bridge joints,archive,0.93625,0.211565,0.666094,0.048286,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
64,Marketline,Marketline measure weights,archive,0.92805,0.251565,0.660454,0.060556,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
64,Ledgerline,Ledgerline seed ledgers,archive,0.94805,0.291565,0.660454,0.061706,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
64,Orchardline,Orchardline water terraces,archive,0.92585,0.331565,0.772014,0.075536,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
64,Rainline,Rainline weather bells,archive,0.94215,0.371565,0.771274,0.077076,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
65,Hearthline,Hearthline hearth ceramics,ritual_machine,0.945225,0.172036,0.791841,0.044792,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
65,Routeline,Routeline stone bridge joints,ritual_machine,0.941775,0.212036,0.667151,0.048412,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
65,Marketline,Marketline measure weights,ritual_machine,0.933575,0.252036,0.661511,0.060682,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
65,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.953575,0.292036,0.661511,0.061832,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
65,Orchardline,Orchardline water terraces,ritual_machine,0.931375,0.332036,0.773071,0.075662,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
65,Rainline,Rainline weather bells,ritual_machine,0.947675,0.372036,0.772331,0.077202,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
66,Hearthline,Hearthline hearth ceramics,ritual_machine,0.931245,0.179527,0.788296,0.04621,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
66,Routeline,Routeline stone bridge joints,ritual_machine,0.927795,0.219527,0.663606,0.04983,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
66,Marketline,Marketline measure weights,ritual_machine,0.919595,0.259527,0.657966,0.0621,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
66,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.939595,0.299527,0.657966,0.06325,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
66,Orchardline,Orchardline water terraces,ritual_machine,0.917395,0.339527,0.769526,0.07708,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
66,Rainline,Rainline weather bells,ritual_machine,0.933695,0.379527,0.768786,0.07862,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
67,Hearthline,Hearthline hearth ceramics,ritual_machine,0.955795,0.169583,0.794201,0.044418,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
67,Routeline,Routeline stone bridge joints,ritual_machine,0.952345,0.209583,0.669511,0.048038,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
67,Marketline,Marketline measure weights,ritual_machine,0.944145,0.249583,0.663871,0.060308,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
67,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.964145,0.289583,0.663871,0.061458,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
67,Orchardline,Orchardline water terraces,ritual_machine,0.941945,0.329583,0.775431,0.075288,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
67,Rainline,Rainline weather bells,ritual_machine,0.958245,0.369583,0.774691,0.076828,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
68,Hearthline,Hearthline hearth ceramics,ritual_machine,0.943892,0.177278,0.791051,0.045874,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
68,Routeline,Routeline stone bridge joints,ritual_machine,0.940442,0.217278,0.666361,0.049494,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
68,Marketline,Marketline measure weights,ritual_machine,0.932242,0.257278,0.660721,0.061764,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
68,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.952242,0.297278,0.660721,0.062914,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
68,Orchardline,Orchardline water terraces,ritual_machine,0.930042,0.337278,0.772281,0.076744,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
68,Rainline,Rainline weather bells,ritual_machine,0.946342,0.377278,0.771541,0.078284,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
69,Hearthline,Hearthline hearth ceramics,ritual_machine,0.966381,0.168332,0.796443,0.044265,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
69,Routeline,Routeline stone bridge joints,ritual_machine,0.962931,0.208332,0.671753,0.047885,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
69,Marketline,Marketline measure weights,ritual_machine,0.954731,0.248332,0.666113,0.060155,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
69,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.974731,0.288332,0.666113,0.061305,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
69,Orchardline,Orchardline water terraces,ritual_machine,0.952531,0.328332,0.777673,0.075135,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
69,Rainline,Rainline weather bells,ritual_machine,0.968831,0.368332,0.776933,0.076675,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
70,Hearthline,Hearthline hearth ceramics,ritual_machine,0.969576,0.168721,0.797043,0.044376,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
70,Routeline,Routeline stone bridge joints,ritual_machine,0.966126,0.208721,0.672353,0.047996,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
70,Marketline,Marketline measure weights,ritual_machine,0.957926,0.248721,0.666713,0.060266,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
70,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.977926,0.288721,0.666713,0.061416,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
70,Orchardline,Orchardline water terraces,ritual_machine,0.955726,0.328721,0.778273,0.075246,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
70,Rainline,Rainline weather bells,ritual_machine,0.972026,0.368721,0.777533,0.076786,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
71,Hearthline,Hearthline hearth ceramics,ritual_machine,0.978294,0.167648,0.798894,0.044218,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
71,Routeline,Routeline stone bridge joints,ritual_machine,0.974844,0.207648,0.674204,0.047838,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
71,Marketline,Marketline measure weights,ritual_machine,0.966644,0.247648,0.668564,0.060108,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
71,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.986644,0.287648,0.668564,0.061258,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
71,Orchardline,Orchardline water terraces,ritual_machine,0.964444,0.327648,0.780124,0.075088,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
71,Rainline,Rainline weather bells,ritual_machine,0.980744,0.367648,0.779384,0.076628,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
72,Hearthline,Hearthline hearth ceramics,ritual_machine,0.962439,0.176046,0.794883,0.042803,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
72,Routeline,Routeline stone bridge joints,ritual_machine,0.958989,0.216046,0.670193,0.046423,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
72,Marketline,Marketline measure weights,ritual_machine,0.950789,0.256046,0.664553,0.058693,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
72,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.970789,0.296046,0.664553,0.059843,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
72,Orchardline,Orchardline water terraces,ritual_machine,0.948589,0.336046,0.776113,0.073673,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
72,Rainline,Rainline weather bells,ritual_machine,0.964889,0.376046,0.775373,0.075213,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
73,Hearthline,Hearthline hearth ceramics,ritual_machine,0.986444,0.166366,0.800652,0.041059,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
73,Routeline,Routeline stone bridge joints,ritual_machine,0.982994,0.206366,0.675962,0.044679,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
73,Marketline,Marketline measure weights,ritual_machine,0.974794,0.246366,0.670322,0.056949,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
73,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.994794,0.286366,0.670322,0.058099,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
73,Orchardline,Orchardline water terraces,ritual_machine,0.972594,0.326366,0.781882,0.071929,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
73,Rainline,Rainline weather bells,ritual_machine,0.988894,0.366366,0.781142,0.073469,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
74,Hearthline,Hearthline hearth ceramics,ritual_machine,0.971973,0.175303,0.796864,0.042744,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
74,Routeline,Routeline stone bridge joints,ritual_machine,0.968523,0.215303,0.672174,0.046364,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
74,Marketline,Marketline measure weights,ritual_machine,0.960323,0.255303,0.666534,0.058634,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
74,Ledgerline,Ledgerline seed ledgers,ritual_machine,0.980323,0.295303,0.666534,0.059784,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
74,Orchardline,Orchardline water terraces,ritual_machine,0.958123,0.335303,0.778094,0.073614,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
74,Rainline,Rainline weather bells,ritual_machine,0.974423,0.375303,0.777354,0.075154,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
75,Hearthline,Hearthline hearth ceramics,ritual_machine,0.99507,0.166063,0.802408,0.041082,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
75,Routeline,Routeline stone bridge joints,ritual_machine,0.99162,0.206063,0.677718,0.044702,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
75,Marketline,Marketline measure weights,ritual_machine,0.98342,0.246063,0.672078,0.056972,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
75,Ledgerline,Ledgerline seed ledgers,ritual_machine,1.0,0.286063,0.671394,0.058122,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
75,Orchardline,Orchardline water terraces,ritual_machine,0.98122,0.326063,0.783638,0.071952,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
75,Rainline,Rainline weather bells,ritual_machine,0.99752,0.366063,0.782898,0.073492,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
76,Hearthline,Hearthline hearth ceramics,ritual_machine,1.0,0.165486,0.803451,0.041014,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
76,Routeline,Routeline stone bridge joints,ritual_machine,0.996812,0.205486,0.678814,0.044634,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
76,Marketline,Marketline measure weights,ritual_machine,0.988612,0.245486,0.673174,0.056904,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
76,Ledgerline,Ledgerline seed ledgers,ritual_machine,1.0,0.285486,0.671451,0.058054,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
76,Orchardline,Orchardline water terraces,ritual_machine,0.986412,0.325486,0.784734,0.071884,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
76,Rainline,Rainline weather bells,ritual_machine,1.0,0.365486,0.783451,0.073424,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
77,Hearthline,Hearthline hearth ceramics,ritual_machine,1.0,0.16613,0.803387,0.041172,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
77,Routeline,Routeline stone bridge joints,ritual_machine,1.0,0.20613,0.679387,0.044792,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
77,Marketline,Marketline measure weights,ritual_machine,0.993782,0.24613,0.674143,0.057062,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
77,Ledgerline,Ledgerline seed ledgers,ritual_machine,1.0,0.28613,0.671387,0.058212,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
77,Orchardline,Orchardline water terraces,ritual_machine,0.991582,0.32613,0.785703,0.072042,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
77,Rainline,Rainline weather bells,ritual_machine,1.0,0.36613,0.783387,0.073582,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
78,Hearthline,Hearthline hearth ceramics,weather_system,0.990063,0.284292,0.789583,0.142514,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
78,Routeline,Routeline stone bridge joints,weather_system,0.986613,0.324292,0.664894,0.146134,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
78,Marketline,Marketline measure weights,weather_system,0.978413,0.364292,0.659254,0.158404,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
78,Ledgerline,Ledgerline seed ledgers,weather_system,0.998413,0.404292,0.659253,0.159554,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
78,Orchardline,Orchardline water terraces,weather_system,0.976213,0.444292,0.770814,0.173384,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
78,Rainline,Rainline weather bells,weather_system,0.992513,0.484292,0.770074,0.174924,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
79,Hearthline,Hearthline hearth ceramics,weather_system,1.0,0.276592,0.792341,0.141135,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
79,Routeline,Routeline stone bridge joints,weather_system,1.0,0.316592,0.668341,0.144755,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
79,Marketline,Marketline measure weights,weather_system,0.998327,0.356592,0.664006,0.157025,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
79,Ledgerline,Ledgerline seed ledgers,weather_system,1.0,0.396592,0.660341,0.158175,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
79,Orchardline,Orchardline water terraces,weather_system,0.996127,0.436592,0.775566,0.172005,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
79,Rainline,Rainline weather bells,weather_system,1.0,0.476592,0.772341,0.173545,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
80,Hearthline,Hearthline hearth ceramics,weather_system,0.995694,0.285438,0.790595,0.142803,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
80,Routeline,Routeline stone bridge joints,weather_system,0.992244,0.325438,0.665905,0.146423,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
80,Marketline,Marketline measure weights,weather_system,0.984044,0.365438,0.660265,0.158693,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
80,Ledgerline,Ledgerline seed ledgers,weather_system,1.0,0.405438,0.659456,0.159843,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
80,Orchardline,Orchardline water terraces,weather_system,0.981844,0.445438,0.771825,0.173673,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
80,Rainline,Rainline weather bells,weather_system,0.998144,0.485438,0.771085,0.175213,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
81,Hearthline,Hearthline hearth ceramics,weather_system,1.0,0.276264,0.792374,0.141153,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
81,Routeline,Routeline stone bridge joints,weather_system,1.0,0.316264,0.668374,0.144773,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
81,Marketline,Marketline measure weights,weather_system,1.0,0.356264,0.664374,0.157043,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
81,Ledgerline,Ledgerline seed ledgers,weather_system,1.0,0.396264,0.660374,0.158193,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
81,Orchardline,Orchardline water terraces,weather_system,1.0,0.436264,0.776374,0.172023,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
81,Rainline,Rainline weather bells,weather_system,1.0,0.476264,0.772374,0.173563,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
82,Hearthline,Hearthline hearth ceramics,weather_system,1.0,0.277531,0.792247,0.141425,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
82,Routeline,Routeline stone bridge joints,weather_system,1.0,0.317531,0.668247,0.145045,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
82,Marketline,Marketline measure weights,weather_system,1.0,0.357531,0.664247,0.157315,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
82,Ledgerline,Ledgerline seed ledgers,weather_system,1.0,0.397531,0.660247,0.158465,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
82,Orchardline,Orchardline water terraces,weather_system,1.0,0.437531,0.776247,0.172295,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
82,Rainline,Rainline weather bells,weather_system,1.0,0.477531,0.772247,0.173806,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
83,Hearthline,Hearthline hearth ceramics,weather_system,1.0,0.277322,0.792268,0.141425,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
83,Routeline,Routeline stone bridge joints,weather_system,1.0,0.317322,0.668268,0.145045,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
83,Marketline,Marketline measure weights,weather_system,1.0,0.357322,0.664268,0.157315,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
83,Ledgerline,Ledgerline seed ledgers,weather_system,1.0,0.397322,0.660268,0.158465,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
83,Orchardline,Orchardline water terraces,weather_system,1.0,0.437322,0.776268,0.172295,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
83,Rainline,Rainline weather bells,weather_system,1.0,0.477322,0.772268,0.173768,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
84,Hearthline,Hearthline hearth ceramics,weather_system,1.0,0.286551,0.791345,0.143164,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
84,Routeline,Routeline stone bridge joints,weather_system,1.0,0.326551,0.667345,0.146784,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
84,Marketline,Marketline measure weights,weather_system,0.997744,0.366551,0.662894,0.159054,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
84,Ledgerline,Ledgerline seed ledgers,weather_system,1.0,0.406551,0.659345,0.160204,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
84,Orchardline,Orchardline water terraces,weather_system,0.995544,0.446551,0.774454,0.174034,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
84,Rainline,Rainline weather bells,weather_system,1.0,0.486551,0.771345,0.175429,apprentice to keeper to household,"pause, inspect, repair, teach boundary clause"
