tick_id,day,agent_id,dominant_need,dominant_feeling,current_focus,active_memory_key,relationship_concern,intended_next_action,predicted_next_event,suppressed_action,self_note_hash,private_workspace_sealed,public_leakage_blocked
715,60,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170156,True,True
716,60,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866357,True,True
717,60,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066525,True,True
718,60,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-862943,True,True
719,60,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286656,True,True
720,61,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-084887,True,True
721,61,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-169657,True,True
722,61,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-294912,True,True
723,61,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-066026,True,True
724,61,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-975486,True,True
725,61,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286157,True,True
726,61,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-085883,True,True
727,61,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-170653,True,True
728,61,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295908,True,True
729,61,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-867500,True,True
730,61,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-974987,True,True
731,61,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285658,True,True
732,62,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-936808,True,True
733,62,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-836173,True,True
734,62,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295409,True,True
735,62,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066523,True,True
736,62,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-862941,True,True
737,62,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286654,True,True
738,62,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-086380,True,True
739,62,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-837169,True,True
740,62,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-294910,True,True
741,62,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-866502,True,True
742,62,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-975484,True,True
743,62,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-870075,True,True
744,63,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-085881,True,True
745,63,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-170651,True,True
746,63,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-295906,True,True
747,63,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-067020,True,True
748,63,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976480,True,True
749,63,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-871071,True,True
750,63,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-085382,True,True
751,63,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170152,True,True
752,63,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866353,True,True
753,63,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-066521,True,True
754,63,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975981,True,True
755,63,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286652,True,True
756,64,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-937802,True,True
757,64,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-171148,True,True
758,64,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-296403,True,True
759,64,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-867995,True,True
760,64,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975482,True,True
761,64,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-870073,True,True
762,64,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-937303,True,True
763,64,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170649,True,True
764,64,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-866850,True,True
765,64,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-067018,True,True
766,64,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-863436,True,True
767,64,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-871069,True,True
768,65,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-086875,True,True
769,65,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-171645,True,True
770,65,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-295405,True,True
771,65,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066519,True,True
772,65,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-862937,True,True
773,65,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286650,True,True
774,65,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-086376,True,True
775,65,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-837165,True,True
776,65,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-296401,True,True
777,65,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-067515,True,True
778,65,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976975,True,True
779,65,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-287646,True,True
780,66,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-085877,True,True
781,66,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170647,True,True
782,66,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866848,True,True
783,66,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-067016,True,True
784,66,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-863434,True,True
785,66,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-287147,True,True
786,66,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-086873,True,True
787,66,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-837662,True,True
788,66,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-296898,True,True
789,66,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-868490,True,True
790,66,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-862935,True,True
791,66,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-870568,True,True
792,67,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-086374,True,True
793,67,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-171144,True,True
794,67,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-296399,True,True
795,67,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-867991,True,True
796,67,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-976973,True,True
797,67,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-287644,True,True
798,67,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-938794,True,True
799,67,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-172140,True,True
800,67,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-294414,True,True
801,67,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-065528,True,True
802,67,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-974988,True,True
803,67,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285659,True,True
804,68,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-085385,True,True
805,68,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-836174,True,True
806,68,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295410,True,True
807,68,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-867002,True,True
808,68,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-975984,True,True
809,68,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-870575,True,True
810,68,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-936310,True,True
811,68,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-169656,True,True
812,68,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-865857,True,True
813,68,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-866503,True,True
814,68,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-862443,True,True
815,68,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-870076,True,True
816,69,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-085882,True,True
817,69,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170652,True,True
818,69,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866853,True,True
819,69,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-067021,True,True
820,69,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-974986,True,True
821,69,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285657,True,True
822,69,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-085383,True,True
823,69,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170153,True,True
824,69,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295408,True,True
825,69,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-066522,True,True
826,69,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975982,True,True
827,69,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286653,True,True
828,70,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170983,True,True
829,70,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-867184,True,True
830,70,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-065857,True,True
831,70,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975317,True,True
832,70,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285988,True,True
833,70,Ari,protect boundary,settled,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,ignore request,v36-085714,True,True
834,70,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170484,True,True
835,70,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295739,True,True
836,70,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-066853,True,True
837,70,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976313,True,True
838,70,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286984,True,True
839,70,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-086710,True,True
840,71,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-169985,True,True
841,71,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-866186,True,True
842,71,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-066354,True,True
843,71,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-862772,True,True
844,71,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-870405,True,True
845,71,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-086211,True,True
846,71,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-837000,True,True
847,71,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-867182,True,True
848,71,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-867828,True,True
849,71,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-863768,True,True
850,71,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285986,True,True
851,71,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-937136,True,True
852,72,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-836501,True,True
853,72,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-295737,True,True
854,72,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066851,True,True
855,72,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976311,True,True
856,72,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286982,True,True
857,72,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-086708,True,True
858,72,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-171478,True,True
859,72,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-296733,True,True
860,72,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066352,True,True
861,72,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-975812,True,True
862,72,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-286483,True,True
863,72,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-086209,True,True
864,73,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-836998,True,True
865,73,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-296234,True,True
866,73,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-867826,True,True
867,73,Ivo,protect boundary,guarded,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-863766,True,True
868,73,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-871399,True,True
869,73,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-938629,True,True
870,73,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-836499,True,True
871,73,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-866681,True,True
872,73,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-867327,True,True
873,73,Ivo,protect boundary,guarded,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,withdraw,v36-976309,True,True
874,73,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286980,True,True
875,73,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-938130,True,True
876,74,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-171476,True,True
877,74,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-296731,True,True
878,74,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-067845,True,True
879,74,Ivo,protect boundary,guarded,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,withdraw,v36-977305,True,True
880,74,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286481,True,True
881,74,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-086207,True,True
882,74,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-170977,True,True
883,74,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-296232,True,True
884,74,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-067346,True,True
885,74,Ivo,protect boundary,guarded,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,withdraw,v36-976806,True,True
886,74,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-287477,True,True
887,74,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-087203,True,True
888,75,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-171973,True,True
889,75,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-868174,True,True
890,75,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-867325,True,True
891,75,Ivo,protect boundary,guarded,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,withdraw,v36-863265,True,True
892,75,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-870898,True,True
893,75,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-938128,True,True
894,75,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-837493,True,True
895,75,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-867675,True,True
896,75,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-067843,True,True
897,75,Ivo,protect boundary,guarded,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,withdraw,v36-977303,True,True
898,75,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-871894,True,True
899,75,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-087700,True,True
900,76,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-169489,True,True
901,76,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-294744,True,True
902,76,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-065858,True,True
903,76,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975318,True,True
904,76,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-285989,True,True
905,76,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-085715,True,True
906,76,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170485,True,True
907,76,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-295740,True,True
908,76,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-066854,True,True
909,76,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-976314,True,True
910,76,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285490,True,True
911,76,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-085216,True,True
912,77,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-836005,True,True
913,77,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-866187,True,True
914,77,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-866833,True,True
915,77,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-862773,True,True
916,77,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286486,True,True
917,77,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-937636,True,True
918,77,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-837001,True,True
919,77,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-296237,True,True
920,77,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-065856,True,True
921,77,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-862274,True,True
922,77,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285987,True,True
