tick_id,day,settlement_id,start_room,target_room,path,path_length,next_room,graph_valid,continuous_progress,saved_path_key
511,43,riverbend,dry ridge,arrival court,dry ridge > plank hall > arrival court,3,plank hall,True,True,ssrm.v40.path.riverbend
512,43,roofward,glass stair,warm lane,glass stair > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
513,43,archive,memory desk,spool room,memory desk > ink niche > spool room,3,ink niche,True,True,ssrm.v40.path.archive
514,43,signal,lantern walk,arrival court,lantern walk > mast base > arrival court,3,mast base,True,True,ssrm.v40.path.signal
515,43,orchard,satchel shed,satchel shed,satchel shed,1,satchel shed,True,True,ssrm.v40.path.orchard
516,44,repair_ring,cool corner,cool corner,cool corner,1,cool corner,True,True,ssrm.v40.path.repair_ring
517,44,riverbend,plank hall,arrival court,plank hall > arrival court,2,arrival court,True,True,ssrm.v40.path.riverbend
518,44,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
519,44,archive,ink niche,spool room,ink niche > spool room,2,spool room,True,True,ssrm.v40.path.archive
520,44,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
521,44,orchard,satchel shed,satchel shed,satchel shed,1,satchel shed,True,True,ssrm.v40.path.orchard
522,44,repair_ring,cool corner,arrival court,cool corner > wire bench > arrival court,3,wire bench,True,True,ssrm.v40.path.repair_ring
523,44,riverbend,arrival court,dry ridge,arrival court > plank hall > dry ridge,3,plank hall,True,True,ssrm.v40.path.riverbend
524,44,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
525,44,archive,spool room,ink niche,spool room > ink niche,2,ink niche,True,True,ssrm.v40.path.archive
526,44,signal,lantern walk,signal perch,lantern walk > mast base > signal perch,3,mast base,True,True,ssrm.v40.path.signal
527,44,orchard,satchel shed,satchel shed,satchel shed,1,satchel shed,True,True,ssrm.v40.path.orchard
528,45,repair_ring,wire bench,arrival court,wire bench > arrival court,2,arrival court,True,True,ssrm.v40.path.repair_ring
529,45,riverbend,plank hall,plank hall,plank hall,1,plank hall,True,True,ssrm.v40.path.riverbend
530,45,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
531,45,archive,ink niche,ink niche,ink niche,1,ink niche,True,True,ssrm.v40.path.archive
532,45,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
533,45,orchard,satchel shed,arrival court,satchel shed > market plank > seed lane > arrival court,4,market plank,True,True,ssrm.v40.path.orchard
534,45,repair_ring,arrival court,bell alcove,arrival court > wire bench > spark lane > bell alcove,4,wire bench,True,True,ssrm.v40.path.repair_ring
535,45,riverbend,plank hall,kit alcove,plank hall > wet crossing > kit alcove,3,wet crossing,True,True,ssrm.v40.path.riverbend
536,45,roofward,warm lane,ledger loft,warm lane > ledger loft,2,ledger loft,True,True,ssrm.v40.path.roofward
537,45,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
538,45,signal,lantern walk,arrival court,lantern walk > mast base > arrival court,3,mast base,True,True,ssrm.v40.path.signal
539,45,orchard,market plank,satchel shed,market plank > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
540,46,repair_ring,wire bench,wire bench,wire bench,1,wire bench,True,True,ssrm.v40.path.repair_ring
541,46,riverbend,wet crossing,kit alcove,wet crossing > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
542,46,roofward,ledger loft,ledger loft,ledger loft,1,ledger loft,True,True,ssrm.v40.path.roofward
543,46,archive,memory desk,stone stacks,memory desk > stone stacks,2,stone stacks,True,True,ssrm.v40.path.archive
544,46,signal,mast base,arrival court,mast base > arrival court,2,arrival court,True,True,ssrm.v40.path.signal
545,46,orchard,satchel shed,seed lane,satchel shed > market plank > seed lane,3,market plank,True,True,ssrm.v40.path.orchard
546,46,repair_ring,wire bench,spark lane,wire bench > spark lane,2,spark lane,True,True,ssrm.v40.path.repair_ring
547,46,riverbend,kit alcove,dry ridge,kit alcove > dry ridge,2,dry ridge,True,True,ssrm.v40.path.riverbend
548,46,roofward,ledger loft,sun sill,ledger loft > sun sill,2,sun sill,True,True,ssrm.v40.path.roofward
549,46,archive,stone stacks,arrival court,stone stacks > arrival court,2,arrival court,True,True,ssrm.v40.path.archive
550,46,signal,arrival court,lantern walk,arrival court > mast base > lantern walk,3,mast base,True,True,ssrm.v40.path.signal
551,46,orchard,market plank,mud row,market plank > seed lane > mud row,3,seed lane,True,True,ssrm.v40.path.orchard
552,47,repair_ring,spark lane,cool corner,spark lane > wire bench > cool corner,3,wire bench,True,True,ssrm.v40.path.repair_ring
553,47,riverbend,dry ridge,kit alcove,dry ridge > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
554,47,roofward,sun sill,sun sill,sun sill,1,sun sill,True,True,ssrm.v40.path.roofward
555,47,archive,arrival court,memory desk,arrival court > stone stacks > memory desk,3,stone stacks,True,True,ssrm.v40.path.archive
556,47,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
557,47,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
558,47,repair_ring,wire bench,bell alcove,wire bench > spark lane > bell alcove,3,spark lane,True,True,ssrm.v40.path.repair_ring
559,47,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
560,47,roofward,sun sill,glass stair,sun sill > warm lane > glass stair,3,warm lane,True,True,ssrm.v40.path.roofward
561,47,archive,stone stacks,stone stacks,stone stacks,1,stone stacks,True,True,ssrm.v40.path.archive
562,47,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
563,47,orchard,mud row,market plank,mud row > seed lane > market plank,3,seed lane,True,True,ssrm.v40.path.orchard
564,48,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
565,48,roofward,warm lane,sun sill,warm lane > sun sill,2,sun sill,True,True,ssrm.v40.path.roofward
566,48,archive,stone stacks,memory desk,stone stacks > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
567,48,signal,lantern walk,mast base,lantern walk > mast base,2,mast base,True,True,ssrm.v40.path.signal
568,48,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
569,48,repair_ring,spark lane,bell alcove,spark lane > bell alcove,2,bell alcove,True,True,ssrm.v40.path.repair_ring
570,48,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
571,48,roofward,sun sill,glass stair,sun sill > warm lane > glass stair,3,warm lane,True,True,ssrm.v40.path.roofward
572,48,archive,memory desk,stone stacks,memory desk > stone stacks,2,stone stacks,True,True,ssrm.v40.path.archive
573,48,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
574,48,orchard,mud row,market plank,mud row > seed lane > market plank,3,seed lane,True,True,ssrm.v40.path.orchard
575,48,repair_ring,bell alcove,cool corner,bell alcove > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
576,49,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
577,49,roofward,warm lane,ledger loft,warm lane > ledger loft,2,ledger loft,True,True,ssrm.v40.path.roofward
578,49,archive,stone stacks,stone stacks,stone stacks,1,stone stacks,True,True,ssrm.v40.path.archive
579,49,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
580,49,orchard,seed lane,market plank,seed lane > market plank,2,market plank,True,True,ssrm.v40.path.orchard
581,49,repair_ring,cool corner,cool corner,cool corner,1,cool corner,True,True,ssrm.v40.path.repair_ring
582,49,riverbend,kit alcove,arrival court,kit alcove > dry ridge > plank hall > arrival court,4,dry ridge,True,True,ssrm.v40.path.riverbend
583,49,roofward,ledger loft,glass stair,ledger loft > warm lane > glass stair,3,warm lane,True,True,ssrm.v40.path.roofward
584,49,archive,stone stacks,memory desk,stone stacks > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
585,49,signal,lantern walk,lens room,lantern walk > lens room,2,lens room,True,True,ssrm.v40.path.signal
586,49,orchard,market plank,arrival court,market plank > seed lane > arrival court,3,seed lane,True,True,ssrm.v40.path.orchard
587,49,repair_ring,cool corner,arrival court,cool corner > wire bench > arrival court,3,wire bench,True,True,ssrm.v40.path.repair_ring
588,50,riverbend,dry ridge,arrival court,dry ridge > plank hall > arrival court,3,plank hall,True,True,ssrm.v40.path.riverbend
589,50,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
590,50,archive,memory desk,spool room,memory desk > ink niche > spool room,3,ink niche,True,True,ssrm.v40.path.archive
591,50,signal,lens room,lantern walk,lens room > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
592,50,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
593,50,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
594,50,riverbend,plank hall,dry ridge,plank hall > dry ridge,2,dry ridge,True,True,ssrm.v40.path.riverbend
595,50,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
596,50,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
597,50,signal,lantern walk,signal perch,lantern walk > mast base > signal perch,3,mast base,True,True,ssrm.v40.path.signal
598,50,orchard,mud row,satchel shed,mud row > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
599,50,repair_ring,cool corner,wire bench,cool corner > wire bench,2,wire bench,True,True,ssrm.v40.path.repair_ring
600,51,riverbend,dry ridge,plank hall,dry ridge > plank hall,2,plank hall,True,True,ssrm.v40.path.riverbend
601,51,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
602,51,archive,memory desk,ink niche,memory desk > ink niche,2,ink niche,True,True,ssrm.v40.path.archive
603,51,signal,mast base,signal perch,mast base > signal perch,2,signal perch,True,True,ssrm.v40.path.signal
604,51,orchard,satchel shed,satchel shed,satchel shed,1,satchel shed,True,True,ssrm.v40.path.orchard
605,51,repair_ring,wire bench,wire bench,wire bench,1,wire bench,True,True,ssrm.v40.path.repair_ring
606,51,riverbend,plank hall,wet crossing,plank hall > wet crossing,2,wet crossing,True,True,ssrm.v40.path.riverbend
607,51,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
608,51,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
609,51,signal,signal perch,arrival court,signal perch > mast base > arrival court,3,mast base,True,True,ssrm.v40.path.signal
610,51,orchard,satchel shed,seed lane,satchel shed > market plank > seed lane,3,market plank,True,True,ssrm.v40.path.orchard
611,51,repair_ring,wire bench,spark lane,wire bench > spark lane,2,spark lane,True,True,ssrm.v40.path.repair_ring
612,52,riverbend,wet crossing,kit alcove,wet crossing > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
613,52,roofward,warm lane,ledger loft,warm lane > ledger loft,2,ledger loft,True,True,ssrm.v40.path.roofward
614,52,archive,memory desk,spool room,memory desk > ink niche > spool room,3,ink niche,True,True,ssrm.v40.path.archive
615,52,signal,mast base,arrival court,mast base > arrival court,2,arrival court,True,True,ssrm.v40.path.signal
616,52,orchard,market plank,satchel shed,market plank > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
617,52,repair_ring,spark lane,spark lane,spark lane,1,spark lane,True,True,ssrm.v40.path.repair_ring
618,52,riverbend,kit alcove,dry ridge,kit alcove > dry ridge,2,dry ridge,True,True,ssrm.v40.path.riverbend
619,52,roofward,ledger loft,warm lane,ledger loft > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
620,52,archive,ink niche,arrival court,ink niche > spool room > stone stacks > arrival court,4,spool room,True,True,ssrm.v40.path.archive
621,52,signal,arrival court,lantern walk,arrival court > mast base > lantern walk,3,mast base,True,True,ssrm.v40.path.signal
622,52,orchard,satchel shed,mud row,satchel shed > mud row,2,mud row,True,True,ssrm.v40.path.orchard
623,52,repair_ring,spark lane,cool corner,spark lane > wire bench > cool corner,3,wire bench,True,True,ssrm.v40.path.repair_ring
624,53,riverbend,dry ridge,dry ridge,dry ridge,1,dry ridge,True,True,ssrm.v40.path.riverbend
625,53,roofward,warm lane,sun sill,warm lane > sun sill,2,sun sill,True,True,ssrm.v40.path.roofward
626,53,archive,spool room,arrival court,spool room > stone stacks > arrival court,3,stone stacks,True,True,ssrm.v40.path.archive
627,53,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
628,53,orchard,mud row,mud row,mud row,1,mud row,True,True,ssrm.v40.path.orchard
629,53,repair_ring,wire bench,spark lane,wire bench > spark lane,2,spark lane,True,True,ssrm.v40.path.repair_ring
630,53,riverbend,dry ridge,kit alcove,dry ridge > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
631,53,roofward,sun sill,arrival court,sun sill > warm lane > glass stair > arrival court,4,warm lane,True,True,ssrm.v40.path.roofward
632,53,archive,stone stacks,ink niche,stone stacks > spool room > ink niche,3,spool room,True,True,ssrm.v40.path.archive
633,53,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
634,53,orchard,mud row,market plank,mud row > seed lane > market plank,3,seed lane,True,True,ssrm.v40.path.orchard
635,53,repair_ring,spark lane,cool corner,spark lane > wire bench > cool corner,3,wire bench,True,True,ssrm.v40.path.repair_ring
636,54,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
637,54,roofward,warm lane,ledger loft,warm lane > ledger loft,2,ledger loft,True,True,ssrm.v40.path.roofward
638,54,archive,spool room,stone stacks,spool room > stone stacks,2,stone stacks,True,True,ssrm.v40.path.archive
639,54,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
640,54,orchard,seed lane,market plank,seed lane > market plank,2,market plank,True,True,ssrm.v40.path.orchard
641,54,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
642,54,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
643,54,roofward,ledger loft,glass stair,ledger loft > warm lane > glass stair,3,warm lane,True,True,ssrm.v40.path.roofward
644,54,archive,stone stacks,memory desk,stone stacks > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
645,54,signal,lantern walk,lens room,lantern walk > lens room,2,lens room,True,True,ssrm.v40.path.signal
646,54,orchard,market plank,arrival court,market plank > seed lane > arrival court,3,seed lane,True,True,ssrm.v40.path.orchard
647,54,repair_ring,cool corner,arrival court,cool corner > wire bench > arrival court,3,wire bench,True,True,ssrm.v40.path.repair_ring
648,55,riverbend,kit alcove,arrival court,kit alcove > dry ridge > plank hall > arrival court,4,dry ridge,True,True,ssrm.v40.path.riverbend
649,55,roofward,warm lane,glass stair,warm lane > glass stair,2,glass stair,True,True,ssrm.v40.path.roofward
650,55,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
651,55,signal,lens room,lens room,lens room,1,lens room,True,True,ssrm.v40.path.signal
652,55,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
653,55,repair_ring,wire bench,arrival court,wire bench > arrival court,2,arrival court,True,True,ssrm.v40.path.repair_ring
654,55,riverbend,dry ridge,plank hall,dry ridge > plank hall,2,plank hall,True,True,ssrm.v40.path.riverbend
655,55,roofward,glass stair,glass stair,glass stair,1,glass stair,True,True,ssrm.v40.path.roofward
656,55,archive,memory desk,ink niche,memory desk > ink niche,2,ink niche,True,True,ssrm.v40.path.archive
657,55,signal,lens room,signal perch,lens room > signal perch,2,signal perch,True,True,ssrm.v40.path.signal
658,55,orchard,mud row,arrival court,mud row > seed lane > arrival court,3,seed lane,True,True,ssrm.v40.path.orchard
659,55,repair_ring,arrival court,cool corner,arrival court > wire bench > cool corner,3,wire bench,True,True,ssrm.v40.path.repair_ring
660,56,roofward,glass stair,glass stair,glass stair,1,glass stair,True,True,ssrm.v40.path.roofward
661,56,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
662,56,signal,signal perch,lens room,signal perch > lens room,2,lens room,True,True,ssrm.v40.path.signal
663,56,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
664,56,repair_ring,wire bench,arrival court,wire bench > arrival court,2,arrival court,True,True,ssrm.v40.path.repair_ring
665,56,riverbend,plank hall,plank hall,plank hall,1,plank hall,True,True,ssrm.v40.path.riverbend
666,56,roofward,glass stair,glass stair,glass stair,1,glass stair,True,True,ssrm.v40.path.roofward
667,56,archive,memory desk,ink niche,memory desk > ink niche,2,ink niche,True,True,ssrm.v40.path.archive
668,56,signal,lens room,signal perch,lens room > signal perch,2,signal perch,True,True,ssrm.v40.path.signal
669,56,orchard,mud row,arrival court,mud row > seed lane > arrival court,3,seed lane,True,True,ssrm.v40.path.orchard
670,56,repair_ring,arrival court,cool corner,arrival court > wire bench > cool corner,3,wire bench,True,True,ssrm.v40.path.repair_ring
671,56,riverbend,plank hall,wet crossing,plank hall > wet crossing,2,wet crossing,True,True,ssrm.v40.path.riverbend
672,57,roofward,glass stair,warm lane,glass stair > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
673,57,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
674,57,signal,signal perch,signal perch,signal perch,1,signal perch,True,True,ssrm.v40.path.signal
675,57,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
676,57,repair_ring,wire bench,wire bench,wire bench,1,wire bench,True,True,ssrm.v40.path.repair_ring
677,57,riverbend,wet crossing,wet crossing,wet crossing,1,wet crossing,True,True,ssrm.v40.path.riverbend
678,57,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
679,57,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
680,57,signal,signal perch,lens room,signal perch > lens room,2,lens room,True,True,ssrm.v40.path.signal
681,57,orchard,mud row,seed lane,mud row > seed lane,2,seed lane,True,True,ssrm.v40.path.orchard
682,57,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
683,57,riverbend,wet crossing,arrival court,wet crossing > plank hall > arrival court,3,plank hall,True,True,ssrm.v40.path.riverbend
684,58,roofward,warm lane,warm lane,warm lane,1,warm lane,True,True,ssrm.v40.path.roofward
685,58,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
686,58,signal,lens room,mast base,lens room > lantern walk > mast base,3,lantern walk,True,True,ssrm.v40.path.signal
687,58,orchard,seed lane,seed lane,seed lane,1,seed lane,True,True,ssrm.v40.path.orchard
688,58,repair_ring,cool corner,spark lane,cool corner > wire bench > spark lane,3,wire bench,True,True,ssrm.v40.path.repair_ring
689,58,riverbend,plank hall,kit alcove,plank hall > wet crossing > kit alcove,3,wet crossing,True,True,ssrm.v40.path.riverbend
690,58,roofward,warm lane,sun sill,warm lane > sun sill,2,sun sill,True,True,ssrm.v40.path.roofward
691,58,archive,memory desk,arrival court,memory desk > stone stacks > arrival court,3,stone stacks,True,True,ssrm.v40.path.archive
692,58,signal,lantern walk,mast base,lantern walk > mast base,2,mast base,True,True,ssrm.v40.path.signal
693,58,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
694,58,repair_ring,wire bench,bell alcove,wire bench > spark lane > bell alcove,3,spark lane,True,True,ssrm.v40.path.repair_ring
695,58,riverbend,wet crossing,kit alcove,wet crossing > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
696,59,roofward,sun sill,warm lane,sun sill > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
697,59,archive,stone stacks,arrival court,stone stacks > arrival court,2,arrival court,True,True,ssrm.v40.path.archive
698,59,signal,mast base,lantern walk,mast base > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
699,59,orchard,mud row,mud row,mud row,1,mud row,True,True,ssrm.v40.path.orchard
700,59,repair_ring,spark lane,spark lane,spark lane,1,spark lane,True,True,ssrm.v40.path.repair_ring
701,59,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
702,59,roofward,warm lane,arrival court,warm lane > glass stair > arrival court,3,glass stair,True,True,ssrm.v40.path.roofward
703,59,archive,arrival court,ink niche,arrival court > stone stacks > spool room > ink niche,4,stone stacks,True,True,ssrm.v40.path.archive
704,59,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
705,59,orchard,mud row,satchel shed,mud row > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
706,59,repair_ring,spark lane,cool corner,spark lane > wire bench > cool corner,3,wire bench,True,True,ssrm.v40.path.repair_ring
707,59,riverbend,kit alcove,arrival court,kit alcove > dry ridge > plank hall > arrival court,4,dry ridge,True,True,ssrm.v40.path.riverbend
708,60,roofward,glass stair,arrival court,glass stair > arrival court,2,arrival court,True,True,ssrm.v40.path.roofward
709,60,archive,stone stacks,spool room,stone stacks > spool room,2,spool room,True,True,ssrm.v40.path.archive
710,60,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
711,60,orchard,satchel shed,market plank,satchel shed > market plank,2,market plank,True,True,ssrm.v40.path.orchard
712,60,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
713,60,riverbend,dry ridge,arrival court,dry ridge > plank hall > arrival court,3,plank hall,True,True,ssrm.v40.path.riverbend
714,60,roofward,arrival court,glass stair,arrival court > glass stair,2,glass stair,True,True,ssrm.v40.path.roofward
715,60,archive,spool room,spool room,spool room,1,spool room,True,True,ssrm.v40.path.archive
716,60,signal,lantern walk,lantern walk,lantern walk,1,lantern walk,True,True,ssrm.v40.path.signal
717,60,orchard,market plank,satchel shed,market plank > satchel shed,2,satchel shed,True,True,ssrm.v40.path.orchard
718,60,repair_ring,cool corner,cool corner,cool corner,1,cool corner,True,True,ssrm.v40.path.repair_ring
719,60,riverbend,plank hall,kit alcove,plank hall > wet crossing > kit alcove,3,wet crossing,True,True,ssrm.v40.path.riverbend
720,61,roofward,glass stair,glass stair,glass stair,1,glass stair,True,True,ssrm.v40.path.roofward
721,61,archive,spool room,memory desk,spool room > stone stacks > memory desk,3,stone stacks,True,True,ssrm.v40.path.archive
722,61,signal,lantern walk,lens room,lantern walk > lens room,2,lens room,True,True,ssrm.v40.path.signal
723,61,orchard,satchel shed,satchel shed,satchel shed,1,satchel shed,True,True,ssrm.v40.path.orchard
724,61,repair_ring,cool corner,arrival court,cool corner > wire bench > arrival court,3,wire bench,True,True,ssrm.v40.path.repair_ring
725,61,riverbend,wet crossing,plank hall,wet crossing > plank hall,2,plank hall,True,True,ssrm.v40.path.riverbend
726,61,roofward,glass stair,glass stair,glass stair,1,glass stair,True,True,ssrm.v40.path.roofward
727,61,archive,stone stacks,ink niche,stone stacks > spool room > ink niche,3,spool room,True,True,ssrm.v40.path.archive
728,61,signal,lens room,lantern walk,lens room > lantern walk,2,lantern walk,True,True,ssrm.v40.path.signal
729,61,orchard,satchel shed,arrival court,satchel shed > market plank > seed lane > arrival court,4,market plank,True,True,ssrm.v40.path.orchard
730,61,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
731,61,riverbend,plank hall,kit alcove,plank hall > wet crossing > kit alcove,3,wet crossing,True,True,ssrm.v40.path.riverbend
732,62,roofward,glass stair,ledger loft,glass stair > warm lane > ledger loft,3,warm lane,True,True,ssrm.v40.path.roofward
733,62,archive,spool room,ink niche,spool room > ink niche,2,ink niche,True,True,ssrm.v40.path.archive
734,62,signal,lantern walk,signal perch,lantern walk > mast base > signal perch,3,mast base,True,True,ssrm.v40.path.signal
735,62,orchard,market plank,arrival court,market plank > seed lane > arrival court,3,seed lane,True,True,ssrm.v40.path.orchard
736,62,repair_ring,cool corner,cool corner,cool corner,1,cool corner,True,True,ssrm.v40.path.repair_ring
737,62,riverbend,wet crossing,wet crossing,wet crossing,1,wet crossing,True,True,ssrm.v40.path.riverbend
738,62,roofward,warm lane,ledger loft,warm lane > ledger loft,2,ledger loft,True,True,ssrm.v40.path.roofward
739,62,archive,ink niche,memory desk,ink niche > memory desk,2,memory desk,True,True,ssrm.v40.path.archive
740,62,signal,mast base,arrival court,mast base > arrival court,2,arrival court,True,True,ssrm.v40.path.signal
741,62,orchard,seed lane,arrival court,seed lane > arrival court,2,arrival court,True,True,ssrm.v40.path.orchard
742,62,repair_ring,cool corner,spark lane,cool corner > wire bench > spark lane,3,wire bench,True,True,ssrm.v40.path.repair_ring
743,62,riverbend,wet crossing,dry ridge,wet crossing > plank hall > dry ridge,3,plank hall,True,True,ssrm.v40.path.riverbend
744,63,roofward,ledger loft,warm lane,ledger loft > warm lane,2,warm lane,True,True,ssrm.v40.path.roofward
745,63,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
746,63,signal,arrival court,mast base,arrival court > mast base,2,mast base,True,True,ssrm.v40.path.signal
747,63,orchard,arrival court,seed lane,arrival court > seed lane,2,seed lane,True,True,ssrm.v40.path.orchard
748,63,repair_ring,wire bench,cool corner,wire bench > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
749,63,riverbend,plank hall,kit alcove,plank hall > wet crossing > kit alcove,3,wet crossing,True,True,ssrm.v40.path.riverbend
750,63,roofward,warm lane,sun sill,warm lane > sun sill,2,sun sill,True,True,ssrm.v40.path.roofward
751,63,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
752,63,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
753,63,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
754,63,repair_ring,cool corner,bell alcove,cool corner > bell alcove,2,bell alcove,True,True,ssrm.v40.path.repair_ring
755,63,riverbend,wet crossing,kit alcove,wet crossing > kit alcove,2,kit alcove,True,True,ssrm.v40.path.riverbend
756,64,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
757,64,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
758,64,orchard,mud row,seed lane,mud row > seed lane,2,seed lane,True,True,ssrm.v40.path.orchard
759,64,repair_ring,bell alcove,cool corner,bell alcove > cool corner,2,cool corner,True,True,ssrm.v40.path.repair_ring
760,64,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
761,64,roofward,sun sill,sun sill,sun sill,1,sun sill,True,True,ssrm.v40.path.roofward
762,64,archive,memory desk,memory desk,memory desk,1,memory desk,True,True,ssrm.v40.path.archive
763,64,signal,mast base,mast base,mast base,1,mast base,True,True,ssrm.v40.path.signal
764,64,orchard,seed lane,satchel shed,seed lane > mud row > satchel shed,3,mud row,True,True,ssrm.v40.path.orchard
765,64,repair_ring,cool corner,bell alcove,cool corner > bell alcove,2,bell alcove,True,True,ssrm.v40.path.repair_ring
766,64,riverbend,kit alcove,kit alcove,kit alcove,1,kit alcove,True,True,ssrm.v40.path.riverbend
