tick_id,day,route_id,probe_kind,state_before_hash,state_after_hash,restored_route_choice,restored_forecast_revision,restored_recovery,restored_avatar_tasks,persistence_ok
659,42,riverbend_roofward,none,v30-674981,v30-615598,orchard ridge detour,21,0.94,16,True
660,42,roofward_archive,none,v30-528467,v30-473894,glass stair,17,0.94,16,True
661,42,archive_signal,none,v30-559963,v30-429932,paper lane,23,0.94,14,True
662,42,signal_orchard,none,v30-589784,v30-533200,river lantern loop,20,0.94,14,True
663,42,orchard_riverbend,none,v30-632108,v30-574372,market plank route,23,0.94,17,True
664,42,central_repair_ring,none,v30-615005,v30-559148,outer bell path,19,0.94,15,True
665,42,riverbend_roofward,none,v30-673629,v30-615336,orchard ridge detour,21,0.94,16,True
666,42,roofward_archive,none,v30-528875,v30-474543,glass stair,17,0.94,17,True
667,42,archive_signal,none,v30-483465,v30-430454,paper lane,23,0.94,14,True
668,42,signal_orchard,none,v30-589528,v30-533722,river lantern loop,20,0.94,14,True
669,42,orchard_riverbend,none,v30-630910,v30-574894,market plank route,23,0.94,17,True
670,42,central_repair_ring,none,v30-613175,v30-558886,outer bell path,19,0.94,15,True
671,42,riverbend_roofward,restore,v30-666227,v30-615074,orchard ridge detour,21,0.94,16,True
672,43,roofward_archive,reload,v30-528111,v30-474400,glass stair,18,0.94,17,True
673,43,archive_signal,none,v30-483185,v30-505369,stone kiosk path,23,0.94,14,True
674,43,signal_orchard,none,v30-591215,v30-533592,river lantern loop,20,0.94,15,True
675,43,orchard_riverbend,none,v30-632370,v30-574632,market plank route,23,0.94,17,True
676,43,central_repair_ring,none,v30-616067,v30-558399,outer bell path,20,0.94,15,True
677,43,riverbend_roofward,none,v30-674710,v30-615596,orchard ridge detour,21,0.94,16,True
678,43,roofward_archive,none,v30-527540,v30-474922,glass stair,18,0.94,17,True
679,43,archive_signal,none,v30-560349,v30-505891,stone kiosk path,23,0.94,14,True
680,43,signal_orchard,none,v30-588752,v30-533454,river lantern loop,21,0.94,15,True
681,43,orchard_riverbend,none,v30-631705,v30-456803,fen track,23,0.94,17,True
682,43,central_repair_ring,restore,v30-615549,v30-558397,outer bell path,21,0.94,16,True
683,43,riverbend_roofward,none,v30-673751,v30-615334,orchard ridge detour,21,0.94,16,True
684,43,roofward_archive,none,v30-513230,v30-474660,glass stair,18,0.94,17,True
685,43,archive_signal,none,v30-560221,v30-505629,stone kiosk path,23,0.94,14,True
686,43,signal_orchard,none,v30-590952,v30-534108,river lantern loop,21,0.94,16,True
687,43,orchard_riverbend,restore,v30-511182,v30-457325,fen track,23,0.94,17,True
688,44,central_repair_ring,reload,v30-615030,v30-559045,outer bell path,22,0.94,16,True
689,44,riverbend_roofward,none,v30-673751,v30-615856,orchard ridge detour,21,0.94,16,True
690,44,roofward_archive,none,v30-527619,v30-474398,glass stair,18,0.94,17,True
691,44,archive_signal,none,v30-560338,v30-505367,stone kiosk path,23,0.94,14,True
692,44,signal_orchard,none,v30-590949,v30-533846,river lantern loop,21,0.94,16,True
693,44,orchard_riverbend,none,v30-501896,v30-457181,fen track,24,0.94,17,True
694,44,central_repair_ring,none,v30-615028,v30-558783,outer bell path,22,0.94,16,True
695,44,riverbend_roofward,none,v30-675106,v30-615594,orchard ridge detour,21,0.94,16,True
696,44,roofward_archive,none,v30-528147,v30-481774,glass stair,18,0.936,17,True
697,44,archive_signal,none,v30-560610,v30-505889,stone kiosk path,23,0.94,14,True
698,44,signal_orchard,none,v30-592139,v30-534500,river lantern loop,21,0.94,17,True
699,44,orchard_riverbend,none,v30-511217,v30-575406,market plank route,25,0.94,17,True
700,44,central_repair_ring,none,v30-614895,v30-557746,outer bell path,22,0.94,16,True
701,44,riverbend_roofward,none,v30-671763,v30-614557,orchard ridge detour,21,0.94,16,True
702,44,roofward_archive,none,v30-534334,v30-474010,glass stair,18,0.94,18,True
703,44,archive_signal,restore,v30-559815,v30-504852,stone kiosk path,23,0.94,14,True
704,45,signal_orchard,reload,v30-590318,v30-533587,river lantern loop,22,0.94,17,True
705,45,orchard_riverbend,none,v30-623131,v30-574369,market plank route,25,0.94,17,True
706,45,central_repair_ring,none,v30-614770,v30-558402,outer bell path,22,0.94,17,True
707,45,riverbend_roofward,none,v30-666633,v30-615079,orchard ridge detour,21,0.94,16,True
708,45,roofward_archive,none,v30-527011,v30-474532,glass stair,18,0.94,18,True
709,45,archive_signal,none,v30-560081,v30-505374,stone kiosk path,23,0.94,14,True
710,45,signal_orchard,none,v30-581395,v30-533449,river lantern loop,23,0.94,17,True
711,45,orchard_riverbend,none,v30-630117,v30-574107,market plank route,25,0.94,17,True
712,45,central_repair_ring,none,v30-615830,v30-558266,outer bell path,23,0.94,17,True
713,45,riverbend_roofward,restore,v30-672419,v30-614817,orchard ridge detour,21,0.94,16,True
714,45,roofward_archive,none,v30-526632,v30-474397,glass stair,18,0.94,19,True
715,45,archive_signal,none,v30-560591,v30-505112,stone kiosk path,23,0.94,14,True
716,45,signal_orchard,none,v30-589671,v30-534095,river lantern loop,24,0.94,17,True
717,45,orchard_riverbend,none,v30-630910,v30-574629,market plank route,25,0.94,17,True
718,45,central_repair_ring,none,v30-614914,v30-558922,outer bell path,23,0.94,18,True
719,45,riverbend_roofward,restore,v30-675247,v30-615339,orchard ridge detour,21,0.94,16,True
720,46,roofward_archive,reload,v30-519139,v30-474254,glass stair,19,0.94,19,True
721,46,archive_signal,none,v30-559050,v30-429789,paper lane,24,0.94,14,True
722,46,signal_orchard,none,v30-589541,v30-533965,river lantern loop,24,0.94,18,True
723,46,orchard_riverbend,none,v30-631043,v30-574367,market plank route,25,0.94,17,True
724,46,central_repair_ring,none,v30-614001,v30-558660,outer bell path,23,0.94,18,True
725,46,riverbend_roofward,none,v30-673900,v30-615077,orchard ridge detour,21,0.94,16,True
726,46,roofward_archive,none,v30-528745,v30-474776,glass stair,19,0.94,19,True
727,46,archive_signal,none,v30-483066,v30-430427,paper lane,25,0.94,14,True
728,46,signal_orchard,none,v30-589556,v30-534611,river lantern loop,25,0.94,18,True
729,46,orchard_riverbend,none,v30-631826,v30-574889,market plank route,25,0.94,17,True
730,46,central_repair_ring,none,v30-614648,v30-558398,outer bell path,23,0.94,18,True
731,46,riverbend_roofward,none,v30-673777,v30-614815,orchard ridge detour,21,0.94,16,True
732,46,roofward_archive,none,v30-528728,v30-474514,glass stair,19,0.94,19,True
733,46,archive_signal,none,v30-482565,v30-505476,stone kiosk path,26,0.94,14,True
734,46,signal_orchard,none,v30-590845,v30-534481,river lantern loop,25,0.94,19,True
735,46,orchard_riverbend,restore,v30-630905,v30-574627,market plank route,25,0.94,17,True
736,47,central_repair_ring,reload,v30-615700,v30-559046,outer bell path,24,0.94,18,True
737,47,riverbend_roofward,none,v30-674307,v30-487882,river ford,21,0.94,16,True
738,47,roofward_archive,none,v30-528572,v30-473066,glass stair,20,0.94,20,True
739,47,archive_signal,none,v30-560979,v30-505998,stone kiosk path,26,0.94,14,True
740,47,signal_orchard,none,v30-590718,v30-534219,river lantern loop,25,0.94,19,True
741,47,orchard_riverbend,none,v30-622466,v30-574365,market plank route,25,0.94,17,True
742,47,central_repair_ring,none,v30-613998,v30-558784,outer bell path,24,0.94,18,True
743,47,riverbend_roofward,none,v30-542455,v30-487620,river ford,21,0.94,16,True
744,47,roofward_archive,restore,v30-525693,v30-472923,glass stair,21,0.94,20,True
745,47,archive_signal,none,v30-559068,v30-505736,stone kiosk path,26,0.94,14,True
746,47,signal_orchard,none,v30-589226,v30-533684,river lantern loop,25,0.94,20,True
747,47,orchard_riverbend,none,v30-631293,v30-574887,market plank route,25,0.94,17,True
748,47,central_repair_ring,none,v30-613603,v30-559306,outer bell path,24,0.94,18,True
749,47,riverbend_roofward,none,v30-542864,v30-615597,orchard ridge detour,21,0.94,16,True
750,47,roofward_archive,none,v30-526314,v30-472780,glass stair,22,0.94,20,True
751,47,archive_signal,restore,v30-559191,v30-505474,stone kiosk path,26,0.94,14,True
752,48,orchard_riverbend,reload,v30-629887,v30-574665,market plank route,26,0.94,17,True
753,48,central_repair_ring,none,v30-615216,v30-586888,inner repair yard,24,0.94,18,True
754,48,riverbend_roofward,none,v30-674637,v30-615386,orchard ridge detour,21,0.94,17,True
755,48,roofward_archive,none,v30-527486,v30-473215,glass stair,22,0.94,20,True
756,48,archive_signal,none,v30-552879,v30-505909,stone kiosk path,26,0.94,14,True
757,48,signal_orchard,none,v30-589396,v30-533857,river lantern loop,25,0.94,20,True
758,48,orchard_riverbend,none,v30-630825,v30-575187,market plank route,26,0.94,17,True
759,48,central_repair_ring,none,v30-644752,v30-587410,inner repair yard,24,0.94,18,True
760,48,riverbend_roofward,none,v30-673822,v30-615254,orchard ridge detour,22,0.94,17,True
761,48,roofward_archive,none,v30-527348,v30-541268,cool archive lane,22,0.94,20,True
762,48,archive_signal,none,v30-552488,v30-505777,stone kiosk path,26,0.94,15,True
763,48,signal_orchard,none,v30-580865,v30-533595,river lantern loop,25,0.94,20,True
764,48,orchard_riverbend,none,v30-630163,v30-574925,market plank route,26,0.94,17,True
765,48,central_repair_ring,none,v30-644370,v30-559217,outer bell path,24,0.94,18,True
766,48,riverbend_roofward,none,v30-675049,v30-616044,orchard ridge detour,23,0.94,18,True
767,48,roofward_archive,restore,v30-597693,v30-541790,cool archive lane,22,0.94,20,True
768,49,archive_signal,reload,v30-562684,v30-506421,stone kiosk path,27,0.94,15,True
769,49,signal_orchard,none,v30-589010,v30-534117,river lantern loop,25,0.94,20,True
770,49,orchard_riverbend,none,v30-632284,v30-574663,market plank route,26,0.94,17,True
771,49,central_repair_ring,none,v30-615600,v30-558955,outer bell path,24,0.94,18,True
772,49,riverbend_roofward,none,v30-673291,v30-615782,orchard ridge detour,23,0.94,18,True
773,49,roofward_archive,none,v30-597948,v30-541528,cool archive lane,22,0.94,20,True
774,49,archive_signal,none,v30-559878,v30-506159,stone kiosk path,27,0.94,15,True
775,49,signal_orchard,restore,v30-590434,v30-533855,river lantern loop,25,0.94,20,True
776,49,orchard_riverbend,none,v30-632534,v30-575312,market plank route,27,0.94,17,True
777,49,central_repair_ring,none,v30-615746,v30-559477,outer bell path,24,0.94,18,True
778,49,riverbend_roofward,none,v30-668164,v30-616442,orchard ridge detour,23,0.94,19,True
779,49,roofward_archive,none,v30-590277,v30-542050,cool archive lane,22,0.94,20,True
780,49,archive_signal,none,v30-559881,v30-505897,stone kiosk path,27,0.94,15,True
781,49,signal_orchard,none,v30-587574,v30-418968,dusk road,25,0.94,20,True
782,49,orchard_riverbend,none,v30-624619,v30-575185,market plank route,27,0.94,18,True
783,49,central_repair_ring,restore,v30-615475,v30-559215,outer bell path,24,0.94,18,True
784,50,riverbend_roofward,reload,v30-674367,v30-616310,orchard ridge detour,24,0.94,19,True
785,50,roofward_archive,none,v30-599382,v30-541788,cool archive lane,22,0.94,20,True
786,50,archive_signal,none,v30-561561,v30-506549,stone kiosk path,27,0.94,16,True
787,50,signal_orchard,none,v30-471349,v30-419490,dusk road,25,0.94,20,True
788,50,orchard_riverbend,none,v30-632936,v30-575707,market plank route,27,0.94,18,True
789,50,central_repair_ring,none,v30-615467,v30-559737,outer bell path,24,0.94,18,True
790,50,riverbend_roofward,none,v30-674788,v30-616048,orchard ridge detour,24,0.94,19,True
791,50,roofward_archive,none,v30-598726,v30-541526,cool archive lane,22,0.94,20,True
792,50,archive_signal,none,v30-561550,v30-506409,stone kiosk path,28,0.94,16,True
793,50,signal_orchard,none,v30-471312,v30-533853,river lantern loop,25,0.94,20,True
794,50,orchard_riverbend,none,v30-633345,v30-575580,market plank route,27,0.94,19,True
795,50,central_repair_ring,none,v30-615608,v30-559475,outer bell path,24,0.94,18,True
796,50,riverbend_roofward,none,v30-674769,v30-616570,orchard ridge detour,24,0.94,19,True
797,50,roofward_archive,none,v30-598349,v30-542048,cool archive lane,22,0.94,20,True
798,50,archive_signal,none,v30-561084,v30-507061,stone kiosk path,28,0.94,17,True
799,50,signal_orchard,restore,v30-590302,v30-534375,river lantern loop,25,0.94,20,True
800,51,orchard_riverbend,reload,v30-630976,v30-574670,market plank route,28,0.94,19,True
801,51,central_repair_ring,none,v30-616004,v30-586369,inner repair yard,24,0.94,18,True
802,51,riverbend_roofward,none,v30-672142,v30-614428,orchard ridge detour,24,0.94,20,True
803,51,roofward_archive,none,v30-598056,v30-541011,cool archive lane,22,0.94,20,True
804,51,archive_signal,none,v30-559630,v30-506024,stone kiosk path,28,0.94,17,True
805,51,signal_orchard,none,v30-590555,v30-533338,river lantern loop,25,0.94,20,True
806,51,orchard_riverbend,restore,v30-631120,v30-575192,market plank route,28,0.94,19,True
807,51,central_repair_ring,none,v30-643846,v30-586891,inner repair yard,24,0.94,18,True
808,51,riverbend_roofward,none,v30-673088,v30-615080,orchard ridge detour,25,0.94,20,True
809,51,roofward_archive,none,v30-597818,v30-541533,cool archive lane,22,0.94,20,True
810,51,archive_signal,none,v30-551850,v30-505762,stone kiosk path,28,0.94,17,True
811,51,signal_orchard,none,v30-589132,v30-533076,river lantern loop,25,0.94,20,True
812,51,orchard_riverbend,none,v30-630445,v30-574930,market plank route,28,0.94,19,True
813,51,central_repair_ring,none,v30-642905,v30-558698,outer bell path,24,0.94,18,True
814,51,riverbend_roofward,none,v30-671351,v30-614956,orchard ridge detour,25,0.94,21,True
815,51,roofward_archive,restore,v30-598343,v30-541271,cool archive lane,22,0.94,20,True
816,52,archive_signal,reload,v30-561682,v30-506406,stone kiosk path,29,0.94,17,True
817,52,signal_orchard,none,v30-580879,v30-533598,river lantern loop,25,0.94,20,True
818,52,orchard_riverbend,none,v30-629454,v30-574371,market plank route,28,0.94,20,True
819,52,central_repair_ring,none,v30-615874,v30-559220,outer bell path,24,0.94,18,True
820,52,riverbend_roofward,none,v30-671630,v30-614694,orchard ridge detour,25,0.94,21,True
821,52,roofward_archive,none,v30-597154,v30-541009,cool archive lane,22,0.94,20,True
822,52,archive_signal,none,v30-551865,v30-506144,stone kiosk path,29,0.94,17,True
823,52,signal_orchard,none,v30-588990,v30-533336,river lantern loop,25,0.94,20,True
824,52,orchard_riverbend,none,v30-631144,v30-574236,market plank route,29,0.94,20,True
825,52,central_repair_ring,none,v30-616387,v30-586889,inner repair yard,24,0.94,18,True
826,52,riverbend_roofward,none,v30-673246,v30-615354,orchard ridge detour,25,0.94,22,True
827,52,roofward_archive,none,v30-597544,v30-541531,cool archive lane,22,0.94,20,True
828,52,archive_signal,none,v30-559155,v30-506666,stone kiosk path,29,0.94,17,True
829,52,signal_orchard,none,v30-589397,v30-533858,river lantern loop,25,0.94,20,True
830,52,orchard_riverbend,none,v30-629045,v30-573974,market plank route,29,0.94,20,True
831,52,central_repair_ring,restore,v30-644370,v30-586627,inner repair yard,24,0.94,18,True
832,53,riverbend_roofward,reload,v30-672037,v30-615222,orchard ridge detour,26,0.94,22,True
833,53,roofward_archive,none,v30-596764,v30-541269,cool archive lane,22,0.94,20,True
834,53,archive_signal,none,v30-560914,v30-506534,stone kiosk path,29,0.94,18,True
835,53,signal_orchard,none,v30-589523,v30-533596,river lantern loop,25,0.94,20,True
836,53,orchard_riverbend,none,v30-631027,v30-574496,market plank route,29,0.94,20,True
837,53,central_repair_ring,restore,v30-643700,v30-587149,inner repair yard,24,0.94,18,True
838,53,riverbend_roofward,none,v30-673492,v30-615744,orchard ridge detour,26,0.94,22,True
839,53,roofward_archive,none,v30-598065,v30-541791,cool archive lane,22,0.94,20,True
840,53,archive_signal,none,v30-560399,v30-505295,stone kiosk path,30,0.94,18,True
841,53,signal_orchard,none,v30-590027,v30-533334,river lantern loop,25,0.94,20,True
842,53,orchard_riverbend,none,v30-630108,v30-574369,market plank route,29,0.94,21,True
843,53,central_repair_ring,none,v30-643705,v30-586887,inner repair yard,24,0.94,18,True
844,53,riverbend_roofward,none,v30-666091,v30-615482,orchard ridge detour,26,0.94,22,True
845,53,roofward_archive,none,v30-599115,v30-541529,cool archive lane,22,0.94,20,True
846,53,archive_signal,none,v30-561207,v30-505947,stone kiosk path,30,0.94,19,True
847,53,signal_orchard,restore,v30-588752,v30-533856,river lantern loop,25,0.94,20,True
848,54,central_repair_ring,reload,v30-636169,v30-587450,inner repair yard,25,0.94,18,True
849,54,riverbend_roofward,none,v30-672594,v30-615917,orchard ridge detour,26,0.94,22,True
850,54,roofward_archive,none,v30-597065,v30-541180,cool archive lane,22,0.94,20,True
851,54,archive_signal,none,v30-561606,v30-505598,stone kiosk path,30,0.94,19,True
852,54,signal_orchard,none,v30-590207,v30-533507,river lantern loop,25,0.94,20,True
853,54,orchard_riverbend,none,v30-630563,v30-456966,fen track,29,0.94,21,True
854,54,central_repair_ring,none,v30-643889,v30-587188,inner repair yard,25,0.94,18,True
855,54,riverbend_roofward,none,v30-673686,v30-615655,orchard ridge detour,26,0.94,22,True
856,54,roofward_archive,none,v30-596956,v30-541827,cool archive lane,23,0.94,20,True
857,54,archive_signal,none,v30-554486,v30-506120,stone kiosk path,30,0.94,19,True
858,54,signal_orchard,none,v30-589330,v30-534161,river lantern loop,25,0.94,21,True
859,54,orchard_riverbend,none,v30-508881,v30-457488,fen track,29,0.94,21,True
860,54,central_repair_ring,none,v30-635381,v30-586926,inner repair yard,25,0.94,18,True
861,54,riverbend_roofward,none,v30-672614,v30-615393,orchard ridge detour,26,0.94,22,True
862,54,roofward_archive,none,v30-597607,v30-541698,cool archive lane,23,0.94,21,True
863,54,archive_signal,restore,v30-560100,v30-505858,stone kiosk path,30,0.94,19,True
864,55,signal_orchard,reload,v30-589434,v30-534023,river lantern loop,26,0.94,21,True
865,55,orchard_riverbend,none,v30-509973,v30-574802,market plank route,29,0.94,21,True
866,55,central_repair_ring,none,v30-644692,v30-587712,inner repair yard,26,0.94,19,True
867,55,riverbend_roofward,none,v30-674362,v30-615915,orchard ridge detour,26,0.94,22,True
868,55,roofward_archive,restore,v30-596701,v30-542220,cool archive lane,23,0.94,21,True
869,55,archive_signal,none,v30-561625,v30-431185,paper lane,30,0.94,19,True
870,55,signal_orchard,none,v30-588681,v30-533761,river lantern loop,26,0.94,21,True
871,55,orchard_riverbend,none,v30-630406,v30-574540,market plank route,29,0.94,21,True
872,55,central_repair_ring,none,v30-645616,v30-587578,inner repair yard,27,0.94,19,True
873,55,riverbend_roofward,none,v30-674756,v30-615653,orchard ridge detour,26,0.94,22,True
874,55,roofward_archive,none,v30-598137,v30-542091,cool archive lane,23,0.94,22,True
875,55,archive_signal,none,v30-484423,v30-430923,paper lane,30,0.94,19,True
876,55,signal_orchard,none,v30-589209,v30-534283,river lantern loop,26,0.94,21,True
877,55,orchard_riverbend,none,v30-631209,v30-575062,market plank route,29,0.94,21,True
878,55,central_repair_ring,none,v30-643003,v30-559214,outer bell path,28,0.94,20,True
879,55,riverbend_roofward,restore,v30-673928,v30-616175,orchard ridge detour,26,0.94,22,True
880,56,roofward_archive,reload,v30-597222,v30-541954,cool archive lane,24,0.94,22,True
881,56,archive_signal,none,v30-482952,v30-505856,stone kiosk path,30,0.94,19,True
882,56,signal_orchard,none,v30-590752,v30-534153,river lantern loop,26,0.94,22,True
883,56,orchard_riverbend,none,v30-631999,v30-573783,market plank route,30,0.94,21,True
884,56,central_repair_ring,none,v30-615709,v30-558952,outer bell path,28,0.94,20,True
885,56,riverbend_roofward,none,v30-666670,v30-615913,orchard ridge detour,26,0.94,22,True
886,56,roofward_archive,none,v30-590981,v30-542476,cool archive lane,24,0.94,22,True
887,56,archive_signal,none,v30-563543,v30-506378,stone kiosk path,30,0.94,19,True
888,56,signal_orchard,none,v30-591154,v30-534799,river lantern loop,27,0.94,22,True
889,56,orchard_riverbend,none,v30-630677,v30-574432,market plank route,31,0.94,21,True
890,56,central_repair_ring,none,v30-615315,v30-558690,outer bell path,28,0.94,20,True
891,56,riverbend_roofward,none,v30-666271,v30-615651,orchard ridge detour,26,0.94,22,True
892,56,roofward_archive,none,v30-598928,v30-542214,cool archive lane,24,0.94,22,True
893,56,archive_signal,none,v30-560609,v30-506116,stone kiosk path,30,0.94,19,True
894,56,signal_orchard,none,v30-589337,v30-534669,river lantern loop,27,0.94,23,True
895,56,orchard_riverbend,restore,v30-630559,v30-574297,market plank route,32,0.94,21,True
896,57,central_repair_ring,reload,v30-615844,v30-559338,outer bell path,29,0.94,20,True
897,57,riverbend_roofward,none,v30-672984,v30-616173,orchard ridge detour,26,0.94,22,True
898,57,roofward_archive,none,v30-598030,v30-542869,cool archive lane,24,0.94,23,True
899,57,archive_signal,restore,v30-547791,v30-506638,stone kiosk path,30,0.94,19,True
900,57,signal_orchard,none,v30-588937,v30-533756,river lantern loop,28,0.94,23,True
901,57,orchard_riverbend,none,v30-630414,v30-573260,market plank route,32,0.94,21,True
902,57,central_repair_ring,none,v30-613759,v30-586228,inner repair yard,29,0.94,20,True
903,57,riverbend_roofward,none,v30-672753,v30-615136,orchard ridge detour,26,0.94,22,True
904,57,roofward_archive,none,v30-597640,v30-541957,cool archive lane,25,0.94,23,True
905,57,archive_signal,none,v30-560080,v30-505601,stone kiosk path,30,0.94,19,True
906,57,signal_orchard,none,v30-588198,v30-534534,river lantern loop,29,0.94,24,True
907,57,orchard_riverbend,none,v30-630693,v30-573782,market plank route,32,0.94,21,True
908,57,central_repair_ring,none,v30-643687,v30-558823,outer bell path,29,0.94,20,True
909,57,riverbend_roofward,none,v30-672201,v30-615658,orchard ridge detour,26,0.94,22,True
910,57,roofward_archive,none,v30-596587,v30-541695,cool archive lane,25,0.94,23,True
911,57,archive_signal,restore,v30-554323,v30-505339,stone kiosk path,30,0.94,19,True
912,58,signal_orchard,reload,v30-589595,v30-533279,river lantern loop,30,0.94,24,True
913,58,orchard_riverbend,none,v30-630306,v30-455998,fen track,32,0.94,21,True
914,58,central_repair_ring,none,v30-607084,v30-558695,outer bell path,29,0.94,21,True
915,58,riverbend_roofward,none,v30-674906,v30-615396,orchard ridge detour,26,0.94,22,True
916,58,roofward_archive,none,v30-598667,v30-542217,cool archive lane,25,0.94,23,True
917,58,archive_signal,none,v30-560844,v30-505983,stone kiosk path,31,0.94,19,True
918,58,signal_orchard,none,v30-589223,v30-533801,river lantern loop,30,0.94,24,True
919,58,orchard_riverbend,none,v30-510482,v30-574042,market plank route,32,0.94,21,True
920,58,central_repair_ring,none,v30-615592,v30-557424,outer bell path,30,0.94,21,True
921,58,riverbend_roofward,none,v30-672212,v30-615134,orchard ridge detour,26,0.94,22,True
922,58,roofward_archive,none,v30-596073,v30-542088,cool archive lane,25,0.94,24,True
923,58,archive_signal,none,v30-560722,v30-505843,stone kiosk path,32,0.94,19,True
924,58,signal_orchard,none,v30-590496,v30-533539,river lantern loop,30,0.94,24,True
925,58,orchard_riverbend,none,v30-631209,v30-573780,market plank route,32,0.94,21,True
926,58,central_repair_ring,none,v30-614422,v30-558080,outer bell path,30,0.94,22,True
927,58,riverbend_roofward,restore,v30-673687,v30-615656,orchard ridge detour,26,0.94,22,True
928,59,roofward_archive,reload,v30-599341,v30-542610,cool archive lane,25,0.94,24,True
929,59,archive_signal,none,v30-559609,v30-431158,paper lane,32,0.94,19,True
930,59,signal_orchard,restore,v30-589480,v30-533277,river lantern loop,30,0.94,24,True
931,59,orchard_riverbend,none,v30-630027,v30-573518,market plank route,32,0.94,21,True
932,59,central_repair_ring,none,v30-614163,v30-557818,outer bell path,30,0.94,22,True
933,59,riverbend_roofward,none,v30-665878,v30-615394,orchard ridge detour,26,0.94,22,True
934,59,roofward_archive,none,v30-597758,v30-542473,cool archive lane,26,0.94,24,True
935,59,archive_signal,none,v30-483452,v30-430896,paper lane,32,0.94,19,True
936,59,signal_orchard,none,v30-588195,v30-533923,river lantern loop,31,0.94,24,True
937,59,orchard_riverbend,none,v30-621583,v30-574040,market plank route,32,0.94,21,True
938,59,central_repair_ring,none,v30-615231,v30-558474,outer bell path,30,0.94,23,True
939,59,riverbend_roofward,none,v30-674089,v30-615916,orchard ridge detour,26,0.94,22,True
940,59,roofward_archive,none,v30-598920,v30-542336,cool archive lane,27,0.94,24,True
941,59,archive_signal,none,v30-475378,v30-505841,stone kiosk path,32,0.94,19,True
942,59,signal_orchard,none,v30-589245,v30-533793,river lantern loop,31,0.94,25,True
943,59,orchard_riverbend,restore,v30-631993,v30-573778,market plank route,32,0.94,21,True
944,60,riverbend_roofward,reload,v30-672919,v30-615697,orchard ridge detour,27,0.94,22,True
945,60,roofward_archive,none,v30-599505,v30-542771,cool archive lane,27,0.94,24,True
946,60,archive_signal,none,v30-559299,v30-505235,stone kiosk path,32,0.94,20,True
947,60,signal_orchard,none,v30-590702,v30-534228,river lantern loop,31,0.94,25,True
948,60,orchard_riverbend,none,v30-630983,v30-574213,market plank route,32,0.94,21,True
949,60,central_repair_ring,none,v30-615008,v30-586564,inner repair yard,30,0.94,23,True
950,60,riverbend_roofward,none,v30-673469,v30-615565,orchard ridge detour,28,0.94,22,True
951,60,roofward_archive,none,v30-598978,v30-542509,cool archive lane,27,0.94,24,True
952,60,archive_signal,none,v30-558667,v30-505095,stone kiosk path,33,0.94,20,True
953,60,signal_orchard,none,v30-589539,v30-419323,dusk road,31,0.94,25,True
954,60,orchard_riverbend,none,v30-630731,v30-574086,market plank route,32,0.94,22,True
955,60,central_repair_ring,none,v30-643616,v30-586302,inner repair yard,30,0.94,23,True
956,60,riverbend_roofward,none,v30-673465,v30-616217,orchard ridge detour,29,0.94,22,True
957,60,roofward_archive,none,v30-597677,v30-474662,glass stair,27,0.94,24,True
958,60,archive_signal,none,v30-559960,v30-505747,stone kiosk path,33,0.94,21,True
959,60,signal_orchard,restore,v30-471270,v30-419845,dusk road,31,0.94,25,True
