tick,day,avatar_x,avatar_y,avatar_room,entered_world,movement_command,collision_or_boundary,nearby_resident,visible_scene_changed,playable_input_bound
2641,147,132,260,west hearth,True,west,clear path,Nia,True,True
2642,147,149,284,river gate,True,wait,clear path,Ari,True,True
2643,147,166,308,arrival court,True,click,clear path,Fay,True,True
2644,147,183,332,tool alcove,True,north,clear path,Milo,True,True
2645,147,200,356,rain court,True,south,clear path,Sera,True,True
2646,148,222,146,west hearth,True,west,clear path,Tovan,True,True
2647,148,239,170,river gate,True,wait,clear path,Nia,True,True
2648,148,256,194,arrival court,True,click,clear path,Ari,True,True
2649,148,273,218,tool alcove,True,north,clear path,Fay,True,True
2650,148,290,242,rain court,True,south,clear path,Milo,True,True
2651,148,307,266,fiber loft,True,east,clear path,Sera,True,True
2652,148,324,290,west hearth,True,west,clear path,Tovan,True,True
2653,148,341,314,river gate,True,wait,clear path,Nia,True,True
2654,148,358,338,arrival court,True,click,clear path,Ari,True,True
2655,148,375,362,tool alcove,True,north,clear path,Fay,True,True
2656,148,392,386,rain court,True,south,clear path,Milo,True,True
2657,148,409,410,fiber loft,True,east,clear path,Sera,True,True
2658,148,426,434,west hearth,True,west,clear path,Tovan,True,True
2659,148,443,458,river gate,True,wait,clear path,Nia,True,True
2660,148,460,482,arrival court,True,click,clear path,Ari,True,True
2661,148,477,506,tool alcove,True,north,clear path,Fay,True,True
2662,148,494,90,rain court,True,south,soft room boundary,Milo,True,True
2663,148,511,114,fiber loft,True,east,clear path,Sera,True,True
2664,149,533,344,river gate,True,wait,clear path,Tovan,True,True
2665,149,550,368,arrival court,True,click,clear path,Nia,True,True
2666,149,567,392,tool alcove,True,north,clear path,Ari,True,True
2667,149,584,416,rain court,True,south,clear path,Fay,True,True
2668,149,601,440,fiber loft,True,east,clear path,Milo,True,True
2669,149,618,464,west hearth,True,west,clear path,Sera,True,True
2670,149,635,488,river gate,True,wait,clear path,Tovan,True,True
2671,149,652,512,arrival court,True,click,clear path,Nia,True,True
2672,149,669,96,tool alcove,True,north,soft room boundary,Ari,True,True
2673,149,686,120,rain court,True,south,clear path,Fay,True,True
2674,149,703,144,fiber loft,True,east,clear path,Milo,True,True
2675,149,720,168,west hearth,True,west,clear path,Sera,True,True
2676,149,737,192,river gate,True,wait,clear path,Tovan,True,True
2677,149,754,216,arrival court,True,click,clear path,Nia,True,True
2678,149,771,240,tool alcove,True,north,clear path,Ari,True,True
2679,149,788,264,rain court,True,south,clear path,Fay,True,True
2680,149,805,288,fiber loft,True,east,clear path,Milo,True,True
2681,149,822,312,west hearth,True,west,clear path,Sera,True,True
2682,150,844,102,arrival court,True,click,soft room boundary,Tovan,True,True
2683,150,861,126,tool alcove,True,north,clear path,Nia,True,True
2684,150,878,150,rain court,True,south,clear path,Ari,True,True
2685,150,895,174,fiber loft,True,east,clear path,Fay,True,True
2686,150,912,198,west hearth,True,west,clear path,Milo,True,True
2687,150,929,222,river gate,True,wait,clear path,Sera,True,True
2688,150,86,246,arrival court,True,click,soft room boundary,Tovan,True,True
2689,150,103,270,tool alcove,True,north,soft room boundary,Nia,True,True
2690,150,120,294,rain court,True,south,clear path,Ari,True,True
2691,150,137,318,fiber loft,True,east,clear path,Fay,True,True
2692,150,154,342,west hearth,True,west,clear path,Milo,True,True
2693,150,171,366,river gate,True,wait,clear path,Sera,True,True
2694,150,188,390,arrival court,True,click,clear path,Tovan,True,True
2695,150,205,414,tool alcove,True,north,clear path,Nia,True,True
2696,150,222,438,rain court,True,south,clear path,Ari,True,True
2697,150,239,462,fiber loft,True,east,clear path,Fay,True,True
2698,150,256,486,west hearth,True,west,clear path,Milo,True,True
2699,150,273,510,river gate,True,wait,clear path,Sera,True,True
2700,151,295,300,tool alcove,True,north,clear path,Tovan,True,True
2701,151,312,324,rain court,True,south,clear path,Nia,True,True
2702,151,329,348,fiber loft,True,east,clear path,Ari,True,True
2703,151,346,372,west hearth,True,west,clear path,Fay,True,True
2704,151,363,396,river gate,True,wait,clear path,Milo,True,True
2705,151,380,420,arrival court,True,click,clear path,Sera,True,True
2706,151,397,444,tool alcove,True,north,clear path,Tovan,True,True
2707,151,414,468,rain court,True,south,clear path,Nia,True,True
2708,151,431,492,fiber loft,True,east,clear path,Ari,True,True
2709,151,448,516,west hearth,True,west,clear path,Fay,True,True
2710,151,465,100,river gate,True,wait,soft room boundary,Milo,True,True
2711,151,482,124,arrival court,True,click,clear path,Sera,True,True
2712,151,499,148,tool alcove,True,north,clear path,Tovan,True,True
2713,151,516,172,rain court,True,south,clear path,Nia,True,True
2714,151,533,196,fiber loft,True,east,clear path,Ari,True,True
2715,151,550,220,west hearth,True,west,clear path,Fay,True,True
2716,151,567,244,river gate,True,wait,clear path,Milo,True,True
2717,151,584,268,arrival court,True,click,clear path,Sera,True,True
2718,152,606,498,rain court,True,south,clear path,Tovan,True,True
2719,152,623,82,fiber loft,True,east,soft room boundary,Nia,True,True
2720,152,640,106,west hearth,True,west,soft room boundary,Ari,True,True
2721,152,657,130,river gate,True,wait,clear path,Fay,True,True
2722,152,674,154,arrival court,True,click,clear path,Milo,True,True
2723,152,691,178,tool alcove,True,north,clear path,Sera,True,True
2724,152,708,202,rain court,True,south,clear path,Tovan,True,True
2725,152,725,226,fiber loft,True,east,clear path,Nia,True,True
2726,152,742,250,west hearth,True,west,clear path,Ari,True,True
2727,152,759,274,river gate,True,wait,clear path,Fay,True,True
2728,152,776,298,arrival court,True,click,clear path,Milo,True,True
2729,152,793,322,tool alcove,True,north,clear path,Sera,True,True
2730,152,810,346,rain court,True,south,clear path,Tovan,True,True
2731,152,827,370,fiber loft,True,east,clear path,Nia,True,True
2732,152,844,394,west hearth,True,west,clear path,Ari,True,True
2733,152,861,418,river gate,True,wait,clear path,Fay,True,True
2734,152,878,442,arrival court,True,click,clear path,Milo,True,True
2735,152,895,466,tool alcove,True,north,clear path,Sera,True,True
2736,153,917,256,fiber loft,True,east,clear path,Tovan,True,True
2737,153,934,280,west hearth,True,west,clear path,Nia,True,True
2738,153,91,304,river gate,True,wait,soft room boundary,Ari,True,True
2739,153,108,328,arrival court,True,click,soft room boundary,Fay,True,True
2740,153,125,352,tool alcove,True,north,clear path,Milo,True,True
2741,153,142,376,rain court,True,south,clear path,Sera,True,True
2742,153,159,400,fiber loft,True,east,clear path,Tovan,True,True
2743,153,176,424,west hearth,True,west,clear path,Nia,True,True
2744,153,193,448,river gate,True,wait,clear path,Ari,True,True
2745,153,210,472,arrival court,True,click,clear path,Fay,True,True
2746,153,227,496,tool alcove,True,north,clear path,Milo,True,True
2747,153,244,80,rain court,True,south,soft room boundary,Sera,True,True
2748,153,261,104,fiber loft,True,east,soft room boundary,Tovan,True,True
2749,153,278,128,west hearth,True,west,clear path,Nia,True,True
2750,153,295,152,river gate,True,wait,clear path,Ari,True,True
2751,153,312,176,arrival court,True,click,clear path,Fay,True,True
2752,153,329,200,tool alcove,True,north,clear path,Milo,True,True
2753,153,346,224,rain court,True,south,clear path,Sera,True,True
2754,154,368,454,west hearth,True,west,clear path,Tovan,True,True
2755,154,385,478,river gate,True,wait,clear path,Nia,True,True
2756,154,402,502,arrival court,True,click,clear path,Ari,True,True
2757,154,419,86,tool alcove,True,north,soft room boundary,Fay,True,True
2758,154,436,110,rain court,True,south,clear path,Milo,True,True
2759,154,453,134,fiber loft,True,east,clear path,Sera,True,True
2760,154,470,158,west hearth,True,west,clear path,Tovan,True,True
2761,154,487,182,river gate,True,wait,clear path,Nia,True,True
2762,154,504,206,arrival court,True,click,clear path,Ari,True,True
2763,154,521,230,tool alcove,True,north,clear path,Fay,True,True
2764,154,538,254,rain court,True,south,clear path,Milo,True,True
2765,154,555,278,fiber loft,True,east,clear path,Sera,True,True
2766,154,572,302,west hearth,True,west,clear path,Tovan,True,True
2767,154,589,326,river gate,True,wait,clear path,Nia,True,True
2768,154,606,350,arrival court,True,click,clear path,Ari,True,True
2769,154,623,374,tool alcove,True,north,clear path,Fay,True,True
2770,154,640,398,rain court,True,south,clear path,Milo,True,True
2771,154,657,422,fiber loft,True,east,clear path,Sera,True,True
2772,155,679,212,river gate,True,wait,clear path,Tovan,True,True
2773,155,696,236,arrival court,True,click,clear path,Nia,True,True
2774,155,713,260,tool alcove,True,north,clear path,Ari,True,True
2775,155,730,284,rain court,True,south,clear path,Fay,True,True
2776,155,747,308,fiber loft,True,east,clear path,Milo,True,True
2777,155,764,332,west hearth,True,west,clear path,Sera,True,True
2778,155,781,356,river gate,True,wait,clear path,Tovan,True,True
2779,155,798,380,arrival court,True,click,clear path,Nia,True,True
2780,155,815,404,tool alcove,True,north,clear path,Ari,True,True
2781,155,832,428,rain court,True,south,clear path,Fay,True,True
2782,155,849,452,fiber loft,True,east,clear path,Milo,True,True
2783,155,866,476,west hearth,True,west,clear path,Sera,True,True
2784,155,883,500,river gate,True,wait,clear path,Tovan,True,True
2785,155,900,84,arrival court,True,click,soft room boundary,Nia,True,True
2786,155,917,108,tool alcove,True,north,soft room boundary,Ari,True,True
2787,155,934,132,rain court,True,south,clear path,Fay,True,True
2788,155,91,156,fiber loft,True,east,soft room boundary,Milo,True,True
2789,155,108,180,west hearth,True,west,soft room boundary,Sera,True,True
2790,156,130,410,arrival court,True,click,clear path,Tovan,True,True
2791,156,147,434,tool alcove,True,north,clear path,Nia,True,True
2792,156,164,458,rain court,True,south,clear path,Ari,True,True
2793,156,181,482,fiber loft,True,east,clear path,Fay,True,True
2794,156,198,506,west hearth,True,west,clear path,Milo,True,True
2795,156,215,90,river gate,True,wait,soft room boundary,Sera,True,True
2796,156,232,114,arrival court,True,click,clear path,Tovan,True,True
2797,156,249,138,tool alcove,True,north,clear path,Nia,True,True
2798,156,266,162,rain court,True,south,clear path,Ari,True,True
2799,156,283,186,fiber loft,True,east,clear path,Fay,True,True
2800,156,300,210,west hearth,True,west,clear path,Milo,True,True
2801,156,317,234,river gate,True,wait,clear path,Sera,True,True
2802,156,334,258,arrival court,True,click,clear path,Tovan,True,True
2803,156,351,282,tool alcove,True,north,clear path,Nia,True,True
2804,156,368,306,rain court,True,south,clear path,Ari,True,True
2805,156,385,330,fiber loft,True,east,clear path,Fay,True,True
2806,156,402,354,west hearth,True,west,clear path,Milo,True,True
2807,156,419,378,river gate,True,wait,clear path,Sera,True,True
2808,157,441,168,tool alcove,True,north,clear path,Tovan,True,True
2809,157,458,192,rain court,True,south,clear path,Nia,True,True
2810,157,475,216,fiber loft,True,east,clear path,Ari,True,True
2811,157,492,240,west hearth,True,west,clear path,Fay,True,True
2812,157,509,264,river gate,True,wait,clear path,Milo,True,True
2813,157,526,288,arrival court,True,click,clear path,Sera,True,True
2814,157,543,312,tool alcove,True,north,clear path,Tovan,True,True
2815,157,560,336,rain court,True,south,clear path,Nia,True,True
2816,157,577,360,fiber loft,True,east,clear path,Ari,True,True
2817,157,594,384,west hearth,True,west,clear path,Fay,True,True
2818,157,611,408,river gate,True,wait,clear path,Milo,True,True
2819,157,628,432,arrival court,True,click,clear path,Sera,True,True
2820,157,645,456,tool alcove,True,north,clear path,Tovan,True,True
2821,157,662,480,rain court,True,south,clear path,Nia,True,True
2822,157,679,504,fiber loft,True,east,clear path,Ari,True,True
2823,157,696,88,west hearth,True,west,soft room boundary,Fay,True,True
2824,157,713,112,river gate,True,wait,clear path,Milo,True,True
2825,157,730,136,arrival court,True,click,clear path,Sera,True,True
2826,158,752,366,rain court,True,south,clear path,Tovan,True,True
2827,158,769,390,fiber loft,True,east,clear path,Nia,True,True
2828,158,786,414,west hearth,True,west,clear path,Ari,True,True
2829,158,803,438,river gate,True,wait,clear path,Fay,True,True
2830,158,820,462,arrival court,True,click,clear path,Milo,True,True
2831,158,837,486,tool alcove,True,north,clear path,Sera,True,True
2832,158,854,510,rain court,True,south,clear path,Tovan,True,True
2833,158,871,94,fiber loft,True,east,soft room boundary,Nia,True,True
2834,158,888,118,west hearth,True,west,clear path,Ari,True,True
2835,158,905,142,river gate,True,wait,clear path,Fay,True,True
2836,158,922,166,arrival court,True,click,clear path,Milo,True,True
2837,158,939,190,tool alcove,True,north,clear path,Sera,True,True
2838,158,96,214,rain court,True,south,soft room boundary,Tovan,True,True
2839,158,113,238,fiber loft,True,east,clear path,Nia,True,True
2840,158,130,262,west hearth,True,west,clear path,Ari,True,True
2841,158,147,286,river gate,True,wait,clear path,Fay,True,True
2842,158,164,310,arrival court,True,click,clear path,Milo,True,True
2843,158,181,334,tool alcove,True,north,clear path,Sera,True,True
2844,159,203,124,fiber loft,True,east,clear path,Tovan,True,True
2845,159,220,148,west hearth,True,west,clear path,Nia,True,True
2846,159,237,172,river gate,True,wait,clear path,Ari,True,True
2847,159,254,196,arrival court,True,click,clear path,Fay,True,True
2848,159,271,220,tool alcove,True,north,clear path,Milo,True,True
2849,159,288,244,rain court,True,south,clear path,Sera,True,True
2850,159,305,268,fiber loft,True,east,clear path,Tovan,True,True
2851,159,322,292,west hearth,True,west,clear path,Nia,True,True
2852,159,339,316,river gate,True,wait,clear path,Ari,True,True
2853,159,356,340,arrival court,True,click,clear path,Fay,True,True
2854,159,373,364,tool alcove,True,north,clear path,Milo,True,True
2855,159,390,388,rain court,True,south,clear path,Sera,True,True
2856,159,407,412,fiber loft,True,east,clear path,Tovan,True,True
2857,159,424,436,west hearth,True,west,clear path,Nia,True,True
2858,159,441,460,river gate,True,wait,clear path,Ari,True,True
2859,159,458,484,arrival court,True,click,clear path,Fay,True,True
2860,159,475,508,tool alcove,True,north,clear path,Milo,True,True
2861,159,492,92,rain court,True,south,soft room boundary,Sera,True,True
2862,160,514,322,west hearth,True,west,clear path,Tovan,True,True
2863,160,531,346,river gate,True,wait,clear path,Nia,True,True
2864,160,548,370,arrival court,True,click,clear path,Ari,True,True
2865,160,565,394,tool alcove,True,north,clear path,Fay,True,True
2866,160,582,418,rain court,True,south,clear path,Milo,True,True
2867,160,599,442,fiber loft,True,east,clear path,Sera,True,True
2868,160,616,466,west hearth,True,west,clear path,Tovan,True,True
2869,160,633,490,river gate,True,wait,clear path,Nia,True,True
2870,160,650,514,arrival court,True,click,clear path,Ari,True,True
2871,160,667,98,tool alcove,True,north,soft room boundary,Fay,True,True
2872,160,684,122,rain court,True,south,clear path,Milo,True,True
2873,160,701,146,fiber loft,True,east,clear path,Sera,True,True
2874,160,718,170,west hearth,True,west,clear path,Tovan,True,True
2875,160,735,194,river gate,True,wait,clear path,Nia,True,True
2876,160,752,218,arrival court,True,click,clear path,Ari,True,True
2877,160,769,242,tool alcove,True,north,clear path,Fay,True,True
2878,160,786,266,rain court,True,south,clear path,Milo,True,True
2879,160,803,290,fiber loft,True,east,clear path,Sera,True,True
2880,161,825,80,river gate,True,wait,soft room boundary,Tovan,True,True
2881,161,842,104,arrival court,True,click,soft room boundary,Nia,True,True
2882,161,859,128,tool alcove,True,north,clear path,Ari,True,True
2883,161,876,152,rain court,True,south,clear path,Fay,True,True
2884,161,893,176,fiber loft,True,east,clear path,Milo,True,True
2885,161,910,200,west hearth,True,west,clear path,Sera,True,True
2886,161,927,224,river gate,True,wait,clear path,Tovan,True,True
2887,161,84,248,arrival court,True,click,soft room boundary,Nia,True,True
2888,161,101,272,tool alcove,True,north,soft room boundary,Ari,True,True
2889,161,118,296,rain court,True,south,clear path,Fay,True,True
2890,161,135,320,fiber loft,True,east,clear path,Milo,True,True
2891,161,152,344,west hearth,True,west,clear path,Sera,True,True
2892,161,169,368,river gate,True,wait,clear path,Tovan,True,True
2893,161,186,392,arrival court,True,click,clear path,Nia,True,True
2894,161,203,416,tool alcove,True,north,clear path,Ari,True,True
2895,161,220,440,rain court,True,south,clear path,Fay,True,True
2896,161,237,464,fiber loft,True,east,clear path,Milo,True,True
2897,161,254,488,west hearth,True,west,clear path,Sera,True,True
2898,162,276,278,arrival court,True,click,clear path,Tovan,True,True
2899,162,293,302,tool alcove,True,north,clear path,Nia,True,True
2900,162,310,326,rain court,True,south,clear path,Ari,True,True
2901,162,327,350,fiber loft,True,east,clear path,Fay,True,True
2902,162,344,374,west hearth,True,west,clear path,Milo,True,True
2903,162,361,398,river gate,True,wait,clear path,Sera,True,True
2904,162,378,422,arrival court,True,click,clear path,Tovan,True,True
2905,162,395,446,tool alcove,True,north,clear path,Nia,True,True
2906,162,412,470,rain court,True,south,clear path,Ari,True,True
2907,162,429,494,fiber loft,True,east,clear path,Fay,True,True
2908,162,446,518,west hearth,True,west,clear path,Milo,True,True
2909,162,463,102,river gate,True,wait,soft room boundary,Sera,True,True
2910,162,480,126,arrival court,True,click,clear path,Tovan,True,True
2911,162,497,150,tool alcove,True,north,clear path,Nia,True,True
2912,162,514,174,rain court,True,south,clear path,Ari,True,True
2913,162,531,198,fiber loft,True,east,clear path,Fay,True,True
2914,162,548,222,west hearth,True,west,clear path,Milo,True,True
2915,162,565,246,river gate,True,wait,clear path,Sera,True,True
2916,163,587,476,tool alcove,True,north,clear path,Tovan,True,True
2917,163,604,500,rain court,True,south,clear path,Nia,True,True
2918,163,621,84,fiber loft,True,east,soft room boundary,Ari,True,True
2919,163,638,108,west hearth,True,west,soft room boundary,Fay,True,True
2920,163,655,132,river gate,True,wait,clear path,Milo,True,True
2921,163,672,156,arrival court,True,click,clear path,Sera,True,True
2922,163,689,180,tool alcove,True,north,clear path,Tovan,True,True
2923,163,706,204,rain court,True,south,clear path,Nia,True,True
2924,163,723,228,fiber loft,True,east,clear path,Ari,True,True
2925,163,740,252,west hearth,True,west,clear path,Fay,True,True
2926,163,757,276,river gate,True,wait,clear path,Milo,True,True
2927,163,774,300,arrival court,True,click,clear path,Sera,True,True
2928,163,791,324,tool alcove,True,north,clear path,Tovan,True,True
2929,163,808,348,rain court,True,south,clear path,Nia,True,True
2930,163,825,372,fiber loft,True,east,clear path,Ari,True,True
2931,163,842,396,west hearth,True,west,clear path,Fay,True,True
2932,163,859,420,river gate,True,wait,clear path,Milo,True,True
2933,163,876,444,arrival court,True,click,clear path,Sera,True,True
2934,164,898,234,rain court,True,south,clear path,Tovan,True,True
2935,164,915,258,fiber loft,True,east,clear path,Nia,True,True
2936,164,932,282,west hearth,True,west,clear path,Ari,True,True
2937,164,89,306,river gate,True,wait,soft room boundary,Fay,True,True
2938,164,106,330,arrival court,True,click,soft room boundary,Milo,True,True
2939,164,123,354,tool alcove,True,north,clear path,Sera,True,True
2940,164,140,378,rain court,True,south,clear path,Tovan,True,True
2941,164,157,402,fiber loft,True,east,clear path,Nia,True,True
2942,164,174,426,west hearth,True,west,clear path,Ari,True,True
2943,164,191,450,river gate,True,wait,clear path,Fay,True,True
2944,164,208,474,arrival court,True,click,clear path,Milo,True,True
2945,164,225,498,tool alcove,True,north,clear path,Sera,True,True
2946,164,242,82,rain court,True,south,soft room boundary,Tovan,True,True
2947,164,259,106,fiber loft,True,east,soft room boundary,Nia,True,True
2948,164,276,130,west hearth,True,west,clear path,Ari,True,True
2949,164,293,154,river gate,True,wait,clear path,Fay,True,True
2950,164,310,178,arrival court,True,click,clear path,Milo,True,True
2951,164,327,202,tool alcove,True,north,clear path,Sera,True,True
2952,165,349,432,fiber loft,True,east,clear path,Tovan,True,True
2953,165,366,456,west hearth,True,west,clear path,Nia,True,True
2954,165,383,480,river gate,True,wait,clear path,Ari,True,True
2955,165,400,504,arrival court,True,click,clear path,Fay,True,True
2956,165,417,88,tool alcove,True,north,soft room boundary,Milo,True,True
2957,165,434,112,rain court,True,south,clear path,Sera,True,True
2958,165,451,136,fiber loft,True,east,clear path,Tovan,True,True
2959,165,468,160,west hearth,True,west,clear path,Nia,True,True
2960,165,485,184,river gate,True,wait,clear path,Ari,True,True
2961,165,502,208,arrival court,True,click,clear path,Fay,True,True
2962,165,519,232,tool alcove,True,north,clear path,Milo,True,True
2963,165,536,256,rain court,True,south,clear path,Sera,True,True
2964,165,553,280,fiber loft,True,east,clear path,Tovan,True,True
2965,165,570,304,west hearth,True,west,clear path,Nia,True,True
2966,165,587,328,river gate,True,wait,clear path,Ari,True,True
2967,165,604,352,arrival court,True,click,clear path,Fay,True,True
2968,165,621,376,tool alcove,True,north,clear path,Milo,True,True
2969,165,638,400,rain court,True,south,clear path,Sera,True,True
2970,166,660,190,west hearth,True,west,clear path,Tovan,True,True
2971,166,677,214,river gate,True,wait,clear path,Nia,True,True
2972,166,694,238,arrival court,True,click,clear path,Ari,True,True
2973,166,711,262,tool alcove,True,north,clear path,Fay,True,True
2974,166,728,286,rain court,True,south,clear path,Milo,True,True
2975,166,745,310,fiber loft,True,east,clear path,Sera,True,True
2976,166,762,334,west hearth,True,west,clear path,Tovan,True,True
2977,166,779,358,river gate,True,wait,clear path,Nia,True,True
2978,166,796,382,arrival court,True,click,clear path,Ari,True,True
2979,166,813,406,tool alcove,True,north,clear path,Fay,True,True
2980,166,830,430,rain court,True,south,clear path,Milo,True,True
2981,166,847,454,fiber loft,True,east,clear path,Sera,True,True
2982,166,864,478,west hearth,True,west,clear path,Tovan,True,True
2983,166,881,502,river gate,True,wait,clear path,Nia,True,True
2984,166,898,86,arrival court,True,click,soft room boundary,Ari,True,True
2985,166,915,110,tool alcove,True,north,clear path,Fay,True,True
2986,166,932,134,rain court,True,south,clear path,Milo,True,True
2987,166,89,158,fiber loft,True,east,soft room boundary,Sera,True,True
2988,167,111,388,river gate,True,wait,clear path,Tovan,True,True
2989,167,128,412,arrival court,True,click,clear path,Nia,True,True
2990,167,145,436,tool alcove,True,north,clear path,Ari,True,True
2991,167,162,460,rain court,True,south,clear path,Fay,True,True
2992,167,179,484,fiber loft,True,east,clear path,Milo,True,True
2993,167,196,508,west hearth,True,west,clear path,Sera,True,True
2994,167,213,92,river gate,True,wait,soft room boundary,Tovan,True,True
2995,167,230,116,arrival court,True,click,clear path,Nia,True,True
2996,167,247,140,tool alcove,True,north,clear path,Ari,True,True
2997,167,264,164,rain court,True,south,clear path,Fay,True,True
2998,167,281,188,fiber loft,True,east,clear path,Milo,True,True
2999,167,298,212,west hearth,True,west,clear path,Sera,True,True
3000,167,315,236,river gate,True,wait,clear path,Tovan,True,True
3001,167,332,260,arrival court,True,click,clear path,Nia,True,True
3002,167,349,284,tool alcove,True,north,clear path,Ari,True,True
3003,167,366,308,rain court,True,south,clear path,Fay,True,True
3004,167,383,332,fiber loft,True,east,clear path,Milo,True,True
3005,167,400,356,west hearth,True,west,clear path,Sera,True,True
3006,168,422,146,arrival court,True,click,clear path,Tovan,True,True
3007,168,439,170,tool alcove,True,north,clear path,Nia,True,True
3008,168,456,194,rain court,True,south,clear path,Ari,True,True
3009,168,473,218,fiber loft,True,east,clear path,Fay,True,True
3010,168,490,242,west hearth,True,west,clear path,Milo,True,True
3011,168,507,266,river gate,True,wait,clear path,Sera,True,True
3012,168,524,290,arrival court,True,click,clear path,Tovan,True,True
3013,168,541,314,tool alcove,True,north,clear path,Nia,True,True
3014,168,558,338,rain court,True,south,clear path,Ari,True,True
3015,168,575,362,fiber loft,True,east,clear path,Fay,True,True
3016,168,592,386,west hearth,True,west,clear path,Milo,True,True
3017,168,609,410,river gate,True,wait,clear path,Sera,True,True
3018,168,626,434,arrival court,True,click,clear path,Tovan,True,True
3019,168,643,458,tool alcove,True,north,clear path,Nia,True,True
3020,168,660,482,rain court,True,south,clear path,Ari,True,True
3021,168,677,506,fiber loft,True,east,clear path,Fay,True,True
3022,168,694,90,west hearth,True,west,soft room boundary,Milo,True,True
3023,168,711,114,river gate,True,wait,clear path,Sera,True,True
3024,169,733,344,tool alcove,True,north,clear path,Tovan,True,True
3025,169,750,368,rain court,True,south,clear path,Nia,True,True
3026,169,767,392,fiber loft,True,east,clear path,Ari,True,True
3027,169,784,416,west hearth,True,west,clear path,Fay,True,True
3028,169,801,440,river gate,True,wait,clear path,Milo,True,True
3029,169,818,464,arrival court,True,click,clear path,Sera,True,True
3030,169,835,488,tool alcove,True,north,clear path,Tovan,True,True
3031,169,852,512,rain court,True,south,clear path,Nia,True,True
3032,169,869,96,fiber loft,True,east,soft room boundary,Ari,True,True
3033,169,886,120,west hearth,True,west,clear path,Fay,True,True
3034,169,903,144,river gate,True,wait,clear path,Milo,True,True
3035,169,920,168,arrival court,True,click,clear path,Sera,True,True
3036,169,937,192,tool alcove,True,north,clear path,Tovan,True,True
3037,169,94,216,rain court,True,south,soft room boundary,Nia,True,True
3038,169,111,240,fiber loft,True,east,clear path,Ari,True,True
3039,169,128,264,west hearth,True,west,clear path,Fay,True,True
3040,169,145,288,river gate,True,wait,clear path,Milo,True,True
3041,169,162,312,arrival court,True,click,clear path,Sera,True,True
3042,170,184,102,rain court,True,south,soft room boundary,Tovan,True,True
3043,170,201,126,fiber loft,True,east,clear path,Nia,True,True
3044,170,218,150,west hearth,True,west,clear path,Ari,True,True
3045,170,235,174,river gate,True,wait,clear path,Fay,True,True
3046,170,252,198,arrival court,True,click,clear path,Milo,True,True
3047,170,269,222,tool alcove,True,north,clear path,Sera,True,True
3048,170,286,246,rain court,True,south,clear path,Tovan,True,True
3049,170,303,270,fiber loft,True,east,clear path,Nia,True,True
3050,170,320,294,west hearth,True,west,clear path,Ari,True,True
3051,170,337,318,river gate,True,wait,clear path,Fay,True,True
3052,170,354,342,arrival court,True,click,clear path,Milo,True,True
3053,170,371,366,tool alcove,True,north,clear path,Sera,True,True
3054,170,388,390,rain court,True,south,clear path,Tovan,True,True
3055,170,405,414,fiber loft,True,east,clear path,Nia,True,True
3056,170,422,438,west hearth,True,west,clear path,Ari,True,True
3057,170,439,462,river gate,True,wait,clear path,Fay,True,True
3058,170,456,486,arrival court,True,click,clear path,Milo,True,True
3059,170,473,510,tool alcove,True,north,clear path,Sera,True,True
3060,171,495,300,fiber loft,True,east,clear path,Tovan,True,True
3061,171,512,324,west hearth,True,west,clear path,Nia,True,True
3062,171,529,348,river gate,True,wait,clear path,Ari,True,True
3063,171,546,372,arrival court,True,click,clear path,Fay,True,True
3064,171,563,396,tool alcove,True,north,clear path,Milo,True,True
3065,171,580,420,rain court,True,south,clear path,Sera,True,True
3066,171,597,444,fiber loft,True,east,clear path,Tovan,True,True
3067,171,614,468,west hearth,True,west,clear path,Nia,True,True
3068,171,631,492,river gate,True,wait,clear path,Ari,True,True
3069,171,648,516,arrival court,True,click,clear path,Fay,True,True
3070,171,665,100,tool alcove,True,north,soft room boundary,Milo,True,True
3071,171,682,124,rain court,True,south,clear path,Sera,True,True
3072,171,699,148,fiber loft,True,east,clear path,Tovan,True,True
3073,171,716,172,west hearth,True,west,clear path,Nia,True,True
3074,171,733,196,river gate,True,wait,clear path,Ari,True,True
3075,171,750,220,arrival court,True,click,clear path,Fay,True,True
3076,171,767,244,tool alcove,True,north,clear path,Milo,True,True
3077,171,784,268,rain court,True,south,clear path,Sera,True,True
3078,172,806,498,west hearth,True,west,clear path,Tovan,True,True
3079,172,823,82,river gate,True,wait,soft room boundary,Nia,True,True
3080,172,840,106,arrival court,True,click,soft room boundary,Ari,True,True
3081,172,857,130,tool alcove,True,north,clear path,Fay,True,True
3082,172,874,154,rain court,True,south,clear path,Milo,True,True
3083,172,891,178,fiber loft,True,east,clear path,Sera,True,True
3084,172,908,202,west hearth,True,west,clear path,Tovan,True,True
3085,172,925,226,river gate,True,wait,clear path,Nia,True,True
3086,172,82,250,arrival court,True,click,soft room boundary,Ari,True,True
3087,172,99,274,tool alcove,True,north,soft room boundary,Fay,True,True
3088,172,116,298,rain court,True,south,clear path,Milo,True,True
3089,172,133,322,fiber loft,True,east,clear path,Sera,True,True
3090,172,150,346,west hearth,True,west,clear path,Tovan,True,True
3091,172,167,370,river gate,True,wait,clear path,Nia,True,True
3092,172,184,394,arrival court,True,click,clear path,Ari,True,True
3093,172,201,418,tool alcove,True,north,clear path,Fay,True,True
3094,172,218,442,rain court,True,south,clear path,Milo,True,True
