tick_id,day,mentor,apprentice,skill_domain,apprentice_skill_before,practice_delta,apprentice_skill_after,mentor_fatigue,succession_event,inherits_responsibility,visible_teaching_marker
507,32,Nia,Sera,Index Guild,0.552,0.002,0.554,0.84,False,regional repair route,Nia->Sera:0.55
508,32,Milo,Ren,Signal Guild,0.597,0.002,0.599,0.84,False,regional repair route,Milo->Ren:0.60
509,32,Ivo,Mara,Seed Guild,0.63,0.006,0.636,0.84,False,practice only,Ivo->Mara:0.64
510,32,Ari,Toma,Bridgewright Guild,0.504,0.002,0.506,0.808,False,regional repair route,Ari->Toma:0.51
511,32,Fay,Lio,Glassgarden Guild,0.525,0.002,0.527,0.814,False,regional repair route,Fay->Lio:0.53
512,33,Nia,Sera,Index Guild,0.554,0.002,0.556,0.821,False,regional repair route,Nia->Sera:0.56
513,33,Milo,Ren,Signal Guild,0.599,0.002,0.601,0.84,False,regional repair route,Milo->Ren:0.60
514,33,Ivo,Mara,Seed Guild,0.636,0.002,0.638,0.84,False,practice only,Ivo->Mara:0.64
515,33,Ari,Toma,Bridgewright Guild,0.506,0.006,0.512,0.826,False,regional repair route,Ari->Toma:0.51
516,33,Fay,Lio,Glassgarden Guild,0.527,0.002,0.529,0.82,False,regional repair route,Fay->Lio:0.53
517,33,Nia,Sera,Index Guild,0.556,0.002,0.558,0.827,False,regional repair route,Nia->Sera:0.56
518,33,Milo,Ren,Signal Guild,0.601,0.002,0.603,0.84,False,regional repair route,Milo->Ren:0.60
519,33,Ivo,Mara,Seed Guild,0.638,0.002,0.64,0.84,False,practice only,Ivo->Mara:0.64
520,33,Ari,Toma,Bridgewright Guild,0.512,0.006,0.518,0.84,False,regional repair route,Ari->Toma:0.52
521,33,Fay,Lio,Glassgarden Guild,0.529,0.002,0.531,0.826,False,regional repair route,Fay->Lio:0.53
522,33,Nia,Sera,Index Guild,0.558,0.002,0.56,0.833,False,regional repair route,Nia->Sera:0.56
523,33,Milo,Ren,Signal Guild,0.603,0.002,0.605,0.84,False,regional repair route,Milo->Ren:0.61
524,33,Ivo,Mara,Seed Guild,0.64,0.002,0.642,0.84,False,practice only,Ivo->Mara:0.64
525,33,Ari,Toma,Bridgewright Guild,0.518,0.006,0.524,0.84,False,regional repair route,Ari->Toma:0.52
526,33,Fay,Lio,Glassgarden Guild,0.531,0.002,0.533,0.832,False,regional repair route,Fay->Lio:0.53
527,33,Nia,Sera,Index Guild,0.56,0.002,0.562,0.814,False,regional repair route,Nia->Sera:0.56
528,34,Milo,Ren,Signal Guild,0.605,0.002,0.607,0.821,False,regional repair route,Milo->Ren:0.61
529,34,Ivo,Mara,Seed Guild,0.642,0.002,0.644,0.84,True,regional repair route,Ivo->Mara:0.64
530,34,Ari,Toma,Bridgewright Guild,0.524,0.002,0.526,0.84,False,regional repair route,Ari->Toma:0.53
531,34,Fay,Lio,Glassgarden Guild,0.533,0.006,0.539,0.84,False,regional repair route,Fay->Lio:0.54
532,34,Nia,Sera,Index Guild,0.562,0.002,0.564,0.82,False,regional repair route,Nia->Sera:0.56
533,34,Milo,Ren,Signal Guild,0.607,0.002,0.609,0.827,False,regional repair route,Milo->Ren:0.61
534,34,Ivo,Mara,Seed Guild,0.644,0.002,0.646,0.84,False,regional repair route,Ivo->Mara:0.65
535,34,Ari,Toma,Bridgewright Guild,0.526,0.002,0.528,0.84,False,regional repair route,Ari->Toma:0.53
536,34,Fay,Lio,Glassgarden Guild,0.539,0.006,0.545,0.84,False,regional repair route,Fay->Lio:0.55
537,34,Nia,Sera,Index Guild,0.564,0.002,0.566,0.826,False,regional repair route,Nia->Sera:0.57
538,34,Milo,Ren,Signal Guild,0.609,0.002,0.611,0.833,False,regional repair route,Milo->Ren:0.61
539,34,Ivo,Mara,Seed Guild,0.646,0.002,0.648,0.84,False,regional repair route,Ivo->Mara:0.65
540,34,Ari,Toma,Bridgewright Guild,0.528,0.002,0.53,0.84,False,regional repair route,Ari->Toma:0.53
541,34,Fay,Lio,Glassgarden Guild,0.545,0.006,0.551,0.84,False,regional repair route,Fay->Lio:0.55
542,34,Nia,Sera,Index Guild,0.566,0.002,0.568,0.832,False,regional repair route,Nia->Sera:0.57
543,34,Milo,Ren,Signal Guild,0.611,0.002,0.613,0.814,False,regional repair route,Milo->Ren:0.61
544,35,Ivo,Mara,Seed Guild,0.648,0.002,0.65,0.821,False,regional repair route,Ivo->Mara:0.65
545,35,Ari,Toma,Bridgewright Guild,0.53,0.002,0.532,0.84,False,regional repair route,Ari->Toma:0.53
546,35,Fay,Lio,Glassgarden Guild,0.551,0.002,0.553,0.84,False,regional repair route,Fay->Lio:0.55
547,35,Nia,Sera,Index Guild,0.568,0.006,0.574,0.84,False,regional repair route,Nia->Sera:0.57
548,35,Milo,Ren,Signal Guild,0.613,0.002,0.615,0.82,False,regional repair route,Milo->Ren:0.62
549,35,Ivo,Mara,Seed Guild,0.65,0.002,0.652,0.827,False,regional repair route,Ivo->Mara:0.65
550,35,Ari,Toma,Bridgewright Guild,0.532,0.002,0.534,0.84,False,regional repair route,Ari->Toma:0.53
551,35,Fay,Lio,Glassgarden Guild,0.553,0.002,0.555,0.84,False,regional repair route,Fay->Lio:0.56
552,35,Nia,Sera,Index Guild,0.574,0.006,0.58,0.84,False,regional repair route,Nia->Sera:0.58
553,35,Milo,Ren,Signal Guild,0.615,0.002,0.617,0.826,False,regional repair route,Milo->Ren:0.62
554,35,Ivo,Mara,Seed Guild,0.652,0.002,0.654,0.833,False,regional repair route,Ivo->Mara:0.65
555,35,Ari,Toma,Bridgewright Guild,0.534,0.002,0.536,0.84,False,regional repair route,Ari->Toma:0.54
556,35,Fay,Lio,Glassgarden Guild,0.555,0.002,0.557,0.84,False,regional repair route,Fay->Lio:0.56
557,35,Nia,Sera,Index Guild,0.58,0.006,0.586,0.84,False,regional repair route,Nia->Sera:0.59
558,35,Milo,Ren,Signal Guild,0.617,0.002,0.619,0.832,False,regional repair route,Milo->Ren:0.62
559,35,Ivo,Mara,Seed Guild,0.654,0.002,0.656,0.814,False,regional repair route,Ivo->Mara:0.66
560,36,Fay,Lio,Glassgarden Guild,0.557,0.002,0.559,0.821,False,regional repair route,Fay->Lio:0.56
561,36,Nia,Sera,Index Guild,0.586,0.002,0.588,0.84,False,regional repair route,Nia->Sera:0.59
562,36,Milo,Ren,Signal Guild,0.619,0.002,0.621,0.838,False,regional repair route,Milo->Ren:0.62
563,36,Ivo,Mara,Seed Guild,0.656,0.006,0.662,0.832,False,regional repair route,Ivo->Mara:0.66
564,36,Ari,Toma,Bridgewright Guild,0.536,0.002,0.538,0.84,False,regional repair route,Ari->Toma:0.54
565,36,Fay,Lio,Glassgarden Guild,0.559,0.002,0.561,0.827,False,regional repair route,Fay->Lio:0.56
566,36,Nia,Sera,Index Guild,0.588,0.002,0.59,0.84,False,regional repair route,Nia->Sera:0.59
567,36,Milo,Ren,Signal Guild,0.621,0.002,0.623,0.84,False,regional repair route,Milo->Ren:0.62
568,36,Ivo,Mara,Seed Guild,0.662,0.006,0.668,0.84,False,regional repair route,Ivo->Mara:0.67
569,36,Ari,Toma,Bridgewright Guild,0.538,0.002,0.54,0.84,False,regional repair route,Ari->Toma:0.54
570,36,Fay,Lio,Glassgarden Guild,0.561,0.002,0.563,0.833,False,regional repair route,Fay->Lio:0.56
571,36,Nia,Sera,Index Guild,0.59,0.002,0.592,0.84,False,regional repair route,Nia->Sera:0.59
572,36,Milo,Ren,Signal Guild,0.623,0.002,0.625,0.84,False,regional repair route,Milo->Ren:0.63
573,36,Ivo,Mara,Seed Guild,0.668,0.006,0.674,0.84,False,regional repair route,Ivo->Mara:0.67
574,36,Ari,Toma,Bridgewright Guild,0.54,0.002,0.542,0.84,False,regional repair route,Ari->Toma:0.54
575,36,Fay,Lio,Glassgarden Guild,0.563,0.002,0.565,0.814,False,regional repair route,Fay->Lio:0.57
576,37,Nia,Sera,Index Guild,0.592,0.002,0.594,0.821,False,regional repair route,Nia->Sera:0.59
577,37,Milo,Ren,Signal Guild,0.625,0.002,0.627,0.84,False,regional repair route,Milo->Ren:0.63
578,37,Ivo,Mara,Seed Guild,0.674,0.002,0.676,0.84,False,regional repair route,Ivo->Mara:0.68
579,37,Ari,Toma,Bridgewright Guild,0.542,0.006,0.548,0.84,False,regional repair route,Ari->Toma:0.55
580,37,Fay,Lio,Glassgarden Guild,0.565,0.002,0.567,0.82,False,regional repair route,Fay->Lio:0.57
581,37,Nia,Sera,Index Guild,0.594,0.002,0.596,0.827,False,regional repair route,Nia->Sera:0.60
582,37,Milo,Ren,Signal Guild,0.627,0.002,0.629,0.84,False,regional repair route,Milo->Ren:0.63
583,37,Ivo,Mara,Seed Guild,0.676,0.002,0.678,0.84,False,regional repair route,Ivo->Mara:0.68
584,37,Ari,Toma,Bridgewright Guild,0.548,0.006,0.554,0.84,False,regional repair route,Ari->Toma:0.55
585,37,Fay,Lio,Glassgarden Guild,0.567,0.002,0.569,0.826,False,regional repair route,Fay->Lio:0.57
586,37,Nia,Sera,Index Guild,0.596,0.002,0.598,0.833,False,regional repair route,Nia->Sera:0.60
587,37,Milo,Ren,Signal Guild,0.629,0.002,0.631,0.84,False,regional repair route,Milo->Ren:0.63
588,37,Ivo,Mara,Seed Guild,0.678,0.002,0.68,0.84,False,regional repair route,Ivo->Mara:0.68
589,37,Ari,Toma,Bridgewright Guild,0.554,0.006,0.56,0.84,False,regional repair route,Ari->Toma:0.56
590,37,Fay,Lio,Glassgarden Guild,0.569,0.002,0.571,0.832,False,regional repair route,Fay->Lio:0.57
591,37,Nia,Sera,Index Guild,0.598,0.002,0.6,0.814,False,regional repair route,Nia->Sera:0.60
592,38,Milo,Ren,Signal Guild,0.631,0.002,0.633,0.821,False,regional repair route,Milo->Ren:0.63
593,38,Ivo,Mara,Seed Guild,0.68,0.002,0.682,0.84,False,regional repair route,Ivo->Mara:0.68
594,38,Ari,Toma,Bridgewright Guild,0.56,0.002,0.562,0.84,False,regional repair route,Ari->Toma:0.56
595,38,Fay,Lio,Glassgarden Guild,0.571,0.006,0.577,0.84,False,regional repair route,Fay->Lio:0.58
596,38,Nia,Sera,Index Guild,0.6,0.002,0.602,0.82,False,regional repair route,Nia->Sera:0.60
597,38,Milo,Ren,Signal Guild,0.633,0.002,0.635,0.827,False,regional repair route,Milo->Ren:0.64
598,38,Ivo,Mara,Seed Guild,0.682,0.002,0.684,0.84,False,regional repair route,Ivo->Mara:0.68
599,38,Ari,Toma,Bridgewright Guild,0.562,0.002,0.564,0.84,False,regional repair route,Ari->Toma:0.56
600,38,Fay,Lio,Glassgarden Guild,0.577,0.006,0.583,0.84,False,regional repair route,Fay->Lio:0.58
601,38,Nia,Sera,Index Guild,0.602,0.002,0.604,0.826,False,regional repair route,Nia->Sera:0.60
602,38,Milo,Ren,Signal Guild,0.635,0.002,0.637,0.833,False,regional repair route,Milo->Ren:0.64
603,38,Ivo,Mara,Seed Guild,0.684,0.002,0.686,0.84,False,regional repair route,Ivo->Mara:0.69
604,38,Ari,Toma,Bridgewright Guild,0.564,0.002,0.566,0.84,False,regional repair route,Ari->Toma:0.57
605,38,Fay,Lio,Glassgarden Guild,0.583,0.006,0.589,0.84,False,regional repair route,Fay->Lio:0.59
606,38,Nia,Sera,Index Guild,0.604,0.002,0.606,0.832,False,regional repair route,Nia->Sera:0.61
607,38,Milo,Ren,Signal Guild,0.637,0.002,0.639,0.814,False,regional repair route,Milo->Ren:0.64
608,39,Ivo,Mara,Seed Guild,0.686,0.002,0.688,0.821,False,regional repair route,Ivo->Mara:0.69
609,39,Ari,Toma,Bridgewright Guild,0.566,0.002,0.568,0.84,False,regional repair route,Ari->Toma:0.57
610,39,Fay,Lio,Glassgarden Guild,0.589,0.002,0.591,0.84,False,regional repair route,Fay->Lio:0.59
611,39,Nia,Sera,Index Guild,0.606,0.006,0.612,0.84,False,regional repair route,Nia->Sera:0.61
612,39,Milo,Ren,Signal Guild,0.639,0.002,0.641,0.82,False,regional repair route,Milo->Ren:0.64
613,39,Ivo,Mara,Seed Guild,0.688,0.002,0.69,0.827,False,regional repair route,Ivo->Mara:0.69
614,39,Ari,Toma,Bridgewright Guild,0.568,0.002,0.57,0.84,False,regional repair route,Ari->Toma:0.57
615,39,Fay,Lio,Glassgarden Guild,0.591,0.002,0.593,0.84,False,regional repair route,Fay->Lio:0.59
616,39,Nia,Sera,Index Guild,0.612,0.006,0.618,0.84,False,regional repair route,Nia->Sera:0.62
617,39,Milo,Ren,Signal Guild,0.641,0.002,0.643,0.826,False,regional repair route,Milo->Ren:0.64
618,39,Ivo,Mara,Seed Guild,0.69,0.002,0.692,0.833,False,regional repair route,Ivo->Mara:0.69
619,39,Ari,Toma,Bridgewright Guild,0.57,0.002,0.572,0.84,False,regional repair route,Ari->Toma:0.57
620,39,Fay,Lio,Glassgarden Guild,0.593,0.002,0.595,0.84,False,regional repair route,Fay->Lio:0.60
621,39,Nia,Sera,Index Guild,0.618,0.006,0.624,0.84,False,regional repair route,Nia->Sera:0.62
622,39,Milo,Ren,Signal Guild,0.643,0.002,0.645,0.832,False,regional repair route,Milo->Ren:0.65
623,39,Ivo,Mara,Seed Guild,0.692,0.002,0.694,0.814,False,regional repair route,Ivo->Mara:0.69
624,40,Ari,Toma,Bridgewright Guild,0.572,0.002,0.574,0.821,False,regional repair route,Ari->Toma:0.57
625,40,Fay,Lio,Glassgarden Guild,0.595,0.002,0.597,0.84,False,regional repair route,Fay->Lio:0.60
626,40,Nia,Sera,Index Guild,0.624,0.002,0.626,0.84,False,regional repair route,Nia->Sera:0.63
627,40,Milo,Ren,Signal Guild,0.645,0.006,0.651,0.84,False,regional repair route,Milo->Ren:0.65
628,40,Ivo,Mara,Seed Guild,0.694,0.002,0.696,0.82,False,regional repair route,Ivo->Mara:0.70
629,40,Ari,Toma,Bridgewright Guild,0.574,0.002,0.576,0.827,False,regional repair route,Ari->Toma:0.58
630,40,Fay,Lio,Glassgarden Guild,0.597,0.002,0.599,0.84,False,regional repair route,Fay->Lio:0.60
631,40,Nia,Sera,Index Guild,0.626,0.002,0.628,0.84,False,regional repair route,Nia->Sera:0.63
632,40,Milo,Ren,Signal Guild,0.651,0.006,0.657,0.84,False,regional repair route,Milo->Ren:0.66
633,40,Ivo,Mara,Seed Guild,0.696,0.002,0.698,0.826,False,regional repair route,Ivo->Mara:0.70
634,40,Ari,Toma,Bridgewright Guild,0.576,0.002,0.578,0.833,False,regional repair route,Ari->Toma:0.58
635,40,Fay,Lio,Glassgarden Guild,0.599,0.002,0.601,0.84,False,regional repair route,Fay->Lio:0.60
636,40,Nia,Sera,Index Guild,0.628,0.002,0.63,0.84,False,regional repair route,Nia->Sera:0.63
637,40,Milo,Ren,Signal Guild,0.657,0.006,0.663,0.84,False,regional repair route,Milo->Ren:0.66
638,40,Ivo,Mara,Seed Guild,0.698,0.002,0.7,0.832,False,regional repair route,Ivo->Mara:0.70
639,40,Ari,Toma,Bridgewright Guild,0.578,0.002,0.58,0.814,False,regional repair route,Ari->Toma:0.58
640,41,Fay,Lio,Glassgarden Guild,0.601,0.002,0.603,0.821,False,regional repair route,Fay->Lio:0.60
641,41,Nia,Sera,Index Guild,0.63,0.002,0.632,0.84,False,regional repair route,Nia->Sera:0.63
642,41,Milo,Ren,Signal Guild,0.663,0.002,0.665,0.84,False,regional repair route,Milo->Ren:0.67
643,41,Ivo,Mara,Seed Guild,0.7,0.006,0.706,0.84,False,regional repair route,Ivo->Mara:0.71
644,41,Ari,Toma,Bridgewright Guild,0.58,0.002,0.582,0.82,False,regional repair route,Ari->Toma:0.58
645,41,Fay,Lio,Glassgarden Guild,0.603,0.002,0.605,0.827,False,regional repair route,Fay->Lio:0.61
646,41,Nia,Sera,Index Guild,0.632,0.002,0.634,0.84,False,regional repair route,Nia->Sera:0.63
647,41,Milo,Ren,Signal Guild,0.665,0.002,0.667,0.84,False,regional repair route,Milo->Ren:0.67
648,41,Ivo,Mara,Seed Guild,0.706,0.006,0.712,0.84,False,regional repair route,Ivo->Mara:0.71
649,41,Ari,Toma,Bridgewright Guild,0.582,0.002,0.584,0.826,False,regional repair route,Ari->Toma:0.58
650,41,Fay,Lio,Glassgarden Guild,0.605,0.002,0.607,0.833,False,regional repair route,Fay->Lio:0.61
651,41,Nia,Sera,Index Guild,0.634,0.002,0.636,0.84,False,regional repair route,Nia->Sera:0.64
652,41,Milo,Ren,Signal Guild,0.667,0.002,0.669,0.84,False,regional repair route,Milo->Ren:0.67
653,41,Ivo,Mara,Seed Guild,0.712,0.006,0.718,0.84,False,regional repair route,Ivo->Mara:0.72
654,41,Ari,Toma,Bridgewright Guild,0.584,0.002,0.586,0.832,False,regional repair route,Ari->Toma:0.59
655,41,Fay,Lio,Glassgarden Guild,0.607,0.006,0.613,0.826,False,regional repair route,Fay->Lio:0.61
656,42,Milo,Ren,Signal Guild,0.669,0.002,0.671,0.821,False,regional repair route,Milo->Ren:0.67
657,42,Ivo,Mara,Seed Guild,0.718,0.002,0.72,0.84,False,regional repair route,Ivo->Mara:0.72
658,42,Ari,Toma,Bridgewright Guild,0.586,0.002,0.588,0.838,False,regional repair route,Ari->Toma:0.59
659,42,Fay,Lio,Glassgarden Guild,0.613,0.006,0.619,0.84,False,regional repair route,Fay->Lio:0.62
660,42,Nia,Sera,Index Guild,0.636,0.002,0.638,0.84,False,regional repair route,Nia->Sera:0.64
661,42,Milo,Ren,Signal Guild,0.671,0.002,0.673,0.827,False,regional repair route,Milo->Ren:0.67
662,42,Ivo,Mara,Seed Guild,0.72,0.002,0.722,0.84,False,regional repair route,Ivo->Mara:0.72
663,42,Ari,Toma,Bridgewright Guild,0.588,0.002,0.59,0.84,False,regional repair route,Ari->Toma:0.59
664,42,Fay,Lio,Glassgarden Guild,0.619,0.006,0.625,0.84,False,regional repair route,Fay->Lio:0.63
665,42,Nia,Sera,Index Guild,0.638,0.002,0.64,0.84,False,regional repair route,Nia->Sera:0.64
666,42,Milo,Ren,Signal Guild,0.673,0.002,0.675,0.833,False,regional repair route,Milo->Ren:0.68
667,42,Ivo,Mara,Seed Guild,0.722,0.002,0.724,0.84,False,regional repair route,Ivo->Mara:0.72
668,42,Ari,Toma,Bridgewright Guild,0.59,0.002,0.592,0.84,False,regional repair route,Ari->Toma:0.59
669,42,Fay,Lio,Glassgarden Guild,0.625,0.006,0.631,0.84,False,regional repair route,Fay->Lio:0.63
670,42,Nia,Sera,Index Guild,0.64,0.002,0.642,0.84,False,regional repair route,Nia->Sera:0.64
671,42,Milo,Ren,Signal Guild,0.675,0.002,0.677,0.814,False,regional repair route,Milo->Ren:0.68
672,43,Ivo,Mara,Seed Guild,0.724,0.002,0.726,0.821,False,regional repair route,Ivo->Mara:0.73
673,43,Ari,Toma,Bridgewright Guild,0.592,0.002,0.594,0.84,False,regional repair route,Ari->Toma:0.59
674,43,Fay,Lio,Glassgarden Guild,0.631,0.006,0.637,0.84,False,regional repair route,Fay->Lio:0.64
675,43,Nia,Sera,Index Guild,0.642,0.006,0.648,0.84,False,regional repair route,Nia->Sera:0.65
676,43,Milo,Ren,Signal Guild,0.677,0.002,0.679,0.82,False,regional repair route,Milo->Ren:0.68
677,43,Ivo,Mara,Seed Guild,0.726,0.002,0.728,0.827,False,regional repair route,Ivo->Mara:0.73
678,43,Ari,Toma,Bridgewright Guild,0.594,0.002,0.596,0.84,False,regional repair route,Ari->Toma:0.60
679,43,Fay,Lio,Glassgarden Guild,0.637,0.002,0.639,0.84,False,regional repair route,Fay->Lio:0.64
680,43,Nia,Sera,Index Guild,0.648,0.006,0.654,0.84,False,regional repair route,Nia->Sera:0.65
681,43,Milo,Ren,Signal Guild,0.679,0.002,0.681,0.826,False,regional repair route,Milo->Ren:0.68
682,43,Ivo,Mara,Seed Guild,0.728,0.002,0.73,0.833,False,regional repair route,Ivo->Mara:0.73
683,43,Ari,Toma,Bridgewright Guild,0.596,0.002,0.598,0.84,False,regional repair route,Ari->Toma:0.60
684,43,Fay,Lio,Glassgarden Guild,0.639,0.002,0.641,0.84,False,regional repair route,Fay->Lio:0.64
685,43,Nia,Sera,Index Guild,0.654,0.006,0.66,0.84,False,regional repair route,Nia->Sera:0.66
686,43,Milo,Ren,Signal Guild,0.681,0.002,0.683,0.832,False,regional repair route,Milo->Ren:0.68
687,43,Ivo,Mara,Seed Guild,0.73,0.002,0.732,0.814,False,regional repair route,Ivo->Mara:0.73
688,44,Ari,Toma,Bridgewright Guild,0.598,0.002,0.6,0.821,False,regional repair route,Ari->Toma:0.60
689,44,Fay,Lio,Glassgarden Guild,0.641,0.002,0.643,0.84,False,regional repair route,Fay->Lio:0.64
690,44,Nia,Sera,Index Guild,0.66,0.002,0.662,0.84,False,regional repair route,Nia->Sera:0.66
691,44,Milo,Ren,Signal Guild,0.683,0.006,0.689,0.84,False,regional repair route,Milo->Ren:0.69
692,44,Ivo,Mara,Seed Guild,0.732,0.002,0.734,0.82,False,regional repair route,Ivo->Mara:0.73
693,44,Ari,Toma,Bridgewright Guild,0.6,0.002,0.602,0.827,False,regional repair route,Ari->Toma:0.60
694,44,Fay,Lio,Glassgarden Guild,0.643,0.002,0.645,0.84,False,regional repair route,Fay->Lio:0.65
695,44,Nia,Sera,Index Guild,0.662,0.002,0.664,0.84,False,regional repair route,Nia->Sera:0.66
696,44,Milo,Ren,Signal Guild,0.689,0.006,0.695,0.84,False,regional repair route,Milo->Ren:0.70
697,44,Ivo,Mara,Seed Guild,0.734,0.002,0.736,0.826,False,regional repair route,Ivo->Mara:0.74
698,44,Ari,Toma,Bridgewright Guild,0.602,0.002,0.604,0.833,False,regional repair route,Ari->Toma:0.60
699,44,Fay,Lio,Glassgarden Guild,0.645,0.002,0.647,0.84,False,regional repair route,Fay->Lio:0.65
700,44,Nia,Sera,Index Guild,0.664,0.002,0.666,0.84,False,regional repair route,Nia->Sera:0.67
701,44,Milo,Ren,Signal Guild,0.695,0.006,0.701,0.84,False,regional repair route,Milo->Ren:0.70
702,44,Ivo,Mara,Seed Guild,0.736,0.002,0.738,0.832,False,regional repair route,Ivo->Mara:0.74
703,44,Ari,Toma,Bridgewright Guild,0.604,0.006,0.61,0.826,False,regional repair route,Ari->Toma:0.61
704,45,Fay,Lio,Glassgarden Guild,0.647,0.002,0.649,0.821,False,regional repair route,Fay->Lio:0.65
705,45,Nia,Sera,Index Guild,0.666,0.002,0.668,0.84,False,regional repair route,Nia->Sera:0.67
706,45,Milo,Ren,Signal Guild,0.701,0.006,0.707,0.84,False,regional repair route,Milo->Ren:0.71
707,45,Ivo,Mara,Seed Guild,0.738,0.006,0.744,0.84,False,regional repair route,Ivo->Mara:0.74
708,45,Ari,Toma,Bridgewright Guild,0.61,0.002,0.612,0.832,False,regional repair route,Ari->Toma:0.61
709,45,Fay,Lio,Glassgarden Guild,0.649,0.002,0.651,0.827,False,regional repair route,Fay->Lio:0.65
710,45,Nia,Sera,Index Guild,0.668,0.002,0.67,0.84,False,regional repair route,Nia->Sera:0.67
711,45,Milo,Ren,Signal Guild,0.707,0.002,0.709,0.84,False,regional repair route,Milo->Ren:0.71
712,45,Ivo,Mara,Seed Guild,0.744,0.006,0.75,0.84,False,regional repair route,Ivo->Mara:0.75
713,45,Ari,Toma,Bridgewright Guild,0.612,0.002,0.614,0.838,False,regional repair route,Ari->Toma:0.61
714,45,Fay,Lio,Glassgarden Guild,0.651,0.002,0.653,0.833,False,regional repair route,Fay->Lio:0.65
715,45,Nia,Sera,Index Guild,0.67,0.002,0.672,0.84,False,regional repair route,Nia->Sera:0.67
716,45,Milo,Ren,Signal Guild,0.709,0.002,0.711,0.84,False,regional repair route,Milo->Ren:0.71
717,45,Ivo,Mara,Seed Guild,0.75,0.006,0.756,0.84,False,regional repair route,Ivo->Mara:0.76
718,45,Ari,Toma,Bridgewright Guild,0.614,0.002,0.616,0.84,False,regional repair route,Ari->Toma:0.62
719,45,Fay,Lio,Glassgarden Guild,0.653,0.002,0.655,0.814,False,regional repair route,Fay->Lio:0.66
720,46,Nia,Sera,Index Guild,0.672,0.002,0.674,0.821,False,regional repair route,Nia->Sera:0.67
721,46,Milo,Ren,Signal Guild,0.711,0.002,0.713,0.84,False,regional repair route,Milo->Ren:0.71
722,46,Ivo,Mara,Seed Guild,0.756,0.006,0.762,0.84,False,regional repair route,Ivo->Mara:0.76
723,46,Ari,Toma,Bridgewright Guild,0.616,0.006,0.622,0.84,False,regional repair route,Ari->Toma:0.62
724,46,Fay,Lio,Glassgarden Guild,0.655,0.002,0.657,0.82,False,regional repair route,Fay->Lio:0.66
725,46,Nia,Sera,Index Guild,0.674,0.002,0.676,0.827,False,regional repair route,Nia->Sera:0.68
726,46,Milo,Ren,Signal Guild,0.713,0.002,0.715,0.84,False,regional repair route,Milo->Ren:0.72
727,46,Ivo,Mara,Seed Guild,0.762,0.002,0.764,0.84,False,regional repair route,Ivo->Mara:0.76
728,46,Ari,Toma,Bridgewright Guild,0.622,0.006,0.628,0.84,False,regional repair route,Ari->Toma:0.63
729,46,Fay,Lio,Glassgarden Guild,0.657,0.002,0.659,0.826,False,regional repair route,Fay->Lio:0.66
730,46,Nia,Sera,Index Guild,0.676,0.002,0.678,0.833,False,regional repair route,Nia->Sera:0.68
731,46,Milo,Ren,Signal Guild,0.715,0.002,0.717,0.84,False,regional repair route,Milo->Ren:0.72
732,46,Ivo,Mara,Seed Guild,0.764,0.002,0.766,0.84,False,regional repair route,Ivo->Mara:0.77
733,46,Ari,Toma,Bridgewright Guild,0.628,0.006,0.634,0.84,False,regional repair route,Ari->Toma:0.63
734,46,Fay,Lio,Glassgarden Guild,0.659,0.002,0.661,0.832,False,regional repair route,Fay->Lio:0.66
735,46,Nia,Sera,Index Guild,0.678,0.006,0.684,0.826,False,regional repair route,Nia->Sera:0.68
736,47,Milo,Ren,Signal Guild,0.717,0.002,0.719,0.821,False,regional repair route,Milo->Ren:0.72
737,47,Ivo,Mara,Seed Guild,0.766,0.002,0.768,0.84,False,regional repair route,Ivo->Mara:0.77
738,47,Ari,Toma,Bridgewright Guild,0.634,0.006,0.64,0.84,False,regional repair route,Ari->Toma:0.64
739,47,Fay,Lio,Glassgarden Guild,0.661,0.006,0.667,0.84,False,regional repair route,Fay->Lio:0.67
740,47,Nia,Sera,Index Guild,0.684,0.002,0.686,0.832,False,regional repair route,Nia->Sera:0.69
741,47,Milo,Ren,Signal Guild,0.719,0.002,0.721,0.827,False,regional repair route,Milo->Ren:0.72
742,47,Ivo,Mara,Seed Guild,0.768,0.002,0.77,0.84,False,regional repair route,Ivo->Mara:0.77
743,47,Ari,Toma,Bridgewright Guild,0.64,0.002,0.642,0.84,False,regional repair route,Ari->Toma:0.64
744,47,Fay,Lio,Glassgarden Guild,0.667,0.006,0.673,0.84,False,regional repair route,Fay->Lio:0.67
745,47,Nia,Sera,Index Guild,0.686,0.002,0.688,0.838,False,regional repair route,Nia->Sera:0.69
746,47,Milo,Ren,Signal Guild,0.721,0.002,0.723,0.833,False,regional repair route,Milo->Ren:0.72
747,47,Ivo,Mara,Seed Guild,0.77,0.002,0.772,0.84,False,regional repair route,Ivo->Mara:0.77
748,47,Ari,Toma,Bridgewright Guild,0.642,0.002,0.644,0.84,False,regional repair route,Ari->Toma:0.64
749,47,Fay,Lio,Glassgarden Guild,0.673,0.006,0.679,0.84,False,regional repair route,Fay->Lio:0.68
750,47,Nia,Sera,Index Guild,0.688,0.002,0.69,0.84,False,regional repair route,Nia->Sera:0.69
751,47,Milo,Ren,Signal Guild,0.723,0.006,0.729,0.826,False,regional repair route,Milo->Ren:0.73
752,48,Ari,Toma,Bridgewright Guild,0.644,0.002,0.646,0.821,False,regional repair route,Ari->Toma:0.65
