tick_id,day,week,settlement_id,reload_index,sleep_count,economy_count,reciprocity_count,work_plan_count,avatar_intervention_count,culture_count,checksum,restored_sleep_visible,restored_economy_visible,restored_reciprocity_visible,restored_work_plan_visible,restored_avatar_choice_visible,restored_culture_visible,replay_exportable
4016,252,36,lichen_bridge,104,804,804,403,804,603,804,5c90f4f49bf43b7a,True,True,True,True,True,True,True
4017,252,36,orchid_engine,104,804,804,401,804,503,804,21bc135210bc886c,True,True,True,True,True,True,True
4018,252,36,moss_ward,104,804,804,403,804,451,804,3aa55dc54ae1d54d,True,True,True,True,True,True,True
4019,252,36,glass_harbor,105,805,805,402,805,505,805,659af9d4847fc4fd,True,True,True,True,True,True,True
4020,252,36,cinder_garden,104,804,804,431,804,603,804,b0a9b5e204218be7,True,True,True,True,True,True,True
4021,252,36,lichen_bridge,105,805,805,403,805,604,805,a45013fc4b6a7e43,True,True,True,True,True,True,True
4022,252,36,orchid_engine,105,805,805,402,805,503,805,ebf506e48696be34,True,True,True,True,True,True,True
4023,252,36,moss_ward,105,805,805,403,805,452,805,38f3c2cb19c73898,True,True,True,True,True,True,True
4024,252,36,glass_harbor,106,806,806,403,806,505,806,dfeb3fdb7544428f,True,True,True,True,True,True,True
4025,252,36,cinder_garden,105,805,805,431,805,604,805,ce2589957e8f074f,True,True,True,True,True,True,True
4026,252,36,lichen_bridge,106,806,806,404,806,604,806,96874953bf7d0c02,True,True,True,True,True,True,True
4027,252,36,orchid_engine,106,806,806,402,806,504,806,d0b002a4ea72b789,True,True,True,True,True,True,True
4028,252,36,moss_ward,106,806,806,404,806,452,806,ef58b75f26d98bc6,True,True,True,True,True,True,True
4029,252,36,glass_harbor,107,807,807,403,807,506,807,71db36e41852fd5d,True,True,True,True,True,True,True
4030,252,36,cinder_garden,106,806,806,432,806,605,806,d046598298448290,True,True,True,True,True,True,True
4031,252,36,lichen_bridge,107,807,807,404,807,605,807,19d3050abf45c25e,True,True,True,True,True,True,True
