tick_id,day,season,region,forecast_key,stored_by,hazard,risk_score,valid_until_day,used_for_route,forecast_revision,public_archive_visible
439,32,summer_dry,central_exchange,forecast:central_repair_ring:d32:r17,Pax,crowded repair yard,0.278554,38,central_repair_ring,18,True
440,32,summer_dry,riverbend,forecast:riverbend_roofward:d32:r16,Toma,river flood,0.30181,38,riverbend_roofward,16,True
441,32,summer_dry,roofward,forecast:roofward_archive:d32:r19,Fay,glasshouse heat surge,0.192993,38,roofward_archive,20,True
442,32,summer_dry,archive_quarter,forecast:archive_signal:d32:r19,Nia,wind archive scatter,0.324935,38,archive_signal,19,True
443,32,summer_dry,signal_ridge,forecast:signal_orchard:d32:r17,Ren,dusk ice,0.213944,38,signal_orchard,17,True
444,32,summer_dry,orchard_fen,forecast:orchard_riverbend:d32:r19,Mara,fen mud,0.341439,38,orchard_riverbend,19,True
445,32,summer_dry,central_exchange,forecast:central_repair_ring:d32:r18,Pax,crowded repair yard,0.318475,38,central_repair_ring,19,True
446,32,summer_dry,riverbend,forecast:riverbend_roofward:d32:r16,Toma,river flood,0.30181,38,riverbend_roofward,16,True
447,32,summer_dry,roofward,forecast:roofward_archive:d32:r20,Fay,glasshouse heat surge,0.192993,38,roofward_archive,20,True
448,33,summer_dry,archive_quarter,forecast:archive_signal:d33:r19,Nia,wind archive scatter,0.201862,39,archive_signal,20,True
449,33,summer_dry,signal_ridge,forecast:signal_orchard:d33:r17,Ren,dusk ice,0.213944,39,signal_orchard,17,True
450,33,summer_dry,orchard_fen,forecast:orchard_riverbend:d33:r19,Mara,fen mud,0.341439,39,orchard_riverbend,19,True
451,33,summer_dry,central_exchange,forecast:central_repair_ring:d33:r19,Pax,crowded repair yard,0.318475,39,central_repair_ring,19,True
452,33,summer_dry,riverbend,forecast:riverbend_roofward:d33:r16,Toma,river flood,0.30181,39,riverbend_roofward,16,True
453,33,summer_dry,roofward,forecast:roofward_archive:d33:r20,Fay,glasshouse heat surge,0.192993,39,roofward_archive,20,True
454,33,summer_dry,archive_quarter,forecast:archive_signal:d33:r20,Nia,wind archive scatter,0.201862,39,archive_signal,20,True
455,33,summer_dry,signal_ridge,forecast:signal_orchard:d33:r17,Ren,dusk ice,0.300384,39,signal_orchard,18,True
456,33,summer_dry,orchard_fen,forecast:orchard_riverbend:d33:r19,Mara,fen mud,0.341439,39,orchard_riverbend,19,True
457,33,summer_dry,central_exchange,forecast:central_repair_ring:d33:r19,Pax,crowded repair yard,0.318475,39,central_repair_ring,19,True
458,33,summer_dry,riverbend,forecast:riverbend_roofward:d33:r16,Toma,river flood,0.30181,39,riverbend_roofward,16,True
459,33,summer_dry,roofward,forecast:roofward_archive:d33:r20,Fay,glasshouse heat surge,0.192993,39,roofward_archive,20,True
460,33,summer_dry,archive_quarter,forecast:archive_signal:d33:r20,Nia,wind archive scatter,0.201862,39,archive_signal,20,True
461,33,summer_dry,signal_ridge,forecast:signal_orchard:d33:r18,Ren,dusk ice,0.300384,39,signal_orchard,18,True
462,34,summer_dry,orchard_fen,forecast:orchard_riverbend:d34:r19,Mara,fen mud,0.336083,40,orchard_riverbend,20,True
463,34,summer_dry,central_exchange,forecast:central_repair_ring:d34:r19,Pax,crowded repair yard,0.318475,40,central_repair_ring,19,True
464,34,summer_dry,riverbend,forecast:riverbend_roofward:d34:r16,Toma,river flood,0.30181,40,riverbend_roofward,16,True
465,34,summer_dry,roofward,forecast:roofward_archive:d34:r20,Fay,glasshouse heat surge,0.192993,40,roofward_archive,20,True
466,34,summer_dry,archive_quarter,forecast:archive_signal:d34:r20,Nia,wind archive scatter,0.201862,40,archive_signal,20,True
467,34,summer_dry,signal_ridge,forecast:signal_orchard:d34:r18,Ren,dusk ice,0.300384,40,signal_orchard,18,True
468,34,summer_dry,orchard_fen,forecast:orchard_riverbend:d34:r20,Mara,fen mud,0.336083,40,orchard_riverbend,20,True
469,34,summer_dry,central_exchange,forecast:central_repair_ring:d34:r19,Pax,crowded repair yard,0.243253,40,central_repair_ring,20,True
470,34,summer_dry,riverbend,forecast:riverbend_roofward:d34:r16,Toma,river flood,0.30181,40,riverbend_roofward,16,True
471,34,summer_dry,roofward,forecast:roofward_archive:d34:r20,Fay,glasshouse heat surge,0.192993,40,roofward_archive,20,True
472,34,summer_dry,archive_quarter,forecast:archive_signal:d34:r20,Nia,wind archive scatter,0.201862,40,archive_signal,20,True
473,34,summer_dry,signal_ridge,forecast:signal_orchard:d34:r18,Ren,dusk ice,0.300384,40,signal_orchard,18,True
474,34,summer_dry,orchard_fen,forecast:orchard_riverbend:d34:r20,Mara,fen mud,0.336083,40,orchard_riverbend,20,True
475,34,summer_dry,central_exchange,forecast:central_repair_ring:d34:r20,Pax,crowded repair yard,0.243253,40,central_repair_ring,20,True
476,35,summer_dry,roofward,forecast:roofward_archive:d35:r20,Fay,glasshouse heat surge,0.208118,41,roofward_archive,21,True
477,35,summer_dry,archive_quarter,forecast:archive_signal:d35:r20,Nia,wind archive scatter,0.201862,41,archive_signal,20,True
478,35,summer_dry,signal_ridge,forecast:signal_orchard:d35:r18,Ren,dusk ice,0.300384,41,signal_orchard,18,True
479,35,summer_dry,orchard_fen,forecast:orchard_riverbend:d35:r20,Mara,fen mud,0.336083,41,orchard_riverbend,20,True
480,35,summer_dry,central_exchange,forecast:central_repair_ring:d35:r20,Pax,crowded repair yard,0.243253,41,central_repair_ring,20,True
481,35,summer_dry,riverbend,forecast:riverbend_roofward:d35:r16,Toma,river flood,0.30181,41,riverbend_roofward,16,True
482,35,summer_dry,roofward,forecast:roofward_archive:d35:r21,Fay,glasshouse heat surge,0.208118,41,roofward_archive,21,True
483,35,summer_dry,archive_quarter,forecast:archive_signal:d35:r20,Nia,wind archive scatter,0.340201,41,archive_signal,21,True
484,35,summer_dry,signal_ridge,forecast:signal_orchard:d35:r18,Ren,dusk ice,0.300384,41,signal_orchard,18,True
485,35,summer_dry,orchard_fen,forecast:orchard_riverbend:d35:r20,Mara,fen mud,0.336083,41,orchard_riverbend,20,True
486,35,summer_dry,central_exchange,forecast:central_repair_ring:d35:r20,Pax,crowded repair yard,0.243253,41,central_repair_ring,20,True
487,35,summer_dry,riverbend,forecast:riverbend_roofward:d35:r16,Toma,river flood,0.30181,41,riverbend_roofward,16,True
488,35,summer_dry,roofward,forecast:roofward_archive:d35:r21,Fay,glasshouse heat surge,0.208118,41,roofward_archive,21,True
489,35,summer_dry,archive_quarter,forecast:archive_signal:d35:r21,Nia,wind archive scatter,0.340201,41,archive_signal,21,True
490,36,summer_dry,signal_ridge,forecast:signal_orchard:d36:r18,Ren,dusk ice,0.367788,42,signal_orchard,19,True
491,36,summer_dry,orchard_fen,forecast:orchard_riverbend:d36:r20,Mara,fen mud,0.336083,42,orchard_riverbend,20,True
492,36,summer_dry,central_exchange,forecast:central_repair_ring:d36:r20,Pax,crowded repair yard,0.243253,42,central_repair_ring,20,True
493,36,summer_dry,riverbend,forecast:riverbend_roofward:d36:r16,Toma,river flood,0.454587,42,riverbend_roofward,17,True
494,36,summer_dry,roofward,forecast:roofward_archive:d36:r21,Fay,glasshouse heat surge,0.208118,42,roofward_archive,21,True
495,36,summer_dry,archive_quarter,forecast:archive_signal:d36:r21,Nia,wind archive scatter,0.340201,42,archive_signal,21,True
496,36,summer_dry,signal_ridge,forecast:signal_orchard:d36:r19,Ren,dusk ice,0.367788,42,signal_orchard,19,True
497,36,summer_dry,orchard_fen,forecast:orchard_riverbend:d36:r20,Mara,fen mud,0.291383,42,orchard_riverbend,21,True
498,36,summer_dry,central_exchange,forecast:central_repair_ring:d36:r20,Pax,crowded repair yard,0.243253,42,central_repair_ring,20,True
499,36,summer_dry,riverbend,forecast:riverbend_roofward:d36:r17,Toma,river flood,0.238164,42,riverbend_roofward,18,True
500,36,summer_dry,roofward,forecast:roofward_archive:d36:r21,Fay,glasshouse heat surge,0.208118,42,roofward_archive,21,True
501,36,summer_dry,archive_quarter,forecast:archive_signal:d36:r21,Nia,wind archive scatter,0.340201,42,archive_signal,21,True
502,36,summer_dry,signal_ridge,forecast:signal_orchard:d36:r19,Ren,dusk ice,0.367788,42,signal_orchard,19,True
503,36,summer_dry,orchard_fen,forecast:orchard_riverbend:d36:r21,Mara,fen mud,0.291383,42,orchard_riverbend,21,True
504,37,autumn_wind,central_exchange,forecast:central_repair_ring:d37:r20,Pax,crowded repair yard,0.373391,44,central_repair_ring,21,True
505,37,autumn_wind,riverbend,forecast:riverbend_roofward:d37:r18,Toma,river flood,0.238164,44,riverbend_roofward,18,True
506,37,autumn_wind,roofward,forecast:roofward_archive:d37:r21,Fay,glasshouse heat surge,0.277153,44,roofward_archive,22,True
507,37,autumn_wind,archive_quarter,forecast:archive_signal:d37:r21,Nia,wind archive scatter,0.340201,44,archive_signal,21,True
508,37,autumn_wind,signal_ridge,forecast:signal_orchard:d37:r19,Ren,dusk ice,0.367788,44,signal_orchard,19,True
509,37,autumn_wind,orchard_fen,forecast:orchard_riverbend:d37:r21,Mara,fen mud,0.291383,44,orchard_riverbend,21,True
510,37,autumn_wind,central_exchange,forecast:central_repair_ring:d37:r21,Pax,crowded repair yard,0.373391,44,central_repair_ring,21,True
511,37,autumn_wind,riverbend,forecast:riverbend_roofward:d37:r18,Toma,river flood,0.458366,44,riverbend_roofward,19,True
512,37,autumn_wind,roofward,forecast:roofward_archive:d37:r22,Fay,glasshouse heat surge,0.426083,44,roofward_archive,23,True
513,37,autumn_wind,archive_quarter,forecast:archive_signal:d37:r21,Nia,wind archive scatter,0.340201,44,archive_signal,21,True
514,37,autumn_wind,signal_ridge,forecast:signal_orchard:d37:r19,Ren,dusk ice,0.367788,44,signal_orchard,19,True
515,37,autumn_wind,orchard_fen,forecast:orchard_riverbend:d37:r21,Mara,fen mud,0.291383,44,orchard_riverbend,21,True
516,37,autumn_wind,central_exchange,forecast:central_repair_ring:d37:r21,Pax,crowded repair yard,0.373391,44,central_repair_ring,21,True
517,37,autumn_wind,riverbend,forecast:riverbend_roofward:d37:r19,Toma,river flood,0.458366,44,riverbend_roofward,19,True
518,38,autumn_wind,roofward,forecast:roofward_archive:d38:r23,Fay,glasshouse heat surge,0.510983,45,roofward_archive,24,True
519,38,autumn_wind,archive_quarter,forecast:archive_signal:d38:r21,Nia,wind archive scatter,0.357336,45,archive_signal,22,True
520,38,autumn_wind,signal_ridge,forecast:signal_orchard:d38:r19,Ren,dusk ice,0.367788,45,signal_orchard,19,True
521,38,autumn_wind,orchard_fen,forecast:orchard_riverbend:d38:r21,Mara,fen mud,0.291383,45,orchard_riverbend,21,True
522,38,autumn_wind,central_exchange,forecast:central_repair_ring:d38:r21,Pax,crowded repair yard,0.373391,45,central_repair_ring,21,True
523,38,autumn_wind,riverbend,forecast:riverbend_roofward:d38:r19,Toma,river flood,0.458366,45,riverbend_roofward,19,True
524,38,autumn_wind,roofward,forecast:roofward_archive:d38:r24,Fay,glasshouse heat surge,0.510983,45,roofward_archive,24,True
525,38,autumn_wind,archive_quarter,forecast:archive_signal:d38:r22,Nia,wind archive scatter,0.405334,45,archive_signal,23,True
526,38,autumn_wind,signal_ridge,forecast:signal_orchard:d38:r19,Ren,dusk ice,0.367788,45,signal_orchard,19,True
527,38,autumn_wind,orchard_fen,forecast:orchard_riverbend:d38:r21,Mara,fen mud,0.291383,45,orchard_riverbend,21,True
528,38,autumn_wind,central_exchange,forecast:central_repair_ring:d38:r21,Pax,crowded repair yard,0.373391,45,central_repair_ring,21,True
529,38,autumn_wind,riverbend,forecast:riverbend_roofward:d38:r19,Toma,river flood,0.458366,45,riverbend_roofward,19,True
530,38,autumn_wind,roofward,forecast:roofward_archive:d38:r24,Fay,glasshouse heat surge,0.510983,45,roofward_archive,24,True
531,38,autumn_wind,archive_quarter,forecast:archive_signal:d38:r23,Nia,wind archive scatter,0.461974,45,archive_signal,24,True
532,39,autumn_wind,signal_ridge,forecast:signal_orchard:d39:r19,Ren,dusk ice,0.414735,46,signal_orchard,20,True
533,39,autumn_wind,orchard_fen,forecast:orchard_riverbend:d39:r21,Mara,fen mud,0.291383,46,orchard_riverbend,21,True
534,39,autumn_wind,central_exchange,forecast:central_repair_ring:d39:r21,Pax,crowded repair yard,0.373391,46,central_repair_ring,21,True
535,39,autumn_wind,riverbend,forecast:riverbend_roofward:d39:r19,Toma,river flood,0.458366,46,riverbend_roofward,19,True
536,39,autumn_wind,roofward,forecast:roofward_archive:d39:r24,Fay,glasshouse heat surge,0.510983,46,roofward_archive,24,True
537,39,autumn_wind,archive_quarter,forecast:archive_signal:d39:r24,Nia,wind archive scatter,0.461974,46,archive_signal,24,True
538,39,autumn_wind,signal_ridge,forecast:signal_orchard:d39:r20,Ren,dusk ice,0.47108,46,signal_orchard,21,True
539,39,autumn_wind,orchard_fen,forecast:orchard_riverbend:d39:r21,Mara,fen mud,0.300467,46,orchard_riverbend,22,True
540,39,autumn_wind,central_exchange,forecast:central_repair_ring:d39:r21,Pax,crowded repair yard,0.373391,46,central_repair_ring,21,True
541,39,autumn_wind,riverbend,forecast:riverbend_roofward:d39:r19,Toma,river flood,0.458366,46,riverbend_roofward,19,True
542,39,autumn_wind,roofward,forecast:roofward_archive:d39:r24,Fay,glasshouse heat surge,0.510983,46,roofward_archive,24,True
543,39,autumn_wind,archive_quarter,forecast:archive_signal:d39:r24,Nia,wind archive scatter,0.461974,46,archive_signal,24,True
544,39,autumn_wind,signal_ridge,forecast:signal_orchard:d39:r21,Ren,dusk ice,0.613346,46,signal_orchard,22,True
545,39,autumn_wind,orchard_fen,forecast:orchard_riverbend:d39:r22,Mara,fen mud,0.300467,46,orchard_riverbend,22,True
546,40,autumn_wind,central_exchange,forecast:central_repair_ring:d40:r21,Pax,crowded repair yard,0.323429,47,central_repair_ring,22,True
547,40,autumn_wind,riverbend,forecast:riverbend_roofward:d40:r19,Toma,river flood,0.458366,47,riverbend_roofward,19,True
548,40,autumn_wind,roofward,forecast:roofward_archive:d40:r24,Fay,glasshouse heat surge,0.510983,47,roofward_archive,24,True
549,40,autumn_wind,archive_quarter,forecast:archive_signal:d40:r24,Nia,wind archive scatter,0.461974,47,archive_signal,24,True
550,40,autumn_wind,signal_ridge,forecast:signal_orchard:d40:r22,Ren,dusk ice,0.613346,47,signal_orchard,22,True
551,40,autumn_wind,orchard_fen,forecast:orchard_riverbend:d40:r22,Mara,fen mud,0.475811,47,orchard_riverbend,23,True
552,40,autumn_wind,central_exchange,forecast:central_repair_ring:d40:r22,Pax,crowded repair yard,0.323429,47,central_repair_ring,22,True
553,40,autumn_wind,riverbend,forecast:riverbend_roofward:d40:r19,Toma,river flood,0.433622,47,riverbend_roofward,20,True
554,40,autumn_wind,roofward,forecast:roofward_archive:d40:r24,Fay,glasshouse heat surge,0.510983,47,roofward_archive,24,True
555,40,autumn_wind,archive_quarter,forecast:archive_signal:d40:r24,Nia,wind archive scatter,0.461974,47,archive_signal,24,True
556,40,autumn_wind,signal_ridge,forecast:signal_orchard:d40:r22,Ren,dusk ice,0.613346,47,signal_orchard,22,True
557,40,autumn_wind,orchard_fen,forecast:orchard_riverbend:d40:r23,Mara,fen mud,0.352107,47,orchard_riverbend,24,True
558,40,autumn_wind,central_exchange,forecast:central_repair_ring:d40:r22,Pax,crowded repair yard,0.323429,47,central_repair_ring,22,True
559,40,autumn_wind,riverbend,forecast:riverbend_roofward:d40:r20,Toma,river flood,0.433622,47,riverbend_roofward,20,True
560,41,autumn_wind,roofward,forecast:roofward_archive:d41:r24,Fay,glasshouse heat surge,0.448355,48,roofward_archive,25,True
561,41,autumn_wind,archive_quarter,forecast:archive_signal:d41:r24,Nia,wind archive scatter,0.461974,48,archive_signal,24,True
562,41,autumn_wind,signal_ridge,forecast:signal_orchard:d41:r22,Ren,dusk ice,0.613346,48,signal_orchard,22,True
563,41,autumn_wind,orchard_fen,forecast:orchard_riverbend:d41:r24,Mara,fen mud,0.352107,48,orchard_riverbend,24,True
564,41,autumn_wind,central_exchange,forecast:central_repair_ring:d41:r22,Pax,crowded repair yard,0.30944,48,central_repair_ring,23,True
565,41,autumn_wind,riverbend,forecast:riverbend_roofward:d41:r20,Toma,river flood,0.433622,48,riverbend_roofward,20,True
566,41,autumn_wind,roofward,forecast:roofward_archive:d41:r25,Fay,glasshouse heat surge,0.448355,48,roofward_archive,25,True
567,41,autumn_wind,archive_quarter,forecast:archive_signal:d41:r24,Nia,wind archive scatter,0.348233,48,archive_signal,25,True
568,41,autumn_wind,signal_ridge,forecast:signal_orchard:d41:r22,Ren,dusk ice,0.613346,48,signal_orchard,22,True
569,41,autumn_wind,orchard_fen,forecast:orchard_riverbend:d41:r24,Mara,fen mud,0.352107,48,orchard_riverbend,24,True
570,41,autumn_wind,central_exchange,forecast:central_repair_ring:d41:r23,Pax,crowded repair yard,0.348723,48,central_repair_ring,24,True
571,41,autumn_wind,riverbend,forecast:riverbend_roofward:d41:r20,Toma,river flood,0.433622,48,riverbend_roofward,20,True
572,41,autumn_wind,roofward,forecast:roofward_archive:d41:r25,Fay,glasshouse heat surge,0.448355,48,roofward_archive,25,True
573,41,autumn_wind,archive_quarter,forecast:archive_signal:d41:r25,Nia,wind archive scatter,0.348233,48,archive_signal,25,True
574,42,autumn_wind,orchard_fen,forecast:orchard_riverbend:d42:r24,Mara,fen mud,0.362465,49,orchard_riverbend,25,True
575,42,autumn_wind,central_exchange,forecast:central_repair_ring:d42:r24,Pax,crowded repair yard,0.348723,49,central_repair_ring,24,True
576,42,autumn_wind,riverbend,forecast:riverbend_roofward:d42:r20,Toma,river flood,0.433622,49,riverbend_roofward,20,True
577,42,autumn_wind,roofward,forecast:roofward_archive:d42:r25,Lio,glasshouse heat surge,0.448355,49,roofward_archive,25,True
578,42,autumn_wind,archive_quarter,forecast:archive_signal:d42:r25,Sera,wind archive scatter,0.348233,49,archive_signal,25,True
579,42,autumn_wind,signal_ridge,forecast:signal_orchard:d42:r22,Ren,dusk ice,0.613346,49,signal_orchard,22,True
580,42,autumn_wind,orchard_fen,forecast:orchard_riverbend:d42:r25,Mara,fen mud,0.362465,49,orchard_riverbend,25,True
581,42,autumn_wind,central_exchange,forecast:central_repair_ring:d42:r24,Pax,crowded repair yard,0.489322,49,central_repair_ring,25,True
582,42,autumn_wind,riverbend,forecast:riverbend_roofward:d42:r20,Toma,river flood,0.433622,49,riverbend_roofward,20,True
583,42,autumn_wind,roofward,forecast:roofward_archive:d42:r25,Lio,glasshouse heat surge,0.448355,49,roofward_archive,25,True
584,42,autumn_wind,archive_quarter,forecast:archive_signal:d42:r25,Sera,wind archive scatter,0.348233,49,archive_signal,25,True
585,42,autumn_wind,signal_ridge,forecast:signal_orchard:d42:r22,Ren,dusk ice,0.613346,49,signal_orchard,22,True
586,42,autumn_wind,orchard_fen,forecast:orchard_riverbend:d42:r25,Mara,fen mud,0.362465,49,orchard_riverbend,25,True
587,42,autumn_wind,central_exchange,forecast:central_repair_ring:d42:r25,Pax,crowded repair yard,0.489322,49,central_repair_ring,25,True
588,43,autumn_wind,riverbend,forecast:riverbend_roofward:d43:r20,Toma,river flood,0.469894,50,riverbend_roofward,21,True
589,43,autumn_wind,roofward,forecast:roofward_archive:d43:r25,Lio,glasshouse heat surge,0.448355,50,roofward_archive,25,True
590,43,autumn_wind,archive_quarter,forecast:archive_signal:d43:r25,Sera,wind archive scatter,0.348233,50,archive_signal,25,True
591,43,autumn_wind,signal_ridge,forecast:signal_orchard:d43:r22,Ren,dusk ice,0.613346,50,signal_orchard,22,True
592,43,autumn_wind,orchard_fen,forecast:orchard_riverbend:d43:r25,Mara,fen mud,0.362465,50,orchard_riverbend,25,True
593,43,autumn_wind,central_exchange,forecast:central_repair_ring:d43:r25,Pax,crowded repair yard,0.489322,50,central_repair_ring,25,True
594,43,autumn_wind,riverbend,forecast:riverbend_roofward:d43:r21,Toma,river flood,0.469894,50,riverbend_roofward,21,True
595,43,autumn_wind,roofward,forecast:roofward_archive:d43:r25,Lio,glasshouse heat surge,0.387619,50,roofward_archive,26,True
596,43,autumn_wind,archive_quarter,forecast:archive_signal:d43:r25,Sera,wind archive scatter,0.348233,50,archive_signal,25,True
597,43,autumn_wind,signal_ridge,forecast:signal_orchard:d43:r22,Ren,dusk ice,0.613346,50,signal_orchard,22,True
598,43,autumn_wind,orchard_fen,forecast:orchard_riverbend:d43:r25,Mara,fen mud,0.362465,50,orchard_riverbend,25,True
599,43,autumn_wind,central_exchange,forecast:central_repair_ring:d43:r25,Pax,crowded repair yard,0.489322,50,central_repair_ring,25,True
600,43,autumn_wind,riverbend,forecast:riverbend_roofward:d43:r21,Toma,river flood,0.469894,50,riverbend_roofward,21,True
601,43,autumn_wind,roofward,forecast:roofward_archive:d43:r26,Lio,glasshouse heat surge,0.387619,50,roofward_archive,26,True
602,44,autumn_wind,archive_quarter,forecast:archive_signal:d44:r25,Sera,wind archive scatter,0.36449,51,archive_signal,26,True
603,44,autumn_wind,signal_ridge,forecast:signal_orchard:d44:r22,Ren,dusk ice,0.613346,51,signal_orchard,22,True
604,44,autumn_wind,orchard_fen,forecast:orchard_riverbend:d44:r25,Mara,fen mud,0.362465,51,orchard_riverbend,25,True
605,44,autumn_wind,central_exchange,forecast:central_repair_ring:d44:r25,Pax,crowded repair yard,0.489322,51,central_repair_ring,25,True
606,44,autumn_wind,riverbend,forecast:riverbend_roofward:d44:r21,Toma,river flood,0.469894,51,riverbend_roofward,21,True
607,44,autumn_wind,roofward,forecast:roofward_archive:d44:r26,Lio,glasshouse heat surge,0.387619,51,roofward_archive,26,True
608,44,autumn_wind,archive_quarter,forecast:archive_signal:d44:r26,Sera,wind archive scatter,0.36449,51,archive_signal,26,True
609,44,autumn_wind,signal_ridge,forecast:signal_orchard:d44:r22,Ren,dusk ice,0.563417,51,signal_orchard,23,True
610,44,autumn_wind,orchard_fen,forecast:orchard_riverbend:d44:r25,Mara,fen mud,0.362465,51,orchard_riverbend,25,True
611,44,autumn_wind,central_exchange,forecast:central_repair_ring:d44:r25,Pax,crowded repair yard,0.489322,51,central_repair_ring,25,True
612,44,autumn_wind,riverbend,forecast:riverbend_roofward:d44:r21,Toma,river flood,0.469894,51,riverbend_roofward,21,True
613,44,autumn_wind,roofward,forecast:roofward_archive:d44:r26,Lio,glasshouse heat surge,0.387619,51,roofward_archive,26,True
614,44,autumn_wind,archive_quarter,forecast:archive_signal:d44:r26,Sera,wind archive scatter,0.36449,51,archive_signal,26,True
615,44,autumn_wind,signal_ridge,forecast:signal_orchard:d44:r23,Ren,dusk ice,0.563417,51,signal_orchard,23,True
616,45,autumn_wind,orchard_fen,forecast:orchard_riverbend:d45:r25,Mara,fen mud,0.49317,52,orchard_riverbend,26,True
617,45,autumn_wind,central_exchange,forecast:central_repair_ring:d45:r25,Pax,crowded repair yard,0.489322,52,central_repair_ring,25,True
618,45,autumn_wind,riverbend,forecast:riverbend_roofward:d45:r21,Toma,river flood,0.43685,52,riverbend_roofward,22,True
619,45,autumn_wind,roofward,forecast:roofward_archive:d45:r26,Lio,glasshouse heat surge,0.387619,52,roofward_archive,26,True
620,45,autumn_wind,archive_quarter,forecast:archive_signal:d45:r26,Sera,wind archive scatter,0.36449,52,archive_signal,26,True
621,45,autumn_wind,signal_ridge,forecast:signal_orchard:d45:r23,Ren,dusk ice,0.563417,52,signal_orchard,23,True
622,45,autumn_wind,orchard_fen,forecast:orchard_riverbend:d45:r26,Mara,fen mud,0.49317,52,orchard_riverbend,26,True
623,45,autumn_wind,central_exchange,forecast:central_repair_ring:d45:r25,Pax,crowded repair yard,0.44229,52,central_repair_ring,26,True
624,45,autumn_wind,riverbend,forecast:riverbend_roofward:d45:r22,Toma,river flood,0.557198,52,riverbend_roofward,23,True
625,45,autumn_wind,roofward,forecast:roofward_archive:d45:r26,Lio,glasshouse heat surge,0.387619,52,roofward_archive,26,True
626,45,autumn_wind,archive_quarter,forecast:archive_signal:d45:r26,Sera,wind archive scatter,0.36449,52,archive_signal,26,True
627,45,autumn_wind,signal_ridge,forecast:signal_orchard:d45:r23,Ren,dusk ice,0.563417,52,signal_orchard,23,True
628,45,autumn_wind,orchard_fen,forecast:orchard_riverbend:d45:r26,Mara,fen mud,0.49317,52,orchard_riverbend,26,True
629,45,autumn_wind,central_exchange,forecast:central_repair_ring:d45:r26,Pax,crowded repair yard,0.44229,52,central_repair_ring,26,True
630,46,autumn_wind,riverbend,forecast:riverbend_roofward:d46:r23,Toma,river flood,0.418095,53,riverbend_roofward,24,True
631,46,autumn_wind,roofward,forecast:roofward_archive:d46:r26,Lio,glasshouse heat surge,0.457013,53,roofward_archive,27,True
632,46,autumn_wind,archive_quarter,forecast:archive_signal:d46:r26,Sera,wind archive scatter,0.36449,53,archive_signal,26,True
633,46,autumn_wind,signal_ridge,forecast:signal_orchard:d46:r23,Ren,dusk ice,0.563417,53,signal_orchard,23,True
634,46,autumn_wind,orchard_fen,forecast:orchard_riverbend:d46:r26,Mara,fen mud,0.49317,53,orchard_riverbend,26,True
635,46,autumn_wind,central_exchange,forecast:central_repair_ring:d46:r26,Pax,crowded repair yard,0.44229,53,central_repair_ring,26,True
636,46,autumn_wind,riverbend,forecast:riverbend_roofward:d46:r24,Toma,river flood,0.418095,53,riverbend_roofward,24,True
637,46,autumn_wind,roofward,forecast:roofward_archive:d46:r27,Lio,glasshouse heat surge,0.519644,53,roofward_archive,28,True
638,46,autumn_wind,archive_quarter,forecast:archive_signal:d46:r26,Sera,wind archive scatter,0.36449,53,archive_signal,26,True
639,46,autumn_wind,signal_ridge,forecast:signal_orchard:d46:r23,Ren,dusk ice,0.563417,53,signal_orchard,23,True
640,46,autumn_wind,orchard_fen,forecast:orchard_riverbend:d46:r26,Mara,fen mud,0.49317,53,orchard_riverbend,26,True
641,46,autumn_wind,central_exchange,forecast:central_repair_ring:d46:r26,Pax,crowded repair yard,0.44229,53,central_repair_ring,26,True
642,46,autumn_wind,riverbend,forecast:riverbend_roofward:d46:r24,Toma,river flood,0.418095,53,riverbend_roofward,24,True
643,46,autumn_wind,roofward,forecast:roofward_archive:d46:r28,Lio,glasshouse heat surge,0.36438,53,roofward_archive,29,True
644,47,autumn_wind,archive_quarter,forecast:archive_signal:d47:r26,Sera,wind archive scatter,0.496643,54,archive_signal,27,True
645,47,autumn_wind,signal_ridge,forecast:signal_orchard:d47:r23,Ren,dusk ice,0.563417,54,signal_orchard,23,True
646,47,autumn_wind,orchard_fen,forecast:orchard_riverbend:d47:r26,Mara,fen mud,0.49317,54,orchard_riverbend,26,True
647,47,autumn_wind,central_exchange,forecast:central_repair_ring:d47:r26,Pax,crowded repair yard,0.44229,54,central_repair_ring,26,True
648,47,autumn_wind,riverbend,forecast:riverbend_roofward:d47:r24,Toma,river flood,0.418095,54,riverbend_roofward,24,True
649,47,autumn_wind,roofward,forecast:roofward_archive:d47:r29,Lio,glasshouse heat surge,0.36438,54,roofward_archive,29,True
650,47,autumn_wind,archive_quarter,forecast:archive_signal:d47:r27,Sera,wind archive scatter,0.35794,54,archive_signal,28,True
651,47,autumn_wind,signal_ridge,forecast:signal_orchard:d47:r23,Ren,dusk ice,0.463037,54,signal_orchard,24,True
652,47,autumn_wind,orchard_fen,forecast:orchard_riverbend:d47:r26,Mara,fen mud,0.49317,54,orchard_riverbend,26,True
653,47,autumn_wind,central_exchange,forecast:central_repair_ring:d47:r26,Pax,crowded repair yard,0.44229,54,central_repair_ring,26,True
654,47,autumn_wind,riverbend,forecast:riverbend_roofward:d47:r24,Toma,river flood,0.418095,54,riverbend_roofward,24,True
655,47,autumn_wind,roofward,forecast:roofward_archive:d47:r29,Lio,glasshouse heat surge,0.36438,54,roofward_archive,29,True
656,47,autumn_wind,archive_quarter,forecast:archive_signal:d47:r28,Sera,wind archive scatter,0.448703,54,archive_signal,29,True
