tick_id,day,tick,project_id,subproject_id,assignee,delegated_by,role,dependency,dependency_ready,progress_before,progress_delta,progress_after,accepted,blocked_reason,visible_status
350,18,10,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.114,0.0,0.114,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
351,18,11,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.088,0.0,0.088,True,material priority lost,blocked: material priority lost
352,18,12,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.128,0.032,0.16,True,none,delegated progress
353,18,13,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.384,0.0,0.384,True,material priority lost,blocked: material priority lost
354,18,14,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.114,0.038,0.152,True,none,delegated progress
355,18,15,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.088,0.044,0.132,True,none,delegated progress
356,18,16,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.16,0.032,0.192,True,none,material conflict: dusk_signal_court priority
357,18,17,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.384,0.032,0.416,True,none,delegated progress
358,18,18,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.152,0.03116,0.18316,True,none,material conflict: flood_bridge_market_route priority
359,18,19,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.132,0.044,0.176,True,none,delegated progress
360,19,0,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
361,19,1,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.64064,0.0,0.64064,True,material priority lost,blocked: material priority lost
362,19,2,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
363,19,3,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.53248,0.026,0.55848,True,none,material conflict: archive_public_kiosk priority
364,19,4,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
365,19,5,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.64064,0.02624,0.66688,True,none,material conflict: greenhouse_heat_loop priority
366,19,6,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
367,19,7,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.55848,0.026,0.58448,True,none,delegated progress
368,19,8,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
369,19,9,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.66688,0.032,0.69888,True,none,delegated progress
370,19,10,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
371,19,11,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.58448,0.026,0.61048,True,none,material conflict: archive_public_kiosk priority
372,19,12,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
373,19,13,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.69888,0.02624,0.72512,True,none,material conflict: greenhouse_heat_loop priority
374,19,14,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
375,19,15,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.61048,0.0,0.61048,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
376,19,16,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
377,19,17,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.72512,0.02624,0.75136,True,none,material conflict: greenhouse_heat_loop priority
378,19,18,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
379,19,19,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.61048,0.026,0.63648,True,none,delegated progress
380,20,0,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.75136,0.019418,0.770778,True,none,material conflict: greenhouse_heat_loop priority
381,20,1,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
382,20,2,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.63648,0.026,0.66248,True,none,material conflict: archive_public_kiosk priority
383,20,3,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
384,20,4,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.770778,0.0,0.770778,True,workshop over capacity,blocked: workshop over capacity
385,20,5,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
386,20,6,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.66248,0.026,0.68848,True,none,delegated progress
387,20,7,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
388,20,8,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.770778,0.032,0.802778,True,none,delegated progress
389,20,9,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
390,20,10,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.68848,0.0,0.68848,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
391,20,11,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
392,20,12,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.802778,0.019418,0.822195,True,none,material conflict: greenhouse_heat_loop priority
393,20,13,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
394,20,14,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.68848,0.026,0.71448,True,none,material conflict: archive_public_kiosk priority
395,20,15,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
396,20,16,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.822195,0.0,0.822195,True,workshop over capacity,blocked: workshop over capacity
397,20,17,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
398,20,18,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.71448,0.026,0.74048,True,none,delegated progress
399,20,19,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
400,21,0,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.36024,0.038,0.39824,True,none,delegated progress
401,21,1,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
402,21,2,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.34048,0.02812,0.3686,True,none,material conflict: archive_public_kiosk priority
403,21,3,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.114,0.038,0.152,True,none,delegated progress
404,21,4,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.39824,0.02812,0.42636,True,none,material conflict: greenhouse_heat_loop priority
405,21,5,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
406,21,6,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.3686,0.038,0.4066,True,none,delegated progress
407,21,7,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.152,0.0,0.152,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
408,21,8,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.42636,0.038,0.46436,True,none,delegated progress
409,21,9,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
410,21,10,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.4066,0.038,0.4446,True,none,delegated progress
411,21,11,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.152,0.038,0.19,True,none,delegated progress
412,21,12,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.46436,0.038,0.50236,True,none,delegated progress
413,21,13,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
414,21,14,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.4446,0.02812,0.47272,True,none,material conflict: archive_public_kiosk priority
415,21,15,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.19,0.038,0.228,True,none,delegated progress
416,21,16,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.50236,0.02812,0.53048,True,none,material conflict: greenhouse_heat_loop priority
417,21,17,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
418,21,18,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.47272,0.038,0.51072,True,none,delegated progress
419,21,19,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.228,0.03116,0.25916,True,none,material conflict: dusk_signal_court priority
420,22,0,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.57024,0.0,0.57024,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
421,22,1,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.6908,0.044,0.7348,True,none,material conflict: flood_bridge_market_route priority
422,22,2,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.136417,0.015777,0.152194,True,none,material conflict: archive_public_kiosk priority
423,22,3,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.41496,0.026,0.44096,True,none,delegated progress
424,22,4,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.57024,0.0,0.57024,True,material priority lost,blocked: material priority lost
425,22,5,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.7348,0.044,0.7788,True,none,delegated progress
426,22,6,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.152194,0.015777,0.16797,True,none,material conflict: archive_public_kiosk priority
427,22,7,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.44096,0.01924,0.4602,True,none,material conflict: dusk_signal_court priority
428,22,8,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.57024,0.0,0.57024,True,material priority lost,blocked: material priority lost
429,22,9,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.7788,0.03256,0.81136,True,none,material conflict: flood_bridge_market_route priority
430,22,10,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.16797,0.026,0.19397,True,none,delegated progress
431,22,11,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.4602,0.01924,0.47944,True,none,material conflict: dusk_signal_court priority
432,22,12,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.57024,0.044,0.61424,True,none,delegated progress
433,22,13,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.81136,0.03256,0.84392,True,none,material conflict: flood_bridge_market_route priority
434,22,14,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.19397,0.02132,0.21529,True,none,material conflict: archive_public_kiosk priority
435,22,15,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.47944,0.026,0.50544,True,none,delegated progress
436,22,16,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.61424,0.044,0.65824,True,none,material conflict: greenhouse_heat_loop priority
437,22,17,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.84392,0.044,0.88792,True,none,delegated progress
438,22,18,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.21529,0.015777,0.231067,True,none,material conflict: archive_public_kiosk priority
439,22,19,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.50544,0.026,0.53144,True,none,material conflict: dusk_signal_court priority
440,23,0,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.416,0.032,0.448,True,none,delegated progress
441,23,1,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.18316,0.0,0.18316,True,material priority lost,blocked: material priority lost
442,23,2,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.176,0.044,0.22,True,none,delegated progress
443,23,3,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.192,0.032,0.224,True,none,delegated progress
444,23,4,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.448,0.0,0.448,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
445,23,5,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.18316,0.0,0.18316,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
446,23,6,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.22,0.0,0.22,True,material priority lost,blocked: material priority lost
447,23,7,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.224,0.032,0.256,True,none,delegated progress
448,23,8,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.448,0.0,0.448,True,material priority lost,blocked: material priority lost
449,23,9,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.18316,0.038,0.22116,True,none,delegated progress
450,23,10,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.22,0.044,0.264,True,none,delegated progress
451,23,11,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.256,0.032,0.288,True,none,material conflict: dusk_signal_court priority
452,23,12,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.448,0.032,0.48,True,none,delegated progress
453,23,13,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.22116,0.03116,0.25232,True,none,material conflict: flood_bridge_market_route priority
454,23,14,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.264,0.044,0.308,True,none,delegated progress
455,23,15,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.288,0.0,0.288,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
456,23,16,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.48,0.032,0.512,True,none,delegated progress
457,23,17,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.25232,0.038,0.29032,True,none,delegated progress
458,23,18,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.308,0.044,0.352,True,none,material conflict: archive_public_kiosk priority
459,23,19,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.288,0.032,0.32,True,none,delegated progress
460,24,0,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.822195,0.02624,0.848435,True,none,material conflict: greenhouse_heat_loop priority
461,24,1,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
462,24,2,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.74048,0.026,0.76648,True,none,outcome changed routine
463,24,3,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.0,0.0,0.0,True,material priority lost,blocked: material priority lost
464,24,4,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.848435,0.032,0.880435,True,none,delegated progress
465,24,5,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
466,24,6,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.76648,0.026,0.79248,True,none,material conflict: archive_public_kiosk priority
467,24,7,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.0,0.038,0.038,True,none,delegated progress
468,24,8,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.880435,0.0,0.880435,True,workshop over capacity,blocked: workshop over capacity
469,24,9,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
470,24,10,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.79248,0.0,0.79248,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
471,24,11,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.038,0.038,0.076,True,none,material conflict: dusk_signal_court priority
472,24,12,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.880435,0.02624,0.906675,True,none,material conflict: greenhouse_heat_loop priority
473,24,13,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
474,24,14,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.79248,0.026,0.81848,True,none,delegated progress
475,24,15,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.076,0.038,0.114,True,none,material conflict: dusk_signal_court priority
476,24,16,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.906675,0.032,0.938675,True,none,delegated progress
477,24,17,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
478,24,18,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.81848,0.026,0.84448,True,none,material conflict: archive_public_kiosk priority
479,24,19,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.114,0.038,0.152,True,none,delegated progress
480,25,0,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
481,25,1,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.84448,0.0,0.84448,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
482,25,2,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.152,0.038,0.19,True,none,material conflict: dusk_signal_court priority
483,25,3,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.938675,0.032,0.970675,True,none,delegated progress
484,25,4,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
485,25,5,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.84448,0.0,0.84448,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
486,25,6,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.19,0.038,0.228,True,none,delegated progress
487,25,7,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.970675,0.02624,0.996915,True,none,material conflict: greenhouse_heat_loop priority
488,25,8,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
489,25,9,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.84448,0.026,0.87048,True,none,material conflict: archive_public_kiosk priority
490,25,10,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.228,0.038,0.266,True,none,material conflict: dusk_signal_court priority
491,25,11,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,0.996915,0.003085,1.0,True,none,material conflict: greenhouse_heat_loop priority
492,25,12,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
493,25,13,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.87048,0.026,0.89648,True,none,delegated progress
494,25,14,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.266,0.038,0.304,True,none,material conflict: dusk_signal_court priority
495,25,15,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,delegated progress
496,25,16,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
497,25,17,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.89648,0.026,0.92248,True,none,material conflict: archive_public_kiosk priority
498,25,18,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.304,0.038,0.342,True,none,delegated progress
499,25,19,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,material conflict: greenhouse_heat_loop priority
500,26,0,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
501,26,1,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.51072,0.038,0.54872,True,none,delegated progress
502,26,2,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.25916,0.023058,0.282218,True,none,material conflict: dusk_signal_court priority
503,26,3,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.53048,0.038,0.56848,True,none,delegated progress
504,26,4,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
505,26,5,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.54872,0.038,0.58672,True,none,delegated progress
506,26,6,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.282218,0.038,0.320218,True,none,delegated progress
507,26,7,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.56848,0.038,0.60648,True,none,delegated progress
508,26,8,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
509,26,9,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.58672,0.02812,0.61484,True,none,material conflict: archive_public_kiosk priority
510,26,10,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.320218,0.038,0.358218,True,none,delegated progress
511,26,11,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.60648,0.02812,0.6346,True,none,material conflict: greenhouse_heat_loop priority
512,26,12,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
513,26,13,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.61484,0.038,0.65284,True,none,delegated progress
514,26,14,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.358218,0.03116,0.389378,True,none,material conflict: dusk_signal_court priority
515,26,15,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.6346,0.038,0.6726,True,none,delegated progress
516,26,16,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
517,26,17,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.65284,0.038,0.69084,True,none,delegated progress
518,26,18,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.389378,0.0,0.389378,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
519,26,19,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.6726,0.038,0.7106,True,none,delegated progress
520,27,0,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.88792,0.044,0.93192,True,none,delegated progress
521,27,1,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.231067,0.015777,0.246844,True,none,material conflict: archive_public_kiosk priority
522,27,2,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.53144,0.01924,0.55068,True,none,material conflict: dusk_signal_court priority
523,27,3,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.65824,0.03256,0.6908,True,none,material conflict: greenhouse_heat_loop priority
524,27,4,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.93192,0.0,0.93192,True,material priority lost,blocked: material priority lost
525,27,5,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.246844,0.026,0.272844,True,none,delegated progress
526,27,6,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.55068,0.01924,0.56992,True,none,material conflict: dusk_signal_court priority
