tick_id,day,settlement_id,resident_id,tool_id,owner_id,avatar_action,claim_visible,permission_state,claim_respected,relationship_before,relationship_after,queue_pressure_before,queue_pressure_after,consequence_label,visible_claim_marker
816,46,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.738,0.744,0.922,0.904,claim understood,True
817,46,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
818,46,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.79,0.793,0.875,0.881,boundary respected,True
819,46,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.746,0.738,0.902,0.884,queue interrupted,True
822,46,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.748,0.74,0.904,0.886,queue interrupted,True
825,46,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.738,0.744,0.884,0.892,claim understood,True
826,46,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
827,46,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.723,0.726,0.871,0.877,boundary respected,True
828,47,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.882,0.89,claim understood,True
831,47,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
832,47,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.726,0.7,0.877,0.922,ownership wound,True
834,47,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
835,47,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.805,0.808,0.869,0.875,boundary respected,True
837,47,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.89,0.898,claim understood,True
840,47,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.898,0.906,claim understood,True
843,47,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
844,47,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.706,0.68,0.916,0.898,ownership wound,True
846,48,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.814,0.82,0.869,0.863,claim understood,True
848,48,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
849,48,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.676,0.679,0.898,0.904,boundary respected,True
851,48,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
852,48,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.824,0.798,0.863,0.908,ownership wound,True
855,48,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.679,0.685,0.904,0.898,claim understood,True
858,48,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.794,0.8,0.908,0.902,claim understood,True
860,48,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
861,48,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.685,0.688,0.898,0.904,boundary respected,True
863,48,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
864,49,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.764,0.77,0.894,0.902,claim understood,True
865,49,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
866,49,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.688,0.691,0.904,0.886,boundary respected,True
867,49,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.764,0.77,0.894,0.902,claim understood,True
868,49,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
869,49,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.804,0.807,0.902,0.884,boundary respected,True
870,49,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.774,0.766,0.902,0.884,queue interrupted,True
873,49,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.77,0.762,0.902,0.884,queue interrupted,True
876,49,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.77,0.776,0.884,0.892,claim understood,True
877,49,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
878,49,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.697,0.7,0.88,0.886,boundary respected,True
879,49,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.762,0.768,0.884,0.892,claim understood,True
880,49,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
881,49,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.813,0.816,0.878,0.884,boundary respected,True
882,50,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
883,50,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.696,0.699,0.886,0.892,boundary respected,True
885,50,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
886,50,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.816,0.819,0.884,0.89,boundary respected,True
888,50,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.884,0.892,claim understood,True
891,50,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.884,0.892,claim understood,True
894,50,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
895,50,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.705,0.708,0.886,0.892,boundary respected,True
897,50,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
898,50,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.825,0.828,0.884,0.89,boundary respected,True
900,51,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.708,0.682,0.892,0.937,ownership wound,True
902,51,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
903,51,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.824,0.827,0.89,0.896,boundary respected,True
906,51,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.678,0.684,0.937,0.931,claim understood,True
909,51,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.827,0.833,0.896,0.89,claim understood,True
911,51,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
912,51,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.688,0.662,0.931,0.913,ownership wound,True
914,51,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
915,51,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.833,0.836,0.89,0.896,boundary respected,True
918,52,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.788,0.794,0.894,0.902,claim understood,True
919,52,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
920,52,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.836,0.81,0.896,0.94,ownership wound,True
921,52,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.772,0.764,0.94,0.922,queue interrupted,True
924,52,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.798,0.79,0.902,0.884,queue interrupted,True
927,52,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.764,0.77,0.922,0.904,claim understood,True
928,52,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
929,52,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.664,0.667,0.907,0.889,boundary respected,True
930,52,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.794,0.8,0.884,0.892,claim understood,True
931,52,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
932,52,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.816,0.79,0.934,0.916,ownership wound,True
933,52,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.77,0.762,0.904,0.886,queue interrupted,True
936,53,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
937,53,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.786,0.789,0.916,0.898,boundary respected,True
939,53,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.896,0.904,claim understood,True
942,53,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.904,0.886,claim understood,True
945,53,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
946,53,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.683,0.686,0.877,0.883,boundary respected,True
948,53,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
949,53,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.795,0.798,0.892,0.898,boundary respected,True
951,53,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
954,54,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.798,0.801,0.898,0.904,boundary respected,True
957,54,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.692,0.698,0.877,0.871,claim understood,True
960,54,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.797,0.803,0.904,0.898,claim understood,True
962,54,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
963,54,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.698,0.701,0.871,0.877,boundary respected,True
965,54,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
966,54,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.807,0.81,0.898,0.904,boundary respected,True
969,54,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.701,0.707,0.877,0.871,claim understood,True
972,55,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.754,0.746,0.94,0.922,queue interrupted,True
975,55,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.796,0.788,0.94,0.922,queue interrupted,True
978,55,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.75,0.756,0.922,0.904,claim understood,True
979,55,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
980,55,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.717,0.691,0.865,0.91,ownership wound,True
981,55,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.788,0.794,0.922,0.904,claim understood,True
982,55,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
983,55,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.812,0.815,0.898,0.904,boundary respected,True
984,55,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.76,0.752,0.904,0.886,queue interrupted,True
987,55,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.794,0.786,0.904,0.886,queue interrupted,True
990,56,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.89,0.898,claim understood,True
993,56,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.89,0.898,claim understood,True
996,56,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
997,56,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.703,0.706,0.898,0.904,boundary respected,True
999,56,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1000,56,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.831,0.805,0.892,0.937,ownership wound,True
1002,56,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.906,0.888,claim understood,True
1005,56,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.906,0.888,claim understood,True
1008,57,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.712,0.718,0.898,0.892,claim understood,True
1011,57,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.811,0.817,0.931,0.925,claim understood,True
1013,57,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1014,57,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.722,0.725,0.892,0.898,boundary respected,True
1016,57,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1017,57,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.817,0.82,0.925,0.907,boundary respected,True
1020,57,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.721,0.727,0.898,0.892,claim understood,True
1023,57,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.82,0.826,0.907,0.901,claim understood,True
1025,57,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1026,58,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.778,0.77,0.94,0.922,queue interrupted,True
1029,58,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.776,0.782,0.894,0.902,claim understood,True
1030,58,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1031,58,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.731,0.734,0.892,0.898,boundary respected,True
1032,58,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.774,0.78,0.922,0.904,claim understood,True
1033,58,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
1034,58,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.836,0.839,0.895,0.901,boundary respected,True
1035,58,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.782,0.774,0.902,0.884,queue interrupted,True
1038,58,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.784,0.776,0.904,0.886,queue interrupted,True
1041,58,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.774,0.78,0.884,0.892,claim understood,True
1042,58,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1043,58,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.74,0.743,0.892,0.898,boundary respected,True
1044,59,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.884,0.892,claim understood,True
1047,59,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1048,59,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.743,0.717,0.898,0.94,ownership wound,True
1050,59,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
1051,59,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.851,0.854,0.889,0.895,boundary respected,True
1053,59,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.892,0.9,claim understood,True
1056,59,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.9,0.882,claim understood,True
1059,59,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1060,59,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.723,0.697,0.934,0.916,ownership wound,True
1062,60,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.86,0.866,0.889,0.883,claim understood,True
1064,60,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1065,60,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.693,0.696,0.916,0.898,boundary respected,True
1067,60,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1068,60,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.87,0.844,0.883,0.928,ownership wound,True
1071,60,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.696,0.702,0.898,0.892,claim understood,True
1074,60,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.84,0.846,0.928,0.922,claim understood,True
1076,60,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1077,60,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.702,0.705,0.892,0.898,boundary respected,True
1079,60,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1080,61,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.8,0.806,0.894,0.902,claim understood,True
1081,61,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1082,61,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.705,0.708,0.898,0.904,boundary respected,True
1083,61,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.8,0.806,0.894,0.902,claim understood,True
1084,61,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1085,61,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.85,0.853,0.922,0.904,boundary respected,True
1086,61,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.81,0.802,0.902,0.884,queue interrupted,True
1089,61,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.806,0.798,0.902,0.884,queue interrupted,True
1092,61,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.806,0.812,0.884,0.892,claim understood,True
1093,61,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1094,61,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.714,0.717,0.898,0.904,boundary respected,True
1095,61,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.798,0.804,0.884,0.892,claim understood,True
1096,61,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1097,61,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.859,0.862,0.898,0.904,boundary respected,True
1098,62,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1099,62,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.713,0.716,0.904,0.886,boundary respected,True
1101,62,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1102,62,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.862,0.865,0.904,0.886,boundary respected,True
1104,62,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
1107,62,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
1110,62,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
1111,62,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.722,0.725,0.88,0.886,boundary respected,True
1113,62,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
1114,62,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.871,0.874,0.88,0.886,boundary respected,True
1116,63,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.725,0.699,0.886,0.931,ownership wound,True
1118,63,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1119,63,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.87,0.873,0.886,0.892,boundary respected,True
1122,63,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.695,0.701,0.931,0.925,claim understood,True
1125,63,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.873,0.879,0.892,0.886,claim understood,True
1127,63,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1128,63,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.705,0.679,0.925,0.907,ownership wound,True
1130,63,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
1131,63,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.879,0.882,0.886,0.892,boundary respected,True
1134,64,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.824,0.83,0.894,0.902,claim understood,True
1135,64,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1136,64,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.882,0.856,0.892,0.937,ownership wound,True
1137,64,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.808,0.8,0.94,0.922,queue interrupted,True
1140,64,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.834,0.826,0.902,0.884,queue interrupted,True
1143,64,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.8,0.806,0.922,0.904,claim understood,True
1144,64,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1145,64,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.681,0.684,0.901,0.883,boundary respected,True
1146,64,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.83,0.836,0.884,0.892,claim understood,True
1147,64,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
1148,64,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.862,0.836,0.931,0.913,ownership wound,True
1149,64,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.806,0.798,0.904,0.886,queue interrupted,True
1152,65,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1153,65,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.832,0.835,0.913,0.895,boundary respected,True
1155,65,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.898,0.906,claim understood,True
1158,65,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.906,0.888,claim understood,True
1161,65,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1162,65,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.7,0.703,0.871,0.877,boundary respected,True
1164,65,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1165,65,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.841,0.844,0.889,0.895,boundary respected,True
1167,65,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.888,0.896,claim understood,True
1170,66,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.844,0.847,0.895,0.901,boundary respected,True
1173,66,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.709,0.715,0.871,0.865,claim understood,True
1176,66,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.843,0.849,0.901,0.895,claim understood,True
1178,66,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1179,66,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.715,0.718,0.865,0.871,boundary respected,True
1181,66,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1182,66,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.853,0.856,0.895,0.901,boundary respected,True
1185,66,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.718,0.724,0.871,0.865,claim understood,True
1188,67,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.79,0.782,0.94,0.922,queue interrupted,True
1191,67,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.832,0.824,0.94,0.922,queue interrupted,True
1194,67,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.786,0.792,0.922,0.904,claim understood,True
1195,67,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1196,67,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.734,0.708,0.859,0.904,ownership wound,True
1197,67,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.824,0.83,0.922,0.904,claim understood,True
1198,67,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1199,67,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.858,0.861,0.895,0.901,boundary respected,True
1200,67,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.796,0.788,0.904,0.886,queue interrupted,True
1203,67,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.83,0.822,0.904,0.886,queue interrupted,True
1206,68,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.892,0.9,claim understood,True
1209,68,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.892,0.9,claim understood,True
1212,68,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1213,68,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.72,0.723,0.892,0.898,boundary respected,True
1215,68,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1216,68,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.877,0.851,0.889,0.934,ownership wound,True
