tick_id,day,settlement_id,resident_id,avatar_choice,trust_before,trust_after,curiosity_before,curiosity_after,guardedness_before,guardedness_after,history_hash_before,history_hash_after,changed_trust_without_erasing_history,private_workspace_not_dumped
1290,72,orchid_engine,Bea,offer_greeting,0.906,0.908,0.9,0.9,0.23,0.23,85faa3be50b120f2,85faa3be50b120f2,True,True
1291,72,moss_ward,Fay,ask_translation,0.882,0.892,0.888,0.9,0.26,0.26,55ce9317b2e18d2a,55ce9317b2e18d2a,True,True
1292,72,glass_harbor,Puck,repeat_local_phrase,0.736,0.738,0.9,0.9,0.384,0.384,1e77671e04a29a95,1e77671e04a29a95,True,True
1293,72,cinder_garden,Wren,offer_trade_good,0.692,0.694,0.732,0.75,0.374,0.374,cbe3f3dfe3ac02f4,cbe3f3dfe3ac02f4,True,True
1294,72,lichen_bridge,Kio,touch_restricted_object,0.882,0.864,0.894,0.888,0.29,0.29,9a008067e9cea32d,9a008067e9cea32d,True,True
1295,72,orchid_engine,Cai,step_back,0.918,0.928,0.9,0.9,0.206,0.206,85faa3be50b120f2,85faa3be50b120f2,True,True
1296,73,glass_harbor,Nia,observe_before_speaking,0.94,0.94,0.9,0.9,0.194,0.194,288cf9f076dd8dec,288cf9f076dd8dec,False,True
1297,73,cinder_garden,Pax,offer_greeting,0.908,0.91,0.9,0.9,0.222,0.222,33f5427ce072eb72,33f5427ce072eb72,True,True
1298,73,lichen_bridge,Rin,ask_translation,0.758,0.768,0.804,0.822,0.348,0.348,d0daeda986f14394,d0daeda986f14394,True,True
1299,73,orchid_engine,Eli,repeat_local_phrase,0.94,0.938,0.9,0.9,0.062,0.062,84e968a4ec7c05b8,84e968a4ec7c05b8,True,True
1300,73,moss_ward,Ari,offer_trade_good,0.94,0.94,0.9,0.9,0.208,0.208,27a031122991b0bc,27a031122991b0bc,False,True
1301,73,glass_harbor,Oren,touch_restricted_object,0.9,0.882,0.894,0.888,0.286,0.286,288cf9f076dd8dec,288cf9f076dd8dec,True,True
1302,73,cinder_garden,Vale,step_back,0.94,0.938,0.9,0.9,0.054,0.054,33f5427ce072eb72,33f5427ce072eb72,True,True
1303,73,lichen_bridge,Sol,ask_custom_reason,0.75,0.76,0.9,0.9,0.358,0.358,d0daeda986f14394,d0daeda986f14394,True,True
1304,73,orchid_engine,Bea,interrupt_protocol,0.896,0.886,0.9,0.894,0.248,0.248,84e968a4ec7c05b8,84e968a4ec7c05b8,True,True
1305,73,moss_ward,Fay,wait_for_resident_lead,0.902,0.904,0.9,0.9,0.25,0.25,27a031122991b0bc,27a031122991b0bc,True,True
1306,73,glass_harbor,Puck,observe_before_speaking,0.748,0.758,0.9,0.9,0.366,0.366,288cf9f076dd8dec,288cf9f076dd8dec,True,True
1307,73,cinder_garden,Wren,offer_greeting,0.7,0.702,0.75,0.756,0.37,0.37,33f5427ce072eb72,33f5427ce072eb72,True,True
1308,73,lichen_bridge,Kio,ask_translation,0.87,0.88,0.888,0.9,0.278,0.278,d0daeda986f14394,d0daeda986f14394,True,True
1309,73,orchid_engine,Cai,repeat_local_phrase,0.934,0.936,0.9,0.9,0.202,0.202,84e968a4ec7c05b8,84e968a4ec7c05b8,True,True
1310,73,moss_ward,Milo,offer_trade_good,0.732,0.734,0.738,0.756,0.356,0.356,27a031122991b0bc,27a031122991b0bc,True,True
1311,73,glass_harbor,Sera,touch_restricted_object,0.926,0.908,0.9,0.894,0.17,0.17,288cf9f076dd8dec,288cf9f076dd8dec,True,True
1312,73,cinder_garden,Juno,step_back,0.924,0.934,0.9,0.9,0.194,0.194,33f5427ce072eb72,33f5427ce072eb72,True,True
1313,73,lichen_bridge,Luma,ask_custom_reason,0.94,0.94,0.9,0.9,0.204,0.204,d0daeda986f14394,d0daeda986f14394,False,True
1314,74,moss_ward,Ari,offer_greeting,0.94,0.94,0.9,0.9,0.204,0.204,cf77bd67dcb6ca68,cf77bd67dcb6ca68,False,True
1315,74,glass_harbor,Oren,ask_translation,0.888,0.898,0.888,0.9,0.274,0.274,f30fff9c2fe6528a,f30fff9c2fe6528a,True,True
1316,74,cinder_garden,Vale,repeat_local_phrase,0.94,0.938,0.9,0.9,0.05,0.05,d246ff0a663fbe17,d246ff0a663fbe17,True,True
1317,74,lichen_bridge,Sol,offer_trade_good,0.762,0.764,0.9,0.9,0.358,0.358,049fe8e7f3029fee,049fe8e7f3029fee,True,True
1318,74,orchid_engine,Bea,touch_restricted_object,0.874,0.856,0.894,0.888,0.286,0.286,12bc04ad5700c8ed,12bc04ad5700c8ed,True,True
1319,74,moss_ward,Fay,step_back,0.914,0.924,0.9,0.9,0.232,0.232,cf77bd67dcb6ca68,cf77bd67dcb6ca68,True,True
1320,74,glass_harbor,Puck,ask_custom_reason,0.76,0.77,0.9,0.9,0.358,0.358,f30fff9c2fe6528a,f30fff9c2fe6528a,True,True
1321,74,cinder_garden,Wren,interrupt_protocol,0.69,0.68,0.756,0.75,0.388,0.388,d246ff0a663fbe17,d246ff0a663fbe17,True,True
1322,74,lichen_bridge,Kio,wait_for_resident_lead,0.89,0.892,0.9,0.9,0.268,0.268,049fe8e7f3029fee,049fe8e7f3029fee,True,True
1323,74,orchid_engine,Cai,observe_before_speaking,0.94,0.94,0.9,0.9,0.184,0.184,12bc04ad5700c8ed,12bc04ad5700c8ed,False,True
1324,74,moss_ward,Milo,offer_greeting,0.74,0.742,0.756,0.762,0.352,0.352,cf77bd67dcb6ca68,cf77bd67dcb6ca68,True,True
1325,74,glass_harbor,Sera,ask_translation,0.914,0.924,0.894,0.9,0.158,0.158,f30fff9c2fe6528a,f30fff9c2fe6528a,True,True
1326,74,cinder_garden,Juno,repeat_local_phrase,0.94,0.94,0.9,0.9,0.19,0.19,d246ff0a663fbe17,d246ff0a663fbe17,False,True
1327,74,lichen_bridge,Luma,offer_trade_good,0.94,0.94,0.9,0.9,0.204,0.204,049fe8e7f3029fee,049fe8e7f3029fee,False,True
1328,74,orchid_engine,Dax,touch_restricted_object,0.926,0.908,0.9,0.894,0.17,0.17,12bc04ad5700c8ed,12bc04ad5700c8ed,True,True
1329,74,moss_ward,Tala,step_back,0.79,0.8,0.828,0.834,0.312,0.312,cf77bd67dcb6ca68,cf77bd67dcb6ca68,True,True
1330,74,glass_harbor,Nia,ask_custom_reason,0.94,0.94,0.9,0.9,0.186,0.186,f30fff9c2fe6528a,f30fff9c2fe6528a,False,True
1331,74,cinder_garden,Pax,interrupt_protocol,0.898,0.888,0.9,0.894,0.24,0.24,d246ff0a663fbe17,d246ff0a663fbe17,True,True
1332,75,orchid_engine,Bea,ask_translation,0.862,0.872,0.888,0.9,0.274,0.274,a09f9dca62e5775a,a09f9dca62e5775a,True,True
1333,75,moss_ward,Fay,repeat_local_phrase,0.93,0.932,0.9,0.9,0.228,0.228,9b5d587b790fcfb9,9b5d587b790fcfb9,True,True
1334,75,glass_harbor,Puck,offer_trade_good,0.772,0.774,0.9,0.9,0.358,0.358,7cd829b435df3032,7cd829b435df3032,True,True
1335,75,cinder_garden,Wren,touch_restricted_object,0.668,0.65,0.75,0.744,0.426,0.426,38c35d8c3b092623,38c35d8c3b092623,True,True
1336,75,lichen_bridge,Kio,step_back,0.902,0.912,0.9,0.9,0.25,0.25,168c6a11f0a4a52b,168c6a11f0a4a52b,True,True
1337,75,orchid_engine,Cai,ask_custom_reason,0.94,0.938,0.9,0.9,0.176,0.176,a09f9dca62e5775a,a09f9dca62e5775a,True,True
1338,75,moss_ward,Milo,interrupt_protocol,0.73,0.72,0.762,0.756,0.37,0.37,9b5d587b790fcfb9,9b5d587b790fcfb9,True,True
1339,75,glass_harbor,Sera,wait_for_resident_lead,0.934,0.936,0.9,0.9,0.148,0.148,7cd829b435df3032,7cd829b435df3032,True,True
1340,75,cinder_garden,Juno,observe_before_speaking,0.94,0.938,0.9,0.9,0.172,0.172,38c35d8c3b092623,38c35d8c3b092623,True,True
1341,75,lichen_bridge,Luma,offer_greeting,0.94,0.94,0.9,0.9,0.2,0.2,168c6a11f0a4a52b,168c6a11f0a4a52b,False,True
1342,75,orchid_engine,Dax,ask_translation,0.914,0.924,0.894,0.9,0.158,0.158,a09f9dca62e5775a,a09f9dca62e5775a,True,True
1343,75,moss_ward,Tala,repeat_local_phrase,0.806,0.808,0.834,0.84,0.308,0.308,9b5d587b790fcfb9,9b5d587b790fcfb9,True,True
1344,75,glass_harbor,Nia,offer_trade_good,0.94,0.94,0.9,0.9,0.186,0.186,7cd829b435df3032,7cd829b435df3032,False,True
1345,75,cinder_garden,Pax,touch_restricted_object,0.876,0.858,0.894,0.888,0.278,0.278,38c35d8c3b092623,38c35d8c3b092623,True,True
1346,75,lichen_bridge,Rin,step_back,0.778,0.788,0.822,0.828,0.33,0.33,168c6a11f0a4a52b,168c6a11f0a4a52b,True,True
1347,75,orchid_engine,Eli,ask_custom_reason,0.94,0.938,0.9,0.9,0.054,0.054,a09f9dca62e5775a,a09f9dca62e5775a,True,True
1348,75,moss_ward,Ari,interrupt_protocol,0.928,0.918,0.9,0.894,0.222,0.222,9b5d587b790fcfb9,9b5d587b790fcfb9,True,True
1349,75,glass_harbor,Oren,wait_for_resident_lead,0.908,0.91,0.9,0.9,0.264,0.264,7cd829b435df3032,7cd829b435df3032,True,True
1350,76,lichen_bridge,Kio,repeat_local_phrase,0.918,0.92,0.9,0.9,0.246,0.246,2a4539fe6d779bfb,2a4539fe6d779bfb,True,True
1351,76,orchid_engine,Cai,offer_trade_good,0.94,0.938,0.9,0.9,0.176,0.176,069e552b9dc179a2,069e552b9dc179a2,True,True
1352,76,moss_ward,Milo,touch_restricted_object,0.708,0.69,0.756,0.75,0.408,0.408,3f8d6f587b5023c7,3f8d6f587b5023c7,True,True
1353,76,glass_harbor,Sera,step_back,0.94,0.938,0.9,0.9,0.13,0.13,44e37b06a355dd35,44e37b06a355dd35,True,True
1354,76,cinder_garden,Juno,ask_custom_reason,0.94,0.938,0.9,0.9,0.164,0.164,575112270e65e916,575112270e65e916,True,True
1355,76,lichen_bridge,Luma,interrupt_protocol,0.928,0.918,0.9,0.894,0.218,0.218,2a4539fe6d779bfb,2a4539fe6d779bfb,True,True
1356,76,orchid_engine,Dax,wait_for_resident_lead,0.934,0.936,0.9,0.9,0.148,0.148,069e552b9dc179a2,069e552b9dc179a2,True,True
1357,76,moss_ward,Tala,observe_before_speaking,0.818,0.828,0.84,0.846,0.29,0.29,3f8d6f587b5023c7,3f8d6f587b5023c7,True,True
1358,76,glass_harbor,Nia,offer_greeting,0.94,0.94,0.9,0.9,0.182,0.182,44e37b06a355dd35,44e37b06a355dd35,False,True
1359,76,cinder_garden,Pax,ask_translation,0.864,0.874,0.888,0.9,0.266,0.266,575112270e65e916,575112270e65e916,True,True
1360,76,lichen_bridge,Rin,repeat_local_phrase,0.794,0.796,0.828,0.834,0.326,0.326,2a4539fe6d779bfb,2a4539fe6d779bfb,True,True
1361,76,orchid_engine,Eli,offer_trade_good,0.94,0.938,0.9,0.9,0.054,0.054,069e552b9dc179a2,069e552b9dc179a2,True,True
1362,76,moss_ward,Ari,touch_restricted_object,0.906,0.888,0.894,0.888,0.26,0.26,3f8d6f587b5023c7,3f8d6f587b5023c7,True,True
1363,76,glass_harbor,Oren,step_back,0.92,0.93,0.9,0.9,0.246,0.246,44e37b06a355dd35,44e37b06a355dd35,True,True
1364,76,cinder_garden,Vale,ask_custom_reason,0.94,0.938,0.9,0.9,0.042,0.042,575112270e65e916,575112270e65e916,True,True
1365,76,lichen_bridge,Sol,interrupt_protocol,0.752,0.742,0.9,0.894,0.376,0.376,2a4539fe6d779bfb,2a4539fe6d779bfb,True,True
1366,76,orchid_engine,Bea,wait_for_resident_lead,0.882,0.884,0.9,0.9,0.264,0.264,069e552b9dc179a2,069e552b9dc179a2,True,True
1367,76,moss_ward,Fay,observe_before_speaking,0.94,0.94,0.9,0.9,0.21,0.21,3f8d6f587b5023c7,3f8d6f587b5023c7,False,True
1368,77,cinder_garden,Juno,offer_trade_good,0.94,0.938,0.9,0.9,0.164,0.164,e2279b8868fc5b6d,e2279b8868fc5b6d,True,True
1369,77,lichen_bridge,Luma,touch_restricted_object,0.906,0.888,0.894,0.888,0.256,0.256,32b727769adac377,32b727769adac377,True,True
1370,77,orchid_engine,Dax,step_back,0.94,0.938,0.9,0.9,0.13,0.13,4e48dbdbdfa22597,4e48dbdbdfa22597,True,True
1371,77,moss_ward,Tala,ask_custom_reason,0.83,0.84,0.846,0.864,0.282,0.282,6c97adb30704a706,6c97adb30704a706,True,True
1372,77,glass_harbor,Nia,interrupt_protocol,0.928,0.918,0.9,0.894,0.2,0.2,60bd58e8f7df2a1a,60bd58e8f7df2a1a,True,True
1373,77,cinder_garden,Pax,wait_for_resident_lead,0.884,0.886,0.9,0.9,0.256,0.256,e2279b8868fc5b6d,e2279b8868fc5b6d,True,True
1374,77,lichen_bridge,Rin,observe_before_speaking,0.806,0.816,0.834,0.84,0.308,0.308,32b727769adac377,32b727769adac377,True,True
1375,77,orchid_engine,Eli,offer_greeting,0.94,0.938,0.9,0.9,0.05,0.05,4e48dbdbdfa22597,4e48dbdbdfa22597,True,True
1376,77,moss_ward,Ari,ask_translation,0.894,0.904,0.888,0.9,0.248,0.248,6c97adb30704a706,6c97adb30704a706,True,True
1377,77,glass_harbor,Oren,repeat_local_phrase,0.936,0.938,0.9,0.9,0.242,0.242,60bd58e8f7df2a1a,60bd58e8f7df2a1a,True,True
1378,77,cinder_garden,Vale,offer_trade_good,0.94,0.938,0.9,0.9,0.042,0.042,e2279b8868fc5b6d,e2279b8868fc5b6d,True,True
1379,77,lichen_bridge,Sol,touch_restricted_object,0.73,0.712,0.894,0.888,0.414,0.414,32b727769adac377,32b727769adac377,True,True
1380,77,orchid_engine,Bea,step_back,0.894,0.904,0.9,0.9,0.246,0.246,4e48dbdbdfa22597,4e48dbdbdfa22597,True,True
1381,77,moss_ward,Fay,ask_custom_reason,0.94,0.94,0.9,0.9,0.202,0.202,6c97adb30704a706,6c97adb30704a706,False,True
1382,77,glass_harbor,Puck,interrupt_protocol,0.762,0.752,0.9,0.894,0.376,0.376,60bd58e8f7df2a1a,60bd58e8f7df2a1a,True,True
1383,77,cinder_garden,Wren,wait_for_resident_lead,0.66,0.662,0.744,0.75,0.416,0.416,e2279b8868fc5b6d,e2279b8868fc5b6d,True,True
1384,77,lichen_bridge,Kio,observe_before_speaking,0.93,0.94,0.9,0.9,0.228,0.228,32b727769adac377,32b727769adac377,True,True
1385,77,orchid_engine,Cai,offer_greeting,0.94,0.938,0.9,0.9,0.172,0.172,4e48dbdbdfa22597,4e48dbdbdfa22597,True,True
1386,78,glass_harbor,Nia,touch_restricted_object,0.906,0.888,0.894,0.888,0.238,0.238,f16d225ecebcc99b,f16d225ecebcc99b,True,True
1387,78,cinder_garden,Pax,step_back,0.896,0.906,0.9,0.9,0.238,0.238,5979c32c59dd9c73,5979c32c59dd9c73,True,True
1388,78,lichen_bridge,Rin,ask_custom_reason,0.818,0.828,0.84,0.858,0.3,0.3,281ae05990bec031,281ae05990bec031,True,True
1389,78,orchid_engine,Eli,interrupt_protocol,0.926,0.916,0.9,0.894,0.068,0.068,95ac2702a955c7fc,95ac2702a955c7fc,True,True
1390,78,moss_ward,Ari,wait_for_resident_lead,0.914,0.916,0.9,0.9,0.238,0.238,dccedbdb5e737671,dccedbdb5e737671,True,True
1391,78,glass_harbor,Oren,observe_before_speaking,0.94,0.94,0.9,0.9,0.224,0.224,f16d225ecebcc99b,f16d225ecebcc99b,False,True
1392,78,cinder_garden,Vale,offer_greeting,0.94,0.938,0.9,0.9,0.04,0.04,5979c32c59dd9c73,5979c32c59dd9c73,True,True
1393,78,lichen_bridge,Sol,ask_translation,0.718,0.728,0.888,0.9,0.402,0.402,281ae05990bec031,281ae05990bec031,True,True
1394,78,orchid_engine,Bea,repeat_local_phrase,0.91,0.912,0.9,0.9,0.242,0.242,95ac2702a955c7fc,95ac2702a955c7fc,True,True
1395,78,moss_ward,Fay,offer_trade_good,0.94,0.94,0.9,0.9,0.202,0.202,dccedbdb5e737671,dccedbdb5e737671,False,True
1396,78,glass_harbor,Puck,touch_restricted_object,0.74,0.722,0.894,0.888,0.414,0.414,f16d225ecebcc99b,f16d225ecebcc99b,True,True
1397,78,cinder_garden,Wren,step_back,0.672,0.682,0.75,0.756,0.398,0.398,5979c32c59dd9c73,5979c32c59dd9c73,True,True
1398,78,lichen_bridge,Kio,ask_custom_reason,0.94,0.94,0.9,0.9,0.22,0.22,281ae05990bec031,281ae05990bec031,False,True
1399,78,orchid_engine,Cai,interrupt_protocol,0.926,0.916,0.9,0.894,0.19,0.19,95ac2702a955c7fc,95ac2702a955c7fc,True,True
1400,78,moss_ward,Milo,wait_for_resident_lead,0.7,0.702,0.75,0.756,0.398,0.398,dccedbdb5e737671,dccedbdb5e737671,True,True
1401,78,glass_harbor,Sera,observe_before_speaking,0.94,0.938,0.9,0.9,0.112,0.112,f16d225ecebcc99b,f16d225ecebcc99b,True,True
1402,78,cinder_garden,Juno,offer_greeting,0.94,0.938,0.9,0.9,0.16,0.16,5979c32c59dd9c73,5979c32c59dd9c73,True,True
1403,78,lichen_bridge,Luma,ask_translation,0.894,0.904,0.888,0.9,0.244,0.244,281ae05990bec031,281ae05990bec031,True,True
1404,79,moss_ward,Ari,step_back,0.926,0.936,0.9,0.9,0.22,0.22,7f40b4cf8b09cf99,7f40b4cf8b09cf99,True,True
1405,79,glass_harbor,Oren,ask_custom_reason,0.94,0.94,0.9,0.9,0.216,0.216,25cec5dfe899c7ea,25cec5dfe899c7ea,False,True
1406,79,cinder_garden,Vale,interrupt_protocol,0.926,0.916,0.9,0.894,0.058,0.058,4844e0a5d8fd955f,4844e0a5d8fd955f,True,True
1407,79,lichen_bridge,Sol,wait_for_resident_lead,0.738,0.74,0.9,0.9,0.392,0.392,e604e52cf37872d9,e604e52cf37872d9,True,True
1408,79,orchid_engine,Bea,observe_before_speaking,0.922,0.932,0.9,0.9,0.224,0.224,84b6ac007a467596,84b6ac007a467596,True,True
1409,79,moss_ward,Fay,offer_greeting,0.94,0.94,0.9,0.9,0.198,0.198,7f40b4cf8b09cf99,7f40b4cf8b09cf99,False,True
1410,79,glass_harbor,Puck,ask_translation,0.728,0.738,0.888,0.9,0.402,0.402,25cec5dfe899c7ea,25cec5dfe899c7ea,True,True
1411,79,cinder_garden,Wren,repeat_local_phrase,0.688,0.69,0.756,0.762,0.394,0.394,4844e0a5d8fd955f,4844e0a5d8fd955f,True,True
1412,79,lichen_bridge,Kio,offer_trade_good,0.94,0.94,0.9,0.9,0.22,0.22,e604e52cf37872d9,e604e52cf37872d9,False,True
1413,79,orchid_engine,Cai,touch_restricted_object,0.904,0.886,0.894,0.888,0.228,0.228,84b6ac007a467596,84b6ac007a467596,True,True
1414,79,moss_ward,Milo,step_back,0.712,0.722,0.756,0.762,0.38,0.38,7f40b4cf8b09cf99,7f40b4cf8b09cf99,True,True
1415,79,glass_harbor,Sera,ask_custom_reason,0.94,0.938,0.9,0.9,0.104,0.104,25cec5dfe899c7ea,25cec5dfe899c7ea,True,True
1416,79,cinder_garden,Juno,interrupt_protocol,0.926,0.916,0.9,0.894,0.178,0.178,4844e0a5d8fd955f,4844e0a5d8fd955f,True,True
1417,79,lichen_bridge,Luma,wait_for_resident_lead,0.914,0.916,0.9,0.9,0.234,0.234,e604e52cf37872d9,e604e52cf37872d9,True,True
1418,79,orchid_engine,Dax,observe_before_speaking,0.94,0.938,0.9,0.9,0.112,0.112,84b6ac007a467596,84b6ac007a467596,True,True
1419,79,moss_ward,Tala,offer_greeting,0.846,0.848,0.864,0.87,0.278,0.278,7f40b4cf8b09cf99,7f40b4cf8b09cf99,True,True
1420,79,glass_harbor,Nia,ask_translation,0.894,0.904,0.888,0.9,0.226,0.226,25cec5dfe899c7ea,25cec5dfe899c7ea,True,True
1421,79,cinder_garden,Pax,repeat_local_phrase,0.912,0.914,0.9,0.9,0.234,0.234,4844e0a5d8fd955f,4844e0a5d8fd955f,True,True
1422,80,orchid_engine,Bea,ask_custom_reason,0.934,0.94,0.9,0.9,0.216,0.216,8ea1c9f78a875f4f,8ea1c9f78a875f4f,True,True
1423,80,moss_ward,Fay,interrupt_protocol,0.928,0.918,0.9,0.894,0.216,0.216,72bf8702f2fe5e8f,72bf8702f2fe5e8f,True,True
1424,80,glass_harbor,Puck,wait_for_resident_lead,0.748,0.75,0.9,0.9,0.392,0.392,63b1c5fd2c915e0e,63b1c5fd2c915e0e,True,True
1425,80,cinder_garden,Wren,observe_before_speaking,0.7,0.71,0.762,0.768,0.376,0.376,6781d202440e0861,6781d202440e0861,True,True
1426,80,lichen_bridge,Kio,offer_greeting,0.94,0.94,0.9,0.9,0.216,0.216,f23a144d93a0a2c0,f23a144d93a0a2c0,False,True
1427,80,orchid_engine,Cai,ask_translation,0.892,0.902,0.888,0.9,0.216,0.216,8ea1c9f78a875f4f,8ea1c9f78a875f4f,True,True
1428,80,moss_ward,Milo,repeat_local_phrase,0.728,0.73,0.762,0.768,0.376,0.376,72bf8702f2fe5e8f,72bf8702f2fe5e8f,True,True
1429,80,glass_harbor,Sera,offer_trade_good,0.94,0.938,0.9,0.9,0.104,0.104,63b1c5fd2c915e0e,63b1c5fd2c915e0e,True,True
1430,80,cinder_garden,Juno,touch_restricted_object,0.904,0.886,0.894,0.888,0.216,0.216,6781d202440e0861,6781d202440e0861,True,True
1431,80,lichen_bridge,Luma,step_back,0.926,0.936,0.9,0.9,0.216,0.216,f23a144d93a0a2c0,f23a144d93a0a2c0,True,True
1432,80,orchid_engine,Dax,ask_custom_reason,0.94,0.938,0.9,0.9,0.104,0.104,8ea1c9f78a875f4f,8ea1c9f78a875f4f,True,True
1433,80,moss_ward,Tala,interrupt_protocol,0.836,0.826,0.87,0.864,0.296,0.296,72bf8702f2fe5e8f,72bf8702f2fe5e8f,True,True
1434,80,glass_harbor,Nia,wait_for_resident_lead,0.914,0.916,0.9,0.9,0.216,0.216,63b1c5fd2c915e0e,63b1c5fd2c915e0e,True,True
1435,80,cinder_garden,Pax,observe_before_speaking,0.924,0.934,0.9,0.9,0.216,0.216,6781d202440e0861,6781d202440e0861,True,True
1436,80,lichen_bridge,Rin,offer_greeting,0.834,0.836,0.858,0.864,0.296,0.296,f23a144d93a0a2c0,f23a144d93a0a2c0,True,True
1437,80,orchid_engine,Eli,ask_translation,0.922,0.932,0.894,0.9,0.056,0.056,8ea1c9f78a875f4f,8ea1c9f78a875f4f,True,True
1438,80,moss_ward,Ari,repeat_local_phrase,0.94,0.94,0.9,0.9,0.216,0.216,72bf8702f2fe5e8f,72bf8702f2fe5e8f,False,True
1439,80,glass_harbor,Oren,offer_trade_good,0.94,0.94,0.9,0.9,0.216,0.216,63b1c5fd2c915e0e,63b1c5fd2c915e0e,False,True
1440,81,lichen_bridge,Kio,interrupt_protocol,0.928,0.918,0.9,0.894,0.234,0.234,9ebf0e6848eef742,9ebf0e6848eef742,True,True
1441,81,orchid_engine,Cai,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.206,0.206,cc94ac21806718c8,cc94ac21806718c8,True,True
1442,81,moss_ward,Milo,observe_before_speaking,0.74,0.75,0.768,0.774,0.358,0.358,75739cec002199d9,75739cec002199d9,True,True
1443,81,glass_harbor,Sera,offer_greeting,0.94,0.938,0.9,0.9,0.1,0.1,0d91d1d08a3b9bbc,0d91d1d08a3b9bbc,True,True
1444,81,cinder_garden,Juno,ask_translation,0.892,0.902,0.888,0.9,0.204,0.204,33a278df75fc47c3,33a278df75fc47c3,True,True
1445,81,lichen_bridge,Luma,repeat_local_phrase,0.94,0.94,0.9,0.9,0.212,0.212,9ebf0e6848eef742,9ebf0e6848eef742,False,True
1446,81,orchid_engine,Dax,offer_trade_good,0.94,0.938,0.9,0.9,0.104,0.104,cc94ac21806718c8,cc94ac21806718c8,True,True
1447,81,moss_ward,Tala,touch_restricted_object,0.814,0.796,0.864,0.858,0.334,0.334,75739cec002199d9,75739cec002199d9,True,True
1448,81,glass_harbor,Nia,step_back,0.926,0.936,0.9,0.9,0.198,0.198,0d91d1d08a3b9bbc,0d91d1d08a3b9bbc,True,True
1449,81,cinder_garden,Pax,ask_custom_reason,0.936,0.94,0.9,0.9,0.208,0.208,33a278df75fc47c3,33a278df75fc47c3,True,True
1450,81,lichen_bridge,Rin,interrupt_protocol,0.824,0.814,0.864,0.858,0.314,0.314,9ebf0e6848eef742,9ebf0e6848eef742,True,True
1451,81,orchid_engine,Eli,wait_for_resident_lead,0.94,0.938,0.9,0.9,0.046,0.046,cc94ac21806718c8,cc94ac21806718c8,True,True
1452,81,moss_ward,Ari,observe_before_speaking,0.94,0.94,0.9,0.9,0.198,0.198,75739cec002199d9,75739cec002199d9,False,True
1453,81,glass_harbor,Oren,offer_greeting,0.94,0.94,0.9,0.9,0.212,0.212,0d91d1d08a3b9bbc,0d91d1d08a3b9bbc,False,True
1454,81,cinder_garden,Vale,ask_translation,0.922,0.932,0.894,0.9,0.046,0.046,33a278df75fc47c3,33a278df75fc47c3,True,True
1455,81,lichen_bridge,Sol,repeat_local_phrase,0.746,0.748,0.9,0.9,0.388,0.388,9ebf0e6848eef742,9ebf0e6848eef742,True,True
1456,81,orchid_engine,Bea,offer_trade_good,0.94,0.94,0.9,0.9,0.216,0.216,cc94ac21806718c8,cc94ac21806718c8,False,True
1457,81,moss_ward,Fay,touch_restricted_object,0.906,0.888,0.894,0.888,0.254,0.254,75739cec002199d9,75739cec002199d9,True,True
1458,82,cinder_garden,Juno,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.194,0.194,d65ef0cdf2c3d9ec,d65ef0cdf2c3d9ec,True,True
1459,82,lichen_bridge,Luma,observe_before_speaking,0.94,0.94,0.9,0.9,0.194,0.194,9b72398ba38785cb,9b72398ba38785cb,False,True
1460,82,orchid_engine,Dax,offer_greeting,0.94,0.938,0.9,0.9,0.1,0.1,917fc2224b2079c2,917fc2224b2079c2,True,True
1461,82,moss_ward,Tala,ask_translation,0.802,0.812,0.858,0.876,0.322,0.322,c32c00915bc981ce,c32c00915bc981ce,True,True
1462,82,glass_harbor,Nia,repeat_local_phrase,0.94,0.94,0.9,0.9,0.194,0.194,816a3321852e311a,816a3321852e311a,False,True
1463,82,cinder_garden,Pax,offer_trade_good,0.94,0.94,0.9,0.9,0.208,0.208,d65ef0cdf2c3d9ec,d65ef0cdf2c3d9ec,False,True
1464,82,lichen_bridge,Rin,touch_restricted_object,0.802,0.784,0.858,0.852,0.352,0.352,9b72398ba38785cb,9b72398ba38785cb,True,True
1465,82,orchid_engine,Eli,step_back,0.94,0.938,0.9,0.9,0.04,0.04,917fc2224b2079c2,917fc2224b2079c2,True,True
1466,82,moss_ward,Ari,ask_custom_reason,0.94,0.94,0.9,0.9,0.19,0.19,c32c00915bc981ce,c32c00915bc981ce,False,True
1467,82,glass_harbor,Oren,interrupt_protocol,0.928,0.918,0.9,0.894,0.23,0.23,816a3321852e311a,816a3321852e311a,True,True
1468,82,cinder_garden,Vale,wait_for_resident_lead,0.94,0.938,0.9,0.9,0.04,0.04,d65ef0cdf2c3d9ec,d65ef0cdf2c3d9ec,True,True
1469,82,lichen_bridge,Sol,observe_before_speaking,0.758,0.768,0.9,0.9,0.37,0.37,9b72398ba38785cb,9b72398ba38785cb,True,True
1470,82,orchid_engine,Bea,offer_greeting,0.94,0.94,0.9,0.9,0.212,0.212,917fc2224b2079c2,917fc2224b2079c2,False,True
1471,82,moss_ward,Fay,ask_translation,0.894,0.904,0.888,0.9,0.242,0.242,c32c00915bc981ce,c32c00915bc981ce,True,True
1472,82,glass_harbor,Puck,repeat_local_phrase,0.756,0.758,0.9,0.9,0.388,0.388,816a3321852e311a,816a3321852e311a,True,True
