tick_id,day,settlement_id,resident_id,object_id,apology_action,forgiveness_state,trust_before,trust_after,resentment_before,resentment_after,gaze_keyframes,posture_keyframes,gesture_keyframes,forgiveness_limit_visible,repair_partial_not_magic,no_forced_forgiveness
1689,94,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1690,94,archive,Vell,memory tag,inspect_role_board,observed,0.842,0.842,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1695,95,archive,Vell,memory tag,ask_about_debt,observed,0.842,0.842,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1696,95,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1699,95,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.963,0.965,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1700,95,roofward,Bex,shade cloth,inspect_role_board,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1703,95,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.96,0.962,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1705,95,riverbend,Ari,cedar plank,ask_about_debt,observed,0.794,0.794,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1706,95,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1710,96,riverbend,Ari,cedar plank,inspect_role_board,observed,0.794,0.794,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1713,96,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1715,96,repair_ring,Pax,copper wire,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1716,96,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.973,0.975,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1720,96,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.97,0.972,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1723,96,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1725,96,signal,Oda,wind wrap,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1727,96,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1730,97,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1733,97,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.975,0.977,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1735,97,archive,Nia,signal spool,absent,observed,0.938,0.938,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1737,97,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.972,0.974,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1740,97,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1744,97,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1745,97,riverbend,Cee,binding cord,absent,observed,0.977,0.977,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1747,98,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1750,98,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.977,0.979,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1754,98,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.975,0.977,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1755,98,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1757,98,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1760,98,orchard,Ivo,seed satchel,ask_about_debt,observed,0.803,0.803,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1761,98,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1764,99,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1765,99,orchard,Ivo,seed satchel,inspect_role_board,observed,0.803,0.803,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1767,99,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.979,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1770,99,signal,Ren,oil lantern,ask_about_debt,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1771,99,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.978,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1774,99,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1775,99,archive,Vell,memory tag,inspect_role_board,observed,0.849,0.849,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1778,99,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1780,99,roofward,Bex,shade cloth,ask_about_debt,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1781,99,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.939,0.941,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1784,100,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1785,100,roofward,Bex,shade cloth,inspect_role_board,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1788,100,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1790,100,riverbend,Ari,cedar plank,ask_about_debt,observed,0.804,0.804,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1791,100,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1795,100,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1798,100,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.941,0.943,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1800,101,repair_ring,Pax,copper wire,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1801,101,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1805,101,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1808,101,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1810,101,signal,Oda,wind wrap,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1812,101,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1815,101,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.944,0.946,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1818,102,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1820,102,archive,Nia,signal spool,absent,observed,0.947,0.947,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1822,102,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1825,102,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1829,102,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1830,102,riverbend,Cee,binding cord,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1832,102,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.947,0.949,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1835,102,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1839,103,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1840,103,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1842,103,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1845,103,orchard,Ivo,seed satchel,ask_about_debt,observed,0.812,0.812,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1846,103,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1849,103,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.95,0.952,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1850,103,signal,Ren,oil lantern,inspect_role_board,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1855,104,signal,Ren,oil lantern,ask_about_debt,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1856,104,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1859,104,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1860,104,archive,Vell,memory tag,inspect_role_board,observed,0.85,0.85,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1863,104,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1865,104,roofward,Bex,shade cloth,ask_about_debt,observed,0.98,0.98,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1866,104,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.952,0.954,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1870,104,riverbend,Ari,cedar plank,inspect_role_board,observed,0.812,0.812,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1873,105,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1875,105,riverbend,Ari,cedar plank,ask_about_debt,observed,0.817,0.817,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1876,105,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1880,105,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1883,105,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.954,0.956,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1885,105,orchard,Pim,dry cord,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1890,106,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1893,106,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1895,106,signal,Oda,wind wrap,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1897,106,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1900,106,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.956,0.958,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1905,106,roofward,Sera,herb ledger,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1907,106,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1910,107,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1914,107,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1915,107,riverbend,Cee,binding cord,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1917,107,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.959,0.961,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1920,107,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1924,107,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1925,107,orchard,Ivo,seed satchel,inspect_role_board,observed,0.821,0.821,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1927,108,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1930,108,orchard,Ivo,seed satchel,ask_about_debt,observed,0.821,0.821,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1931,108,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1934,108,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.969,0.971,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1935,108,signal,Ren,oil lantern,inspect_role_board,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1940,108,archive,Vell,memory tag,ask_about_debt,observed,0.86,0.86,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1941,108,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1944,109,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1945,109,archive,Vell,memory tag,inspect_role_board,observed,0.86,0.86,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1948,109,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1950,109,roofward,Bex,shade cloth,ask_about_debt,observed,0.98,0.98,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1951,109,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.971,0.973,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1955,109,riverbend,Ari,cedar plank,inspect_role_board,observed,0.821,0.821,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1958,109,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1960,109,repair_ring,Pax,copper wire,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1961,109,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1965,110,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1968,110,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.973,0.975,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1970,110,orchard,Pim,dry cord,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1975,110,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1978,110,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1980,111,signal,Oda,wind wrap,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1982,111,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1985,111,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.975,0.977,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1990,111,roofward,Sera,herb ledger,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1992,111,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1995,111,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
1999,112,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2000,112,riverbend,Cee,binding cord,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2002,112,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2005,112,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2009,112,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2010,112,orchard,Ivo,seed satchel,inspect_role_board,observed,0.83,0.83,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2012,112,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2015,112,signal,Ren,oil lantern,ask_about_debt,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2016,113,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2019,113,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2020,113,signal,Ren,oil lantern,inspect_role_board,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2025,113,archive,Vell,memory tag,ask_about_debt,observed,0.874,0.874,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2026,113,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2029,113,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2030,113,roofward,Bex,shade cloth,inspect_role_board,observed,0.98,0.98,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2033,113,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2035,114,roofward,Bex,shade cloth,ask_about_debt,observed,0.98,0.98,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2036,114,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2040,114,riverbend,Ari,cedar plank,inspect_role_board,observed,0.825,0.825,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2043,114,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2045,114,repair_ring,Pax,copper wire,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2046,114,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2050,114,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2053,115,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2055,115,orchard,Pim,dry cord,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2060,115,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2063,115,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2065,115,archive,Nia,signal spool,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2067,115,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2070,116,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2075,116,roofward,Sera,herb ledger,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2077,116,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2080,116,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2084,116,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2085,116,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
