tick_id,day,settlement_id,resident_id,partner_id,planned_social_task,dominant_need,need_interference,schedule_adjustment,trust_delta,completion_state,need_visible_to_resident,avatar_not_required,private_workspace_sealed
1550,87,lichen_bridge,Rin,Sol,signal keeper with Sol at rest alcove,thirst,0.46553,slowed pace and partner assists,0.006,assisted,True,True,True
1551,87,orchid_engine,Eli,Bea,meal runner with Bea at engine ring,wetness,0.504802,slowed pace and partner assists,0.006,assisted,True,True,True
1552,87,moss_ward,Ari,Fay,cook with Fay at rain gate,wetness,0.363999,completed at normal pace,0.003,complete,True,True,True
1553,87,glass_harbor,Oren,Puck,salt washer with Puck at net room,wetness,0.480103,slowed pace and partner assists,0.006,assisted,True,True,True
1554,87,cinder_garden,Vale,Wren,ash sweeper with Wren at shade tent,thirst,0.341539,completed at normal pace,0.003,complete,True,True,True
1555,87,lichen_bridge,Sol,Kio,meal marker with Kio at rest alcove,thirst,0.479126,slowed pace and partner assists,0.006,assisted,True,True,True
1556,87,orchid_engine,Bea,Cai,valve listener with Cai at engine ring,wetness,0.353592,completed at normal pace,0.003,complete,True,True,True
1557,87,moss_ward,Fay,Milo,path watcher with Milo at rain gate,wetness,0.48079,slowed pace and partner assists,0.006,assisted,True,True,True
1558,87,glass_harbor,Puck,Sera,lamp guard with Sera at net room,wetness,0.467614,slowed pace and partner assists,0.006,assisted,True,True,True
1559,87,cinder_garden,Wren,Juno,shade caller with Juno at shade tent,thirst,0.472879,slowed pace and partner assists,0.006,assisted,True,True,True
1560,87,lichen_bridge,Kio,Luma,bridge caller with Luma at rest alcove,thirst,0.355658,completed at normal pace,0.003,complete,True,True,True
1561,87,orchid_engine,Cai,Dax,gear washer with Dax at engine ring,wetness,0.505653,slowed pace and partner assists,0.006,assisted,True,True,True
1562,87,moss_ward,Milo,Tala,blanket keeper with Tala at rain gate,wetness,0.461324,slowed pace and partner assists,0.006,assisted,True,True,True
1563,87,glass_harbor,Sera,Nia,tea maker with Nia at net room,wetness,0.490064,slowed pace and partner assists,0.006,assisted,True,True,True
1564,87,cinder_garden,Juno,Pax,ember tender with Pax at shade tent,thirst,0.279406,completed at normal pace,0.003,complete,True,True,True
1565,87,lichen_bridge,Luma,Rin,rope weaver with Rin at rest alcove,thirst,0.499376,slowed pace and partner assists,0.006,assisted,True,True,True
1566,88,moss_ward,Ari,Fay,cook with Fay at dry loft,thirst,0.363076,completed at normal pace,0.003,complete,True,True,True
1567,88,glass_harbor,Oren,Puck,salt washer with Puck at quiet bunk,wetness,0.481545,slowed pace and partner assists,0.006,assisted,True,True,True
1568,88,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,thirst,0.345854,completed at normal pace,0.003,complete,True,True,True
1569,88,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,thirst,0.478765,slowed pace and partner assists,0.006,assisted,True,True,True
1570,88,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.366114,completed at normal pace,0.003,complete,True,True,True
1571,88,moss_ward,Fay,Milo,path watcher with Milo at dry loft,thirst,0.473244,slowed pace and partner assists,0.006,assisted,True,True,True
1572,88,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.47277,slowed pace and partner assists,0.006,assisted,True,True,True
1573,88,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,thirst,0.478042,slowed pace and partner assists,0.006,assisted,True,True,True
1574,88,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,thirst,0.353936,completed at normal pace,0.003,complete,True,True,True
1575,88,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.496729,slowed pace and partner assists,0.006,assisted,True,True,True
1576,88,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,thirst,0.451291,slowed pace and partner assists,0.006,assisted,True,True,True
1577,88,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.476845,slowed pace and partner assists,0.006,assisted,True,True,True
1578,88,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,thirst,0.278384,completed at normal pace,0.003,complete,True,True,True
1579,88,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,thirst,0.48435,slowed pace and partner assists,0.006,assisted,True,True,True
1580,88,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,wetness,0.464622,slowed pace and partner assists,0.006,assisted,True,True,True
1581,88,moss_ward,Tala,Ari,water carrier with Ari at dry loft,thirst,0.498728,slowed pace and partner assists,0.006,assisted,True,True,True
1582,88,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.366616,completed at normal pace,0.003,complete,True,True,True
1583,88,cinder_garden,Pax,Vale,seed sorter with Vale at ember bed,thirst,0.478601,slowed pace and partner assists,0.006,assisted,True,True,True
1584,89,orchid_engine,Bea,Cai,valve listener with Cai at sleep cot,hunger,0.356618,completed at normal pace,0.003,complete,True,True,True
1585,89,moss_ward,Fay,Milo,path watcher with Milo at warm hearth,wetness,0.482185,slowed pace and partner assists,0.006,assisted,True,True,True
1586,89,glass_harbor,Puck,Sera,lamp guard with Sera at salt steps,hunger,0.451821,slowed pace and partner assists,0.006,assisted,True,True,True
1587,89,cinder_garden,Wren,Juno,shade caller with Juno at ash path,thirst,0.477483,slowed pace and partner assists,0.006,assisted,True,True,True
1588,89,lichen_bridge,Kio,Luma,bridge caller with Luma at lichen wall,wetness,0.370588,completed at normal pace,0.003,complete,True,True,True
1589,89,orchid_engine,Cai,Dax,gear washer with Dax at sleep cot,hunger,0.477602,slowed pace and partner assists,0.006,assisted,True,True,True
1590,89,moss_ward,Milo,Tala,blanket keeper with Tala at warm hearth,wetness,0.461994,slowed pace and partner assists,0.006,assisted,True,True,True
1591,89,glass_harbor,Sera,Nia,tea maker with Nia at salt steps,hunger,0.486802,slowed pace and partner assists,0.006,assisted,True,True,True
1592,89,cinder_garden,Juno,Pax,ember tender with Pax at ash path,thirst,0.282024,completed at normal pace,0.003,complete,True,True,True
1593,89,lichen_bridge,Luma,Rin,rope weaver with Rin at lichen wall,wetness,0.490878,slowed pace and partner assists,0.006,assisted,True,True,True
1594,89,orchid_engine,Dax,Eli,orchid keeper with Eli at sleep cot,hunger,0.452391,slowed pace and partner assists,0.006,assisted,True,True,True
1595,89,moss_ward,Tala,Ari,water carrier with Ari at warm hearth,wetness,0.504217,slowed pace and partner assists,0.006,assisted,True,True,True
1596,89,glass_harbor,Nia,Oren,net mender with Oren at salt steps,hunger,0.365726,completed at normal pace,0.003,complete,True,True,True
1597,89,cinder_garden,Pax,Vale,seed sorter with Vale at ash path,thirst,0.481201,slowed pace and partner assists,0.006,assisted,True,True,True
1598,89,lichen_bridge,Rin,Sol,signal keeper with Sol at lichen wall,wetness,0.462041,slowed pace and partner assists,0.006,assisted,True,True,True
1599,89,orchid_engine,Eli,Bea,meal runner with Bea at sleep cot,hunger,0.485593,slowed pace and partner assists,0.006,assisted,True,True,True
1600,89,moss_ward,Ari,Fay,cook with Fay at warm hearth,wetness,0.363608,completed at normal pace,0.003,complete,True,True,True
1601,89,glass_harbor,Oren,Puck,salt washer with Puck at salt steps,hunger,0.478906,slowed pace and partner assists,0.006,assisted,True,True,True
1602,90,lichen_bridge,Kio,Luma,bridge caller with Luma at rope bridge,wetness,0.3748,completed at normal pace,0.003,complete,True,True,True
1603,90,orchid_engine,Cai,Dax,gear washer with Dax at orchid bay,hunger,0.485012,slowed pace and partner assists,0.006,assisted,True,True,True
1604,90,moss_ward,Milo,Tala,blanket keeper with Tala at moss lane,thirst,0.45446,slowed pace and partner assists,0.006,assisted,True,True,True
1605,90,glass_harbor,Sera,Nia,tea maker with Nia at steam alcove,wetness,0.490573,slowed pace and partner assists,0.006,assisted,True,True,True
1606,90,cinder_garden,Juno,Pax,ember tender with Pax at cool basin,thirst,0.28285,completed at normal pace,0.003,complete,True,True,True
1607,90,lichen_bridge,Luma,Rin,rope weaver with Rin at rope bridge,wetness,0.48418,slowed pace and partner assists,0.006,assisted,True,True,True
1608,90,orchid_engine,Dax,Eli,orchid keeper with Eli at orchid bay,hunger,0.450862,slowed pace and partner assists,0.006,assisted,True,True,True
1609,90,moss_ward,Tala,Ari,water carrier with Ari at moss lane,thirst,0.491684,slowed pace and partner assists,0.006,assisted,True,True,True
1610,90,glass_harbor,Nia,Oren,net mender with Oren at steam alcove,wetness,0.374775,completed at normal pace,0.003,complete,True,True,True
1611,90,cinder_garden,Pax,Vale,seed sorter with Vale at cool basin,thirst,0.468758,slowed pace and partner assists,0.006,assisted,True,True,True
1612,90,lichen_bridge,Rin,Sol,signal keeper with Sol at rope bridge,wetness,0.467392,slowed pace and partner assists,0.006,assisted,True,True,True
1613,90,orchid_engine,Eli,Bea,meal runner with Bea at orchid bay,hunger,0.472742,slowed pace and partner assists,0.006,assisted,True,True,True
1614,90,moss_ward,Ari,Fay,cook with Fay at moss lane,thirst,0.358426,completed at normal pace,0.003,complete,True,True,True
1615,90,glass_harbor,Oren,Puck,salt washer with Puck at steam alcove,wetness,0.489192,slowed pace and partner assists,0.006,assisted,True,True,True
1616,90,cinder_garden,Vale,Wren,ash sweeper with Wren at cool basin,thirst,0.330827,completed at normal pace,0.003,complete,True,True,True
1617,90,lichen_bridge,Sol,Kio,meal marker with Kio at rope bridge,wetness,0.496166,slowed pace and partner assists,0.006,assisted,True,True,True
1618,90,orchid_engine,Bea,Cai,valve listener with Cai at orchid bay,hunger,0.343218,completed at normal pace,0.003,complete,True,True,True
1619,90,moss_ward,Fay,Milo,path watcher with Milo at moss lane,thirst,0.470663,slowed pace and partner assists,0.006,assisted,True,True,True
1620,91,cinder_garden,Juno,Pax,ember tender with Pax at seed shelf,thirst,0.275572,completed at normal pace,0.003,complete,True,True,True
1621,91,lichen_bridge,Luma,Rin,rope weaver with Rin at meal room,wetness,0.498402,slowed pace and partner assists,0.006,assisted,True,True,True
1622,91,orchid_engine,Dax,Eli,orchid keeper with Eli at meal shelf,hunger,0.464864,slowed pace and partner assists,0.006,assisted,True,True,True
1623,91,moss_ward,Tala,Ari,water carrier with Ari at tool nook,thirst,0.499458,slowed pace and partner assists,0.006,assisted,True,True,True
1624,91,glass_harbor,Nia,Oren,net mender with Oren at lamp pier,wetness,0.368007,completed at normal pace,0.003,complete,True,True,True
1625,91,cinder_garden,Pax,Vale,seed sorter with Vale at seed shelf,thirst,0.471812,slowed pace and partner assists,0.006,assisted,True,True,True
1626,91,lichen_bridge,Rin,Sol,signal keeper with Sol at meal room,wetness,0.465723,slowed pace and partner assists,0.006,assisted,True,True,True
1627,91,orchid_engine,Eli,Bea,meal runner with Bea at meal shelf,wetness,0.498178,slowed pace and partner assists,0.006,assisted,True,True,True
1628,91,moss_ward,Ari,Fay,cook with Fay at tool nook,wetness,0.357973,completed at normal pace,0.003,complete,True,True,True
1629,91,glass_harbor,Oren,Puck,salt washer with Puck at lamp pier,wetness,0.479154,slowed pace and partner assists,0.006,assisted,True,True,True
1630,91,cinder_garden,Vale,Wren,ash sweeper with Wren at seed shelf,thirst,0.336413,completed at normal pace,0.003,complete,True,True,True
1631,91,lichen_bridge,Sol,Kio,meal marker with Kio at meal room,wetness,0.496927,slowed pace and partner assists,0.006,assisted,True,True,True
1632,91,orchid_engine,Bea,Cai,valve listener with Cai at meal shelf,wetness,0.367344,completed at normal pace,0.003,complete,True,True,True
1633,91,moss_ward,Fay,Milo,path watcher with Milo at tool nook,wetness,0.491284,slowed pace and partner assists,0.006,assisted,True,True,True
1634,91,glass_harbor,Puck,Sera,lamp guard with Sera at lamp pier,wetness,0.459472,slowed pace and partner assists,0.006,assisted,True,True,True
1635,91,cinder_garden,Wren,Juno,shade caller with Juno at seed shelf,thirst,0.48055,slowed pace and partner assists,0.006,assisted,True,True,True
1636,91,lichen_bridge,Kio,Luma,bridge caller with Luma at meal room,wetness,0.366532,completed at normal pace,0.003,complete,True,True,True
1637,91,orchid_engine,Cai,Dax,gear washer with Dax at meal shelf,wetness,0.51802,slowed pace and partner assists,0.006,assisted,True,True,True
1638,92,glass_harbor,Nia,Oren,net mender with Oren at net room,wetness,0.372156,completed at normal pace,0.003,complete,True,True,True
1639,92,cinder_garden,Pax,Vale,seed sorter with Vale at shade tent,thirst,0.474505,slowed pace and partner assists,0.006,assisted,True,True,True
1640,92,lichen_bridge,Rin,Sol,signal keeper with Sol at rest alcove,thirst,0.459534,slowed pace and partner assists,0.006,assisted,True,True,True
1641,92,orchid_engine,Eli,Bea,meal runner with Bea at engine ring,wetness,0.499759,slowed pace and partner assists,0.006,assisted,True,True,True
1642,92,moss_ward,Ari,Fay,cook with Fay at rain gate,wetness,0.3645,completed at normal pace,0.003,complete,True,True,True
1643,92,glass_harbor,Oren,Puck,salt washer with Puck at net room,wetness,0.483115,slowed pace and partner assists,0.006,assisted,True,True,True
1644,92,cinder_garden,Vale,Wren,ash sweeper with Wren at shade tent,thirst,0.340003,completed at normal pace,0.003,complete,True,True,True
1645,92,lichen_bridge,Sol,Kio,meal marker with Kio at rest alcove,thirst,0.489109,slowed pace and partner assists,0.006,assisted,True,True,True
1646,92,orchid_engine,Bea,Cai,valve listener with Cai at engine ring,wetness,0.372804,completed at normal pace,0.003,complete,True,True,True
1647,92,moss_ward,Fay,Milo,path watcher with Milo at rain gate,wetness,0.482466,slowed pace and partner assists,0.006,assisted,True,True,True
1648,92,glass_harbor,Puck,Sera,lamp guard with Sera at net room,wetness,0.464627,slowed pace and partner assists,0.006,assisted,True,True,True
1649,92,cinder_garden,Wren,Juno,shade caller with Juno at shade tent,thirst,0.47347,slowed pace and partner assists,0.006,assisted,True,True,True
1650,92,lichen_bridge,Kio,Luma,bridge caller with Luma at rest alcove,thirst,0.374232,completed at normal pace,0.003,complete,True,True,True
1651,92,orchid_engine,Cai,Dax,gear washer with Dax at engine ring,wetness,0.510409,slowed pace and partner assists,0.006,assisted,True,True,True
1652,92,moss_ward,Milo,Tala,blanket keeper with Tala at rain gate,wetness,0.464051,slowed pace and partner assists,0.006,assisted,True,True,True
1653,92,glass_harbor,Sera,Nia,tea maker with Nia at net room,wetness,0.496954,slowed pace and partner assists,0.006,assisted,True,True,True
1654,92,cinder_garden,Juno,Pax,ember tender with Pax at shade tent,thirst,0.275,completed at normal pace,0.003,complete,True,True,True
1655,92,lichen_bridge,Luma,Rin,rope weaver with Rin at rest alcove,thirst,0.485445,slowed pace and partner assists,0.006,assisted,True,True,True
1656,93,moss_ward,Ari,Fay,cook with Fay at dry loft,thirst,0.364024,completed at normal pace,0.003,complete,True,True,True
1657,93,glass_harbor,Oren,Puck,salt washer with Puck at quiet bunk,wetness,0.487037,slowed pace and partner assists,0.006,assisted,True,True,True
1658,93,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,thirst,0.336759,completed at normal pace,0.003,complete,True,True,True
1659,93,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,thirst,0.488628,slowed pace and partner assists,0.006,assisted,True,True,True
1660,93,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.376044,completed at normal pace,0.003,complete,True,True,True
1661,93,moss_ward,Fay,Milo,path watcher with Milo at dry loft,thirst,0.476431,slowed pace and partner assists,0.006,assisted,True,True,True
1662,93,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.460278,slowed pace and partner assists,0.006,assisted,True,True,True
1663,93,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,thirst,0.471898,slowed pace and partner assists,0.006,assisted,True,True,True
1664,93,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,thirst,0.363651,completed at normal pace,0.003,complete,True,True,True
1665,93,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.504565,slowed pace and partner assists,0.006,assisted,True,True,True
1666,93,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,thirst,0.455034,slowed pace and partner assists,0.006,assisted,True,True,True
1667,93,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.489334,slowed pace and partner assists,0.006,assisted,True,True,True
1668,93,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,thirst,0.276124,completed at normal pace,0.003,complete,True,True,True
1669,93,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,thirst,0.474571,slowed pace and partner assists,0.006,assisted,True,True,True
1670,93,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,wetness,0.463311,slowed pace and partner assists,0.006,assisted,True,True,True
1671,93,moss_ward,Tala,Ari,water carrier with Ari at dry loft,thirst,0.486011,slowed pace and partner assists,0.006,assisted,True,True,True
1672,93,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.367708,completed at normal pace,0.003,complete,True,True,True
1673,93,cinder_garden,Pax,Vale,seed sorter with Vale at ember bed,thirst,0.477559,slowed pace and partner assists,0.006,assisted,True,True,True
1674,94,orchid_engine,Bea,Cai,valve listener with Cai at sleep cot,hunger,0.357388,completed at normal pace,0.003,complete,True,True,True
1675,94,moss_ward,Fay,Milo,path watcher with Milo at warm hearth,wetness,0.491005,slowed pace and partner assists,0.006,assisted,True,True,True
1676,94,glass_harbor,Puck,Sera,lamp guard with Sera at salt steps,hunger,0.452022,slowed pace and partner assists,0.006,assisted,True,True,True
1677,94,cinder_garden,Wren,Juno,shade caller with Juno at ash path,thirst,0.478072,slowed pace and partner assists,0.006,assisted,True,True,True
1678,94,lichen_bridge,Kio,Luma,bridge caller with Luma at lichen wall,wetness,0.379776,completed at normal pace,0.003,complete,True,True,True
1679,94,orchid_engine,Cai,Dax,gear washer with Dax at sleep cot,hunger,0.488638,slowed pace and partner assists,0.006,assisted,True,True,True
1680,94,moss_ward,Milo,Tala,blanket keeper with Tala at warm hearth,wetness,0.458594,slowed pace and partner assists,0.006,assisted,True,True,True
1681,94,glass_harbor,Sera,Nia,tea maker with Nia at salt steps,hunger,0.483821,slowed pace and partner assists,0.006,assisted,True,True,True
1682,94,cinder_garden,Juno,Pax,ember tender with Pax at ash path,thirst,0.279854,completed at normal pace,0.003,complete,True,True,True
1683,94,lichen_bridge,Luma,Rin,rope weaver with Rin at lichen wall,wetness,0.489552,slowed pace and partner assists,0.006,assisted,True,True,True
1684,94,orchid_engine,Dax,Eli,orchid keeper with Eli at sleep cot,hunger,0.456497,slowed pace and partner assists,0.006,assisted,True,True,True
1685,94,moss_ward,Tala,Ari,water carrier with Ari at warm hearth,wetness,0.485131,slowed pace and partner assists,0.006,assisted,True,True,True
1686,94,glass_harbor,Nia,Oren,net mender with Oren at salt steps,hunger,0.373904,completed at normal pace,0.003,complete,True,True,True
1687,94,cinder_garden,Pax,Vale,seed sorter with Vale at ash path,thirst,0.475418,slowed pace and partner assists,0.006,assisted,True,True,True
1688,94,lichen_bridge,Rin,Sol,signal keeper with Sol at lichen wall,wetness,0.460525,slowed pace and partner assists,0.006,assisted,True,True,True
1689,94,orchid_engine,Eli,Bea,meal runner with Bea at sleep cot,hunger,0.494254,slowed pace and partner assists,0.006,assisted,True,True,True
1690,94,moss_ward,Ari,Fay,cook with Fay at warm hearth,wetness,0.373436,completed at normal pace,0.003,complete,True,True,True
1691,94,glass_harbor,Oren,Puck,salt washer with Puck at salt steps,hunger,0.474958,slowed pace and partner assists,0.006,assisted,True,True,True
1692,95,lichen_bridge,Kio,Luma,bridge caller with Luma at rope bridge,wetness,0.372828,completed at normal pace,0.003,complete,True,True,True
1693,95,orchid_engine,Cai,Dax,gear washer with Dax at orchid bay,hunger,0.495998,slowed pace and partner assists,0.006,assisted,True,True,True
1694,95,moss_ward,Milo,Tala,blanket keeper with Tala at moss lane,thirst,0.451921,slowed pace and partner assists,0.006,assisted,True,True,True
1695,95,glass_harbor,Sera,Nia,tea maker with Nia at steam alcove,wetness,0.496491,slowed pace and partner assists,0.006,assisted,True,True,True
1696,95,cinder_garden,Juno,Pax,ember tender with Pax at cool basin,thirst,0.26481,completed at normal pace,0.003,complete,True,True,True
1697,95,lichen_bridge,Luma,Rin,rope weaver with Rin at rope bridge,wetness,0.494054,slowed pace and partner assists,0.006,assisted,True,True,True
1698,95,orchid_engine,Dax,Eli,orchid keeper with Eli at orchid bay,hunger,0.44851,slowed pace and partner assists,0.006,assisted,True,True,True
1699,95,moss_ward,Tala,Ari,water carrier with Ari at moss lane,thirst,0.473876,slowed pace and partner assists,0.006,assisted,True,True,True
1700,95,glass_harbor,Nia,Oren,net mender with Oren at steam alcove,wetness,0.363344,completed at normal pace,0.003,complete,True,True,True
1701,95,cinder_garden,Pax,Vale,seed sorter with Vale at cool basin,thirst,0.475576,slowed pace and partner assists,0.006,assisted,True,True,True
1702,95,lichen_bridge,Rin,Sol,signal keeper with Sol at rope bridge,wetness,0.461256,slowed pace and partner assists,0.006,assisted,True,True,True
1703,95,orchid_engine,Eli,Bea,meal runner with Bea at orchid bay,hunger,0.474402,slowed pace and partner assists,0.006,assisted,True,True,True
1704,95,moss_ward,Ari,Fay,cook with Fay at moss lane,thirst,0.359972,completed at normal pace,0.003,complete,True,True,True
1705,95,glass_harbor,Oren,Puck,salt washer with Puck at steam alcove,wetness,0.48532,slowed pace and partner assists,0.006,assisted,True,True,True
1706,95,cinder_garden,Vale,Wren,ash sweeper with Wren at cool basin,thirst,0.329298,completed at normal pace,0.003,complete,True,True,True
1707,95,lichen_bridge,Sol,Kio,meal marker with Kio at rope bridge,wetness,0.493429,slowed pace and partner assists,0.006,assisted,True,True,True
1708,95,orchid_engine,Bea,Cai,valve listener with Cai at orchid bay,hunger,0.345592,completed at normal pace,0.003,complete,True,True,True
1709,95,moss_ward,Fay,Milo,path watcher with Milo at moss lane,thirst,0.475003,slowed pace and partner assists,0.006,assisted,True,True,True
1710,96,cinder_garden,Juno,Pax,ember tender with Pax at seed shelf,thirst,0.265224,completed at normal pace,0.003,complete,True,True,True
1711,96,lichen_bridge,Luma,Rin,rope weaver with Rin at meal room,wetness,0.485596,slowed pace and partner assists,0.006,assisted,True,True,True
1712,96,orchid_engine,Dax,Eli,orchid keeper with Eli at meal shelf,hunger,0.449883,slowed pace and partner assists,0.006,assisted,True,True,True
1713,96,moss_ward,Tala,Ari,water carrier with Ari at tool nook,thirst,0.492829,slowed pace and partner assists,0.006,assisted,True,True,True
1714,96,glass_harbor,Nia,Oren,net mender with Oren at lamp pier,wetness,0.368012,completed at normal pace,0.003,complete,True,True,True
1715,96,cinder_garden,Pax,Vale,seed sorter with Vale at seed shelf,thirst,0.47701,slowed pace and partner assists,0.006,assisted,True,True,True
1716,96,lichen_bridge,Rin,Sol,signal keeper with Sol at meal room,wetness,0.45992,slowed pace and partner assists,0.006,assisted,True,True,True
1717,96,orchid_engine,Eli,Bea,meal runner with Bea at meal shelf,wetness,0.509919,slowed pace and partner assists,0.006,assisted,True,True,True
1718,96,moss_ward,Ari,Fay,cook with Fay at tool nook,wetness,0.362996,completed at normal pace,0.003,complete,True,True,True
1719,96,glass_harbor,Oren,Puck,salt washer with Puck at lamp pier,wetness,0.476682,slowed pace and partner assists,0.006,assisted,True,True,True
1720,96,cinder_garden,Vale,Wren,ash sweeper with Wren at seed shelf,thirst,0.333235,completed at normal pace,0.003,complete,True,True,True
1721,96,lichen_bridge,Sol,Kio,meal marker with Kio at meal room,wetness,0.48075,slowed pace and partner assists,0.006,assisted,True,True,True
1722,96,orchid_engine,Bea,Cai,valve listener with Cai at meal shelf,wetness,0.37739,completed at normal pace,0.003,complete,True,True,True
1723,96,moss_ward,Fay,Milo,path watcher with Milo at tool nook,wetness,0.485544,slowed pace and partner assists,0.006,assisted,True,True,True
1724,96,glass_harbor,Puck,Sera,lamp guard with Sera at lamp pier,wetness,0.461074,slowed pace and partner assists,0.006,assisted,True,True,True
1725,96,cinder_garden,Wren,Juno,shade caller with Juno at seed shelf,thirst,0.481153,slowed pace and partner assists,0.006,assisted,True,True,True
1726,96,lichen_bridge,Kio,Luma,bridge caller with Luma at meal room,wetness,0.37576,completed at normal pace,0.003,complete,True,True,True
1727,96,orchid_engine,Cai,Dax,gear washer with Dax at meal shelf,wetness,0.506366,slowed pace and partner assists,0.006,assisted,True,True,True
1728,97,glass_harbor,Nia,Oren,net mender with Oren at net room,wetness,0.373644,completed at normal pace,0.003,complete,True,True,True
1729,97,cinder_garden,Pax,Vale,seed sorter with Vale at shade tent,thirst,0.477723,slowed pace and partner assists,0.006,assisted,True,True,True
1730,97,lichen_bridge,Rin,Sol,signal keeper with Sol at rest alcove,thirst,0.441173,slowed pace and partner assists,0.006,assisted,True,True,True
1731,97,orchid_engine,Eli,Bea,meal runner with Bea at engine ring,wetness,0.517286,slowed pace and partner assists,0.006,assisted,True,True,True
1732,97,moss_ward,Ari,Fay,cook with Fay at rain gate,wetness,0.368448,completed at normal pace,0.003,complete,True,True,True
1733,97,glass_harbor,Oren,Puck,salt washer with Puck at net room,wetness,0.480643,slowed pace and partner assists,0.006,assisted,True,True,True
1734,97,cinder_garden,Vale,Wren,ash sweeper with Wren at shade tent,thirst,0.331845,completed at normal pace,0.003,complete,True,True,True
1735,97,lichen_bridge,Sol,Kio,meal marker with Kio at rest alcove,thirst,0.492439,slowed pace and partner assists,0.006,assisted,True,True,True
1736,97,orchid_engine,Bea,Cai,valve listener with Cai at engine ring,wetness,0.37289,completed at normal pace,0.003,complete,True,True,True
1737,97,moss_ward,Fay,Milo,path watcher with Milo at rain gate,wetness,0.489326,slowed pace and partner assists,0.006,assisted,True,True,True
1738,97,glass_harbor,Puck,Sera,lamp guard with Sera at net room,wetness,0.456725,slowed pace and partner assists,0.006,assisted,True,True,True
1739,97,cinder_garden,Wren,Juno,shade caller with Juno at shade tent,thirst,0.47031,slowed pace and partner assists,0.006,assisted,True,True,True
1740,97,lichen_bridge,Kio,Luma,bridge caller with Luma at rest alcove,thirst,0.375634,completed at normal pace,0.003,complete,True,True,True
1741,97,orchid_engine,Cai,Dax,gear washer with Dax at engine ring,wetness,0.501847,slowed pace and partner assists,0.006,assisted,True,True,True
1742,97,moss_ward,Milo,Tala,blanket keeper with Tala at rain gate,wetness,0.464032,slowed pace and partner assists,0.006,assisted,True,True,True
1743,97,glass_harbor,Sera,Nia,tea maker with Nia at net room,wetness,0.483272,slowed pace and partner assists,0.006,assisted,True,True,True
1744,97,cinder_garden,Juno,Pax,ember tender with Pax at shade tent,thirst,0.266708,completed at normal pace,0.003,complete,True,True,True
1745,97,lichen_bridge,Luma,Rin,rope weaver with Rin at rest alcove,thirst,0.476889,slowed pace and partner assists,0.006,assisted,True,True,True
1746,98,moss_ward,Ari,Fay,cook with Fay at dry loft,thirst,0.36494,completed at normal pace,0.003,complete,True,True,True
1747,98,glass_harbor,Oren,Puck,salt washer with Puck at quiet bunk,wetness,0.475085,slowed pace and partner assists,0.006,assisted,True,True,True
1748,98,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,thirst,0.33401,completed at normal pace,0.003,complete,True,True,True
1749,98,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,thirst,0.479384,slowed pace and partner assists,0.006,assisted,True,True,True
1750,98,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.36589,completed at normal pace,0.003,complete,True,True,True
1751,98,moss_ward,Fay,Milo,path watcher with Milo at dry loft,thirst,0.477779,slowed pace and partner assists,0.006,assisted,True,True,True
1752,98,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.455616,slowed pace and partner assists,0.006,assisted,True,True,True
1753,98,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,thirst,0.475471,slowed pace and partner assists,0.006,assisted,True,True,True
1754,98,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,thirst,0.363898,completed at normal pace,0.003,complete,True,True,True
1755,98,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.491535,slowed pace and partner assists,0.006,assisted,True,True,True
