tick_id,day,route_id,previous_recovery,branch_effect,simultaneous_task_effect,import_export_effect,reload_effect,dialogue_effect,recovery_after,consequence_persists_after_reload,visible_consequence_marker
470,32,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
471,32,signal_orchard,0.93985,0.00015,0.0,0.0,0.0,0.0,0.93385,False,signal_orchard:recovery:0.93
472,32,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,orchard_riverbend:recovery:0.94
473,32,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.934934,False,central_repair_ring:recovery:0.93
474,32,riverbend_roofward,0.94,0.0,0.03,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
475,32,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
476,32,archive_signal,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
477,32,signal_orchard,0.93385,0.00615,0.0,0.0,0.0,0.0,0.93385,False,signal_orchard:recovery:0.93
478,32,orchard_riverbend,0.93605,0.00395,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
479,32,central_repair_ring,0.934934,0.005066,0.0,0.008,0.006,0.0,0.94,v31-616534,central_repair_ring:recovery:0.94
480,33,riverbend_roofward,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,riverbend_roofward:recovery:0.94
481,33,roofward_archive,0.94,0.0,0.046,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
482,33,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
483,33,signal_orchard,0.93385,0.00615,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:recovery:0.94
484,33,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,orchard_riverbend:recovery:0.93
485,33,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
486,33,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.934885,False,riverbend_roofward:recovery:0.93
487,33,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
488,33,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,archive_signal:recovery:0.94
489,33,signal_orchard,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
490,33,orchard_riverbend,0.93385,0.00615,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
491,33,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,central_repair_ring:recovery:0.94
492,33,riverbend_roofward,0.934885,0.003679,0.0,0.0,0.0,0.0,0.933449,False,riverbend_roofward:recovery:0.93
493,33,roofward_archive,0.94,0.0,0.0,0.0,0.006,0.0,0.93985,False,roofward_archive:recovery:0.94
494,33,archive_signal,0.93605,0.00395,0.0,0.008,0.006,0.0,0.94,v31-552974,archive_signal:recovery:0.94
495,34,signal_orchard,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,signal_orchard:recovery:0.94
496,34,orchard_riverbend,0.94,0.0,0.0,-0.006,0.0,0.0,0.92895,False,orchard_riverbend:recovery:0.93
497,34,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
498,34,riverbend_roofward,0.933449,0.006551,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
499,34,roofward_archive,0.93985,0.00015,0.0,0.0,0.0,0.0,0.93495,False,roofward_archive:recovery:0.93
500,34,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
501,34,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,signal_orchard:recovery:0.94
502,34,orchard_riverbend,0.92895,0.01105,0.0,0.0,0.0,0.0,0.93495,False,orchard_riverbend:recovery:0.93
503,34,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,central_repair_ring:recovery:0.93
504,34,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
505,34,roofward_archive,0.93495,0.00505,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
506,34,archive_signal,0.94,0.0,0.046,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
507,34,signal_orchard,0.93605,0.00395,0.0,0.0,0.0,0.0,0.93605,False,signal_orchard:recovery:0.94
508,34,orchard_riverbend,0.93495,0.00505,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
509,34,central_repair_ring,0.93385,0.00615,0.0,0.008,0.006,0.0,0.94,v31-608573,central_repair_ring:recovery:0.94
510,35,roofward_archive,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,roofward_archive:recovery:0.94
511,35,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
512,35,signal_orchard,0.93605,0.00395,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
513,35,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
514,35,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,central_repair_ring:recovery:0.94
515,35,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
516,35,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,roofward_archive:recovery:0.94
517,35,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,archive_signal:recovery:0.94
518,35,signal_orchard,0.94,0.0,0.046,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
519,35,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
520,35,central_repair_ring,0.9355,0.0045,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
521,35,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
522,35,roofward_archive,0.9366,0.0034,0.0,0.0,0.006,0.0,0.94,True,roofward_archive:recovery:0.94
523,35,archive_signal,0.9355,0.0045,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
524,35,signal_orchard,0.94,0.0,0.046,0.008,0.006,0.0,0.94,v31-560051,signal_orchard:recovery:0.94
525,36,orchard_riverbend,0.94,0.0,0.046,0.008,0.006,0.0,0.94,v31-602815,orchard_riverbend:recovery:0.94
526,36,central_repair_ring,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
527,36,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.935462,False,riverbend_roofward:recovery:0.94
528,36,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,roofward_archive:recovery:0.94
529,36,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,archive_signal:recovery:0.94
530,36,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
531,36,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
532,36,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,central_repair_ring:recovery:0.94
533,36,riverbend_roofward,0.935462,0.004538,0.0,0.0,0.0,0.0,0.935462,False,riverbend_roofward:recovery:0.94
534,36,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
535,36,archive_signal,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
536,36,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:recovery:0.94
537,36,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
538,36,central_repair_ring,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
539,36,riverbend_roofward,0.935462,0.004538,0.0,0.008,0.006,0.0,0.94,v31-541333,riverbend_roofward:recovery:0.94
540,37,roofward_archive,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,roofward_archive:recovery:0.94
541,37,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
542,37,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
543,37,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
544,37,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,central_repair_ring:recovery:0.93
545,37,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
546,37,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,roofward_archive:recovery:0.94
547,37,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,archive_signal:recovery:0.93
548,37,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,signal_orchard:recovery:0.94
549,37,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
550,37,central_repair_ring,0.9344,0.0056,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
551,37,riverbend_roofward,0.94,0.0,0.0,0.0,0.006,0.006,0.94,True,riverbend_roofward:recovery:0.94
552,37,roofward_archive,0.9355,0.0045,0.0,0.0,0.0,0.0,0.9355,False,roofward_archive:recovery:0.94
553,37,archive_signal,0.9344,0.00232,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
554,37,signal_orchard,0.9366,0.0034,0.0,0.008,0.006,0.0,0.94,v31-575710,signal_orchard:recovery:0.94
555,38,orchard_riverbend,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,orchard_riverbend:recovery:0.94
556,38,central_repair_ring,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
557,38,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
558,38,roofward_archive,0.9355,0.0045,0.0,0.0,0.0,0.006,0.94,False,roofward_archive:recovery:0.94
559,38,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,archive_signal:recovery:0.94
560,38,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
561,38,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,orchard_riverbend:recovery:0.94
562,38,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,central_repair_ring:recovery:0.94
563,38,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,riverbend_roofward:recovery:0.93
564,38,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
565,38,archive_signal,0.9355,0.0045,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
566,38,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:recovery:0.94
567,38,orchard_riverbend,0.9366,0.0034,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
568,38,central_repair_ring,0.9355,0.0045,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
569,38,riverbend_roofward,0.9344,0.00232,0.0,0.008,0.006,0.0,0.94,v31-526564,riverbend_roofward:recovery:0.94
570,39,roofward_archive,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,roofward_archive:recovery:0.94
571,39,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
572,39,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
573,39,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
574,39,central_repair_ring,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
575,39,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
576,39,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,roofward_archive:recovery:0.93
577,39,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,archive_signal:recovery:0.94
578,39,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,signal_orchard:recovery:0.94
579,39,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
580,39,central_repair_ring,0.94,0.0,0.046,0.0,0.006,0.0,0.94,True,central_repair_ring:recovery:0.94
581,39,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,riverbend_roofward:recovery:0.94
582,39,roofward_archive,0.9344,0.0056,0.0,0.0,0.0,0.0,0.9344,False,roofward_archive:recovery:0.93
583,39,archive_signal,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
584,39,signal_orchard,0.9355,0.0045,0.0,0.008,0.006,0.0,0.94,v31-576037,signal_orchard:recovery:0.94
585,40,central_repair_ring,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,central_repair_ring:recovery:0.94
586,40,riverbend_roofward,0.94,0.0,0.046,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
587,40,roofward_archive,0.9344,0.0056,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
588,40,archive_signal,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
589,40,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,signal_orchard:recovery:0.93
590,40,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
591,40,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,central_repair_ring:recovery:0.93
592,40,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
593,40,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,roofward_archive:recovery:0.94
594,40,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
595,40,signal_orchard,0.93385,0.00615,0.0,0.0,0.0,0.0,0.93385,False,signal_orchard:recovery:0.93
596,40,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
597,40,central_repair_ring,0.93495,0.00386,0.0,0.0,0.0,0.0,0.93376,False,central_repair_ring:recovery:0.93
598,40,riverbend_roofward,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
599,40,roofward_archive,0.93605,0.00395,0.0,0.008,0.006,0.0,0.94,v31-589979,roofward_archive:recovery:0.94
600,41,archive_signal,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,archive_signal:recovery:0.94
601,41,signal_orchard,0.93385,0.00615,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
602,41,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
603,41,central_repair_ring,0.93376,0.00624,0.0,0.0,0.0,0.006,0.94,False,central_repair_ring:recovery:0.94
604,41,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,riverbend_roofward:recovery:0.93
605,41,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
606,41,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,archive_signal:recovery:0.94
607,41,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,signal_orchard:recovery:0.93
608,41,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,orchard_riverbend:recovery:0.93
609,41,central_repair_ring,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-614430,central_repair_ring:recovery:0.94
610,41,riverbend_roofward,0.93495,0.00505,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
611,41,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
612,41,archive_signal,0.93605,0.00395,0.0,0.0,0.0,0.0,0.93605,False,archive_signal:recovery:0.94
613,41,signal_orchard,0.93495,0.00505,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
614,41,orchard_riverbend,0.93385,0.00615,0.0,0.008,0.006,0.0,0.94,v31-625224,orchard_riverbend:recovery:0.94
615,42,central_repair_ring,0.94,0.0,0.0,0.0,0.006,0.0,0.93985,True,central_repair_ring:recovery:0.94
616,42,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
617,42,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
618,42,archive_signal,0.93605,0.00395,0.03,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
619,42,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,signal_orchard:recovery:0.94
620,42,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
621,42,central_repair_ring,0.93985,0.00015,0.0,0.0,0.0,0.0,0.93385,False,central_repair_ring:recovery:0.93
622,42,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,riverbend_roofward:recovery:0.94
623,42,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
624,42,archive_signal,0.94,0.0,0.03,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
625,42,signal_orchard,0.93605,0.00395,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
626,42,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
627,42,central_repair_ring,0.93385,0.00078,0.0,0.0,0.0,0.0,0.92848,False,central_repair_ring:recovery:0.93
628,42,riverbend_roofward,0.93605,0.00395,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
629,42,roofward_archive,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-569550,roofward_archive:recovery:0.94
630,43,archive_signal,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-532178,archive_signal:recovery:0.94
631,43,signal_orchard,0.94,0.0,0.046,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
632,43,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
633,43,central_repair_ring,0.92848,0.00386,0.0,0.0,0.0,0.006,0.93329,False,central_repair_ring:recovery:0.93
634,43,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,riverbend_roofward:recovery:0.93
635,43,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
636,43,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.934885,False,archive_signal:recovery:0.93
637,43,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
638,43,orchard_riverbend,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,orchard_riverbend:recovery:0.94
639,43,central_repair_ring,0.93329,0.00386,0.0,0.008,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
640,43,riverbend_roofward,0.93385,0.00615,0.046,0.0,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
641,43,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,roofward_archive:recovery:0.94
642,43,archive_signal,0.934885,0.005115,0.0,0.0,0.0,0.0,0.934885,False,archive_signal:recovery:0.93
643,43,signal_orchard,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
644,43,orchard_riverbend,0.94,0.0,0.0,0.008,0.006,0.0,0.94,v31-482114,orchard_riverbend:recovery:0.94
645,44,central_repair_ring,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,central_repair_ring:recovery:0.94
646,44,riverbend_roofward,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
647,44,roofward_archive,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
648,44,archive_signal,0.934885,0.005115,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
649,44,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,signal_orchard:recovery:0.93
650,44,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
651,44,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.93605,False,central_repair_ring:recovery:0.94
652,44,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.93495,False,riverbend_roofward:recovery:0.93
653,44,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.93385,False,roofward_archive:recovery:0.93
654,44,archive_signal,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,archive_signal:recovery:0.94
655,44,signal_orchard,0.93495,0.00386,0.046,0.0,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
656,44,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.006,0.94,False,orchard_riverbend:recovery:0.94
657,44,central_repair_ring,0.93605,0.00395,0.0,0.0,0.0,0.0,0.93605,False,central_repair_ring:recovery:0.94
658,44,riverbend_roofward,0.93495,0.00386,0.046,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
659,44,roofward_archive,0.93385,0.00078,0.0,0.008,0.006,0.0,0.94,v31-520803,roofward_archive:recovery:0.94
660,45,signal_orchard,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,signal_orchard:recovery:0.94
661,45,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
662,45,central_repair_ring,0.93605,0.00232,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
663,45,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,riverbend_roofward:recovery:0.94
664,45,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,roofward_archive:recovery:0.94
665,45,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
666,45,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,signal_orchard:recovery:0.94
667,45,orchard_riverbend,0.94,0.0,0.0,0.0,0.006,0.0,0.94,False,orchard_riverbend:recovery:0.94
668,45,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
669,45,riverbend_roofward,0.9366,0.0034,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
670,45,roofward_archive,0.9355,0.0045,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
671,45,archive_signal,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
672,45,signal_orchard,0.9366,0.0034,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
673,45,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
674,45,central_repair_ring,0.94,0.0,0.046,0.008,0.006,0.0,0.94,v31-615630,central_repair_ring:recovery:0.94
675,46,riverbend_roofward,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,riverbend_roofward:recovery:0.94
676,46,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
677,46,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
678,46,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,signal_orchard:recovery:0.94
679,46,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
680,46,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,central_repair_ring:recovery:0.94
681,46,riverbend_roofward,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,riverbend_roofward:recovery:0.93
682,46,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,roofward_archive:recovery:0.94
683,46,archive_signal,0.94,0.0,0.0,0.0,0.0,0.0,0.935489,False,archive_signal:recovery:0.94
684,46,signal_orchard,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,signal_orchard:recovery:0.94
685,46,orchard_riverbend,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
686,46,central_repair_ring,0.9355,0.0045,0.0,0.0,0.0,0.006,0.94,False,central_repair_ring:recovery:0.94
687,46,riverbend_roofward,0.9344,0.00232,0.0,0.0,0.0,0.0,0.93112,False,riverbend_roofward:recovery:0.93
688,46,roofward_archive,0.9366,0.0034,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
689,46,archive_signal,0.935489,0.004511,0.0,0.008,0.006,0.0,0.94,v31-560838,archive_signal:recovery:0.94
690,47,signal_orchard,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,signal_orchard:recovery:0.94
691,47,orchard_riverbend,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
692,47,central_repair_ring,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,central_repair_ring:recovery:0.94
693,47,riverbend_roofward,0.93112,0.0054,0.0,0.0,0.0,0.006,0.93802,False,riverbend_roofward:recovery:0.94
694,47,roofward_archive,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,roofward_archive:recovery:0.93
695,47,archive_signal,0.94,0.0,0.046,0.0,0.0,0.0,0.94,False,archive_signal:recovery:0.94
696,47,signal_orchard,0.94,0.0,0.0,0.0,0.006,0.0,0.94,True,signal_orchard:recovery:0.94
697,47,orchard_riverbend,0.94,0.0,0.0,0.0,0.0,0.0,0.9344,False,orchard_riverbend:recovery:0.93
698,47,central_repair_ring,0.94,0.0,0.0,0.0,0.0,0.0,0.9366,False,central_repair_ring:recovery:0.94
699,47,riverbend_roofward,0.93802,0.00198,0.0,0.008,0.0,0.0,0.94,False,riverbend_roofward:recovery:0.94
700,47,roofward_archive,0.9344,0.0056,0.046,0.0,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
701,47,archive_signal,0.94,0.0,0.0,0.0,0.0,0.006,0.94,False,archive_signal:recovery:0.94
702,47,signal_orchard,0.94,0.0,0.0,0.0,0.0,0.0,0.9355,False,signal_orchard:recovery:0.94
703,47,orchard_riverbend,0.9344,0.0056,0.046,0.0,0.0,0.0,0.94,False,orchard_riverbend:recovery:0.94
704,47,central_repair_ring,0.9366,0.0034,0.0,0.008,0.006,0.0,0.94,v31-631396,central_repair_ring:recovery:0.94
705,48,riverbend_roofward,0.94,0.0,0.046,0.0,0.006,0.0,0.94,True,riverbend_roofward:recovery:0.94
706,48,roofward_archive,0.94,0.0,0.0,0.008,0.0,0.0,0.94,False,roofward_archive:recovery:0.94
