tick_id,day,route_id,source_session,target_session,snapshot_id,export_clicked,import_clicked,exchange_success,snapshot_hash,restored_branch,restored_animation_pose,visible_exchange_notice
437,37,central_repair_ring,session:4,session:5,shared:central_repair_ring:v48,True,False,True,v33-033500,inner repair yard,guarded crossed arms,snapshot shared
438,37,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v52,True,False,True,v33-015797,orchard ridge detour,open forward lean,snapshot shared
439,37,roofward_archive,session:4,session:5,shared:roofward_archive:v51,False,False,False,v33-930282,cool archive lane,pending import,idle
440,37,archive_signal,session:4,session:5,shared:archive_signal:v54,False,True,True,v33-779203,paper lane,open forward lean,snapshot shared
441,37,signal_orchard,session:4,session:5,shared:signal_orchard:v53,True,False,True,v33-965425,river lantern loop,guarded crossed arms,snapshot shared
442,37,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v51,True,False,False,v33-819080,fen track,pending import,exchange pending
443,37,central_repair_ring,session:4,session:5,shared:central_repair_ring:v49,False,True,True,v33-033773,inner repair yard,guarded crossed arms,snapshot shared
444,38,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v53,True,False,True,v33-015922,orchard ridge detour,open forward lean,snapshot shared
445,38,roofward_archive,session:4,session:5,shared:roofward_archive:v51,False,False,False,v33-897798,cool archive lane,pending import,idle
446,38,archive_signal,session:4,session:5,shared:archive_signal:v55,True,False,True,v33-839714,stone kiosk path,listening tilt,snapshot shared
447,38,signal_orchard,session:4,session:5,shared:signal_orchard:v54,False,True,True,v33-759399,dusk road,careful pointing,snapshot shared
448,38,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v52,True,False,True,v33-925411,market plank route,listening tilt,snapshot shared
449,38,central_repair_ring,session:4,session:5,shared:central_repair_ring:v50,True,False,True,v33-032764,inner repair yard,guarded crossed arms,snapshot shared
450,38,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v54,True,False,True,v33-016196,orchard ridge detour,open forward lean,snapshot shared
451,38,roofward_archive,session:4,session:5,shared:roofward_archive:v51,False,False,False,v33-897798,cool archive lane,pending import,idle
452,38,archive_signal,session:4,session:5,shared:archive_signal:v56,False,True,True,v33-743858,paper lane,listening tilt,snapshot shared
453,38,signal_orchard,session:4,session:5,shared:signal_orchard:v55,True,False,True,v33-875476,river lantern loop,listening tilt,snapshot shared
454,38,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v53,True,False,True,v33-925535,market plank route,listening tilt,snapshot shared
455,38,central_repair_ring,session:4,session:5,shared:central_repair_ring:v50,False,False,False,v33-045925,inner repair yard,pending import,idle
456,39,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v55,True,False,True,v33-016321,orchard ridge detour,open forward lean,snapshot shared
457,39,roofward_archive,session:4,session:5,shared:roofward_archive:v51,False,False,False,v33-935670,cool archive lane,pending import,idle
458,39,archive_signal,session:4,session:5,shared:archive_signal:v57,True,False,True,v33-877222,stone kiosk path,route-board reach,snapshot shared
459,39,signal_orchard,session:4,session:5,shared:signal_orchard:v55,False,True,False,v33-776971,dusk road,pending import,exchange pending
460,39,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v53,False,False,False,v33-976485,market plank route,pending import,idle
461,39,central_repair_ring,session:4,session:5,shared:central_repair_ring:v51,True,False,True,v33-032890,inner repair yard,guarded crossed arms,snapshot shared
462,39,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v56,True,False,True,v33-016595,orchard ridge detour,open forward lean,snapshot shared
463,39,roofward_archive,session:4,session:5,shared:roofward_archive:v51,False,False,False,v33-935670,cool archive lane,pending import,idle
464,39,archive_signal,session:4,session:5,shared:archive_signal:v58,False,True,True,v33-778812,paper lane,route-board reach,snapshot shared
465,39,signal_orchard,session:4,session:5,shared:signal_orchard:v56,True,False,True,v33-913309,river lantern loop,route-board reach,snapshot shared
466,39,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v54,True,False,True,v33-963748,market plank route,route-board reach,snapshot shared
467,39,central_repair_ring,session:4,session:5,shared:central_repair_ring:v51,False,False,False,v33-046051,inner repair yard,pending import,idle
468,40,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v57,True,False,True,v33-016720,orchard ridge detour,open forward lean,snapshot shared
469,40,roofward_archive,session:4,session:5,shared:roofward_archive:v51,False,False,False,v33-935869,cool archive lane,pending import,idle
470,40,archive_signal,session:4,session:5,shared:archive_signal:v59,True,False,True,v33-876675,stone kiosk path,open forward lean,snapshot shared
471,40,signal_orchard,session:4,session:5,shared:signal_orchard:v57,False,True,True,v33-764114,dusk road,route-board reach,snapshot shared
472,40,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v54,False,False,False,v33-976808,market plank route,pending import,idle
473,40,central_repair_ring,session:4,session:5,shared:central_repair_ring:v52,True,False,True,v33-052078,inner repair yard,relieved reset stance,snapshot shared
474,40,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v58,True,False,True,v33-016994,orchard ridge detour,open forward lean,snapshot shared
475,40,roofward_archive,session:4,session:5,shared:roofward_archive:v51,False,False,False,v33-935869,cool archive lane,pending import,idle
476,40,archive_signal,session:4,session:5,shared:archive_signal:v59,False,True,False,v33-791438,paper lane,pending import,exchange pending
477,40,signal_orchard,session:4,session:5,shared:signal_orchard:v58,True,False,True,v33-912748,river lantern loop,open forward lean,snapshot shared
478,40,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v55,True,False,True,v33-964071,market plank route,open forward lean,snapshot shared
479,40,central_repair_ring,session:4,session:5,shared:central_repair_ring:v52,False,False,False,v33-065314,inner repair yard,pending import,idle
480,41,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v59,True,False,True,v33-017119,orchard ridge detour,open forward lean,snapshot shared
481,41,roofward_archive,session:4,session:5,shared:roofward_archive:v51,False,False,False,v33-989261,cool archive lane,pending import,idle
482,41,archive_signal,session:4,session:5,shared:archive_signal:v60,True,False,True,v33-928210,stone kiosk path,guarded crossed arms,snapshot shared
483,41,signal_orchard,session:4,session:5,shared:signal_orchard:v59,False,True,True,v33-912869,river lantern loop,open forward lean,snapshot shared
484,41,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v55,False,False,False,v33-030951,market plank route,pending import,idle
485,41,central_repair_ring,session:4,session:5,shared:central_repair_ring:v53,True,False,True,v33-052204,inner repair yard,relieved reset stance,snapshot shared
486,41,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v60,True,False,True,v33-016267,orchard ridge detour,open forward lean,snapshot shared
487,41,roofward_archive,session:4,session:5,shared:roofward_archive:v51,False,False,False,v33-989261,cool archive lane,pending import,idle
488,41,archive_signal,session:4,session:5,shared:archive_signal:v61,False,True,True,v33-829156,paper lane,guarded crossed arms,snapshot shared
489,41,signal_orchard,session:4,session:5,shared:signal_orchard:v60,True,False,True,v33-964895,river lantern loop,guarded crossed arms,snapshot shared
490,41,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v56,True,False,True,v33-017989,market plank route,guarded crossed arms,snapshot shared
491,41,central_repair_ring,session:4,session:5,shared:central_repair_ring:v53,False,False,False,v33-065440,inner repair yard,pending import,idle
492,42,roofward_archive,session:4,session:5,shared:roofward_archive:v52,True,False,True,v33-995177,cool archive lane,relieved reset stance,snapshot shared
493,42,archive_signal,session:4,session:5,shared:archive_signal:v61,False,False,False,v33-785534,paper lane,pending import,idle
494,42,signal_orchard,session:4,session:5,shared:signal_orchard:v61,True,False,True,v33-911965,river lantern loop,route-board reach,snapshot shared
495,42,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v57,False,True,True,v33-813296,fen track,open forward lean,snapshot shared
496,42,central_repair_ring,session:4,session:5,shared:central_repair_ring:v53,False,False,False,v33-986295,inner repair yard,pending import,idle
497,42,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v61,True,False,True,v33-090418,orchard ridge detour,relieved reset stance,snapshot shared
498,42,roofward_archive,session:4,session:5,shared:roofward_archive:v53,True,False,True,v33-995444,cool archive lane,relieved reset stance,snapshot shared
499,42,archive_signal,session:4,session:5,shared:archive_signal:v61,False,False,False,v33-785534,paper lane,pending import,idle
500,42,signal_orchard,session:4,session:5,shared:signal_orchard:v62,False,True,True,v33-764031,dusk road,route-board reach,snapshot shared
501,42,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v58,True,False,True,v33-964735,market plank route,open forward lean,snapshot shared
502,42,central_repair_ring,session:4,session:5,shared:central_repair_ring:v54,True,False,True,v33-973560,inner repair yard,careful pointing,snapshot shared
503,42,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v62,False,True,True,v33-921312,river ford,relieved reset stance,snapshot shared
504,43,roofward_archive,session:4,session:5,shared:roofward_archive:v54,True,False,True,v33-995567,cool archive lane,relieved reset stance,snapshot shared
505,43,archive_signal,session:4,session:5,shared:archive_signal:v61,False,False,False,v33-754778,paper lane,pending import,idle
506,43,signal_orchard,session:4,session:5,shared:signal_orchard:v63,True,False,True,v33-875067,river lantern loop,listening tilt,snapshot shared
507,43,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v59,False,True,True,v33-813818,fen track,open forward lean,snapshot shared
508,43,central_repair_ring,session:4,session:5,shared:central_repair_ring:v54,False,False,False,v33-953361,inner repair yard,pending import,idle
509,43,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v63,True,False,True,v33-921437,river ford,relieved reset stance,snapshot shared
510,43,roofward_archive,session:4,session:5,shared:roofward_archive:v54,True,False,False,v33-008719,cool archive lane,pending import,exchange pending
511,43,archive_signal,session:4,session:5,shared:archive_signal:v62,True,False,True,v33-839329,stone kiosk path,listening tilt,snapshot shared
512,43,signal_orchard,session:4,session:5,shared:signal_orchard:v64,False,True,True,v33-729104,dusk road,listening tilt,snapshot shared
513,43,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v60,True,False,True,v33-812825,fen track,open forward lean,snapshot shared
514,43,central_repair_ring,session:4,session:5,shared:central_repair_ring:v55,True,False,True,v33-940776,inner repair yard,listening tilt,snapshot shared
515,43,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v63,False,False,False,v33-934073,river ford,pending import,idle
516,44,roofward_archive,session:4,session:5,shared:roofward_archive:v55,True,False,True,v33-918426,cool archive lane,careful pointing,snapshot shared
517,44,archive_signal,session:4,session:5,shared:archive_signal:v62,False,False,False,v33-888799,stone kiosk path,pending import,idle
518,44,signal_orchard,session:4,session:5,shared:signal_orchard:v65,True,False,True,v33-913021,river lantern loop,route-board reach,snapshot shared
519,44,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v61,False,True,True,v33-812949,fen track,open forward lean,snapshot shared
520,44,central_repair_ring,session:4,session:5,shared:central_repair_ring:v55,False,False,False,v33-992022,inner repair yard,pending import,idle
521,44,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v64,True,False,True,v33-846429,river ford,careful pointing,snapshot shared
522,44,roofward_archive,session:4,session:5,shared:roofward_archive:v56,True,False,True,v33-918693,cool archive lane,careful pointing,snapshot shared
523,44,archive_signal,session:4,session:5,shared:archive_signal:v62,False,False,False,v33-888799,stone kiosk path,pending import,idle
524,44,signal_orchard,session:4,session:5,shared:signal_orchard:v66,False,True,True,v33-765051,dusk road,route-board reach,snapshot shared
525,44,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v62,True,False,True,v33-963091,market plank route,open forward lean,snapshot shared
526,44,central_repair_ring,session:4,session:5,shared:central_repair_ring:v56,True,False,True,v33-979212,inner repair yard,route-board reach,snapshot shared
527,44,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v64,False,False,False,v33-858690,river ford,pending import,idle
528,45,roofward_archive,session:4,session:5,shared:roofward_archive:v57,True,False,True,v33-918816,cool archive lane,careful pointing,snapshot shared
529,45,archive_signal,session:4,session:5,shared:archive_signal:v62,False,False,False,v33-888998,stone kiosk path,pending import,idle
530,45,signal_orchard,session:4,session:5,shared:signal_orchard:v67,True,False,True,v33-913748,river lantern loop,open forward lean,snapshot shared
531,45,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v63,False,True,True,v33-812237,fen track,open forward lean,snapshot shared
532,45,central_repair_ring,session:4,session:5,shared:central_repair_ring:v57,True,False,True,v33-979537,inner repair yard,open forward lean,snapshot shared
533,45,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v65,True,False,True,v33-921687,river ford,relieved reset stance,snapshot shared
534,45,roofward_archive,session:4,session:5,shared:roofward_archive:v58,True,False,True,v33-996491,cool archive lane,relieved reset stance,snapshot shared
535,45,archive_signal,session:4,session:5,shared:archive_signal:v62,False,False,False,v33-888998,stone kiosk path,pending import,idle
536,45,signal_orchard,session:4,session:5,shared:signal_orchard:v68,False,True,True,v33-765760,dusk road,open forward lean,snapshot shared
537,45,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v64,True,False,True,v33-963631,market plank route,open forward lean,snapshot shared
538,45,central_repair_ring,session:4,session:5,shared:central_repair_ring:v58,True,False,True,v33-979663,inner repair yard,open forward lean,snapshot shared
539,45,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v66,True,False,True,v33-089999,orchard ridge detour,relieved reset stance,snapshot shared
540,46,roofward_archive,session:4,session:5,shared:roofward_archive:v59,True,False,True,v33-996614,cool archive lane,relieved reset stance,snapshot shared
541,46,archive_signal,session:4,session:5,shared:archive_signal:v62,False,False,False,v33-941445,stone kiosk path,pending import,idle
542,46,signal_orchard,session:4,session:5,shared:signal_orchard:v69,True,False,True,v33-965840,river lantern loop,guarded crossed arms,snapshot shared
543,46,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v65,False,True,True,v33-812759,fen track,open forward lean,snapshot shared
544,46,central_repair_ring,session:4,session:5,shared:central_repair_ring:v58,False,False,False,v33-046933,inner repair yard,pending import,idle
545,46,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v67,True,False,True,v33-090124,orchard ridge detour,relieved reset stance,snapshot shared
546,46,roofward_archive,session:4,session:5,shared:roofward_archive:v60,True,False,True,v33-994476,cool archive lane,relieved reset stance,snapshot shared
547,46,archive_signal,session:4,session:5,shared:archive_signal:v62,False,False,False,v33-941445,stone kiosk path,pending import,idle
548,46,signal_orchard,session:4,session:5,shared:signal_orchard:v70,False,True,True,v33-813990,dusk road,guarded crossed arms,snapshot shared
549,46,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v66,True,False,True,v33-964171,market plank route,open forward lean,snapshot shared
550,46,central_repair_ring,session:4,session:5,shared:central_repair_ring:v59,True,False,True,v33-033898,inner repair yard,guarded crossed arms,snapshot shared
551,46,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v68,False,True,True,v33-922340,river ford,relieved reset stance,snapshot shared
552,47,roofward_archive,session:4,session:5,shared:roofward_archive:v61,True,False,True,v33-994599,cool archive lane,relieved reset stance,snapshot shared
553,47,archive_signal,session:4,session:5,shared:archive_signal:v62,False,False,False,v33-959916,stone kiosk path,pending import,idle
554,47,signal_orchard,session:4,session:5,shared:signal_orchard:v71,True,False,True,v33-983896,river lantern loop,relieved reset stance,snapshot shared
555,47,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v67,False,True,True,v33-813281,fen track,open forward lean,snapshot shared
556,47,central_repair_ring,session:4,session:5,shared:central_repair_ring:v59,False,False,False,v33-066196,inner repair yard,pending import,idle
557,47,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v69,True,False,True,v33-922465,river ford,relieved reset stance,snapshot shared
558,47,roofward_archive,session:4,session:5,shared:roofward_archive:v62,True,False,True,v33-994866,cool archive lane,relieved reset stance,snapshot shared
559,47,archive_signal,session:4,session:5,shared:archive_signal:v62,False,False,False,v33-959916,stone kiosk path,pending import,idle
560,47,signal_orchard,session:4,session:5,shared:signal_orchard:v72,False,True,True,v33-832119,dusk road,relieved reset stance,snapshot shared
561,47,orchard_riverbend,session:4,session:5,shared:orchard_riverbend:v67,True,False,False,v33-977448,market plank route,pending import,exchange pending
562,47,central_repair_ring,session:4,session:5,shared:central_repair_ring:v60,True,False,True,v33-051951,inner repair yard,relieved reset stance,snapshot shared
563,47,riverbend_roofward,session:4,session:5,shared:riverbend_roofward:v70,False,True,True,v33-921603,river ford,relieved reset stance,snapshot shared
564,48,archive_signal,session:5,session:6,shared:archive_signal:v63,True,False,True,v33-928855,stone kiosk path,guarded crossed arms,snapshot shared
565,48,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-740583,dusk road,pending import,idle
566,48,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v68,True,False,True,v33-926569,market plank route,listening tilt,snapshot shared
567,48,central_repair_ring,session:5,session:6,shared:central_repair_ring:v61,False,True,True,v33-052077,inner repair yard,relieved reset stance,snapshot shared
568,48,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v70,False,False,False,v33-827207,river ford,pending import,idle
569,48,roofward_archive,session:5,session:6,shared:roofward_archive:v63,True,False,True,v33-976260,cool archive lane,guarded crossed arms,snapshot shared
570,48,archive_signal,session:5,session:6,shared:archive_signal:v64,True,False,True,v33-928976,stone kiosk path,guarded crossed arms,snapshot shared
571,48,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-740583,dusk road,pending import,idle
572,48,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v69,False,True,True,v33-777641,fen track,listening tilt,snapshot shared
573,48,central_repair_ring,session:5,session:6,shared:central_repair_ring:v62,True,False,True,v33-015977,outer bell path,relieved reset stance,snapshot shared
574,48,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v71,True,False,True,v33-976971,orchard ridge detour,listening tilt,snapshot shared
575,48,roofward_archive,session:5,session:6,shared:roofward_archive:v64,False,True,True,v33-976383,cool archive lane,guarded crossed arms,snapshot shared
576,49,archive_signal,session:5,session:6,shared:archive_signal:v65,True,False,True,v33-929097,stone kiosk path,guarded crossed arms,snapshot shared
577,49,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-776245,dusk road,pending import,idle
578,49,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v69,True,False,False,v33-977935,market plank route,pending import,exchange pending
579,49,central_repair_ring,session:5,session:6,shared:central_repair_ring:v63,False,True,True,v33-973853,inner repair yard,careful pointing,snapshot shared
580,49,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v71,False,False,False,v33-028806,orchard ridge detour,pending import,idle
581,49,roofward_archive,session:5,session:6,shared:roofward_archive:v65,True,False,True,v33-976506,cool archive lane,guarded crossed arms,snapshot shared
582,49,archive_signal,session:5,session:6,shared:archive_signal:v66,True,False,True,v33-929359,stone kiosk path,guarded crossed arms,snapshot shared
583,49,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-776245,dusk road,pending import,idle
584,49,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v70,False,True,True,v33-811788,fen track,route-board reach,snapshot shared
585,49,central_repair_ring,session:5,session:6,shared:central_repair_ring:v64,True,False,True,v33-938659,outer bell path,careful pointing,snapshot shared
586,49,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v72,True,False,True,v33-015845,orchard ridge detour,route-board reach,snapshot shared
587,49,roofward_archive,session:5,session:6,shared:roofward_archive:v66,False,True,True,v33-885770,glass stair,guarded crossed arms,snapshot shared
588,50,archive_signal,session:5,session:6,shared:archive_signal:v67,True,False,True,v33-929480,stone kiosk path,guarded crossed arms,snapshot shared
589,50,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-776444,dusk road,pending import,idle
590,50,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v71,True,False,True,v33-036126,market plank route,relieved reset stance,snapshot shared
591,50,central_repair_ring,session:5,session:6,shared:central_repair_ring:v65,False,True,True,v33-974399,inner repair yard,careful pointing,snapshot shared
592,50,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v72,False,False,False,v33-029130,orchard ridge detour,pending import,idle
593,50,roofward_archive,session:5,session:6,shared:roofward_archive:v67,True,False,True,v33-885893,glass stair,guarded crossed arms,snapshot shared
594,50,archive_signal,session:5,session:6,shared:archive_signal:v68,True,False,True,v33-929742,stone kiosk path,guarded crossed arms,snapshot shared
595,50,signal_orchard,session:5,session:6,shared:signal_orchard:v72,True,False,False,v33-925469,river lantern loop,pending import,exchange pending
596,50,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v72,False,True,True,v33-881423,fen track,relieved reset stance,snapshot shared
597,50,central_repair_ring,session:5,session:6,shared:central_repair_ring:v66,True,False,True,v33-939201,outer bell path,careful pointing,snapshot shared
598,50,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v73,True,False,True,v33-016169,orchard ridge detour,open forward lean,snapshot shared
599,50,roofward_archive,session:5,session:6,shared:roofward_archive:v67,False,False,False,v33-898379,glass stair,pending import,idle
600,51,archive_signal,session:5,session:6,shared:archive_signal:v69,True,False,True,v33-929863,stone kiosk path,guarded crossed arms,snapshot shared
601,51,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-978546,river lantern loop,pending import,idle
602,51,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v73,True,False,True,v33-017715,market plank route,guarded crossed arms,snapshot shared
603,51,central_repair_ring,session:5,session:6,shared:central_repair_ring:v67,False,True,True,v33-973621,inner repair yard,careful pointing,snapshot shared
604,51,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v73,False,False,False,v33-084222,orchard ridge detour,pending import,idle
605,51,roofward_archive,session:5,session:6,shared:roofward_archive:v68,True,False,True,v33-886016,glass stair,guarded crossed arms,snapshot shared
606,51,archive_signal,session:5,session:6,shared:archive_signal:v70,True,False,True,v33-929035,stone kiosk path,guarded crossed arms,snapshot shared
607,51,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-978546,river lantern loop,pending import,idle
608,51,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v74,False,True,True,v33-863993,fen track,guarded crossed arms,snapshot shared
609,51,central_repair_ring,session:5,session:6,shared:central_repair_ring:v68,True,False,True,v33-938437,outer bell path,careful pointing,snapshot shared
610,51,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v74,True,False,True,v33-071036,orchard ridge detour,guarded crossed arms,snapshot shared
611,51,roofward_archive,session:5,session:6,shared:roofward_archive:v68,False,False,False,v33-898502,glass stair,pending import,idle
612,52,archive_signal,session:5,session:6,shared:archive_signal:v70,True,False,False,v33-889299,stone kiosk path,pending import,exchange pending
613,52,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-997239,river lantern loop,pending import,idle
614,52,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v75,True,False,True,v33-037206,market plank route,relieved reset stance,snapshot shared
615,52,central_repair_ring,session:5,session:6,shared:central_repair_ring:v69,False,True,True,v33-974167,inner repair yard,careful pointing,snapshot shared
616,52,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v74,False,False,False,v33-103706,orchard ridge detour,pending import,idle
617,52,roofward_archive,session:5,session:6,shared:roofward_archive:v69,True,False,True,v33-834862,glass stair,open forward lean,snapshot shared
618,52,archive_signal,session:5,session:6,shared:archive_signal:v71,True,False,True,v33-877075,stone kiosk path,open forward lean,snapshot shared
619,52,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-997239,river lantern loop,pending import,idle
620,52,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v76,False,True,True,v33-882467,fen track,relieved reset stance,snapshot shared
621,52,central_repair_ring,session:5,session:6,shared:central_repair_ring:v70,True,False,True,v33-937844,outer bell path,careful pointing,snapshot shared
622,52,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v75,True,False,True,v33-090445,orchard ridge detour,relieved reset stance,snapshot shared
623,52,roofward_archive,session:5,session:6,shared:roofward_archive:v70,False,True,True,v33-834015,glass stair,open forward lean,snapshot shared
624,53,archive_signal,session:5,session:6,shared:archive_signal:v72,True,False,True,v33-877196,stone kiosk path,open forward lean,snapshot shared
625,53,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-919911,river lantern loop,pending import,idle
626,53,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v77,True,False,True,v33-959431,market plank route,careful pointing,snapshot shared
627,53,central_repair_ring,session:5,session:6,shared:central_repair_ring:v71,False,True,True,v33-973578,inner repair yard,careful pointing,snapshot shared
628,53,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v75,False,False,False,v33-023773,orchard ridge detour,pending import,idle
629,53,roofward_archive,session:5,session:6,shared:roofward_archive:v70,True,False,False,v33-846077,glass stair,pending import,exchange pending
630,53,archive_signal,session:5,session:6,shared:archive_signal:v73,True,False,True,v33-875989,stone kiosk path,route-board reach,snapshot shared
631,53,signal_orchard,session:5,session:6,shared:signal_orchard:v72,False,False,False,v33-919911,river lantern loop,pending import,idle
632,53,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v78,False,True,True,v33-808766,fen track,careful pointing,snapshot shared
633,53,central_repair_ring,session:5,session:6,shared:central_repair_ring:v72,True,False,True,v33-938386,outer bell path,careful pointing,snapshot shared
634,53,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v76,True,False,True,v33-010887,orchard ridge detour,careful pointing,snapshot shared
635,53,roofward_archive,session:5,session:6,shared:roofward_archive:v71,False,True,True,v33-834077,glass stair,route-board reach,snapshot shared
636,54,signal_orchard,session:5,session:6,shared:signal_orchard:v73,True,False,True,v33-984424,river lantern loop,relieved reset stance,snapshot shared
637,54,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v79,True,False,True,v33-965342,market plank route,route-board reach,snapshot shared
638,54,central_repair_ring,session:5,session:6,shared:central_repair_ring:v73,True,False,True,v33-016517,outer bell path,relieved reset stance,snapshot shared
639,54,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v77,False,True,True,v33-847623,river ford,careful pointing,snapshot shared
640,54,roofward_archive,session:5,session:6,shared:roofward_archive:v71,False,False,False,v33-846338,glass stair,pending import,idle
641,54,archive_signal,session:5,session:6,shared:archive_signal:v74,True,False,True,v33-946927,stone kiosk path,relieved reset stance,snapshot shared
642,54,signal_orchard,session:5,session:6,shared:signal_orchard:v74,True,False,True,v33-984688,river lantern loop,relieved reset stance,snapshot shared
643,54,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v79,False,False,False,v33-978203,market plank route,pending import,idle
644,54,central_repair_ring,session:5,session:6,shared:central_repair_ring:v74,False,True,True,v33-016643,outer bell path,relieved reset stance,snapshot shared
645,54,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v78,True,False,True,v33-011435,orchard ridge detour,careful pointing,snapshot shared
646,54,roofward_archive,session:5,session:6,shared:roofward_archive:v71,True,False,False,v33-846338,glass stair,pending import,exchange pending
647,54,archive_signal,session:5,session:6,shared:archive_signal:v75,False,True,True,v33-847219,paper lane,relieved reset stance,snapshot shared
648,55,signal_orchard,session:5,session:6,shared:signal_orchard:v75,True,False,True,v33-984809,river lantern loop,relieved reset stance,snapshot shared
649,55,orchard_riverbend,session:5,session:6,shared:orchard_riverbend:v79,False,False,False,v33-978402,market plank route,pending import,idle
650,55,central_repair_ring,session:5,session:6,shared:central_repair_ring:v75,True,False,True,v33-016914,outer bell path,relieved reset stance,snapshot shared
651,55,riverbend_roofward,session:5,session:6,shared:riverbend_roofward:v79,False,True,True,v33-853319,river ford,route-board reach,snapshot shared
652,55,roofward_archive,session:5,session:6,shared:roofward_archive:v71,False,False,False,v33-846537,glass stair,pending import,idle
653,55,archive_signal,session:5,session:6,shared:archive_signal:v76,True,False,True,v33-847340,paper lane,relieved reset stance,snapshot shared
654,55,signal_orchard,session:5,session:6,shared:signal_orchard:v76,True,False,True,v33-985073,river lantern loop,relieved reset stance,snapshot shared
