tick_id,day,week,settlement_id,resident_id,circadian_hour,sleep_state,sleep_quality,fatigue_before,fatigue_after,rest_debt_before,rest_debt_after,dream_workspace_private,visible_sleep_marker,frequency_hz,flower_phase,bounded_cycle
2233,140,20,lichen_bridge,Luma,13.5,awake,0.0,0.319617,0.343617,0.0,0.01,True,upright work rhythm,8.990883,0.725708,True
2234,140,20,orchid_engine,Dax,15.0,awake,0.0,0.156777,0.174777,0.0,0.01,True,upright work rhythm,11.311658,0.754117,True
2235,140,20,moss_ward,Tala,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,6.65738,0.712725,True
2236,140,20,glass_harbor,Nia,18.0,awake,0.0,0.160103,0.178103,0.02,0.03,True,upright work rhythm,7.923022,0.729233,True
2237,140,20,cinder_garden,Pax,19.5,awake,0.0,0.496856,0.514856,0.02,0.03,True,upright work rhythm,10.681091,0.759942,True
2238,140,20,lichen_bridge,Rin,21.0,awake,0.0,0.321442,0.345442,0.02,0.03,True,upright work rhythm,9.341631,0.75175,True
2239,140,20,orchid_engine,Eli,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",11.59,0.780158,True
2240,141,21,glass_harbor,Nia,0.0,asleep,0.80752,0.178103,0.121577,0.03,0.0,True,"curled posture, low breath rhythm",7.072846,0.751067,True
2241,141,21,cinder_garden,Pax,1.5,asleep,0.80752,0.514856,0.45833,0.03,0.0,True,"curled posture, low breath rhythm",9.830915,0.781775,True
2242,141,21,lichen_bridge,Rin,3.0,asleep,0.80752,0.345442,0.288916,0.03,0.0,True,"curled posture, low breath rhythm",8.491456,0.773583,True
2243,141,21,orchid_engine,Eli,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",10.763,0.801992,True
2244,141,21,moss_ward,Ari,6.0,awake,0.0,0.342777,0.360777,0.01,0.02,True,upright work rhythm,6.320918,0.7606,True
2245,141,21,glass_harbor,Oren,7.5,awake,0.0,0.343474,0.367474,0.01,0.02,True,upright work rhythm,7.523664,0.777108,True
2246,141,21,cinder_garden,Vale,9.0,awake,0.0,0.510578,0.528578,0.01,0.02,True,upright work rhythm,10.209717,0.807817,True
2247,141,21,lichen_bridge,Sol,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,8.74022,0.799625,True
2248,141,21,orchid_engine,Bea,12.0,awake,0.0,0.341531,0.359531,0.0,0.01,True,upright work rhythm,11.260408,0.828033,True
2249,141,21,moss_ward,Fay,13.5,awake,0.0,0.342322,0.360322,0.0,0.01,True,upright work rhythm,6.670732,0.786642,True
2250,141,21,glass_harbor,Puck,15.0,awake,0.0,0.341755,0.365755,0.0,0.01,True,upright work rhythm,7.872959,0.80315,True
2251,141,21,cinder_garden,Wren,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,10.35038,0.833858,True
2252,141,21,lichen_bridge,Kio,18.0,awake,0.0,0.511657,0.535657,0.02,0.03,True,upright work rhythm,9.29262,0.825667,True
2253,141,21,orchid_engine,Cai,19.5,awake,0.0,0.177018,0.195018,0.02,0.03,True,upright work rhythm,11.542957,0.854075,True
2254,141,21,moss_ward,Milo,21.0,awake,0.0,0.176626,0.194626,0.02,0.03,True,upright work rhythm,6.952797,0.812683,True
2255,141,21,glass_harbor,Sera,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",8.073,0.829192,True
2256,142,21,lichen_bridge,Kio,0.0,asleep,0.80752,0.535657,0.479131,0.03,0.0,True,"curled posture, low breath rhythm",8.429444,0.8465,True
2257,142,21,orchid_engine,Cai,1.5,asleep,0.80752,0.195018,0.138492,0.03,0.0,True,"curled posture, low breath rhythm",10.679782,0.874908,True
2258,142,21,moss_ward,Milo,3.0,asleep,0.80752,0.194626,0.1381,0.03,0.0,True,"curled posture, low breath rhythm",6.089621,0.833517,True
2259,142,21,glass_harbor,Sera,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",7.233,0.850025,True
2260,142,21,cinder_garden,Juno,6.0,awake,0.0,0.342578,0.366578,0.01,0.02,True,upright work rhythm,10.003297,0.880733,True
2261,142,21,lichen_bridge,Luma,7.5,awake,0.0,0.343617,0.361617,0.01,0.02,True,upright work rhythm,8.731263,0.872542,True
2262,142,21,orchid_engine,Dax,9.0,awake,0.0,0.174777,0.192777,0.01,0.02,True,upright work rhythm,11.052038,0.90095,True
2263,142,21,moss_ward,Tala,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,6.39776,0.859558,True
2264,142,21,glass_harbor,Nia,12.0,awake,0.0,0.121577,0.139577,0.0,0.01,True,upright work rhythm,7.640226,0.876067,True
2265,142,21,cinder_garden,Pax,13.5,awake,0.0,0.45833,0.48233,0.0,0.01,True,upright work rhythm,10.400755,0.906775,True
2266,142,21,lichen_bridge,Rin,15.0,awake,0.0,0.288916,0.306916,0.0,0.01,True,upright work rhythm,9.058836,0.898583,True
2267,142,21,orchid_engine,Eli,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,11.33038,0.926992,True
2268,142,21,moss_ward,Ari,18.0,awake,0.0,0.360777,0.378777,0.02,0.03,True,upright work rhythm,6.888298,0.8856,True
2269,142,21,glass_harbor,Oren,19.5,awake,0.0,0.367474,0.385474,0.02,0.03,True,upright work rhythm,8.091044,0.902108,True
2270,142,21,cinder_garden,Vale,21.0,awake,0.0,0.528578,0.552578,0.02,0.03,True,upright work rhythm,10.779557,0.932817,True
2271,142,21,lichen_bridge,Sol,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",9.283,0.924625,True
2272,143,21,moss_ward,Ari,0.0,asleep,0.80752,0.378777,0.32225,0.03,0.0,True,"curled posture, low breath rhythm",6.025123,0.906433,True
2273,143,21,glass_harbor,Oren,1.5,asleep,0.80752,0.385474,0.328948,0.03,0.0,True,"curled posture, low breath rhythm",7.227869,0.922942,True
2274,143,21,cinder_garden,Vale,3.0,asleep,0.80752,0.552578,0.496052,0.03,0.0,True,"curled posture, low breath rhythm",9.916381,0.95365,True
2275,143,21,lichen_bridge,Sol,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",8.443,0.945458,True
2276,143,21,orchid_engine,Bea,6.0,awake,0.0,0.359531,0.377531,0.01,0.02,True,upright work rhythm,10.987788,0.973867,True
2277,143,21,moss_ward,Fay,7.5,awake,0.0,0.360322,0.378322,0.01,0.02,True,upright work rhythm,6.398112,0.932475,True
2278,143,21,glass_harbor,Puck,9.0,awake,0.0,0.365755,0.383755,0.01,0.02,True,upright work rhythm,7.600339,0.948983,True
2279,143,21,cinder_garden,Wren,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,10.07776,0.979692,True
2280,143,21,lichen_bridge,Kio,12.0,awake,0.0,0.479131,0.497131,0.0,0.01,True,upright work rhythm,8.996824,0.9715,True
2281,143,21,orchid_engine,Cai,13.5,awake,0.0,0.138492,0.156492,0.0,0.01,True,upright work rhythm,11.247162,0.999908,True
2282,143,21,moss_ward,Milo,15.0,awake,0.0,0.1381,0.1561,0.0,0.01,True,upright work rhythm,6.657001,0.958517,True
2283,143,21,glass_harbor,Sera,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,7.80038,0.975025,True
2284,143,21,cinder_garden,Juno,18.0,awake,0.0,0.366578,0.384578,0.02,0.03,True,upright work rhythm,10.570677,0.005733,True
2285,143,21,lichen_bridge,Luma,19.5,awake,0.0,0.361617,0.379617,0.02,0.03,True,upright work rhythm,9.298643,0.997542,True
2286,143,21,orchid_engine,Dax,21.0,awake,0.0,0.192777,0.210777,0.02,0.03,True,upright work rhythm,11.619418,0.02595,True
2287,143,21,moss_ward,Tala,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",6.943,0.984558,True
2288,144,21,cinder_garden,Juno,0.0,asleep,0.80752,0.384578,0.328052,0.03,0.0,True,"curled posture, low breath rhythm",9.707501,0.026567,True
2289,144,21,lichen_bridge,Luma,1.5,asleep,0.80752,0.379617,0.32309,0.03,0.0,True,"curled posture, low breath rhythm",8.435467,0.018375,True
2290,144,21,orchid_engine,Dax,3.0,asleep,0.80752,0.210777,0.15425,0.03,0.0,True,"curled posture, low breath rhythm",10.756243,0.046783,True
2291,144,21,moss_ward,Tala,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",6.103,0.005392,True
2292,144,21,glass_harbor,Nia,6.0,awake,0.0,0.139577,0.157577,0.01,0.02,True,upright work rhythm,7.367606,0.0219,True
2293,144,21,cinder_garden,Pax,7.5,awake,0.0,0.48233,0.50633,0.01,0.02,True,upright work rhythm,10.130595,0.052608,True
2294,144,21,lichen_bridge,Rin,9.0,awake,0.0,0.306916,0.324916,0.01,0.02,True,upright work rhythm,8.786216,0.044417,True
2295,144,21,orchid_engine,Eli,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,11.06022,0.072825,True
2296,144,21,moss_ward,Ari,12.0,awake,0.0,0.32225,0.34625,0.0,0.01,True,upright work rhythm,6.594963,0.031433,True
2297,144,21,glass_harbor,Oren,13.5,awake,0.0,0.328948,0.346948,0.0,0.01,True,upright work rhythm,7.795249,0.047942,True
2298,144,21,cinder_garden,Vale,15.0,awake,0.0,0.496052,0.520052,0.0,0.01,True,upright work rhythm,10.486221,0.07865,True
2299,144,21,lichen_bridge,Sol,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,9.01038,0.070458,True
2300,144,21,orchid_engine,Bea,18.0,awake,0.0,0.377531,0.401531,0.02,0.03,True,upright work rhythm,11.557628,0.098867,True
2301,144,21,moss_ward,Fay,19.5,awake,0.0,0.378322,0.402322,0.02,0.03,True,upright work rhythm,6.967952,0.057475,True
2302,144,21,glass_harbor,Puck,21.0,awake,0.0,0.383755,0.401755,0.02,0.03,True,upright work rhythm,8.167719,0.073983,True
2303,144,21,cinder_garden,Wren,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",10.623,0.104692,True
2304,145,21,orchid_engine,Bea,0.0,asleep,0.80752,0.401531,0.345004,0.03,0.0,True,"curled posture, low breath rhythm",10.694452,0.1197,True
2305,145,21,moss_ward,Fay,1.5,asleep,0.80752,0.402322,0.345795,0.03,0.0,True,"curled posture, low breath rhythm",6.104776,0.078308,True
2306,145,21,glass_harbor,Puck,3.0,asleep,0.80752,0.401755,0.345228,0.03,0.0,True,"curled posture, low breath rhythm",7.304544,0.094817,True
2307,145,21,cinder_garden,Wren,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",9.783,0.125525,True
2308,145,21,lichen_bridge,Kio,6.0,awake,0.0,0.497131,0.521131,0.01,0.02,True,upright work rhythm,8.726664,0.117333,True
2309,145,21,orchid_engine,Cai,7.5,awake,0.0,0.156492,0.174492,0.01,0.02,True,upright work rhythm,10.974542,0.145742,True
2310,145,21,moss_ward,Milo,9.0,awake,0.0,0.1561,0.1741,0.01,0.02,True,upright work rhythm,6.384381,0.10435,True
2311,145,21,glass_harbor,Sera,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,7.52776,0.120858,True
2312,145,21,cinder_garden,Juno,12.0,awake,0.0,0.328052,0.346052,0.0,0.01,True,upright work rhythm,10.274881,0.151567,True
2313,145,21,lichen_bridge,Luma,13.5,awake,0.0,0.32309,0.34709,0.0,0.01,True,upright work rhythm,9.005307,0.143375,True
2314,145,21,orchid_engine,Dax,15.0,awake,0.0,0.15425,0.17225,0.0,0.01,True,upright work rhythm,11.323623,0.171783,True
2315,145,21,moss_ward,Tala,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,6.67038,0.130392,True
2316,145,21,glass_harbor,Nia,18.0,awake,0.0,0.157577,0.175577,0.02,0.03,True,upright work rhythm,7.934986,0.1469,True
2317,145,21,cinder_garden,Pax,19.5,awake,0.0,0.50633,0.52433,0.02,0.03,True,upright work rhythm,10.697975,0.177608,True
2318,145,21,lichen_bridge,Rin,21.0,awake,0.0,0.324916,0.348916,0.02,0.03,True,upright work rhythm,9.356056,0.169417,True
2319,145,21,orchid_engine,Eli,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",11.603,0.197825,True
2320,146,21,glass_harbor,Nia,0.0,asleep,0.80752,0.175577,0.11905,0.03,0.0,True,"curled posture, low breath rhythm",7.071811,0.167733,True
2321,146,21,cinder_garden,Pax,1.5,asleep,0.80752,0.52433,0.467804,0.03,0.0,True,"curled posture, low breath rhythm",9.834799,0.198442,True
2322,146,21,lichen_bridge,Rin,3.0,asleep,0.80752,0.348916,0.29239,0.03,0.0,True,"curled posture, low breath rhythm",8.49288,0.19025,True
2323,146,21,orchid_engine,Eli,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",10.763,0.218658,True
2324,146,21,moss_ward,Ari,6.0,awake,0.0,0.34625,0.36425,0.01,0.02,True,upright work rhythm,6.322343,0.177267,True
2325,146,21,glass_harbor,Oren,7.5,awake,0.0,0.346948,0.370948,0.01,0.02,True,upright work rhythm,7.525089,0.193775,True
2326,146,21,cinder_garden,Vale,9.0,awake,0.0,0.520052,0.538052,0.01,0.02,True,upright work rhythm,10.213601,0.224483,True
2327,146,21,lichen_bridge,Sol,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,8.74022,0.216292,True
2328,146,21,orchid_engine,Bea,12.0,awake,0.0,0.345004,0.363004,0.0,0.01,True,upright work rhythm,11.261832,0.2447,True
2329,146,21,moss_ward,Fay,13.5,awake,0.0,0.345795,0.363795,0.0,0.01,True,upright work rhythm,6.672156,0.203308,True
2330,146,21,glass_harbor,Puck,15.0,awake,0.0,0.345228,0.369228,0.0,0.01,True,upright work rhythm,7.874384,0.219817,True
2331,146,21,cinder_garden,Wren,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,10.35038,0.250525,True
2332,146,21,lichen_bridge,Kio,18.0,awake,0.0,0.521131,0.545131,0.02,0.03,True,upright work rhythm,9.296504,0.242333,True
2333,146,21,orchid_engine,Cai,19.5,awake,0.0,0.174492,0.192492,0.02,0.03,True,upright work rhythm,11.541922,0.270742,True
2334,146,21,moss_ward,Milo,21.0,awake,0.0,0.1741,0.1921,0.02,0.03,True,upright work rhythm,6.951761,0.22935,True
2335,146,21,glass_harbor,Sera,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",8.073,0.245858,True
2336,147,21,lichen_bridge,Kio,0.0,asleep,0.80752,0.545131,0.488605,0.03,0.0,True,"curled posture, low breath rhythm",8.433328,0.263167,True
2337,147,21,orchid_engine,Cai,1.5,asleep,0.80752,0.192492,0.135965,0.03,0.0,True,"curled posture, low breath rhythm",10.678746,0.291575,True
2338,147,21,moss_ward,Milo,3.0,asleep,0.80752,0.1921,0.135573,0.03,0.0,True,"curled posture, low breath rhythm",6.088585,0.250183,True
2339,147,21,glass_harbor,Sera,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",7.233,0.266692,True
2340,147,21,cinder_garden,Juno,6.0,awake,0.0,0.346052,0.370052,0.01,0.02,True,upright work rhythm,10.004721,0.2974,True
2341,147,21,lichen_bridge,Luma,7.5,awake,0.0,0.34709,0.36509,0.01,0.02,True,upright work rhythm,8.732687,0.289208,True
2342,147,21,orchid_engine,Dax,9.0,awake,0.0,0.17225,0.19025,0.01,0.02,True,upright work rhythm,11.051003,0.317617,True
2343,147,21,moss_ward,Tala,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,6.39776,0.276225,True
2344,147,21,glass_harbor,Nia,12.0,awake,0.0,0.11905,0.13705,0.0,0.01,True,upright work rhythm,7.639191,0.292733,True
2345,147,21,cinder_garden,Pax,13.5,awake,0.0,0.467804,0.491804,0.0,0.01,True,upright work rhythm,10.404639,0.323442,True
2346,147,21,lichen_bridge,Rin,15.0,awake,0.0,0.29239,0.31039,0.0,0.01,True,upright work rhythm,9.06026,0.31525,True
2347,147,21,orchid_engine,Eli,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,11.33038,0.343658,True
2348,147,21,moss_ward,Ari,18.0,awake,0.0,0.36425,0.38225,0.02,0.03,True,upright work rhythm,6.889723,0.302267,True
2349,147,21,glass_harbor,Oren,19.5,awake,0.0,0.370948,0.388948,0.02,0.03,True,upright work rhythm,8.092469,0.318775,True
2350,147,21,cinder_garden,Vale,21.0,awake,0.0,0.538052,0.562052,0.02,0.03,True,upright work rhythm,10.783441,0.349483,True
2351,147,21,lichen_bridge,Sol,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",9.283,0.341292,True
2352,148,22,moss_ward,Ari,0.0,asleep,0.80752,0.38225,0.325724,0.03,0.0,True,"curled posture, low breath rhythm",6.039547,0.3241,True
2353,148,22,glass_harbor,Oren,1.5,asleep,0.80752,0.388948,0.332421,0.03,0.0,True,"curled posture, low breath rhythm",7.242293,0.340608,True
2354,148,22,cinder_garden,Vale,3.0,asleep,0.80752,0.562052,0.505525,0.03,0.0,True,"curled posture, low breath rhythm",9.933265,0.371317,True
2355,148,22,lichen_bridge,Sol,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",8.456,0.363125,True
2356,148,22,orchid_engine,Bea,6.0,awake,0.0,0.363004,0.381004,0.01,0.02,True,upright work rhythm,11.002212,0.391533,True
2357,148,22,moss_ward,Fay,7.5,awake,0.0,0.363795,0.381795,0.01,0.02,True,upright work rhythm,6.412536,0.350142,True
2358,148,22,glass_harbor,Puck,9.0,awake,0.0,0.369228,0.387228,0.01,0.02,True,upright work rhythm,7.614764,0.36665,True
2359,148,22,cinder_garden,Wren,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,10.09076,0.397358,True
2360,148,22,lichen_bridge,Kio,12.0,awake,0.0,0.488605,0.506605,0.0,0.01,True,upright work rhythm,9.013708,0.389167,True
2361,148,22,orchid_engine,Cai,13.5,awake,0.0,0.135965,0.153965,0.0,0.01,True,upright work rhythm,11.259126,0.417575,True
2362,148,22,moss_ward,Milo,15.0,awake,0.0,0.135573,0.153573,0.0,0.01,True,upright work rhythm,6.668965,0.376183,True
2363,148,22,glass_harbor,Sera,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,7.81338,0.392692,True
2364,148,22,cinder_garden,Juno,18.0,awake,0.0,0.370052,0.388052,0.02,0.03,True,upright work rhythm,10.585101,0.4234,True
2365,148,22,lichen_bridge,Luma,19.5,awake,0.0,0.36509,0.38309,0.02,0.03,True,upright work rhythm,9.313067,0.415208,True
2366,148,22,orchid_engine,Dax,21.0,awake,0.0,0.19025,0.20825,0.02,0.03,True,upright work rhythm,11.631383,0.443617,True
2367,148,22,moss_ward,Tala,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",6.956,0.402225,True
2368,149,22,cinder_garden,Juno,0.0,asleep,0.80752,0.388052,0.331525,0.03,0.0,True,"curled posture, low breath rhythm",9.721925,0.444233,True
2369,149,22,lichen_bridge,Luma,1.5,asleep,0.80752,0.38309,0.326564,0.03,0.0,True,"curled posture, low breath rhythm",8.449891,0.436042,True
2370,149,22,orchid_engine,Dax,3.0,asleep,0.80752,0.20825,0.151724,0.03,0.0,True,"curled posture, low breath rhythm",10.768207,0.46445,True
2371,149,22,moss_ward,Tala,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",6.116,0.423058,True
2372,149,22,glass_harbor,Nia,6.0,awake,0.0,0.13705,0.15505,0.01,0.02,True,upright work rhythm,7.379571,0.439567,True
2373,149,22,cinder_garden,Pax,7.5,awake,0.0,0.491804,0.515804,0.01,0.02,True,upright work rhythm,10.147479,0.470275,True
2374,149,22,lichen_bridge,Rin,9.0,awake,0.0,0.31039,0.32839,0.01,0.02,True,upright work rhythm,8.80064,0.462083,True
2375,149,22,orchid_engine,Eli,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,11.07322,0.490492,True
2376,149,22,moss_ward,Ari,12.0,awake,0.0,0.325724,0.349724,0.0,0.01,True,upright work rhythm,6.609387,0.4491,True
2377,149,22,glass_harbor,Oren,13.5,awake,0.0,0.332421,0.350421,0.0,0.01,True,upright work rhythm,7.809673,0.465608,True
2378,149,22,cinder_garden,Vale,15.0,awake,0.0,0.505525,0.529525,0.0,0.01,True,upright work rhythm,10.503105,0.496317,True
2379,149,22,lichen_bridge,Sol,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,9.02338,0.488125,True
2380,149,22,orchid_engine,Bea,18.0,awake,0.0,0.381004,0.405004,0.02,0.03,True,upright work rhythm,11.572052,0.516533,True
2381,149,22,moss_ward,Fay,19.5,awake,0.0,0.381795,0.405795,0.02,0.03,True,upright work rhythm,6.982376,0.475142,True
2382,149,22,glass_harbor,Puck,21.0,awake,0.0,0.387228,0.405228,0.02,0.03,True,upright work rhythm,8.182144,0.49165,True
2383,149,22,cinder_garden,Wren,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",10.636,0.522358,True
2384,150,22,orchid_engine,Bea,0.0,asleep,0.80752,0.405004,0.348478,0.03,0.0,True,"curled posture, low breath rhythm",10.708876,0.537367,True
2385,150,22,moss_ward,Fay,1.5,asleep,0.80752,0.405795,0.349269,0.03,0.0,True,"curled posture, low breath rhythm",6.1192,0.495975,True
2386,150,22,glass_harbor,Puck,3.0,asleep,0.80752,0.405228,0.348702,0.03,0.0,True,"curled posture, low breath rhythm",7.318968,0.512483,True
2387,150,22,cinder_garden,Wren,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",9.796,0.543192,True
2388,150,22,lichen_bridge,Kio,6.0,awake,0.0,0.506605,0.530605,0.01,0.02,True,upright work rhythm,8.743548,0.535,True
2389,150,22,orchid_engine,Cai,7.5,awake,0.0,0.153965,0.171965,0.01,0.02,True,upright work rhythm,10.986506,0.563408,True
2390,150,22,moss_ward,Milo,9.0,awake,0.0,0.153573,0.171573,0.01,0.02,True,upright work rhythm,6.396345,0.522017,True
2391,150,22,glass_harbor,Sera,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,7.54076,0.538525,True
2392,150,22,cinder_garden,Juno,12.0,awake,0.0,0.331525,0.349525,0.0,0.01,True,upright work rhythm,10.289305,0.569233,True
2393,150,22,lichen_bridge,Luma,13.5,awake,0.0,0.326564,0.350564,0.0,0.01,True,upright work rhythm,9.019731,0.561042,True
2394,150,22,orchid_engine,Dax,15.0,awake,0.0,0.151724,0.169724,0.0,0.01,True,upright work rhythm,11.335587,0.58945,True
2395,150,22,moss_ward,Tala,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,6.68338,0.548058,True
2396,150,22,glass_harbor,Nia,18.0,awake,0.0,0.15505,0.17305,0.02,0.03,True,upright work rhythm,7.946951,0.564567,True
2397,150,22,cinder_garden,Pax,19.5,awake,0.0,0.515804,0.533804,0.02,0.03,True,upright work rhythm,10.714859,0.595275,True
2398,150,22,lichen_bridge,Rin,21.0,awake,0.0,0.32839,0.35239,0.02,0.03,True,upright work rhythm,9.37048,0.587083,True
2399,150,22,orchid_engine,Eli,22.5,asleep,0.80752,0.042,0.0,0.02,0.0,True,"curled posture, low breath rhythm",11.616,0.615492,True
2400,151,22,glass_harbor,Nia,0.0,asleep,0.80752,0.17305,0.116524,0.03,0.0,True,"curled posture, low breath rhythm",7.083775,0.5854,True
2401,151,22,cinder_garden,Pax,1.5,asleep,0.80752,0.533804,0.477277,0.03,0.0,True,"curled posture, low breath rhythm",9.851684,0.616108,True
2402,151,22,lichen_bridge,Rin,3.0,asleep,0.80752,0.35239,0.295863,0.03,0.0,True,"curled posture, low breath rhythm",8.507304,0.607917,True
2403,151,22,orchid_engine,Eli,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",10.776,0.636325,True
2404,151,22,moss_ward,Ari,6.0,awake,0.0,0.349724,0.367724,0.01,0.02,True,upright work rhythm,6.336767,0.594933,True
2405,151,22,glass_harbor,Oren,7.5,awake,0.0,0.350421,0.374421,0.01,0.02,True,upright work rhythm,7.539513,0.611442,True
2406,151,22,cinder_garden,Vale,9.0,awake,0.0,0.529525,0.547525,0.01,0.02,True,upright work rhythm,10.230485,0.64215,True
2407,151,22,lichen_bridge,Sol,10.5,awake,0.0,0.018,0.042,0.01,0.02,True,upright work rhythm,8.75322,0.633958,True
2408,151,22,orchid_engine,Bea,12.0,awake,0.0,0.348478,0.366478,0.0,0.01,True,upright work rhythm,11.276256,0.662367,True
2409,151,22,moss_ward,Fay,13.5,awake,0.0,0.349269,0.367269,0.0,0.01,True,upright work rhythm,6.68658,0.620975,True
2410,151,22,glass_harbor,Puck,15.0,awake,0.0,0.348702,0.372702,0.0,0.01,True,upright work rhythm,7.888808,0.637483,True
2411,151,22,cinder_garden,Wren,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,10.36338,0.668192,True
2412,151,22,lichen_bridge,Kio,18.0,awake,0.0,0.530605,0.554605,0.02,0.03,True,upright work rhythm,9.313388,0.66,True
2413,151,22,orchid_engine,Cai,19.5,awake,0.0,0.171965,0.189965,0.02,0.03,True,upright work rhythm,11.553886,0.688408,True
2414,151,22,moss_ward,Milo,21.0,awake,0.0,0.171573,0.189573,0.02,0.03,True,upright work rhythm,6.963725,0.647017,True
2415,151,22,glass_harbor,Sera,22.5,asleep,0.80752,0.036,0.0,0.02,0.0,True,"curled posture, low breath rhythm",8.086,0.663525,True
2416,152,22,lichen_bridge,Kio,0.0,asleep,0.80752,0.554605,0.498078,0.03,0.0,True,"curled posture, low breath rhythm",8.450212,0.680833,True
2417,152,22,orchid_engine,Cai,1.5,asleep,0.80752,0.189965,0.133439,0.03,0.0,True,"curled posture, low breath rhythm",10.69071,0.709242,True
2418,152,22,moss_ward,Milo,3.0,asleep,0.80752,0.189573,0.133047,0.03,0.0,True,"curled posture, low breath rhythm",6.100549,0.66785,True
2419,152,22,glass_harbor,Sera,4.5,asleep,0.813,0.0,0.0,0.0,0.0,True,"curled posture, low breath rhythm",7.246,0.684358,True
2420,152,22,cinder_garden,Juno,6.0,awake,0.0,0.349525,0.373525,0.01,0.02,True,upright work rhythm,10.019145,0.715067,True
2421,152,22,lichen_bridge,Luma,7.5,awake,0.0,0.350564,0.368564,0.01,0.02,True,upright work rhythm,8.747111,0.706875,True
2422,152,22,orchid_engine,Dax,9.0,awake,0.0,0.169724,0.187724,0.01,0.02,True,upright work rhythm,11.062967,0.735283,True
2423,152,22,moss_ward,Tala,10.5,awake,0.0,0.018,0.036,0.01,0.02,True,upright work rhythm,6.41076,0.693892,True
2424,152,22,glass_harbor,Nia,12.0,awake,0.0,0.116524,0.134524,0.0,0.01,True,upright work rhythm,7.651155,0.7104,True
2425,152,22,cinder_garden,Pax,13.5,awake,0.0,0.477277,0.501277,0.0,0.01,True,upright work rhythm,10.421524,0.741108,True
2426,152,22,lichen_bridge,Rin,15.0,awake,0.0,0.295863,0.313863,0.0,0.01,True,upright work rhythm,9.074684,0.732917,True
2427,152,22,orchid_engine,Eli,16.5,awake,0.0,0.0,0.018,0.0,0.01,True,upright work rhythm,11.34338,0.761325,True
2428,152,22,moss_ward,Ari,18.0,awake,0.0,0.367724,0.385724,0.02,0.03,True,upright work rhythm,6.904147,0.719933,True
