tick_id,day,settlement_id,object_id,lender_id,borrower_id,route_weather,exposure_temperature_delta,wetness_delta,cold_risk_before,cold_risk_after,loan_condition,borrower_choice,shelter_available,object_protected,visible_weather_tag,bounded_exposure
1755,98,orchid_engine,meal box,Eli,Dax,cold draft,-0.0675,0.016,0.594,0.567,food:0.44,route changed through shelter,True,True,True,True
1756,98,moss_ward,water jar,Fay,Tala,wind,-0.03,0.016,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
1757,98,glass_harbor,net spool,Oren,Nia,fog,-0.03,0.056,0.62,0.632,repair:0.44,route changed through shelter,True,True,True,True
1758,98,cinder_garden,ash broom,Wren,Pax,dust wind,0.0375,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
1759,98,lichen_bridge,signal bell,Rin,Rin,clear,0.022,0.0,0.60738,0.59858,warning:0.44,route changed through shelter,True,True,True,True
1760,98,orchid_engine,orchid lamp,Dax,Eli,cold draft,-0.0675,0.016,0.621,0.594,comfort:0.44,route changed through shelter,True,True,True,True
1761,98,moss_ward,lamp hook,Ari,Ari,wind,-0.03,0.016,0.633,0.63468,safety:0.44,route changed through shelter,True,True,True,True
1762,98,glass_harbor,brass lantern,Nia,Oren,fog,-0.044,0.056,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
1763,98,cinder_garden,seed tray,Pax,Vale,dust wind,0.0375,0.0,0.295,0.31,food:0.44,loan continues with weather tag,True,True,True,True
1765,99,moss_ward,moss cart,Milo,Milo,rain,-0.055,0.192,0.6575,0.668,transport:0.44,route changed through shelter,True,True,True,True
1767,99,cinder_garden,shade pole,Vale,Juno,cold night,-0.09,0.008,0.34,0.30526,shelter:0.44,loan continues with weather tag,True,True,True,True
1768,99,lichen_bridge,rope kit,Luma,Luma,hail,-0.105,0.108,0.6185,0.65484,repair:0.44,route changed through shelter,True,True,True,True
1769,99,orchid_engine,meal box,Eli,Dax,engine heat,0.0825,0.0,0.477,0.51,food:0.44,route changed through shelter,True,True,True,True
1770,99,moss_ward,water jar,Fay,Tala,rain,-0.0375,0.192,0.633,0.65316,hydration:0.44,route changed through shelter,True,True,True,True
1771,99,glass_harbor,net spool,Oren,Nia,clear,0.015,0.0,0.668,0.662,repair:0.44,route changed through shelter,True,True,True,True
1772,99,cinder_garden,ash broom,Wren,Pax,cold night,-0.09,0.008,0.34,0.30526,cleaning:0.44,loan continues with weather tag,True,True,True,True
1773,99,lichen_bridge,signal bell,Rin,Rin,hail,-0.154,0.108,0.59858,0.668,warning:0.44,route changed through shelter,True,True,True,True
1775,99,moss_ward,lamp hook,Ari,Ari,rain,-0.0375,0.192,0.63468,0.65484,safety:0.44,route changed through shelter,True,True,True,True
1777,99,cinder_garden,seed tray,Pax,Vale,cold night,-0.09,0.008,0.31,0.27526,food:0.44,loan continues with weather tag,True,True,True,True
1778,99,lichen_bridge,meal ledger,Sol,Sol,hail,-0.105,0.108,0.5717,0.62504,nutrition:0.44,route changed through shelter,True,True,True,True
1779,99,orchid_engine,valve key,Bea,Bea,engine heat,0.0825,0.0,0.575,0.608,repair:0.44,route changed through shelter,True,True,True,True
1780,99,moss_ward,moss cart,Milo,Fay,rain,-0.055,0.192,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
1781,99,glass_harbor,tea kettle,Sera,Puck,clear,0.015,0.0,0.574,0.568,comfort:0.44,route changed through shelter,True,True,True,True
1782,100,lichen_bridge,rope kit,Luma,Luma,rain,-0.0375,0.192,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1783,100,orchid_engine,meal box,Eli,Dax,clear,0.015,0.0,0.62,0.62,food:0.44,route changed through shelter,True,True,True,True
1785,100,glass_harbor,net spool,Oren,Nia,spray,-0.0375,0.096,0.628,0.65308,repair:0.44,route changed through shelter,True,True,True,True
1786,100,cinder_garden,ash broom,Wren,Pax,heat,0.09,0.0,0.14376,0.17976,cleaning:0.44,loan continues with weather tag,True,True,True,True
1787,100,lichen_bridge,signal bell,Rin,Rin,rain,-0.055,0.192,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1789,100,moss_ward,lamp hook,Ari,Ari,clear,0.015,0.0,0.668,0.662,safety:0.44,route changed through shelter,True,True,True,True
1790,100,glass_harbor,brass lantern,Nia,Oren,spray,-0.055,0.096,0.634,0.66408,route light:0.44,route changed through shelter,True,True,True,True
1791,100,cinder_garden,seed tray,Pax,Vale,heat,0.09,0.0,0.27526,0.31126,food:0.44,loan continues with weather tag,True,True,True,True
1792,100,lichen_bridge,meal ledger,Sol,Sol,rain,-0.0375,0.192,0.62504,0.6532,nutrition:0.44,route changed through shelter,True,True,True,True
1793,100,orchid_engine,valve key,Bea,Bea,clear,0.015,0.0,0.608,0.614,repair:0.44,route changed through shelter,True,True,True,True
1795,100,glass_harbor,tea kettle,Sera,Puck,spray,-0.0375,0.096,0.568,0.59308,comfort:0.44,route changed through shelter,True,True,True,True
1796,100,cinder_garden,shade pole,Vale,Wren,heat,0.09,0.0,0.2235,0.2595,shelter:0.44,loan continues with weather tag,True,True,True,True
1797,100,lichen_bridge,rope kit,Luma,Kio,rain,-0.0375,0.192,0.658,0.668,repair:0.44,route changed through shelter,True,True,True,True
1799,100,moss_ward,water jar,Fay,Milo,clear,0.015,0.0,0.6095,0.6035,hydration:0.44,route changed through shelter,True,True,True,True
1801,101,lichen_bridge,signal bell,Rin,Rin,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1802,101,orchid_engine,orchid lamp,Dax,Eli,drizzle,-0.03,0.08,0.561,0.5574,comfort:0.44,route changed through shelter,True,True,True,True
1803,101,moss_ward,lamp hook,Ari,Ari,mist,-0.0225,0.064,0.628,0.64372,safety:0.44,route changed through shelter,True,True,True,True
1804,101,glass_harbor,brass lantern,Nia,Oren,sleet,-0.143,0.216,0.608,0.6652,route light:0.44,route changed through shelter,True,True,True,True
1805,101,cinder_garden,seed tray,Pax,Vale,clear,0.015,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
1806,101,lichen_bridge,meal ledger,Sol,Sol,cold fog,-0.075,0.088,0.608,0.638,nutrition:0.44,route changed through shelter,True,True,True,True
1807,101,orchid_engine,valve key,Bea,Bea,drizzle,-0.03,0.08,0.606,0.6024,repair:0.44,route changed through shelter,True,True,True,True
1808,101,moss_ward,moss cart,Milo,Fay,mist,-0.033,0.064,0.6095,0.62942,transport:0.44,route changed through shelter,True,True,True,True
1809,101,glass_harbor,tea kettle,Sera,Puck,sleet,-0.0975,0.216,0.59308,0.636,comfort:0.44,route changed through shelter,True,True,True,True
1811,101,lichen_bridge,rope kit,Luma,Kio,cold fog,-0.075,0.088,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1812,101,orchid_engine,meal box,Eli,Cai,drizzle,-0.03,0.08,0.606,0.6024,food:0.44,route changed through shelter,True,True,True,True
1813,101,moss_ward,water jar,Fay,Milo,mist,-0.0225,0.064,0.6035,0.61922,hydration:0.44,route changed through shelter,True,True,True,True
1814,101,glass_harbor,net spool,Oren,Sera,sleet,-0.0975,0.216,0.603,0.642,repair:0.44,route changed through shelter,True,True,True,True
1815,101,cinder_garden,ash broom,Wren,Juno,clear,0.015,0.0,0.279,0.285,cleaning:0.44,loan continues with weather tag,True,False,True,True
1816,101,lichen_bridge,signal bell,Rin,Luma,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1817,101,orchid_engine,orchid lamp,Dax,Dax,drizzle,-0.03,0.08,0.556,0.551,comfort:0.44,route changed through shelter,True,True,True,True
1818,102,glass_harbor,brass lantern,Nia,Oren,wind,-0.044,0.016,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
1819,102,cinder_garden,seed tray,Pax,Vale,dry gale,0.015,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
1820,102,lichen_bridge,meal ledger,Sol,Sol,crosswind,-0.0225,0.016,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1821,102,orchid_engine,valve key,Bea,Bea,steam leak,0.0525,0.112,0.596,0.617,repair:0.44,route changed through shelter,True,True,True,True
1822,102,moss_ward,moss cart,Milo,Fay,cold rain,-0.121,0.24,0.66422,0.668,transport:0.44,route changed through shelter,True,True,True,True
1823,102,glass_harbor,tea kettle,Sera,Puck,wind,-0.03,0.016,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
1824,102,cinder_garden,shade pole,Vale,Wren,dry gale,0.015,0.0,0.276,0.282,shelter:0.44,loan continues with weather tag,True,True,True,True
1825,102,lichen_bridge,rope kit,Luma,Kio,crosswind,-0.0225,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1826,102,orchid_engine,meal box,Eli,Cai,steam leak,0.0525,0.112,0.596,0.617,food:0.44,route changed through shelter,True,True,True,True
1827,102,moss_ward,water jar,Fay,Milo,cold rain,-0.0825,0.24,0.61922,0.66142,hydration:0.44,route changed through shelter,True,True,True,True
1828,102,glass_harbor,net spool,Oren,Sera,wind,-0.03,0.016,0.642,0.654,repair:0.44,route changed through shelter,True,True,True,True
1829,102,cinder_garden,ash broom,Wren,Juno,dry gale,0.015,0.0,0.285,0.291,cleaning:0.44,loan continues with weather tag,True,True,True,True
1830,102,lichen_bridge,signal bell,Rin,Luma,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1831,102,orchid_engine,orchid lamp,Dax,Dax,steam leak,0.0525,0.112,0.551,0.572,comfort:0.44,route changed through shelter,True,True,True,True
1832,102,moss_ward,lamp hook,Ari,Tala,cold rain,-0.0825,0.24,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
1833,102,glass_harbor,brass lantern,Nia,Nia,wind,-0.044,0.016,0.648,0.6656,route light:0.44,route changed through shelter,True,True,True,True
1834,102,cinder_garden,seed tray,Pax,Pax,dry gale,0.015,0.0,0.34,0.34,food:0.44,loan delayed until weather clears,True,True,True,True
1835,102,lichen_bridge,meal ledger,Sol,Rin,crosswind,-0.0225,0.016,0.5925,0.60318,nutrition:0.44,route changed through shelter,True,True,True,True
1836,103,moss_ward,moss cart,Milo,Fay,wind,-0.044,0.016,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
1837,103,glass_harbor,tea kettle,Sera,Puck,fog,-0.03,0.056,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
1838,103,cinder_garden,shade pole,Vale,Wren,dust wind,0.0375,0.0,0.337,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
1839,103,lichen_bridge,rope kit,Luma,Kio,clear,0.015,0.0,0.6525,0.6465,repair:0.44,route changed through shelter,True,True,True,True
1840,103,orchid_engine,meal box,Eli,Cai,cold draft,-0.0675,0.016,0.603,0.576,food:0.44,route changed through shelter,True,True,True,True
1841,103,moss_ward,water jar,Fay,Milo,wind,-0.03,0.016,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
1842,103,glass_harbor,net spool,Oren,Sera,fog,-0.03,0.056,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1843,103,cinder_garden,ash broom,Wren,Juno,dust wind,0.0375,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
1845,103,orchid_engine,orchid lamp,Dax,Dax,cold draft,-0.0675,0.016,0.572,0.545,comfort:0.44,route changed through shelter,True,True,True,True
1846,103,moss_ward,lamp hook,Ari,Tala,wind,-0.03,0.016,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
1847,103,glass_harbor,brass lantern,Nia,Nia,fog,-0.044,0.056,0.6656,0.668,route light:0.44,route changed through shelter,True,True,True,True
1848,103,cinder_garden,seed tray,Pax,Pax,dust wind,0.0375,0.0,0.34,0.34,food:0.44,loan delayed until weather clears,True,True,True,True
1849,103,lichen_bridge,meal ledger,Sol,Rin,clear,0.015,0.0,0.60318,0.59718,nutrition:0.44,route changed through shelter,True,True,True,True
1850,103,orchid_engine,valve key,Bea,Eli,cold draft,-0.0675,0.016,0.621,0.594,repair:0.44,route changed through shelter,True,True,True,True
1851,103,moss_ward,moss cart,Milo,Ari,wind,-0.044,0.016,0.6575,0.65918,transport:0.44,route changed through shelter,True,True,True,True
1852,103,glass_harbor,tea kettle,Sera,Oren,fog,-0.03,0.056,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
1853,103,cinder_garden,shade pole,Vale,Vale,dust wind,0.0375,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
1855,104,moss_ward,water jar,Fay,Milo,rain,-0.0375,0.192,0.633,0.65316,hydration:0.44,route changed through shelter,True,True,True,True
1857,104,cinder_garden,ash broom,Wren,Juno,cold night,-0.09,0.008,0.34,0.30526,cleaning:0.44,loan continues with weather tag,True,True,True,True
1858,104,lichen_bridge,signal bell,Rin,Luma,hail,-0.154,0.108,0.6185,0.65484,warning:0.44,route changed through shelter,True,True,True,True
1859,104,orchid_engine,orchid lamp,Dax,Dax,engine heat,0.0825,0.0,0.455,0.488,comfort:0.44,route changed through shelter,True,True,True,True
1860,104,moss_ward,lamp hook,Ari,Tala,rain,-0.0375,0.192,0.6575,0.668,safety:0.44,route changed through shelter,True,True,True,True
1861,104,glass_harbor,brass lantern,Nia,Nia,clear,0.022,0.0,0.668,0.6592,route light:0.44,route changed through shelter,True,True,True,True
1862,104,cinder_garden,seed tray,Pax,Pax,cold night,-0.09,0.008,0.34,0.304,food:0.44,loan delayed until weather clears,True,True,True,True
1863,104,lichen_bridge,meal ledger,Sol,Rin,hail,-0.105,0.108,0.59718,0.648,nutrition:0.44,route changed through shelter,True,True,True,True
1865,104,moss_ward,moss cart,Milo,Ari,rain,-0.055,0.192,0.65918,0.668,transport:0.44,route changed through shelter,True,True,True,True
1867,104,cinder_garden,shade pole,Vale,Vale,cold night,-0.09,0.008,0.34,0.30526,shelter:0.44,loan continues with weather tag,True,True,True,True
1868,104,lichen_bridge,rope kit,Luma,Sol,hail,-0.105,0.108,0.6185,0.65484,repair:0.44,route changed through shelter,True,True,True,True
1869,104,orchid_engine,meal box,Eli,Bea,engine heat,0.0825,0.0,0.62,0.62,food:0.44,route changed through shelter,True,True,True,True
1870,104,moss_ward,water jar,Fay,Fay,rain,-0.0375,0.192,0.6435,0.66366,hydration:0.44,route changed through shelter,True,True,True,True
1871,104,glass_harbor,net spool,Oren,Puck,clear,0.015,0.0,0.574,0.568,repair:0.44,route changed through shelter,True,True,True,True
1872,105,lichen_bridge,signal bell,Rin,Luma,rain,-0.055,0.192,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1873,105,orchid_engine,orchid lamp,Dax,Dax,clear,0.015,0.0,0.605,0.611,comfort:0.44,route changed through shelter,True,True,True,True
1875,105,glass_harbor,brass lantern,Nia,Nia,spray,-0.055,0.096,0.6252,0.65728,route light:0.44,route changed through shelter,True,True,True,True
1876,105,cinder_garden,seed tray,Pax,Pax,heat,0.09,0.0,0.1875,0.2235,food:0.44,loan delayed until weather clears,True,True,True,True
1877,105,lichen_bridge,meal ledger,Sol,Rin,rain,-0.0375,0.192,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1879,105,moss_ward,moss cart,Milo,Ari,clear,0.022,0.0,0.668,0.6592,transport:0.44,route changed through shelter,True,True,True,True
1880,105,glass_harbor,tea kettle,Sera,Oren,spray,-0.0375,0.096,0.574,0.59908,comfort:0.44,route changed through shelter,True,True,True,True
1881,105,cinder_garden,shade pole,Vale,Vale,heat,0.09,0.0,0.30526,0.34126,shelter:0.44,loan continues with weather tag,True,False,True,True
1882,105,lichen_bridge,rope kit,Luma,Sol,rain,-0.0375,0.192,0.65484,0.668,repair:0.44,route changed through shelter,True,True,True,True
1883,105,orchid_engine,meal box,Eli,Bea,clear,0.015,0.0,0.62,0.62,food:0.44,route changed through shelter,True,True,True,True
1885,105,glass_harbor,net spool,Oren,Puck,spray,-0.0375,0.096,0.568,0.59308,repair:0.44,route changed through shelter,True,True,True,True
1886,105,cinder_garden,ash broom,Wren,Wren,heat,0.09,0.0,0.2235,0.2595,cleaning:0.44,loan continues with weather tag,True,True,True,True
1887,105,lichen_bridge,signal bell,Rin,Kio,rain,-0.055,0.192,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1889,105,moss_ward,lamp hook,Ari,Milo,clear,0.015,0.0,0.634,0.628,safety:0.44,route changed through shelter,True,True,True,True
1891,106,lichen_bridge,meal ledger,Sol,Rin,cold fog,-0.075,0.088,0.608,0.638,nutrition:0.44,route changed through shelter,True,True,True,True
1892,106,orchid_engine,valve key,Bea,Eli,drizzle,-0.03,0.08,0.581,0.5774,repair:0.44,route changed through shelter,True,True,True,True
1893,106,moss_ward,moss cart,Milo,Ari,mist,-0.033,0.064,0.6007,0.62062,transport:0.44,route changed through shelter,True,True,True,True
1894,106,glass_harbor,tea kettle,Sera,Oren,sleet,-0.0975,0.216,0.618,0.657,comfort:0.44,route changed through shelter,True,True,True,True
1895,106,cinder_garden,shade pole,Vale,Vale,clear,0.015,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
1896,106,lichen_bridge,rope kit,Luma,Sol,cold fog,-0.075,0.088,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1897,106,orchid_engine,meal box,Eli,Bea,drizzle,-0.03,0.08,0.606,0.6024,food:0.44,route changed through shelter,True,True,True,True
1898,106,moss_ward,water jar,Fay,Fay,mist,-0.0225,0.064,0.62966,0.64538,hydration:0.44,route changed through shelter,True,True,True,True
1899,106,glass_harbor,net spool,Oren,Puck,sleet,-0.0975,0.216,0.59308,0.636,repair:0.44,route changed through shelter,True,True,True,True
1901,106,lichen_bridge,signal bell,Rin,Kio,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1902,106,orchid_engine,orchid lamp,Dax,Cai,drizzle,-0.03,0.08,0.606,0.6024,comfort:0.44,route changed through shelter,True,True,True,True
1903,106,moss_ward,lamp hook,Ari,Milo,mist,-0.0225,0.064,0.628,0.64372,safety:0.44,route changed through shelter,True,True,True,True
1904,106,glass_harbor,brass lantern,Nia,Sera,sleet,-0.143,0.216,0.663,0.668,route light:0.44,route changed through shelter,True,True,True,True
1905,106,cinder_garden,seed tray,Pax,Juno,clear,0.015,0.0,0.279,0.285,food:0.44,loan continues with weather tag,True,True,True,True
1906,106,lichen_bridge,meal ledger,Sol,Luma,cold fog,-0.075,0.088,0.608,0.638,nutrition:0.44,route changed through shelter,True,True,True,True
1907,106,orchid_engine,valve key,Bea,Dax,drizzle,-0.03,0.08,0.556,0.551,repair:0.44,route changed through shelter,True,True,True,True
1908,107,glass_harbor,tea kettle,Sera,Oren,wind,-0.03,0.016,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
1909,107,cinder_garden,shade pole,Vale,Vale,dry gale,0.015,0.0,0.295,0.301,shelter:0.44,loan continues with weather tag,True,True,True,True
1910,107,lichen_bridge,rope kit,Luma,Sol,crosswind,-0.0225,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1911,107,orchid_engine,meal box,Eli,Bea,steam leak,0.0525,0.112,0.596,0.617,food:0.44,route changed through shelter,True,True,True,True
1912,107,moss_ward,water jar,Fay,Fay,cold rain,-0.0825,0.24,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
1913,107,glass_harbor,net spool,Oren,Puck,wind,-0.03,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1914,107,cinder_garden,ash broom,Wren,Wren,dry gale,0.015,0.0,0.276,0.282,cleaning:0.44,loan continues with weather tag,True,False,True,True
1915,107,lichen_bridge,signal bell,Rin,Kio,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1916,107,orchid_engine,orchid lamp,Dax,Cai,steam leak,0.0525,0.112,0.551,0.572,comfort:0.44,route changed through shelter,True,True,True,True
1917,107,moss_ward,lamp hook,Ari,Milo,cold rain,-0.0825,0.24,0.64372,0.668,safety:0.44,route changed through shelter,True,True,True,True
1918,107,glass_harbor,brass lantern,Nia,Sera,wind,-0.044,0.016,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
1919,107,cinder_garden,seed tray,Pax,Juno,dry gale,0.015,0.0,0.285,0.291,food:0.44,loan continues with weather tag,True,True,True,True
1920,107,lichen_bridge,meal ledger,Sol,Luma,crosswind,-0.0225,0.016,0.638,0.647,nutrition:0.44,route changed through shelter,True,True,True,True
1921,107,orchid_engine,valve key,Bea,Dax,steam leak,0.0525,0.112,0.551,0.572,repair:0.44,route changed through shelter,True,True,True,True
1922,107,moss_ward,moss cart,Milo,Tala,cold rain,-0.121,0.24,0.6435,0.668,transport:0.44,route changed through shelter,True,True,True,True
1923,107,glass_harbor,tea kettle,Sera,Nia,wind,-0.03,0.016,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
1924,107,cinder_garden,shade pole,Vale,Pax,dry gale,0.015,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
1925,107,lichen_bridge,rope kit,Luma,Rin,crosswind,-0.0225,0.016,0.6525,0.65918,repair:0.44,route changed through shelter,True,True,True,True
1926,108,moss_ward,water jar,Fay,Fay,wind,-0.03,0.016,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
1927,108,glass_harbor,net spool,Oren,Puck,fog,-0.03,0.056,0.608,0.62,repair:0.44,route changed through shelter,True,True,True,True
1928,108,cinder_garden,ash broom,Wren,Wren,dust wind,0.0375,0.0,0.337,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
1929,108,lichen_bridge,signal bell,Rin,Kio,clear,0.022,0.0,0.5925,0.5837,warning:0.44,route changed through shelter,True,True,True,True
1930,108,orchid_engine,orchid lamp,Dax,Cai,cold draft,-0.0675,0.016,0.642,0.615,comfort:0.44,route changed through shelter,True,True,True,True
1931,108,moss_ward,lamp hook,Ari,Milo,wind,-0.03,0.016,0.6435,0.64518,safety:0.44,route changed through shelter,True,True,True,True
1932,108,glass_harbor,brass lantern,Nia,Sera,fog,-0.044,0.056,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
1933,108,cinder_garden,seed tray,Pax,Juno,dust wind,0.0375,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
1935,108,orchid_engine,valve key,Bea,Dax,cold draft,-0.0675,0.016,0.572,0.545,repair:0.44,route changed through shelter,True,True,True,True
1936,108,moss_ward,moss cart,Milo,Tala,wind,-0.044,0.016,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
1937,108,glass_harbor,tea kettle,Sera,Nia,fog,-0.03,0.056,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
1938,108,cinder_garden,shade pole,Vale,Pax,dust wind,0.0375,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
1939,108,lichen_bridge,rope kit,Luma,Rin,clear,0.015,0.0,0.65918,0.65318,repair:0.44,route changed through shelter,True,True,True,True
1940,108,orchid_engine,meal box,Eli,Eli,cold draft,-0.0675,0.016,0.641,0.614,food:0.44,route changed through shelter,True,True,True,True
1941,108,moss_ward,water jar,Fay,Ari,wind,-0.03,0.016,0.6575,0.65918,hydration:0.44,route changed through shelter,True,True,True,True
1942,108,glass_harbor,net spool,Oren,Oren,fog,-0.03,0.056,0.608,0.62,repair:0.44,route changed through shelter,True,True,True,True
1943,108,cinder_garden,ash broom,Wren,Vale,dust wind,0.0375,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
1945,109,moss_ward,lamp hook,Ari,Milo,rain,-0.0375,0.192,0.63468,0.65484,safety:0.44,route changed through shelter,True,True,True,True
1947,109,cinder_garden,seed tray,Pax,Juno,cold night,-0.09,0.008,0.295,0.26026,food:0.44,loan continues with weather tag,True,False,True,True
1948,109,lichen_bridge,meal ledger,Sol,Luma,hail,-0.105,0.108,0.5975,0.65084,nutrition:0.44,route changed through shelter,True,True,True,True
1949,109,orchid_engine,valve key,Bea,Dax,engine heat,0.0825,0.0,0.455,0.488,repair:0.44,route changed through shelter,True,True,True,True
1950,109,moss_ward,moss cart,Milo,Tala,rain,-0.055,0.192,0.6575,0.668,transport:0.44,route changed through shelter,True,True,True,True
1951,109,glass_harbor,tea kettle,Sera,Nia,clear,0.015,0.0,0.668,0.662,comfort:0.44,route changed through shelter,True,True,True,True
1952,109,cinder_garden,shade pole,Vale,Pax,cold night,-0.09,0.008,0.34,0.30526,shelter:0.44,loan continues with weather tag,True,True,True,True
1953,109,lichen_bridge,rope kit,Luma,Rin,hail,-0.105,0.108,0.65318,0.668,repair:0.44,route changed through shelter,True,True,True,True
1955,109,moss_ward,water jar,Fay,Ari,rain,-0.0375,0.192,0.65918,0.668,hydration:0.44,route changed through shelter,True,True,True,True
1957,109,cinder_garden,ash broom,Wren,Vale,cold night,-0.09,0.008,0.34,0.30526,cleaning:0.44,loan continues with weather tag,True,True,True,True
1958,109,lichen_bridge,signal bell,Rin,Sol,hail,-0.154,0.108,0.6185,0.65484,warning:0.44,route changed through shelter,True,True,True,True
1959,109,orchid_engine,orchid lamp,Dax,Bea,engine heat,0.0825,0.0,0.62,0.62,comfort:0.44,route changed through shelter,True,True,True,True
1960,109,moss_ward,lamp hook,Ari,Fay,rain,-0.0375,0.192,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
1961,109,glass_harbor,brass lantern,Nia,Puck,clear,0.022,0.0,0.626,0.6172,route light:0.44,route changed through shelter,True,True,True,True
1962,110,lichen_bridge,meal ledger,Sol,Luma,rain,-0.0375,0.192,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1963,110,orchid_engine,valve key,Bea,Dax,clear,0.015,0.0,0.56,0.566,repair:0.44,route changed through shelter,True,True,True,True
1965,110,glass_harbor,tea kettle,Sera,Nia,spray,-0.0375,0.096,0.568,0.59308,comfort:0.44,route changed through shelter,True,True,True,True
1966,110,cinder_garden,shade pole,Vale,Pax,heat,0.09,0.0,0.18876,0.22476,shelter:0.44,loan continues with weather tag,True,True,True,True
1967,110,lichen_bridge,rope kit,Luma,Rin,rain,-0.0375,0.192,0.608,0.623,repair:0.44,route changed through shelter,True,True,True,True
1969,110,moss_ward,water jar,Fay,Ari,clear,0.015,0.0,0.6435,0.6375,hydration:0.44,route changed through shelter,True,True,True,True
1970,110,glass_harbor,net spool,Oren,Oren,spray,-0.0375,0.096,0.586,0.61108,repair:0.44,route changed through shelter,True,True,True,True
1971,110,cinder_garden,ash broom,Wren,Vale,heat,0.09,0.0,0.30526,0.34126,cleaning:0.44,loan continues with weather tag,True,True,True,True
1972,110,lichen_bridge,signal bell,Rin,Sol,rain,-0.055,0.192,0.65484,0.668,warning:0.44,route changed through shelter,True,True,True,True
1973,110,orchid_engine,orchid lamp,Dax,Bea,clear,0.015,0.0,0.62,0.62,comfort:0.44,route changed through shelter,True,True,True,True
1975,110,glass_harbor,brass lantern,Nia,Puck,spray,-0.055,0.096,0.6172,0.64928,route light:0.44,route changed through shelter,True,True,True,True
1976,110,cinder_garden,seed tray,Pax,Wren,heat,0.09,0.0,0.1785,0.2145,food:0.44,loan continues with weather tag,True,True,True,True
1977,110,lichen_bridge,meal ledger,Sol,Kio,rain,-0.0375,0.192,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1979,110,moss_ward,moss cart,Milo,Milo,clear,0.022,0.0,0.634,0.6252,transport:0.44,route changed through shelter,True,True,True,True
1981,111,lichen_bridge,rope kit,Luma,Rin,cold fog,-0.075,0.088,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1982,111,orchid_engine,meal box,Eli,Eli,drizzle,-0.03,0.08,0.606,0.6024,food:0.44,route changed through shelter,True,True,True,True
