tick,day,slot,resident,room,canvas_focus,conversation_frame,sensory_frame,gesture_frame,inventory_frame,minigame_frame,consequence_frame,replay_frame_key,boundary_visible
2542,142,4,Fay,river gate,Fay@river gate,2542,2542,2542,2542,2542,2542,v57-replay-02542,True
2543,142,5,Milo,west hearth,Milo@west hearth,2543,2543,2543,2543,2543,2543,v57-replay-02543,True
2544,142,6,Sera,rain court,Sera@rain court,2544,2544,2544,2544,2544,2544,v57-replay-02544,True
2545,142,7,Tovan,tool alcove,Tovan@tool alcove,2545,2545,2545,2545,2545,2545,v57-replay-02545,True
2546,142,8,Nia,fiber loft,Nia@fiber loft,2546,2546,2546,2546,2546,2546,v57-replay-02546,True
2547,142,9,Ari,glasshouse,Ari@glasshouse,2547,2547,2547,2547,2547,2547,v57-replay-02547,True
2548,142,10,Fay,river gate,Fay@river gate,2548,2548,2548,2548,2548,2548,v57-replay-02548,True
2549,142,11,Milo,west hearth,Milo@west hearth,2549,2549,2549,2549,2549,2549,v57-replay-02549,True
2550,142,12,Sera,rain court,Sera@rain court,2550,2550,2550,2550,2550,2550,v57-replay-02550,True
2551,142,13,Tovan,tool alcove,Tovan@tool alcove,2551,2551,2551,2551,2551,2551,v57-replay-02551,True
2552,142,14,Nia,fiber loft,Nia@fiber loft,2552,2552,2552,2552,2552,2552,v57-replay-02552,True
2553,142,15,Ari,glasshouse,Ari@glasshouse,2553,2553,2553,2553,2553,2553,v57-replay-02553,True
2554,142,16,Fay,river gate,Fay@river gate,2554,2554,2554,2554,2554,2554,v57-replay-02554,True
2555,142,17,Milo,west hearth,Milo@west hearth,2555,2555,2555,2555,2555,2555,v57-replay-02555,True
2556,143,0,Sera,tool alcove,Sera@tool alcove,2556,2556,2556,2556,2556,2556,v57-replay-02556,True
2557,143,1,Tovan,fiber loft,Tovan@fiber loft,2557,2557,2557,2557,2557,2557,v57-replay-02557,True
2558,143,2,Nia,glasshouse,Nia@glasshouse,2558,2558,2558,2558,2558,2558,v57-replay-02558,True
2559,143,3,Ari,river gate,Ari@river gate,2559,2559,2559,2559,2559,2559,v57-replay-02559,True
2560,143,4,Fay,west hearth,Fay@west hearth,2560,2560,2560,2560,2560,2560,v57-replay-02560,True
2561,143,5,Milo,rain court,Milo@rain court,2561,2561,2561,2561,2561,2561,v57-replay-02561,True
2562,143,6,Sera,tool alcove,Sera@tool alcove,2562,2562,2562,2562,2562,2562,v57-replay-02562,True
2563,143,7,Tovan,fiber loft,Tovan@fiber loft,2563,2563,2563,2563,2563,2563,v57-replay-02563,True
2564,143,8,Nia,glasshouse,Nia@glasshouse,2564,2564,2564,2564,2564,2564,v57-replay-02564,True
2565,143,9,Ari,river gate,Ari@river gate,2565,2565,2565,2565,2565,2565,v57-replay-02565,True
2566,143,10,Fay,west hearth,Fay@west hearth,2566,2566,2566,2566,2566,2566,v57-replay-02566,True
2567,143,11,Milo,rain court,Milo@rain court,2567,2567,2567,2567,2567,2567,v57-replay-02567,True
2568,143,12,Sera,tool alcove,Sera@tool alcove,2568,2568,2568,2568,2568,2568,v57-replay-02568,True
2569,143,13,Tovan,fiber loft,Tovan@fiber loft,2569,2569,2569,2569,2569,2569,v57-replay-02569,True
2570,143,14,Nia,glasshouse,Nia@glasshouse,2570,2570,2570,2570,2570,2570,v57-replay-02570,True
2571,143,15,Ari,river gate,Ari@river gate,2571,2571,2571,2571,2571,2571,v57-replay-02571,True
2572,143,16,Fay,west hearth,Fay@west hearth,2572,2572,2572,2572,2572,2572,v57-replay-02572,True
2573,143,17,Milo,rain court,Milo@rain court,2573,2573,2573,2573,2573,2573,v57-replay-02573,True
2574,144,0,Sera,fiber loft,Sera@fiber loft,2574,2574,2574,2574,2574,2574,v57-replay-02574,True
2575,144,1,Tovan,glasshouse,Tovan@glasshouse,2575,2575,2575,2575,2575,2575,v57-replay-02575,True
2576,144,2,Nia,river gate,Nia@river gate,2576,2576,2576,2576,2576,2576,v57-replay-02576,True
2577,144,3,Ari,west hearth,Ari@west hearth,2577,2577,2577,2577,2577,2577,v57-replay-02577,True
2578,144,4,Fay,rain court,Fay@rain court,2578,2578,2578,2578,2578,2578,v57-replay-02578,True
2579,144,5,Milo,tool alcove,Milo@tool alcove,2579,2579,2579,2579,2579,2579,v57-replay-02579,True
2580,144,6,Sera,fiber loft,Sera@fiber loft,2580,2580,2580,2580,2580,2580,v57-replay-02580,True
2581,144,7,Tovan,glasshouse,Tovan@glasshouse,2581,2581,2581,2581,2581,2581,v57-replay-02581,True
2582,144,8,Nia,river gate,Nia@river gate,2582,2582,2582,2582,2582,2582,v57-replay-02582,True
2583,144,9,Ari,west hearth,Ari@west hearth,2583,2583,2583,2583,2583,2583,v57-replay-02583,True
2584,144,10,Fay,rain court,Fay@rain court,2584,2584,2584,2584,2584,2584,v57-replay-02584,True
2585,144,11,Milo,tool alcove,Milo@tool alcove,2585,2585,2585,2585,2585,2585,v57-replay-02585,True
2586,144,12,Sera,fiber loft,Sera@fiber loft,2586,2586,2586,2586,2586,2586,v57-replay-02586,True
2587,144,13,Tovan,glasshouse,Tovan@glasshouse,2587,2587,2587,2587,2587,2587,v57-replay-02587,True
2588,144,14,Nia,river gate,Nia@river gate,2588,2588,2588,2588,2588,2588,v57-replay-02588,True
2589,144,15,Ari,west hearth,Ari@west hearth,2589,2589,2589,2589,2589,2589,v57-replay-02589,True
2590,144,16,Fay,rain court,Fay@rain court,2590,2590,2590,2590,2590,2590,v57-replay-02590,True
2591,144,17,Milo,tool alcove,Milo@tool alcove,2591,2591,2591,2591,2591,2591,v57-replay-02591,True
2592,145,0,Sera,glasshouse,Sera@glasshouse,2592,2592,2592,2592,2592,2592,v57-replay-02592,True
2593,145,1,Tovan,river gate,Tovan@river gate,2593,2593,2593,2593,2593,2593,v57-replay-02593,True
2594,145,2,Nia,west hearth,Nia@west hearth,2594,2594,2594,2594,2594,2594,v57-replay-02594,True
2595,145,3,Ari,rain court,Ari@rain court,2595,2595,2595,2595,2595,2595,v57-replay-02595,True
2596,145,4,Fay,tool alcove,Fay@tool alcove,2596,2596,2596,2596,2596,2596,v57-replay-02596,True
2597,145,5,Milo,fiber loft,Milo@fiber loft,2597,2597,2597,2597,2597,2597,v57-replay-02597,True
2598,145,6,Sera,glasshouse,Sera@glasshouse,2598,2598,2598,2598,2598,2598,v57-replay-02598,True
2599,145,7,Tovan,river gate,Tovan@river gate,2599,2599,2599,2599,2599,2599,v57-replay-02599,True
2600,145,8,Nia,west hearth,Nia@west hearth,2600,2600,2600,2600,2600,2600,v57-replay-02600,True
2601,145,9,Ari,rain court,Ari@rain court,2601,2601,2601,2601,2601,2601,v57-replay-02601,True
2602,145,10,Fay,tool alcove,Fay@tool alcove,2602,2602,2602,2602,2602,2602,v57-replay-02602,True
2603,145,11,Milo,fiber loft,Milo@fiber loft,2603,2603,2603,2603,2603,2603,v57-replay-02603,True
2604,145,12,Sera,glasshouse,Sera@glasshouse,2604,2604,2604,2604,2604,2604,v57-replay-02604,True
2605,145,13,Tovan,river gate,Tovan@river gate,2605,2605,2605,2605,2605,2605,v57-replay-02605,True
2606,145,14,Nia,west hearth,Nia@west hearth,2606,2606,2606,2606,2606,2606,v57-replay-02606,True
2607,145,15,Ari,rain court,Ari@rain court,2607,2607,2607,2607,2607,2607,v57-replay-02607,True
2608,145,16,Fay,tool alcove,Fay@tool alcove,2608,2608,2608,2608,2608,2608,v57-replay-02608,True
2609,145,17,Milo,fiber loft,Milo@fiber loft,2609,2609,2609,2609,2609,2609,v57-replay-02609,True
2610,146,0,Sera,river gate,Sera@river gate,2610,2610,2610,2610,2610,2610,v57-replay-02610,True
2611,146,1,Tovan,west hearth,Tovan@west hearth,2611,2611,2611,2611,2611,2611,v57-replay-02611,True
2612,146,2,Nia,rain court,Nia@rain court,2612,2612,2612,2612,2612,2612,v57-replay-02612,True
2613,146,3,Ari,tool alcove,Ari@tool alcove,2613,2613,2613,2613,2613,2613,v57-replay-02613,True
2614,146,4,Fay,fiber loft,Fay@fiber loft,2614,2614,2614,2614,2614,2614,v57-replay-02614,True
2615,146,5,Milo,glasshouse,Milo@glasshouse,2615,2615,2615,2615,2615,2615,v57-replay-02615,True
2616,146,6,Sera,river gate,Sera@river gate,2616,2616,2616,2616,2616,2616,v57-replay-02616,True
2617,146,7,Tovan,west hearth,Tovan@west hearth,2617,2617,2617,2617,2617,2617,v57-replay-02617,True
2618,146,8,Nia,rain court,Nia@rain court,2618,2618,2618,2618,2618,2618,v57-replay-02618,True
2619,146,9,Ari,tool alcove,Ari@tool alcove,2619,2619,2619,2619,2619,2619,v57-replay-02619,True
2620,146,10,Fay,fiber loft,Fay@fiber loft,2620,2620,2620,2620,2620,2620,v57-replay-02620,True
2621,146,11,Milo,glasshouse,Milo@glasshouse,2621,2621,2621,2621,2621,2621,v57-replay-02621,True
2622,146,12,Sera,river gate,Sera@river gate,2622,2622,2622,2622,2622,2622,v57-replay-02622,True
2623,146,13,Tovan,west hearth,Tovan@west hearth,2623,2623,2623,2623,2623,2623,v57-replay-02623,True
2624,146,14,Nia,rain court,Nia@rain court,2624,2624,2624,2624,2624,2624,v57-replay-02624,True
2625,146,15,Ari,tool alcove,Ari@tool alcove,2625,2625,2625,2625,2625,2625,v57-replay-02625,True
2626,146,16,Fay,fiber loft,Fay@fiber loft,2626,2626,2626,2626,2626,2626,v57-replay-02626,True
2627,146,17,Milo,glasshouse,Milo@glasshouse,2627,2627,2627,2627,2627,2627,v57-replay-02627,True
2628,147,0,Sera,west hearth,Sera@west hearth,2628,2628,2628,2628,2628,2628,v57-replay-02628,True
2629,147,1,Tovan,rain court,Tovan@rain court,2629,2629,2629,2629,2629,2629,v57-replay-02629,True
2630,147,2,Nia,tool alcove,Nia@tool alcove,2630,2630,2630,2630,2630,2630,v57-replay-02630,True
2631,147,3,Ari,fiber loft,Ari@fiber loft,2631,2631,2631,2631,2631,2631,v57-replay-02631,True
2632,147,4,Fay,glasshouse,Fay@glasshouse,2632,2632,2632,2632,2632,2632,v57-replay-02632,True
2633,147,5,Milo,river gate,Milo@river gate,2633,2633,2633,2633,2633,2633,v57-replay-02633,True
2634,147,6,Sera,west hearth,Sera@west hearth,2634,2634,2634,2634,2634,2634,v57-replay-02634,True
2635,147,7,Tovan,rain court,Tovan@rain court,2635,2635,2635,2635,2635,2635,v57-replay-02635,True
2636,147,8,Nia,tool alcove,Nia@tool alcove,2636,2636,2636,2636,2636,2636,v57-replay-02636,True
2637,147,9,Ari,fiber loft,Ari@fiber loft,2637,2637,2637,2637,2637,2637,v57-replay-02637,True
2638,147,10,Fay,glasshouse,Fay@glasshouse,2638,2638,2638,2638,2638,2638,v57-replay-02638,True
2639,147,11,Milo,river gate,Milo@river gate,2639,2639,2639,2639,2639,2639,v57-replay-02639,True
2640,147,12,Sera,west hearth,Sera@west hearth,2640,2640,2640,2640,2640,2640,v57-replay-02640,True
2641,147,13,Tovan,rain court,Tovan@rain court,2641,2641,2641,2641,2641,2641,v57-replay-02641,True
2642,147,14,Nia,tool alcove,Nia@tool alcove,2642,2642,2642,2642,2642,2642,v57-replay-02642,True
2643,147,15,Ari,fiber loft,Ari@fiber loft,2643,2643,2643,2643,2643,2643,v57-replay-02643,True
2644,147,16,Fay,glasshouse,Fay@glasshouse,2644,2644,2644,2644,2644,2644,v57-replay-02644,True
2645,147,17,Milo,river gate,Milo@river gate,2645,2645,2645,2645,2645,2645,v57-replay-02645,True
2646,148,0,Sera,rain court,Sera@rain court,2646,2646,2646,2646,2646,2646,v57-replay-02646,True
2647,148,1,Tovan,tool alcove,Tovan@tool alcove,2647,2647,2647,2647,2647,2647,v57-replay-02647,True
2648,148,2,Nia,fiber loft,Nia@fiber loft,2648,2648,2648,2648,2648,2648,v57-replay-02648,True
2649,148,3,Ari,glasshouse,Ari@glasshouse,2649,2649,2649,2649,2649,2649,v57-replay-02649,True
2650,148,4,Fay,river gate,Fay@river gate,2650,2650,2650,2650,2650,2650,v57-replay-02650,True
2651,148,5,Milo,west hearth,Milo@west hearth,2651,2651,2651,2651,2651,2651,v57-replay-02651,True
2652,148,6,Sera,rain court,Sera@rain court,2652,2652,2652,2652,2652,2652,v57-replay-02652,True
2653,148,7,Tovan,tool alcove,Tovan@tool alcove,2653,2653,2653,2653,2653,2653,v57-replay-02653,True
2654,148,8,Nia,fiber loft,Nia@fiber loft,2654,2654,2654,2654,2654,2654,v57-replay-02654,True
2655,148,9,Ari,glasshouse,Ari@glasshouse,2655,2655,2655,2655,2655,2655,v57-replay-02655,True
2656,148,10,Fay,river gate,Fay@river gate,2656,2656,2656,2656,2656,2656,v57-replay-02656,True
2657,148,11,Milo,west hearth,Milo@west hearth,2657,2657,2657,2657,2657,2657,v57-replay-02657,True
2658,148,12,Sera,rain court,Sera@rain court,2658,2658,2658,2658,2658,2658,v57-replay-02658,True
2659,148,13,Tovan,tool alcove,Tovan@tool alcove,2659,2659,2659,2659,2659,2659,v57-replay-02659,True
2660,148,14,Nia,fiber loft,Nia@fiber loft,2660,2660,2660,2660,2660,2660,v57-replay-02660,True
2661,148,15,Ari,glasshouse,Ari@glasshouse,2661,2661,2661,2661,2661,2661,v57-replay-02661,True
2662,148,16,Fay,river gate,Fay@river gate,2662,2662,2662,2662,2662,2662,v57-replay-02662,True
2663,148,17,Milo,west hearth,Milo@west hearth,2663,2663,2663,2663,2663,2663,v57-replay-02663,True
2664,149,0,Sera,tool alcove,Sera@tool alcove,2664,2664,2664,2664,2664,2664,v57-replay-02664,True
2665,149,1,Tovan,fiber loft,Tovan@fiber loft,2665,2665,2665,2665,2665,2665,v57-replay-02665,True
2666,149,2,Nia,glasshouse,Nia@glasshouse,2666,2666,2666,2666,2666,2666,v57-replay-02666,True
2667,149,3,Ari,river gate,Ari@river gate,2667,2667,2667,2667,2667,2667,v57-replay-02667,True
2668,149,4,Fay,west hearth,Fay@west hearth,2668,2668,2668,2668,2668,2668,v57-replay-02668,True
2669,149,5,Milo,rain court,Milo@rain court,2669,2669,2669,2669,2669,2669,v57-replay-02669,True
2670,149,6,Sera,tool alcove,Sera@tool alcove,2670,2670,2670,2670,2670,2670,v57-replay-02670,True
2671,149,7,Tovan,fiber loft,Tovan@fiber loft,2671,2671,2671,2671,2671,2671,v57-replay-02671,True
2672,149,8,Nia,glasshouse,Nia@glasshouse,2672,2672,2672,2672,2672,2672,v57-replay-02672,True
2673,149,9,Ari,river gate,Ari@river gate,2673,2673,2673,2673,2673,2673,v57-replay-02673,True
2674,149,10,Fay,west hearth,Fay@west hearth,2674,2674,2674,2674,2674,2674,v57-replay-02674,True
2675,149,11,Milo,rain court,Milo@rain court,2675,2675,2675,2675,2675,2675,v57-replay-02675,True
2676,149,12,Sera,tool alcove,Sera@tool alcove,2676,2676,2676,2676,2676,2676,v57-replay-02676,True
2677,149,13,Tovan,fiber loft,Tovan@fiber loft,2677,2677,2677,2677,2677,2677,v57-replay-02677,True
2678,149,14,Nia,glasshouse,Nia@glasshouse,2678,2678,2678,2678,2678,2678,v57-replay-02678,True
2679,149,15,Ari,river gate,Ari@river gate,2679,2679,2679,2679,2679,2679,v57-replay-02679,True
2680,149,16,Fay,west hearth,Fay@west hearth,2680,2680,2680,2680,2680,2680,v57-replay-02680,True
2681,149,17,Milo,rain court,Milo@rain court,2681,2681,2681,2681,2681,2681,v57-replay-02681,True
2682,150,0,Sera,fiber loft,Sera@fiber loft,2682,2682,2682,2682,2682,2682,v57-replay-02682,True
2683,150,1,Tovan,glasshouse,Tovan@glasshouse,2683,2683,2683,2683,2683,2683,v57-replay-02683,True
2684,150,2,Nia,river gate,Nia@river gate,2684,2684,2684,2684,2684,2684,v57-replay-02684,True
2685,150,3,Ari,west hearth,Ari@west hearth,2685,2685,2685,2685,2685,2685,v57-replay-02685,True
2686,150,4,Fay,rain court,Fay@rain court,2686,2686,2686,2686,2686,2686,v57-replay-02686,True
2687,150,5,Milo,tool alcove,Milo@tool alcove,2687,2687,2687,2687,2687,2687,v57-replay-02687,True
2688,150,6,Sera,fiber loft,Sera@fiber loft,2688,2688,2688,2688,2688,2688,v57-replay-02688,True
2689,150,7,Tovan,glasshouse,Tovan@glasshouse,2689,2689,2689,2689,2689,2689,v57-replay-02689,True
2690,150,8,Nia,river gate,Nia@river gate,2690,2690,2690,2690,2690,2690,v57-replay-02690,True
2691,150,9,Ari,west hearth,Ari@west hearth,2691,2691,2691,2691,2691,2691,v57-replay-02691,True
2692,150,10,Fay,rain court,Fay@rain court,2692,2692,2692,2692,2692,2692,v57-replay-02692,True
2693,150,11,Milo,tool alcove,Milo@tool alcove,2693,2693,2693,2693,2693,2693,v57-replay-02693,True
2694,150,12,Sera,fiber loft,Sera@fiber loft,2694,2694,2694,2694,2694,2694,v57-replay-02694,True
2695,150,13,Tovan,glasshouse,Tovan@glasshouse,2695,2695,2695,2695,2695,2695,v57-replay-02695,True
2696,150,14,Nia,river gate,Nia@river gate,2696,2696,2696,2696,2696,2696,v57-replay-02696,True
2697,150,15,Ari,west hearth,Ari@west hearth,2697,2697,2697,2697,2697,2697,v57-replay-02697,True
2698,150,16,Fay,rain court,Fay@rain court,2698,2698,2698,2698,2698,2698,v57-replay-02698,True
2699,150,17,Milo,tool alcove,Milo@tool alcove,2699,2699,2699,2699,2699,2699,v57-replay-02699,True
2700,151,0,Sera,glasshouse,Sera@glasshouse,2700,2700,2700,2700,2700,2700,v57-replay-02700,True
2701,151,1,Tovan,river gate,Tovan@river gate,2701,2701,2701,2701,2701,2701,v57-replay-02701,True
2702,151,2,Nia,west hearth,Nia@west hearth,2702,2702,2702,2702,2702,2702,v57-replay-02702,True
2703,151,3,Ari,rain court,Ari@rain court,2703,2703,2703,2703,2703,2703,v57-replay-02703,True
2704,151,4,Fay,tool alcove,Fay@tool alcove,2704,2704,2704,2704,2704,2704,v57-replay-02704,True
2705,151,5,Milo,fiber loft,Milo@fiber loft,2705,2705,2705,2705,2705,2705,v57-replay-02705,True
2706,151,6,Sera,glasshouse,Sera@glasshouse,2706,2706,2706,2706,2706,2706,v57-replay-02706,True
2707,151,7,Tovan,river gate,Tovan@river gate,2707,2707,2707,2707,2707,2707,v57-replay-02707,True
2708,151,8,Nia,west hearth,Nia@west hearth,2708,2708,2708,2708,2708,2708,v57-replay-02708,True
2709,151,9,Ari,rain court,Ari@rain court,2709,2709,2709,2709,2709,2709,v57-replay-02709,True
2710,151,10,Fay,tool alcove,Fay@tool alcove,2710,2710,2710,2710,2710,2710,v57-replay-02710,True
2711,151,11,Milo,fiber loft,Milo@fiber loft,2711,2711,2711,2711,2711,2711,v57-replay-02711,True
2712,151,12,Sera,glasshouse,Sera@glasshouse,2712,2712,2712,2712,2712,2712,v57-replay-02712,True
2713,151,13,Tovan,river gate,Tovan@river gate,2713,2713,2713,2713,2713,2713,v57-replay-02713,True
2714,151,14,Nia,west hearth,Nia@west hearth,2714,2714,2714,2714,2714,2714,v57-replay-02714,True
2715,151,15,Ari,rain court,Ari@rain court,2715,2715,2715,2715,2715,2715,v57-replay-02715,True
2716,151,16,Fay,tool alcove,Fay@tool alcove,2716,2716,2716,2716,2716,2716,v57-replay-02716,True
2717,151,17,Milo,fiber loft,Milo@fiber loft,2717,2717,2717,2717,2717,2717,v57-replay-02717,True
2718,152,0,Sera,river gate,Sera@river gate,2718,2718,2718,2718,2718,2718,v57-replay-02718,True
2719,152,1,Tovan,west hearth,Tovan@west hearth,2719,2719,2719,2719,2719,2719,v57-replay-02719,True
2720,152,2,Nia,rain court,Nia@rain court,2720,2720,2720,2720,2720,2720,v57-replay-02720,True
2721,152,3,Ari,tool alcove,Ari@tool alcove,2721,2721,2721,2721,2721,2721,v57-replay-02721,True
2722,152,4,Fay,fiber loft,Fay@fiber loft,2722,2722,2722,2722,2722,2722,v57-replay-02722,True
2723,152,5,Milo,glasshouse,Milo@glasshouse,2723,2723,2723,2723,2723,2723,v57-replay-02723,True
2724,152,6,Sera,river gate,Sera@river gate,2724,2724,2724,2724,2724,2724,v57-replay-02724,True
2725,152,7,Tovan,west hearth,Tovan@west hearth,2725,2725,2725,2725,2725,2725,v57-replay-02725,True
2726,152,8,Nia,rain court,Nia@rain court,2726,2726,2726,2726,2726,2726,v57-replay-02726,True
2727,152,9,Ari,tool alcove,Ari@tool alcove,2727,2727,2727,2727,2727,2727,v57-replay-02727,True
2728,152,10,Fay,fiber loft,Fay@fiber loft,2728,2728,2728,2728,2728,2728,v57-replay-02728,True
2729,152,11,Milo,glasshouse,Milo@glasshouse,2729,2729,2729,2729,2729,2729,v57-replay-02729,True
2730,152,12,Sera,river gate,Sera@river gate,2730,2730,2730,2730,2730,2730,v57-replay-02730,True
2731,152,13,Tovan,west hearth,Tovan@west hearth,2731,2731,2731,2731,2731,2731,v57-replay-02731,True
2732,152,14,Nia,rain court,Nia@rain court,2732,2732,2732,2732,2732,2732,v57-replay-02732,True
2733,152,15,Ari,tool alcove,Ari@tool alcove,2733,2733,2733,2733,2733,2733,v57-replay-02733,True
2734,152,16,Fay,fiber loft,Fay@fiber loft,2734,2734,2734,2734,2734,2734,v57-replay-02734,True
2735,152,17,Milo,glasshouse,Milo@glasshouse,2735,2735,2735,2735,2735,2735,v57-replay-02735,True
2736,153,0,Sera,west hearth,Sera@west hearth,2736,2736,2736,2736,2736,2736,v57-replay-02736,True
2737,153,1,Tovan,rain court,Tovan@rain court,2737,2737,2737,2737,2737,2737,v57-replay-02737,True
2738,153,2,Nia,tool alcove,Nia@tool alcove,2738,2738,2738,2738,2738,2738,v57-replay-02738,True
2739,153,3,Ari,fiber loft,Ari@fiber loft,2739,2739,2739,2739,2739,2739,v57-replay-02739,True
2740,153,4,Fay,glasshouse,Fay@glasshouse,2740,2740,2740,2740,2740,2740,v57-replay-02740,True
2741,153,5,Milo,river gate,Milo@river gate,2741,2741,2741,2741,2741,2741,v57-replay-02741,True
2742,153,6,Sera,west hearth,Sera@west hearth,2742,2742,2742,2742,2742,2742,v57-replay-02742,True
2743,153,7,Tovan,rain court,Tovan@rain court,2743,2743,2743,2743,2743,2743,v57-replay-02743,True
2744,153,8,Nia,tool alcove,Nia@tool alcove,2744,2744,2744,2744,2744,2744,v57-replay-02744,True
2745,153,9,Ari,fiber loft,Ari@fiber loft,2745,2745,2745,2745,2745,2745,v57-replay-02745,True
2746,153,10,Fay,glasshouse,Fay@glasshouse,2746,2746,2746,2746,2746,2746,v57-replay-02746,True
2747,153,11,Milo,river gate,Milo@river gate,2747,2747,2747,2747,2747,2747,v57-replay-02747,True
2748,153,12,Sera,west hearth,Sera@west hearth,2748,2748,2748,2748,2748,2748,v57-replay-02748,True
2749,153,13,Tovan,rain court,Tovan@rain court,2749,2749,2749,2749,2749,2749,v57-replay-02749,True
2750,153,14,Nia,tool alcove,Nia@tool alcove,2750,2750,2750,2750,2750,2750,v57-replay-02750,True
2751,153,15,Ari,fiber loft,Ari@fiber loft,2751,2751,2751,2751,2751,2751,v57-replay-02751,True
2752,153,16,Fay,glasshouse,Fay@glasshouse,2752,2752,2752,2752,2752,2752,v57-replay-02752,True
2753,153,17,Milo,river gate,Milo@river gate,2753,2753,2753,2753,2753,2753,v57-replay-02753,True
2754,154,0,Sera,rain court,Sera@rain court,2754,2754,2754,2754,2754,2754,v57-replay-02754,True
2755,154,1,Tovan,tool alcove,Tovan@tool alcove,2755,2755,2755,2755,2755,2755,v57-replay-02755,True
2756,154,2,Nia,fiber loft,Nia@fiber loft,2756,2756,2756,2756,2756,2756,v57-replay-02756,True
2757,154,3,Ari,glasshouse,Ari@glasshouse,2757,2757,2757,2757,2757,2757,v57-replay-02757,True
2758,154,4,Fay,river gate,Fay@river gate,2758,2758,2758,2758,2758,2758,v57-replay-02758,True
2759,154,5,Milo,west hearth,Milo@west hearth,2759,2759,2759,2759,2759,2759,v57-replay-02759,True
2760,154,6,Sera,rain court,Sera@rain court,2760,2760,2760,2760,2760,2760,v57-replay-02760,True
2761,154,7,Tovan,tool alcove,Tovan@tool alcove,2761,2761,2761,2761,2761,2761,v57-replay-02761,True
2762,154,8,Nia,fiber loft,Nia@fiber loft,2762,2762,2762,2762,2762,2762,v57-replay-02762,True
2763,154,9,Ari,glasshouse,Ari@glasshouse,2763,2763,2763,2763,2763,2763,v57-replay-02763,True
2764,154,10,Fay,river gate,Fay@river gate,2764,2764,2764,2764,2764,2764,v57-replay-02764,True
2765,154,11,Milo,west hearth,Milo@west hearth,2765,2765,2765,2765,2765,2765,v57-replay-02765,True
2766,154,12,Sera,rain court,Sera@rain court,2766,2766,2766,2766,2766,2766,v57-replay-02766,True
2767,154,13,Tovan,tool alcove,Tovan@tool alcove,2767,2767,2767,2767,2767,2767,v57-replay-02767,True
2768,154,14,Nia,fiber loft,Nia@fiber loft,2768,2768,2768,2768,2768,2768,v57-replay-02768,True
2769,154,15,Ari,glasshouse,Ari@glasshouse,2769,2769,2769,2769,2769,2769,v57-replay-02769,True
2770,154,16,Fay,river gate,Fay@river gate,2770,2770,2770,2770,2770,2770,v57-replay-02770,True
2771,154,17,Milo,west hearth,Milo@west hearth,2771,2771,2771,2771,2771,2771,v57-replay-02771,True
2772,155,0,Sera,tool alcove,Sera@tool alcove,2772,2772,2772,2772,2772,2772,v57-replay-02772,True
2773,155,1,Tovan,fiber loft,Tovan@fiber loft,2773,2773,2773,2773,2773,2773,v57-replay-02773,True
2774,155,2,Nia,glasshouse,Nia@glasshouse,2774,2774,2774,2774,2774,2774,v57-replay-02774,True
2775,155,3,Ari,river gate,Ari@river gate,2775,2775,2775,2775,2775,2775,v57-replay-02775,True
2776,155,4,Fay,west hearth,Fay@west hearth,2776,2776,2776,2776,2776,2776,v57-replay-02776,True
2777,155,5,Milo,rain court,Milo@rain court,2777,2777,2777,2777,2777,2777,v57-replay-02777,True
2778,155,6,Sera,tool alcove,Sera@tool alcove,2778,2778,2778,2778,2778,2778,v57-replay-02778,True
2779,155,7,Tovan,fiber loft,Tovan@fiber loft,2779,2779,2779,2779,2779,2779,v57-replay-02779,True
2780,155,8,Nia,glasshouse,Nia@glasshouse,2780,2780,2780,2780,2780,2780,v57-replay-02780,True
2781,155,9,Ari,river gate,Ari@river gate,2781,2781,2781,2781,2781,2781,v57-replay-02781,True
2782,155,10,Fay,west hearth,Fay@west hearth,2782,2782,2782,2782,2782,2782,v57-replay-02782,True
2783,155,11,Milo,rain court,Milo@rain court,2783,2783,2783,2783,2783,2783,v57-replay-02783,True
2784,155,12,Sera,tool alcove,Sera@tool alcove,2784,2784,2784,2784,2784,2784,v57-replay-02784,True
2785,155,13,Tovan,fiber loft,Tovan@fiber loft,2785,2785,2785,2785,2785,2785,v57-replay-02785,True
2786,155,14,Nia,glasshouse,Nia@glasshouse,2786,2786,2786,2786,2786,2786,v57-replay-02786,True
2787,155,15,Ari,river gate,Ari@river gate,2787,2787,2787,2787,2787,2787,v57-replay-02787,True
2788,155,16,Fay,west hearth,Fay@west hearth,2788,2788,2788,2788,2788,2788,v57-replay-02788,True
2789,155,17,Milo,rain court,Milo@rain court,2789,2789,2789,2789,2789,2789,v57-replay-02789,True
2790,156,0,Sera,fiber loft,Sera@fiber loft,2790,2790,2790,2790,2790,2790,v57-replay-02790,True
2791,156,1,Tovan,glasshouse,Tovan@glasshouse,2791,2791,2791,2791,2791,2791,v57-replay-02791,True
2792,156,2,Nia,river gate,Nia@river gate,2792,2792,2792,2792,2792,2792,v57-replay-02792,True
2793,156,3,Ari,west hearth,Ari@west hearth,2793,2793,2793,2793,2793,2793,v57-replay-02793,True
2794,156,4,Fay,rain court,Fay@rain court,2794,2794,2794,2794,2794,2794,v57-replay-02794,True
2795,156,5,Milo,tool alcove,Milo@tool alcove,2795,2795,2795,2795,2795,2795,v57-replay-02795,True
