tick_id,day,settlement_id,room_id,action,temperature,wetness,pain,energy,comfort,arousal,body_delta_reason,care_action_available,body_state_visible,localstorage_body_key
404,34,riverbend,kit alcove,inspect_object,0.393,0.783,0.014,0.491,0.799,0.206334,environmental exposure,True,True,ssrm.v39.body.riverbend
405,34,roofward,glass stair,place_object,0.685,0.232,0.0,0.327,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
406,34,archive,spool room,ask_dialect_memory,0.685,0.237,0.0,0.251,0.865,0.02,movement effort,True,True,ssrm.v39.body.archive
407,34,signal,arrival court,rest,0.824,0.739,0.0,0.491,0.851,0.035506,environmental exposure,True,True,ssrm.v39.body.signal
408,35,repair_ring,spark lane,move_north,0.692,0.04,0.018,0.226,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
409,35,riverbend,kit alcove,rest,0.423,0.779,0.0,0.526,0.834,0.204116,environmental exposure,True,True,ssrm.v39.body.riverbend
410,35,roofward,glass stair,dry_off,0.66,0.197,0.0,0.321,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
411,35,archive,arrival court,move_north,0.689,0.277,0.018,0.226,0.845,0.02,environmental exposure,True,True,ssrm.v39.body.archive
412,35,signal,arrival court,inspect_object,0.828,0.779,0.0,0.485,0.831,0.033324,environmental exposure,True,True,ssrm.v39.body.signal
413,35,orchard,seed lane,place_object,0.84,0.567,0.0,0.321,0.935,0.109362,environmental exposure,True,True,ssrm.v39.body.orchard
414,35,repair_ring,spark lane,ask_dialect_memory,0.696,0.08,0.014,0.22,0.92,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
415,35,riverbend,kit alcove,inspect_object,0.453,0.775,0.0,0.52,0.84,0.201786,environmental exposure,True,True,ssrm.v39.body.riverbend
416,35,roofward,glass stair,place_object,0.635,0.193,0.0,0.315,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
417,35,archive,arrival court,ask_dialect_memory,0.693,0.317,0.014,0.22,0.825,0.02,environmental exposure,True,True,ssrm.v39.body.archive
418,35,signal,arrival court,rest,0.832,0.819,0.0,0.52,0.866,0.031122,environmental exposure,True,True,ssrm.v39.body.signal
419,35,orchard,seed lane,dry_off,0.844,0.607,0.0,0.315,0.96,0.103912,environmental exposure,True,True,ssrm.v39.body.orchard
420,36,repair_ring,bell alcove,move_east,0.7,0.076,0.01,0.195,0.926,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
421,36,riverbend,kit alcove,warm_up,0.483,0.771,0.0,0.514,0.875,0.198996,environmental exposure,True,True,ssrm.v39.body.riverbend
422,36,roofward,glass stair,avoid_hazard,0.61,0.189,0.03,0.309,0.92,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
423,36,archive,spool room,move_east,0.697,0.313,0.01,0.195,0.831,0.02,movement effort,True,True,ssrm.v39.body.archive
424,36,signal,arrival court,pick_up_object,0.836,0.859,0.0,0.514,0.846,0.02956,environmental exposure,True,True,ssrm.v39.body.signal
425,36,orchard,market plank,talk_resident,0.819,0.603,0.0,0.309,0.94,0.098662,environmental exposure,True,True,ssrm.v39.body.orchard
426,36,repair_ring,arrival court,wait_for_schedule,0.675,0.072,0.006,0.189,0.906,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
427,36,riverbend,kit alcove,pick_up_object,0.513,0.767,0.0,0.508,0.881,0.196094,environmental exposure,True,True,ssrm.v39.body.riverbend
428,36,roofward,glass stair,talk_resident,0.585,0.185,0.026,0.303,0.9,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
429,36,archive,arrival court,wait_for_schedule,0.701,0.353,0.006,0.189,0.811,0.02,environmental exposure,True,True,ssrm.v39.body.archive
430,36,signal,arrival court,warm_up,0.866,0.899,0.0,0.508,0.881,0.027978,environmental exposure,True,True,ssrm.v39.body.signal
431,36,orchard,market plank,avoid_hazard,0.794,0.599,0.03,0.303,0.92,0.094512,environmental exposure,True,True,ssrm.v39.body.orchard
432,37,repair_ring,wire bench,inspect_object,0.705,0.068,0.002,0.183,0.912,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
433,37,riverbend,kit alcove,dry_off,0.543,0.732,0.0,0.502,0.916,0.192422,environmental exposure,True,True,ssrm.v39.body.riverbend
434,37,roofward,warm lane,move_north,0.615,0.181,0.022,0.278,0.906,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
435,37,archive,arrival court,inspect_object,0.705,0.393,0.002,0.183,0.791,0.02,environmental exposure,True,True,ssrm.v39.body.archive
436,37,signal,arrival court,place_object,0.87,0.939,0.0,0.502,0.861,0.027036,environmental exposure,True,True,ssrm.v39.body.signal
437,37,orchard,satchel shed,ask_dialect_memory,0.824,0.595,0.026,0.297,0.926,0.09013,environmental exposure,True,True,ssrm.v39.body.orchard
438,37,repair_ring,wire bench,rest,0.735,0.064,0.0,0.218,0.947,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
439,37,riverbend,kit alcove,place_object,0.573,0.728,0.0,0.496,0.922,0.188638,environmental exposure,True,True,ssrm.v39.body.riverbend
440,37,roofward,warm lane,ask_dialect_memory,0.645,0.177,0.018,0.272,0.912,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
441,37,archive,arrival court,rest,0.709,0.433,0.0,0.218,0.826,0.02,environmental exposure,True,True,ssrm.v39.body.archive
442,37,signal,arrival court,dry_off,0.874,0.94,0.0,0.496,0.896,0.025684,environmental exposure,True,True,ssrm.v39.body.signal
443,37,orchard,seed lane,move_north,0.828,0.635,0.044,0.272,0.906,0.086928,environmental exposure,True,True,ssrm.v39.body.orchard
444,38,repair_ring,spark lane,pick_up_object,0.739,0.104,0.0,0.212,0.927,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
445,38,riverbend,kit alcove,avoid_hazard,0.603,0.724,0.0,0.49,0.928,0.184742,environmental exposure,True,True,ssrm.v39.body.riverbend
446,38,roofward,ledger loft,move_east,0.649,0.173,0.014,0.247,0.918,0.02,movement effort,True,True,ssrm.v39.body.roofward
447,38,archive,arrival court,pick_up_object,0.713,0.473,0.0,0.212,0.806,0.02,environmental exposure,True,True,ssrm.v39.body.archive
448,38,signal,arrival court,talk_resident,0.878,0.94,0.0,0.49,0.876,0.024572,environmental exposure,True,True,ssrm.v39.body.signal
449,38,orchard,satchel shed,wait_for_schedule,0.858,0.631,0.04,0.266,0.912,0.083494,environmental exposure,True,True,ssrm.v39.body.orchard
450,38,repair_ring,spark lane,warm_up,0.769,0.144,0.0,0.206,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
451,38,riverbend,kit alcove,talk_resident,0.633,0.72,0.0,0.484,0.934,0.180734,environmental exposure,True,True,ssrm.v39.body.riverbend
452,38,roofward,arrival court,wait_for_schedule,0.653,0.213,0.01,0.241,0.898,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
453,38,archive,arrival court,warm_up,0.743,0.513,0.0,0.206,0.841,0.02,environmental exposure,True,True,ssrm.v39.body.archive
454,38,signal,mast base,avoid_hazard,0.853,0.936,0.03,0.484,0.856,0.02456,environmental exposure,True,True,ssrm.v39.body.signal
455,38,orchard,seed lane,move_east,0.862,0.671,0.036,0.241,0.892,0.08058,environmental exposure,True,True,ssrm.v39.body.orchard
456,39,repair_ring,bell alcove,place_object,0.773,0.14,0.0,0.2,0.96,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
457,39,riverbend,plank hall,move_north,0.637,0.76,0.018,0.459,0.914,0.177906,environmental exposure,True,True,ssrm.v39.body.riverbend
458,39,roofward,arrival court,inspect_object,0.657,0.253,0.006,0.235,0.878,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
459,39,archive,arrival court,place_object,0.747,0.553,0.0,0.2,0.821,0.02,environmental exposure,True,True,ssrm.v39.body.archive
460,39,signal,mast base,ask_dialect_memory,0.828,0.932,0.026,0.478,0.836,0.024628,environmental exposure,True,True,ssrm.v39.body.signal
461,39,orchard,seed lane,rest,0.866,0.711,0.018,0.276,0.927,0.077106,environmental exposure,True,True,ssrm.v39.body.orchard
462,39,repair_ring,bell alcove,dry_off,0.777,0.105,0.0,0.194,0.96,0.02,care/rest action,True,True,ssrm.v39.body.repair_ring
463,39,riverbend,plank hall,ask_dialect_memory,0.641,0.8,0.014,0.453,0.894,0.175598,environmental exposure,True,True,ssrm.v39.body.riverbend
464,39,roofward,arrival court,rest,0.661,0.293,0.0,0.27,0.913,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
465,39,archive,arrival court,dry_off,0.751,0.593,0.0,0.194,0.856,0.02,environmental exposure,True,True,ssrm.v39.body.archive
466,39,signal,lantern walk,move_north,0.832,0.928,0.022,0.453,0.842,0.024464,movement effort,True,True,ssrm.v39.body.signal
467,39,orchard,seed lane,inspect_object,0.87,0.751,0.014,0.27,0.907,0.074152,environmental exposure,True,True,ssrm.v39.body.orchard
468,40,repair_ring,arrival court,talk_resident,0.752,0.101,0.0,0.188,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
469,40,riverbend,kit alcove,move_east,0.671,0.796,0.01,0.428,0.9,0.173058,environmental exposure,True,True,ssrm.v39.body.riverbend
470,40,roofward,arrival court,pick_up_object,0.665,0.333,0.0,0.264,0.893,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
471,40,archive,arrival court,talk_resident,0.755,0.633,0.0,0.188,0.836,0.02,environmental exposure,True,True,ssrm.v39.body.archive
472,40,signal,lens room,wait_for_schedule,0.862,0.924,0.018,0.447,0.848,0.024068,environmental exposure,True,True,ssrm.v39.body.signal
473,40,orchard,seed lane,warm_up,0.9,0.791,0.01,0.264,0.942,0.071058,environmental exposure,True,True,ssrm.v39.body.orchard
474,40,repair_ring,arrival court,avoid_hazard,0.727,0.097,0.03,0.182,0.92,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
475,40,riverbend,plank hall,wait_for_schedule,0.675,0.836,0.006,0.422,0.88,0.171038,environmental exposure,True,True,ssrm.v39.body.riverbend
476,40,roofward,arrival court,warm_up,0.695,0.373,0.0,0.258,0.928,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
477,40,archive,arrival court,avoid_hazard,0.759,0.673,0.03,0.182,0.816,0.02,environmental exposure,True,True,ssrm.v39.body.archive
478,40,signal,arrival court,move_east,0.866,0.94,0.014,0.422,0.828,0.023952,environmental exposure,True,True,ssrm.v39.body.signal
479,40,orchard,seed lane,pick_up_object,0.904,0.831,0.006,0.258,0.922,0.068484,environmental exposure,True,True,ssrm.v39.body.orchard
480,41,repair_ring,wire bench,ask_dialect_memory,0.757,0.093,0.026,0.176,0.926,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
481,41,riverbend,plank hall,inspect_object,0.679,0.876,0.002,0.416,0.86,0.169538,environmental exposure,True,True,ssrm.v39.body.riverbend
482,41,roofward,arrival court,place_object,0.699,0.413,0.0,0.252,0.908,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
483,41,archive,arrival court,ask_dialect_memory,0.763,0.713,0.026,0.176,0.796,0.02,environmental exposure,True,True,ssrm.v39.body.archive
484,41,signal,arrival court,rest,0.87,0.94,0.0,0.457,0.863,0.022996,environmental exposure,True,True,ssrm.v39.body.signal
485,41,orchard,seed lane,dry_off,0.908,0.871,0.002,0.252,0.957,0.06577,environmental exposure,True,True,ssrm.v39.body.orchard
486,41,repair_ring,spark lane,move_north,0.761,0.133,0.044,0.151,0.906,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
487,41,riverbend,plank hall,rest,0.683,0.916,0.0,0.451,0.895,0.167958,environmental exposure,True,True,ssrm.v39.body.riverbend
488,41,roofward,arrival court,dry_off,0.703,0.453,0.0,0.246,0.943,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
489,41,archive,spool room,move_north,0.767,0.709,0.022,0.151,0.802,0.02,movement effort,True,True,ssrm.v39.body.archive
490,41,signal,mast base,inspect_object,0.845,0.936,0.0,0.451,0.843,0.02224,environmental exposure,True,True,ssrm.v39.body.signal
491,41,orchard,seed lane,place_object,0.912,0.911,0.0,0.246,0.937,0.063636,environmental exposure,True,True,ssrm.v39.body.orchard
492,42,riverbend,dry ridge,inspect_object,0.687,0.912,0.0,0.445,0.901,0.166266,movement effort,True,True,ssrm.v39.body.riverbend
493,42,roofward,arrival court,place_object,0.707,0.493,0.0,0.24,0.923,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
494,42,archive,spool room,ask_dialect_memory,0.771,0.705,0.018,0.145,0.808,0.02,movement effort,True,True,ssrm.v39.body.archive
495,42,signal,mast base,rest,0.82,0.932,0.0,0.486,0.878,0.021024,environmental exposure,True,True,ssrm.v39.body.signal
496,42,orchard,seed lane,dry_off,0.916,0.94,0.0,0.24,0.96,0.061516,environmental exposure,True,True,ssrm.v39.body.orchard
497,42,repair_ring,arrival court,move_north,0.736,0.129,0.04,0.126,0.886,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
498,42,riverbend,dry ridge,rest,0.691,0.908,0.0,0.48,0.936,0.164114,care/rest action,True,True,ssrm.v39.body.riverbend
499,42,roofward,arrival court,dry_off,0.711,0.533,0.0,0.234,0.958,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
500,42,archive,ink niche,move_north,0.801,0.701,0.014,0.12,0.814,0.02,environmental exposure,True,True,ssrm.v39.body.archive
501,42,signal,mast base,inspect_object,0.795,0.928,0.0,0.48,0.858,0.020008,environmental exposure,True,True,ssrm.v39.body.signal
502,42,orchard,market plank,place_object,0.891,0.936,0.0,0.234,0.94,0.059596,environmental exposure,True,True,ssrm.v39.body.orchard
503,42,repair_ring,arrival court,ask_dialect_memory,0.711,0.125,0.036,0.12,0.866,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
504,43,riverbend,kit alcove,pick_up_object,0.721,0.904,0.0,0.474,0.942,0.16185,environmental exposure,True,True,ssrm.v39.body.riverbend
505,43,roofward,arrival court,talk_resident,0.715,0.573,0.0,0.228,0.938,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
506,43,archive,arrival court,wait_for_schedule,0.805,0.741,0.01,0.114,0.794,0.02,environmental exposure,True,True,ssrm.v39.body.archive
507,43,signal,mast base,warm_up,0.77,0.924,0.0,0.474,0.893,0.02,environmental exposure,True,True,ssrm.v39.body.signal
508,43,orchard,market plank,avoid_hazard,0.866,0.932,0.03,0.228,0.92,0.058776,environmental exposure,True,True,ssrm.v39.body.orchard
509,43,repair_ring,spark lane,move_east,0.715,0.165,0.032,0.095,0.846,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
510,43,riverbend,kit alcove,warm_up,0.751,0.9,0.0,0.468,0.96,0.15933,environmental exposure,True,True,ssrm.v39.body.riverbend
511,43,roofward,arrival court,avoid_hazard,0.719,0.613,0.03,0.222,0.918,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
512,43,archive,stone stacks,move_east,0.78,0.737,0.006,0.089,0.774,0.02,environmental exposure,True,True,ssrm.v39.body.archive
513,43,signal,mast base,pick_up_object,0.745,0.92,0.0,0.468,0.873,0.02,environmental exposure,True,True,ssrm.v39.body.signal
514,43,orchard,satchel shed,talk_resident,0.896,0.928,0.026,0.222,0.926,0.057724,environmental exposure,True,True,ssrm.v39.body.orchard
515,43,repair_ring,arrival court,wait_for_schedule,0.69,0.161,0.028,0.089,0.826,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
516,44,riverbend,arrival court,place_object,0.726,0.896,0.0,0.462,0.94,0.15701,environmental exposure,True,True,ssrm.v39.body.riverbend
517,44,roofward,arrival court,ask_dialect_memory,0.723,0.653,0.026,0.216,0.898,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
518,44,archive,stone stacks,rest,0.755,0.733,0.0,0.124,0.809,0.02,environmental exposure,True,True,ssrm.v39.body.archive
519,44,signal,mast base,dry_off,0.72,0.885,0.0,0.462,0.908,0.02,environmental exposure,True,True,ssrm.v39.body.signal
520,44,orchard,arrival court,move_north,0.9,0.924,0.022,0.197,0.932,0.05644,movement effort,True,True,ssrm.v39.body.orchard
521,44,repair_ring,wire bench,inspect_object,0.72,0.157,0.024,0.083,0.832,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
522,44,riverbend,arrival court,dry_off,0.701,0.861,0.0,0.456,0.96,0.1541,environmental exposure,True,True,ssrm.v39.body.riverbend
523,44,roofward,warm lane,move_north,0.753,0.649,0.022,0.191,0.904,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
524,44,archive,stone stacks,inspect_object,0.73,0.729,0.0,0.118,0.789,0.02,environmental exposure,True,True,ssrm.v39.body.archive
525,44,signal,mast base,place_object,0.695,0.881,0.0,0.456,0.888,0.02,environmental exposure,True,True,ssrm.v39.body.signal
526,44,orchard,seed lane,ask_dialect_memory,0.904,0.94,0.018,0.191,0.912,0.055436,environmental exposure,True,True,ssrm.v39.body.orchard
527,44,repair_ring,wire bench,rest,0.75,0.153,0.006,0.118,0.867,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
528,45,riverbend,plank hall,talk_resident,0.705,0.901,0.0,0.45,0.94,0.15183,environmental exposure,True,True,ssrm.v39.body.riverbend
529,45,roofward,arrival court,wait_for_schedule,0.757,0.689,0.018,0.185,0.884,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
530,45,archive,stone stacks,warm_up,0.705,0.725,0.0,0.112,0.824,0.02,environmental exposure,True,True,ssrm.v39.body.archive
531,45,signal,mast base,avoid_hazard,0.67,0.877,0.03,0.45,0.868,0.02,environmental exposure,True,True,ssrm.v39.body.signal
532,45,orchard,market plank,move_east,0.879,0.936,0.014,0.166,0.892,0.054512,environmental exposure,True,True,ssrm.v39.body.orchard
533,45,repair_ring,spark lane,pick_up_object,0.754,0.193,0.002,0.112,0.847,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
534,45,riverbend,plank hall,avoid_hazard,0.709,0.94,0.03,0.444,0.92,0.15109,environmental exposure,True,True,ssrm.v39.body.riverbend
535,45,roofward,warm lane,move_east,0.787,0.685,0.014,0.16,0.89,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
536,45,archive,stone stacks,pick_up_object,0.68,0.721,0.0,0.106,0.804,0.02,environmental exposure,True,True,ssrm.v39.body.archive
537,45,signal,mast base,talk_resident,0.645,0.873,0.026,0.444,0.848,0.02,environmental exposure,True,True,ssrm.v39.body.signal
538,45,orchard,satchel shed,wait_for_schedule,0.909,0.932,0.01,0.16,0.898,0.053356,environmental exposure,True,True,ssrm.v39.body.orchard
539,45,repair_ring,spark lane,warm_up,0.784,0.233,0.0,0.106,0.882,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
540,46,riverbend,dry ridge,ask_dialect_memory,0.713,0.936,0.026,0.438,0.926,0.150118,movement effort,True,True,ssrm.v39.body.riverbend
541,46,roofward,warm lane,rest,0.817,0.681,0.0,0.195,0.925,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
542,46,archive,stone stacks,dry_off,0.655,0.686,0.0,0.1,0.839,0.02,environmental exposure,True,True,ssrm.v39.body.archive
543,46,signal,lens room,move_north,0.675,0.869,0.022,0.419,0.854,0.02,environmental exposure,True,True,ssrm.v39.body.signal
544,46,orchard,satchel shed,inspect_object,0.939,0.928,0.006,0.154,0.904,0.051968,environmental exposure,True,True,ssrm.v39.body.orchard
545,46,repair_ring,bell alcove,place_object,0.788,0.229,0.0,0.1,0.888,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
546,46,riverbend,kit alcove,move_north,0.743,0.932,0.022,0.413,0.932,0.148914,environmental exposure,True,True,ssrm.v39.body.riverbend
547,46,roofward,warm lane,inspect_object,0.847,0.677,0.0,0.189,0.931,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
548,46,archive,stone stacks,place_object,0.63,0.682,0.0,0.094,0.819,0.02,environmental exposure,True,True,ssrm.v39.body.archive
549,46,signal,lens room,ask_dialect_memory,0.705,0.865,0.018,0.413,0.86,0.02,environmental exposure,True,True,ssrm.v39.body.signal
550,46,orchard,satchel shed,rest,0.96,0.924,0.0,0.189,0.939,0.04994,environmental exposure,True,True,ssrm.v39.body.orchard
551,46,repair_ring,bell alcove,dry_off,0.792,0.194,0.0,0.094,0.923,0.02,care/rest action,True,True,ssrm.v39.body.repair_ring
552,47,riverbend,arrival court,wait_for_schedule,0.718,0.928,0.018,0.407,0.912,0.14779,environmental exposure,True,True,ssrm.v39.body.riverbend
553,47,roofward,warm lane,warm_up,0.877,0.673,0.0,0.183,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
554,47,archive,stone stacks,avoid_hazard,0.605,0.678,0.03,0.088,0.799,0.02,environmental exposure,True,True,ssrm.v39.body.archive
555,47,signal,mast base,move_east,0.68,0.861,0.014,0.388,0.84,0.02,environmental exposure,True,True,ssrm.v39.body.signal
556,47,orchard,satchel shed,pick_up_object,0.96,0.92,0.0,0.183,0.945,0.0478,environmental exposure,True,True,ssrm.v39.body.orchard
557,47,repair_ring,arrival court,talk_resident,0.767,0.19,0.0,0.088,0.903,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
558,47,riverbend,plank hall,move_east,0.722,0.94,0.014,0.382,0.892,0.146906,environmental exposure,True,True,ssrm.v39.body.riverbend
559,47,roofward,warm lane,pick_up_object,0.907,0.669,0.0,0.177,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
560,47,archive,stone stacks,talk_resident,0.58,0.674,0.026,0.082,0.779,0.02,environmental exposure,True,True,ssrm.v39.body.archive
561,47,signal,lens room,wait_for_schedule,0.71,0.857,0.01,0.382,0.846,0.02,environmental exposure,True,True,ssrm.v39.body.signal
562,47,orchard,satchel shed,warm_up,0.96,0.916,0.0,0.177,0.96,0.04544,environmental exposure,True,True,ssrm.v39.body.orchard
563,47,repair_ring,arrival court,avoid_hazard,0.742,0.186,0.03,0.082,0.883,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
564,48,riverbend,plank hall,rest,0.726,0.94,0.0,0.417,0.927,0.145182,environmental exposure,True,True,ssrm.v39.body.riverbend
565,48,roofward,warm lane,dry_off,0.937,0.634,0.0,0.171,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
566,48,archive,spool room,move_north,0.584,0.67,0.022,0.06,0.785,0.02,movement effort,True,True,ssrm.v39.body.archive
567,48,signal,lens room,inspect_object,0.74,0.853,0.006,0.376,0.852,0.02,environmental exposure,True,True,ssrm.v39.body.signal
568,48,orchard,satchel shed,place_object,0.96,0.912,0.0,0.171,0.96,0.04304,environmental exposure,True,True,ssrm.v39.body.orchard
569,48,repair_ring,wire bench,ask_dialect_memory,0.772,0.182,0.026,0.076,0.889,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
570,48,riverbend,plank hall,inspect_object,0.73,0.94,0.0,0.411,0.907,0.143698,environmental exposure,True,True,ssrm.v39.body.riverbend
571,48,roofward,warm lane,place_object,0.96,0.63,0.0,0.165,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
572,48,archive,spool room,ask_dialect_memory,0.588,0.666,0.018,0.06,0.791,0.02,movement effort,True,True,ssrm.v39.body.archive
573,48,signal,lens room,rest,0.77,0.849,0.0,0.411,0.887,0.02,environmental exposure,True,True,ssrm.v39.body.signal
574,48,orchard,satchel shed,dry_off,0.96,0.877,0.0,0.165,0.96,0.04029,environmental exposure,True,True,ssrm.v39.body.orchard
575,48,repair_ring,bell alcove,move_north,0.776,0.178,0.022,0.06,0.895,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
576,49,roofward,warm lane,dry_off,0.96,0.595,0.0,0.159,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
577,49,archive,arrival court,move_north,0.592,0.706,0.036,0.06,0.771,0.02,environmental exposure,True,True,ssrm.v39.body.archive
578,49,signal,lens room,inspect_object,0.8,0.845,0.0,0.405,0.893,0.02,environmental exposure,True,True,ssrm.v39.body.signal
579,49,orchard,satchel shed,place_object,0.96,0.873,0.0,0.159,0.96,0.0375,environmental exposure,True,True,ssrm.v39.body.orchard
580,49,repair_ring,bell alcove,ask_dialect_memory,0.78,0.174,0.018,0.06,0.901,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
581,49,riverbend,dry ridge,inspect_object,0.734,0.936,0.0,0.405,0.913,0.142102,movement effort,True,True,ssrm.v39.body.riverbend
582,49,roofward,warm lane,place_object,0.96,0.591,0.0,0.153,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
583,49,archive,arrival court,ask_dialect_memory,0.596,0.746,0.032,0.06,0.751,0.02,environmental exposure,True,True,ssrm.v39.body.archive
584,49,signal,lens room,rest,0.83,0.841,0.0,0.44,0.928,0.02,environmental exposure,True,True,ssrm.v39.body.signal
585,49,orchard,satchel shed,dry_off,0.96,0.838,0.0,0.153,0.96,0.03436,environmental exposure,True,True,ssrm.v39.body.orchard
586,49,repair_ring,arrival court,move_north,0.755,0.17,0.014,0.06,0.881,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
587,49,riverbend,dry ridge,rest,0.738,0.932,0.0,0.44,0.948,0.140046,care/rest action,True,True,ssrm.v39.body.riverbend
588,50,roofward,ledger loft,avoid_hazard,0.96,0.587,0.0,0.147,0.96,0.02,movement effort,True,True,ssrm.v39.body.roofward
589,50,archive,spool room,move_east,0.6,0.742,0.028,0.06,0.757,0.02,movement effort,True,True,ssrm.v39.body.archive
590,50,signal,lens room,pick_up_object,0.86,0.837,0.0,0.434,0.934,0.02,environmental exposure,True,True,ssrm.v39.body.signal
591,50,orchard,satchel shed,talk_resident,0.96,0.834,0.0,0.147,0.96,0.03118,environmental exposure,True,True,ssrm.v39.body.orchard
592,50,repair_ring,wire bench,wait_for_schedule,0.785,0.166,0.01,0.06,0.887,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
593,50,riverbend,kit alcove,pick_up_object,0.768,0.928,0.0,0.434,0.954,0.137878,environmental exposure,True,True,ssrm.v39.body.riverbend
594,50,roofward,ledger loft,talk_resident,0.96,0.583,0.0,0.141,0.96,0.02,movement effort,True,True,ssrm.v39.body.roofward
595,50,archive,arrival court,wait_for_schedule,0.604,0.782,0.024,0.06,0.737,0.02,environmental exposure,True,True,ssrm.v39.body.archive
596,50,signal,lens room,warm_up,0.89,0.833,0.0,0.428,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.signal
597,50,orchard,satchel shed,avoid_hazard,0.96,0.83,0.0,0.141,0.96,0.02796,environmental exposure,True,True,ssrm.v39.body.orchard
598,50,repair_ring,spark lane,move_east,0.789,0.206,0.006,0.06,0.867,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
599,50,riverbend,kit alcove,warm_up,0.798,0.924,0.0,0.428,0.96,0.135598,environmental exposure,True,True,ssrm.v39.body.riverbend
600,51,roofward,arrival court,move_north,0.96,0.623,0.018,0.116,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
601,51,archive,arrival court,inspect_object,0.608,0.822,0.02,0.06,0.717,0.020216,environmental exposure,True,True,ssrm.v39.body.archive
602,51,signal,lens room,place_object,0.92,0.829,0.0,0.422,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.signal
603,51,orchard,satchel shed,ask_dialect_memory,0.96,0.826,0.0,0.135,0.96,0.0247,environmental exposure,True,True,ssrm.v39.body.orchard
604,51,repair_ring,spark lane,rest,0.793,0.246,0.0,0.095,0.902,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
605,51,riverbend,arrival court,place_object,0.773,0.92,0.0,0.422,0.94,0.133518,environmental exposure,True,True,ssrm.v39.body.riverbend
606,51,roofward,arrival court,ask_dialect_memory,0.96,0.663,0.014,0.11,0.92,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
