tick_id,day,settlement_id,avatar_x,avatar_y,local_room,nearby_object,movement_action,collision_guard,sensory_cue_visible,movement_saved
0,1,riverbend,0.455,0.5,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
567,48,repair_ring,0.905,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
568,48,riverbend,0.59,0.576,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
569,48,roofward,0.095,0.538,ritual lane,ritual gate,step,True,hinge ticks; thyme paper; warm draft,True
570,48,archive,0.86,0.348,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
571,48,signal,0.59,0.576,ritual lane,owned tool,step,True,static crickets; lamp oil; cool dusk,True
572,48,orchard,0.14,0.576,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
573,48,repair_ring,0.86,0.348,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
574,48,riverbend,0.59,0.576,resident threshold,owned tool,step,True,river slap; cedar resin; cold spray,True
575,48,roofward,0.14,0.576,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
576,49,archive,0.815,0.348,arrival court,memory marker,pause,True,page flutter; ink linen; cool stone,True
577,49,signal,0.59,0.614,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
578,49,orchard,0.185,0.538,arrival court,memory marker,pause,True,cart creak; apple soil; damp air,True
579,49,repair_ring,0.815,0.348,arrival court,owned tool,step,True,bell hum; hot copper; warm metal,True
580,49,riverbend,0.59,0.614,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
581,49,roofward,0.185,0.538,ritual lane,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
582,49,archive,0.77,0.348,ritual lane,owned tool,step,True,page flutter; ink linen; cool stone,True
583,49,signal,0.59,0.652,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
584,49,orchard,0.23,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
585,49,repair_ring,0.77,0.348,resident threshold,memory marker,pause,True,bell hum; hot copper; warm metal,True
586,49,riverbend,0.59,0.652,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
587,49,roofward,0.23,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
588,50,archive,0.725,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
589,50,signal,0.59,0.614,arrival court,ritual gate,step,True,static crickets; lamp oil; cool dusk,True
590,50,orchard,0.275,0.5,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
591,50,repair_ring,0.725,0.386,arrival court,owned tool,step,True,bell hum; hot copper; warm metal,True
592,50,riverbend,0.59,0.614,ritual lane,ritual gate,step,True,river slap; cedar resin; cold spray,True
593,50,roofward,0.275,0.5,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
594,50,archive,0.68,0.424,ritual lane,owned tool,step,True,page flutter; ink linen; cool stone,True
595,50,signal,0.59,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
596,50,orchard,0.32,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
597,50,repair_ring,0.68,0.424,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
598,50,riverbend,0.59,0.576,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
599,50,roofward,0.32,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
600,51,archive,0.635,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
601,51,signal,0.59,0.576,arrival court,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
602,51,orchard,0.365,0.538,arrival court,owned tool,step,True,cart creak; apple soil; damp air,True
603,51,repair_ring,0.635,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
604,51,riverbend,0.59,0.576,ritual lane,memory marker,pause,True,river slap; cedar resin; cold spray,True
605,51,roofward,0.365,0.538,ritual lane,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
606,51,archive,0.59,0.348,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
607,51,signal,0.59,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
608,51,orchard,0.41,0.576,resident threshold,memory marker,pause,True,cart creak; apple soil; damp air,True
609,51,repair_ring,0.59,0.348,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
610,51,riverbend,0.59,0.576,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
611,51,roofward,0.41,0.576,resident threshold,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
612,52,archive,0.545,0.348,arrival court,ritual gate,step,True,page flutter; ink linen; cool stone,True
613,52,signal,0.59,0.614,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
614,52,orchard,0.455,0.538,arrival court,owned tool,step,True,cart creak; apple soil; damp air,True
615,52,repair_ring,0.545,0.348,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
616,52,riverbend,0.59,0.614,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
617,52,roofward,0.455,0.538,ritual lane,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
618,52,archive,0.5,0.348,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
619,52,signal,0.59,0.652,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
620,52,orchard,0.5,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
621,52,repair_ring,0.5,0.348,resident threshold,ritual gate,step,True,bell hum; hot copper; warm metal,True
622,52,riverbend,0.59,0.652,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
623,52,roofward,0.5,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
624,53,archive,0.455,0.386,arrival court,memory marker,pause,True,page flutter; ink linen; cool stone,True
625,53,signal,0.59,0.614,arrival court,owned tool,step,True,static crickets; lamp oil; cool dusk,True
626,53,orchard,0.545,0.5,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
627,53,repair_ring,0.455,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
628,53,riverbend,0.59,0.614,ritual lane,owned tool,step,True,river slap; cedar resin; cold spray,True
629,53,roofward,0.545,0.5,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
630,53,archive,0.41,0.424,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
631,53,signal,0.59,0.576,ritual lane,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
632,53,orchard,0.59,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
633,53,repair_ring,0.41,0.424,resident threshold,memory marker,pause,True,bell hum; hot copper; warm metal,True
634,53,riverbend,0.59,0.576,resident threshold,memory marker,pause,True,river slap; cedar resin; cold spray,True
635,53,roofward,0.59,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
636,54,signal,0.545,0.538,arrival court,owned tool,step,True,static crickets; lamp oil; cool dusk,True
637,54,orchard,0.59,0.5,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
638,54,repair_ring,0.455,0.462,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
639,54,riverbend,0.545,0.538,arrival court,owned tool,step,True,river slap; cedar resin; cold spray,True
640,54,roofward,0.59,0.5,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
641,54,archive,0.455,0.462,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
642,54,signal,0.5,0.5,ritual lane,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
643,54,orchard,0.59,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
644,54,repair_ring,0.5,0.5,resident threshold,memory marker,pause,True,bell hum; hot copper; warm metal,True
645,54,riverbend,0.5,0.5,resident threshold,memory marker,pause,True,river slap; cedar resin; cold spray,True
646,54,roofward,0.59,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
647,54,archive,0.5,0.5,resident threshold,memory marker,pause,True,page flutter; ink linen; cool stone,True
648,55,signal,0.455,0.5,arrival court,owned tool,step,True,static crickets; lamp oil; cool dusk,True
649,55,orchard,0.59,0.538,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
650,55,repair_ring,0.545,0.462,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
651,55,riverbend,0.455,0.5,arrival court,owned tool,step,True,river slap; cedar resin; cold spray,True
652,55,roofward,0.59,0.538,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
653,55,archive,0.545,0.462,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
654,55,signal,0.41,0.5,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
655,55,orchard,0.59,0.576,ritual lane,ritual gate,step,True,cart creak; apple soil; damp air,True
656,55,repair_ring,0.59,0.424,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
657,55,riverbend,0.41,0.5,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
658,55,roofward,0.59,0.576,resident threshold,ritual gate,step,True,hinge ticks; thyme paper; warm draft,True
659,55,archive,0.59,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
660,56,signal,0.365,0.538,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
661,56,orchard,0.59,0.538,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
662,56,repair_ring,0.635,0.424,arrival court,memory marker,pause,True,bell hum; hot copper; warm metal,True
663,56,riverbend,0.365,0.538,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
664,56,roofward,0.59,0.538,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
665,56,archive,0.635,0.424,ritual lane,memory marker,pause,True,page flutter; ink linen; cool stone,True
666,56,signal,0.32,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
667,56,orchard,0.59,0.5,ritual lane,memory marker,pause,True,cart creak; apple soil; damp air,True
668,56,repair_ring,0.68,0.424,resident threshold,owned tool,step,True,bell hum; hot copper; warm metal,True
669,56,riverbend,0.32,0.576,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
670,56,roofward,0.59,0.5,resident threshold,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
671,56,archive,0.68,0.424,resident threshold,owned tool,step,True,page flutter; ink linen; cool stone,True
672,57,signal,0.275,0.538,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
673,57,orchard,0.59,0.5,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
674,57,repair_ring,0.725,0.462,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
675,57,riverbend,0.275,0.538,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
676,57,roofward,0.59,0.5,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
677,57,archive,0.725,0.462,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
678,57,signal,0.23,0.5,ritual lane,ritual gate,step,True,static crickets; lamp oil; cool dusk,True
679,57,orchard,0.59,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
680,57,repair_ring,0.77,0.5,resident threshold,owned tool,step,True,bell hum; hot copper; warm metal,True
681,57,riverbend,0.23,0.5,resident threshold,ritual gate,step,True,river slap; cedar resin; cold spray,True
682,57,roofward,0.59,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
683,57,archive,0.77,0.5,resident threshold,owned tool,step,True,page flutter; ink linen; cool stone,True
684,58,signal,0.185,0.5,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
685,58,orchard,0.59,0.538,arrival court,memory marker,pause,True,cart creak; apple soil; damp air,True
686,58,repair_ring,0.815,0.462,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
687,58,riverbend,0.185,0.5,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
688,58,roofward,0.59,0.538,ritual lane,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
689,58,archive,0.815,0.462,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
690,58,signal,0.14,0.5,ritual lane,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
691,58,orchard,0.59,0.576,ritual lane,owned tool,step,True,cart creak; apple soil; damp air,True
692,58,repair_ring,0.86,0.424,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
693,58,riverbend,0.14,0.5,resident threshold,memory marker,pause,True,river slap; cedar resin; cold spray,True
694,58,roofward,0.59,0.576,resident threshold,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
695,58,archive,0.86,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
696,59,signal,0.095,0.538,arrival court,memory marker,step,True,static crickets; lamp oil; cool dusk,True
697,59,orchard,0.59,0.538,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
698,59,repair_ring,0.905,0.424,arrival court,ritual gate,step,True,bell hum; hot copper; warm metal,True
699,59,riverbend,0.095,0.538,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
700,59,roofward,0.59,0.538,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
701,59,archive,0.905,0.424,ritual lane,ritual gate,step,True,page flutter; ink linen; cool stone,True
702,59,signal,0.05,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
703,59,orchard,0.59,0.5,ritual lane,owned tool,step,True,cart creak; apple soil; damp air,True
704,59,repair_ring,0.95,0.424,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
705,59,riverbend,0.05,0.576,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
706,59,roofward,0.59,0.5,resident threshold,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
707,59,archive,0.95,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
708,60,orchard,0.545,0.462,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
709,60,repair_ring,0.95,0.424,arrival court,ritual gate,step,True,bell hum; hot copper; warm metal,True
710,60,riverbend,0.095,0.614,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
711,60,roofward,0.545,0.462,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
712,60,archive,0.95,0.424,ritual lane,ritual gate,step,True,page flutter; ink linen; cool stone,True
713,60,signal,0.095,0.614,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
714,60,orchard,0.5,0.424,ritual lane,owned tool,step,True,cart creak; apple soil; damp air,True
715,60,repair_ring,0.95,0.424,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
716,60,riverbend,0.14,0.652,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
717,60,roofward,0.5,0.424,resident threshold,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
718,60,archive,0.95,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
719,60,signal,0.14,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
720,61,orchard,0.455,0.424,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
721,61,repair_ring,0.95,0.462,arrival court,memory marker,pause,True,bell hum; hot copper; warm metal,True
722,61,riverbend,0.185,0.614,arrival court,memory marker,pause,True,river slap; cedar resin; cold spray,True
723,61,roofward,0.455,0.424,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
724,61,archive,0.95,0.462,ritual lane,memory marker,pause,True,page flutter; ink linen; cool stone,True
725,61,signal,0.185,0.614,ritual lane,owned tool,step,True,static crickets; lamp oil; cool dusk,True
726,61,orchard,0.41,0.424,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
727,61,repair_ring,0.95,0.5,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
728,61,riverbend,0.23,0.576,resident threshold,owned tool,step,True,river slap; cedar resin; cold spray,True
729,61,roofward,0.41,0.424,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
730,61,archive,0.95,0.5,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
731,61,signal,0.23,0.576,resident threshold,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
732,62,orchard,0.365,0.462,arrival court,ritual gate,step,True,cart creak; apple soil; damp air,True
733,62,repair_ring,0.95,0.462,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
734,62,riverbend,0.275,0.576,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
735,62,roofward,0.365,0.462,arrival court,ritual gate,step,True,hinge ticks; thyme paper; warm draft,True
736,62,archive,0.95,0.462,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
737,62,signal,0.275,0.576,ritual lane,owned tool,step,True,static crickets; lamp oil; cool dusk,True
738,62,orchard,0.32,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
739,62,repair_ring,0.95,0.424,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
740,62,riverbend,0.32,0.576,resident threshold,owned tool,step,True,river slap; cedar resin; cold spray,True
741,62,roofward,0.32,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
742,62,archive,0.95,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
743,62,signal,0.32,0.576,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
744,63,orchard,0.275,0.462,arrival court,memory marker,pause,True,cart creak; apple soil; damp air,True
745,63,repair_ring,0.95,0.424,arrival court,owned tool,step,True,bell hum; hot copper; warm metal,True
746,63,riverbend,0.365,0.614,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
747,63,roofward,0.275,0.462,arrival court,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
748,63,archive,0.95,0.424,ritual lane,owned tool,step,True,page flutter; ink linen; cool stone,True
749,63,signal,0.365,0.614,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
750,63,orchard,0.23,0.424,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
751,63,repair_ring,0.95,0.424,ritual lane,memory marker,pause,True,bell hum; hot copper; warm metal,True
752,63,riverbend,0.41,0.652,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
753,63,roofward,0.23,0.424,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
754,63,archive,0.95,0.424,resident threshold,memory marker,pause,True,page flutter; ink linen; cool stone,True
755,63,signal,0.41,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
756,64,orchard,0.185,0.424,arrival court,memory marker,step,True,cart creak; apple soil; damp air,True
757,64,repair_ring,0.95,0.462,arrival court,owned tool,step,True,bell hum; hot copper; warm metal,True
758,64,riverbend,0.455,0.614,arrival court,ritual gate,step,True,river slap; cedar resin; cold spray,True
759,64,roofward,0.185,0.424,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
760,64,archive,0.95,0.462,ritual lane,owned tool,step,True,page flutter; ink linen; cool stone,True
761,64,signal,0.455,0.614,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
762,64,orchard,0.14,0.424,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
763,64,repair_ring,0.95,0.5,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
764,64,riverbend,0.5,0.576,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
765,64,roofward,0.14,0.424,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
766,64,archive,0.95,0.5,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
767,64,signal,0.5,0.576,resident threshold,ritual gate,step,True,static crickets; lamp oil; cool dusk,True
768,65,orchard,0.095,0.462,arrival court,owned tool,step,True,cart creak; apple soil; damp air,True
769,65,repair_ring,0.95,0.462,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
770,65,riverbend,0.545,0.576,arrival court,memory marker,pause,True,river slap; cedar resin; cold spray,True
771,65,roofward,0.095,0.462,arrival court,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
772,65,archive,0.95,0.462,ritual lane,memory marker,step,True,page flutter; ink linen; cool stone,True
773,65,signal,0.545,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
774,65,orchard,0.05,0.5,ritual lane,memory marker,pause,True,cart creak; apple soil; damp air,True
775,65,repair_ring,0.95,0.424,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
776,65,riverbend,0.59,0.576,resident threshold,memory marker,step,True,river slap; cedar resin; cold spray,True
777,65,roofward,0.05,0.5,resident threshold,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
778,65,archive,0.95,0.424,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
779,65,signal,0.59,0.576,resident threshold,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
780,66,repair_ring,0.905,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
781,66,riverbend,0.59,0.576,arrival court,memory marker,pause,True,river slap; cedar resin; cold spray,True
782,66,roofward,0.095,0.538,arrival court,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
783,66,archive,0.905,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
784,66,signal,0.59,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
785,66,orchard,0.095,0.538,ritual lane,memory marker,pause,True,cart creak; apple soil; damp air,True
786,66,repair_ring,0.86,0.348,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
787,66,riverbend,0.59,0.576,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
788,66,roofward,0.14,0.576,resident threshold,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
789,66,archive,0.86,0.348,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
790,66,signal,0.59,0.576,resident threshold,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
791,66,orchard,0.14,0.576,resident threshold,owned tool,step,True,cart creak; apple soil; damp air,True
792,67,repair_ring,0.815,0.348,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
793,67,riverbend,0.59,0.614,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
794,67,roofward,0.185,0.538,arrival court,owned tool,step,True,hinge ticks; thyme paper; warm draft,True
795,67,archive,0.815,0.348,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
796,67,signal,0.59,0.614,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
797,67,orchard,0.185,0.538,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
798,67,repair_ring,0.77,0.348,ritual lane,ritual gate,step,True,bell hum; hot copper; warm metal,True
799,67,riverbend,0.59,0.652,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
800,67,roofward,0.23,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
801,67,archive,0.77,0.348,resident threshold,ritual gate,step,True,page flutter; ink linen; cool stone,True
802,67,signal,0.59,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
803,67,orchard,0.23,0.5,resident threshold,owned tool,step,True,cart creak; apple soil; damp air,True
804,68,repair_ring,0.725,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
805,68,riverbend,0.59,0.614,arrival court,owned tool,step,True,river slap; cedar resin; cold spray,True
806,68,roofward,0.275,0.5,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
807,68,archive,0.725,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
808,68,signal,0.59,0.614,ritual lane,memory marker,pause,True,static crickets; lamp oil; cool dusk,True
809,68,orchard,0.275,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
810,68,repair_ring,0.68,0.424,ritual lane,memory marker,pause,True,bell hum; hot copper; warm metal,True
811,68,riverbend,0.59,0.576,ritual lane,memory marker,pause,True,river slap; cedar resin; cold spray,True
812,68,roofward,0.32,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
813,68,archive,0.68,0.424,resident threshold,memory marker,pause,True,page flutter; ink linen; cool stone,True
814,68,signal,0.59,0.576,resident threshold,owned tool,step,True,static crickets; lamp oil; cool dusk,True
815,68,orchard,0.32,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
816,69,repair_ring,0.635,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
817,69,riverbend,0.59,0.576,arrival court,owned tool,step,True,river slap; cedar resin; cold spray,True
818,69,roofward,0.365,0.538,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
819,69,archive,0.635,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
820,69,signal,0.59,0.576,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
821,69,orchard,0.365,0.538,ritual lane,ritual gate,step,True,cart creak; apple soil; damp air,True
822,69,repair_ring,0.59,0.348,ritual lane,memory marker,step,True,bell hum; hot copper; warm metal,True
823,69,riverbend,0.59,0.576,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
824,69,roofward,0.41,0.576,resident threshold,ritual gate,step,True,hinge ticks; thyme paper; warm draft,True
825,69,archive,0.59,0.348,resident threshold,memory marker,step,True,page flutter; ink linen; cool stone,True
826,69,signal,0.59,0.576,resident threshold,owned tool,step,True,static crickets; lamp oil; cool dusk,True
827,69,orchard,0.41,0.576,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
828,70,repair_ring,0.545,0.348,arrival court,memory marker,pause,True,bell hum; hot copper; warm metal,True
829,70,riverbend,0.59,0.614,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
830,70,roofward,0.455,0.538,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
831,70,archive,0.545,0.348,arrival court,memory marker,pause,True,page flutter; ink linen; cool stone,True
832,70,signal,0.59,0.614,ritual lane,memory marker,step,True,static crickets; lamp oil; cool dusk,True
833,70,orchard,0.455,0.538,ritual lane,memory marker,pause,True,cart creak; apple soil; damp air,True
834,70,repair_ring,0.5,0.348,ritual lane,owned tool,step,True,bell hum; hot copper; warm metal,True
835,70,riverbend,0.59,0.652,ritual lane,memory marker,step,True,river slap; cedar resin; cold spray,True
836,70,roofward,0.5,0.5,resident threshold,memory marker,pause,True,hinge ticks; thyme paper; warm draft,True
837,70,archive,0.5,0.348,resident threshold,owned tool,step,True,page flutter; ink linen; cool stone,True
838,70,signal,0.59,0.652,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
839,70,orchard,0.5,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
840,71,repair_ring,0.455,0.386,arrival court,memory marker,step,True,bell hum; hot copper; warm metal,True
841,71,riverbend,0.59,0.614,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
842,71,roofward,0.545,0.5,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
843,71,archive,0.455,0.386,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
844,71,signal,0.59,0.614,ritual lane,ritual gate,step,True,static crickets; lamp oil; cool dusk,True
845,71,orchard,0.545,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
846,71,repair_ring,0.41,0.424,ritual lane,owned tool,step,True,bell hum; hot copper; warm metal,True
847,71,riverbend,0.59,0.576,ritual lane,ritual gate,step,True,river slap; cedar resin; cold spray,True
848,71,roofward,0.59,0.5,resident threshold,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
849,71,archive,0.41,0.424,resident threshold,owned tool,step,True,page flutter; ink linen; cool stone,True
850,71,signal,0.59,0.576,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
