tick,day,cause_action,affected_resident,affected_resource,immediate_feedback,delayed_feedback,recovery_action,recoverable,consequence_visible_in_ui,audit_link
3069,171,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03069:resident:fay
3070,171,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03070:resident:milo
3071,171,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03071:resident:sera
3072,171,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03072:resident:tovan
3073,171,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03073:resident:nia
3074,171,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03074:resident:ari
3075,171,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03075:resident:fay
3076,171,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03076:resident:milo
3077,171,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03077:resident:sera
3078,172,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03078:resident:tovan
3079,172,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03079:resident:nia
3080,172,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03080:resident:ari
3081,172,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03081:resident:fay
3082,172,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03082:resident:milo
3083,172,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03083:resident:sera
3084,172,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03084:resident:tovan
3085,172,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03085:resident:nia
3086,172,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03086:resident:ari
3087,172,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03087:resident:fay
3088,172,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03088:resident:milo
3089,172,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03089:resident:sera
3090,172,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03090:resident:tovan
3091,172,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03091:resident:nia
3092,172,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03092:resident:ari
3093,172,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03093:resident:fay
3094,172,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03094:resident:milo
3095,172,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03095:resident:sera
3096,173,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03096:resident:tovan
3097,173,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03097:resident:nia
3098,173,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03098:resident:ari
3099,173,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03099:resident:fay
3100,173,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03100:resident:milo
3101,173,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03101:resident:sera
3102,173,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03102:resident:tovan
3103,173,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03103:resident:nia
3104,173,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03104:resident:ari
3105,173,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03105:resident:fay
3106,173,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03106:resident:milo
3107,173,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03107:resident:sera
3108,173,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03108:resident:tovan
3109,173,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03109:resident:nia
3110,173,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03110:resident:ari
3111,173,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03111:resident:fay
3112,173,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03112:resident:milo
3113,173,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03113:resident:sera
3114,174,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03114:resident:tovan
3115,174,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03115:resident:nia
3116,174,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03116:resident:ari
3117,174,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03117:resident:fay
3118,174,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03118:resident:milo
3119,174,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03119:resident:sera
3120,174,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03120:resident:tovan
3121,174,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03121:resident:nia
3122,174,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03122:resident:ari
3123,174,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03123:resident:fay
3124,174,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03124:resident:milo
3125,174,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03125:resident:sera
3126,174,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03126:resident:tovan
3127,174,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03127:resident:nia
3128,174,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03128:resident:ari
3129,174,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03129:resident:fay
3130,174,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03130:resident:milo
3131,174,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03131:resident:sera
3132,175,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03132:resident:tovan
3133,175,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03133:resident:nia
3134,175,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03134:resident:ari
3135,175,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03135:resident:fay
3136,175,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03136:resident:milo
3137,175,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03137:resident:sera
3138,175,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03138:resident:tovan
3139,175,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03139:resident:nia
3140,175,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03140:resident:ari
3141,175,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03141:resident:fay
3142,175,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03142:resident:milo
3143,175,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03143:resident:sera
3144,175,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03144:resident:tovan
3145,175,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03145:resident:nia
3146,175,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03146:resident:ari
3147,175,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03147:resident:fay
3148,175,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03148:resident:milo
3149,175,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03149:resident:sera
3150,176,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03150:resident:tovan
3151,176,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03151:resident:nia
3152,176,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03152:resident:ari
3153,176,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03153:resident:fay
3154,176,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03154:resident:milo
3155,176,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03155:resident:sera
3156,176,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03156:resident:tovan
3157,176,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03157:resident:nia
3158,176,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03158:resident:ari
3159,176,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03159:resident:fay
3160,176,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03160:resident:milo
3161,176,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03161:resident:sera
3162,176,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03162:resident:tovan
3163,176,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03163:resident:nia
3164,176,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03164:resident:ari
3165,176,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03165:resident:fay
3166,176,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03166:resident:milo
3167,176,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03167:resident:sera
3168,177,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03168:resident:tovan
3169,177,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03169:resident:nia
3170,177,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03170:resident:ari
3171,177,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03171:resident:fay
3172,177,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03172:resident:milo
3173,177,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03173:resident:sera
3174,177,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03174:resident:tovan
3175,177,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03175:resident:nia
3176,177,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03176:resident:ari
3177,177,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03177:resident:fay
3178,177,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03178:resident:milo
3179,177,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03179:resident:sera
3180,177,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03180:resident:tovan
3181,177,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03181:resident:nia
3182,177,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03182:resident:ari
3183,177,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03183:resident:fay
3184,177,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03184:resident:milo
3185,177,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03185:resident:sera
3186,178,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03186:resident:tovan
3187,178,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03187:resident:nia
3188,178,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03188:resident:ari
3189,178,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03189:resident:fay
3190,178,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03190:resident:milo
3191,178,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03191:resident:sera
3192,178,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03192:resident:tovan
3193,178,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03193:resident:nia
3194,178,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03194:resident:ari
3195,178,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03195:resident:fay
3196,178,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03196:resident:milo
3197,178,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03197:resident:sera
3198,178,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03198:resident:tovan
3199,178,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03199:resident:nia
3200,178,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03200:resident:ari
3201,178,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03201:resident:fay
3202,178,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03202:resident:milo
3203,178,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03203:resident:sera
3204,179,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03204:resident:tovan
3205,179,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03205:resident:nia
3206,179,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03206:resident:ari
3207,179,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03207:resident:fay
3208,179,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03208:resident:milo
3209,179,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03209:resident:sera
3210,179,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03210:resident:tovan
3211,179,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03211:resident:nia
3212,179,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03212:resident:ari
3213,179,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03213:resident:fay
3214,179,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03214:resident:milo
3215,179,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03215:resident:sera
3216,179,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03216:resident:tovan
3217,179,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03217:resident:nia
3218,179,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03218:resident:ari
3219,179,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03219:resident:fay
3220,179,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03220:resident:milo
3221,179,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03221:resident:sera
3222,180,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03222:resident:tovan
3223,180,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03223:resident:nia
3224,180,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03224:resident:ari
3225,180,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03225:resident:fay
3226,180,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03226:resident:milo
3227,180,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03227:resident:sera
3228,180,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03228:resident:tovan
3229,180,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03229:resident:nia
3230,180,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03230:resident:ari
3231,180,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03231:resident:fay
3232,180,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03232:resident:milo
3233,180,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03233:resident:sera
3234,180,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03234:resident:tovan
3235,180,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03235:resident:nia
3236,180,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03236:resident:ari
3237,180,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03237:resident:fay
3238,180,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03238:resident:milo
3239,180,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03239:resident:sera
3240,181,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03240:resident:tovan
3241,181,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03241:resident:nia
3242,181,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03242:resident:ari
3243,181,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03243:resident:fay
3244,181,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03244:resident:milo
3245,181,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03245:resident:sera
3246,181,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03246:resident:tovan
3247,181,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03247:resident:nia
3248,181,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03248:resident:ari
3249,181,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03249:resident:fay
3250,181,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03250:resident:milo
3251,181,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03251:resident:sera
3252,181,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03252:resident:tovan
3253,181,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03253:resident:nia
3254,181,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03254:resident:ari
3255,181,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03255:resident:fay
3256,181,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03256:resident:milo
3257,181,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03257:resident:sera
3258,182,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03258:resident:tovan
3259,182,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03259:resident:nia
3260,182,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03260:resident:ari
3261,182,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03261:resident:fay
3262,182,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03262:resident:milo
3263,182,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03263:resident:sera
3264,182,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03264:resident:tovan
3265,182,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03265:resident:nia
3266,182,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03266:resident:ari
3267,182,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03267:resident:fay
3268,182,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03268:resident:milo
3269,182,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03269:resident:sera
3270,182,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03270:resident:tovan
3271,182,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03271:resident:nia
3272,182,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03272:resident:ari
3273,182,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03273:resident:fay
3274,182,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03274:resident:milo
3275,182,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:03275:resident:sera
3276,183,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:03276:resident:tovan
3277,183,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:03277:resident:nia
3278,183,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:03278:resident:ari
3279,183,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:03279:resident:fay
3280,183,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:03280:resident:milo
3281,183,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:03281:resident:sera
3282,183,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:03282:resident:tovan
