tick_id,day,session_id,settlement_id,tool_name,claimant_id,holder_id,dispute_reason,resolution_option,ownership_boundary_visible,refusal_possible,avatar_can_override,handoff_or_defer_visible,trust_before,trust_after,dispute_bounded
2085,116,canvas-session-020,lichen_bridge,bell file,Kio,Luma,meal token reserved,defer task,True,True,False,True,0.95,0.95,True
2086,116,canvas-session-020,orchid_engine,lamp tongs,Cai,Dax,valve keeper refuses,resident leads,True,True,False,True,0.95,0.95,True
2087,116,canvas-session-020,moss_ward,reed knife,Milo,Tala,tool was promised,ask first,True,True,False,True,0.95,0.95,True
2088,117,canvas-session-020,cinder_garden,shade mallet,Pax,Vale,seed caller has claim,resident leads,True,True,False,True,0.95,0.95,True
2089,117,canvas-session-020,lichen_bridge,bell file,Rin,Sol,signal order unclear,ask first,True,True,False,True,0.95,0.95,True
2090,117,canvas-session-020,orchid_engine,lamp tongs,Eli,Bea,orchid rest period,wait turn,True,True,False,True,0.95,0.95,True
2091,117,canvas-session-020,moss_ward,reed knife,Ari,Fay,owner still using it,use spare,True,True,False,True,0.95,0.95,True
2092,117,canvas-session-020,glass_harbor,net shuttle,Oren,Puck,net lane crowded,defer task,True,True,False,True,0.95,0.95,True
2093,117,canvas-session-020,cinder_garden,calendar stylus,Vale,Wren,basket count mismatch,resident leads,True,True,False,True,0.95,0.95,True
2094,117,canvas-session-020,lichen_bridge,tension peg,Sol,Kio,tension keeper objects,ask first,True,True,False,True,0.95,0.95,True
2095,117,canvas-session-020,orchid_engine,gear brush,Bea,Cai,gear lane blocked,wait turn,True,True,False,True,0.95,0.95,True
2096,117,canvas-session-020,moss_ward,ledger awl,Fay,Milo,unsafe handoff,use spare,True,True,False,True,0.95,0.95,True
2097,117,canvas-session-020,glass_harbor,wick clamp,Puck,Sera,lamp keeper objects,defer task,True,True,False,True,0.95,0.95,True
2098,117,canvas-session-020,cinder_garden,basket hook,Wren,Juno,heat makes tool unsafe,resident leads,True,True,False,True,0.95,0.95,True
2099,117,canvas-session-020,lichen_bridge,ledger punch,Kio,Luma,meal token reserved,ask first,True,True,False,True,0.95,0.95,True
2100,117,canvas-session-020,orchid_engine,valve key,Cai,Dax,valve keeper refuses,wait turn,True,True,False,True,0.95,0.95,True
2101,117,canvas-session-020,moss_ward,loom hook,Milo,Tala,tool was promised,use spare,True,True,False,True,0.95,0.95,True
2102,117,canvas-session-020,glass_harbor,rope gauge,Sera,Nia,borrow token missing,defer task,True,True,False,True,0.95,0.95,True
2103,117,canvas-session-020,cinder_garden,shade mallet,Juno,Pax,seed caller has claim,resident leads,True,True,False,True,0.95,0.95,True
2104,117,canvas-session-020,lichen_bridge,bell file,Luma,Rin,signal order unclear,ask first,True,True,False,True,0.95,0.95,True
2105,117,canvas-session-020,orchid_engine,lamp tongs,Dax,Eli,orchid rest period,wait turn,True,True,False,True,0.95,0.95,True
2106,118,canvas-session-020,glass_harbor,rope gauge,Oren,Puck,net lane crowded,ask first,True,True,False,True,0.95,0.95,True
2107,118,canvas-session-020,cinder_garden,shade mallet,Vale,Wren,basket count mismatch,wait turn,True,True,False,True,0.95,0.95,True
2108,118,canvas-session-020,lichen_bridge,bell file,Sol,Kio,tension keeper objects,use spare,True,True,False,True,0.95,0.95,True
2109,118,canvas-session-020,orchid_engine,lamp tongs,Bea,Cai,gear lane blocked,defer task,True,True,False,True,0.95,0.95,True
2110,118,canvas-session-020,moss_ward,reed knife,Fay,Milo,unsafe handoff,resident leads,True,True,False,True,0.95,0.95,True
2111,118,canvas-session-020,glass_harbor,net shuttle,Puck,Sera,lamp keeper objects,ask first,True,True,False,True,0.95,0.95,True
2112,118,canvas-session-020,cinder_garden,calendar stylus,Wren,Juno,heat makes tool unsafe,wait turn,True,True,False,True,0.95,0.95,True
2113,118,canvas-session-020,lichen_bridge,tension peg,Kio,Luma,meal token reserved,use spare,True,True,False,True,0.95,0.95,True
2114,118,canvas-session-020,orchid_engine,gear brush,Cai,Dax,valve keeper refuses,defer task,True,True,False,True,0.95,0.95,True
2115,118,canvas-session-020,moss_ward,ledger awl,Milo,Tala,tool was promised,resident leads,True,True,False,True,0.95,0.95,True
2116,118,canvas-session-020,glass_harbor,wick clamp,Sera,Nia,borrow token missing,ask first,True,True,False,True,0.95,0.95,True
2117,118,canvas-session-020,cinder_garden,basket hook,Juno,Pax,seed caller has claim,wait turn,True,True,False,True,0.95,0.95,True
2118,118,canvas-session-020,lichen_bridge,ledger punch,Luma,Rin,signal order unclear,use spare,True,True,False,True,0.95,0.95,True
2119,118,canvas-session-020,orchid_engine,valve key,Dax,Eli,orchid rest period,defer task,True,True,False,True,0.95,0.95,True
2120,118,canvas-session-020,moss_ward,loom hook,Tala,Ari,owner still using it,resident leads,True,True,False,True,0.95,0.95,True
2121,118,canvas-session-020,glass_harbor,rope gauge,Nia,Oren,net lane crowded,ask first,True,True,False,True,0.95,0.95,True
2122,118,canvas-session-020,cinder_garden,shade mallet,Pax,Vale,basket count mismatch,wait turn,True,True,False,True,0.95,0.95,True
2123,118,canvas-session-020,lichen_bridge,bell file,Rin,Sol,tension keeper objects,use spare,True,True,False,True,0.95,0.95,True
2124,119,canvas-session-020,moss_ward,loom hook,Fay,Milo,unsafe handoff,wait turn,True,True,False,True,0.95,0.95,True
2125,119,canvas-session-020,glass_harbor,rope gauge,Puck,Sera,lamp keeper objects,use spare,True,True,False,True,0.95,0.95,True
2126,119,canvas-session-020,cinder_garden,shade mallet,Wren,Juno,heat makes tool unsafe,defer task,True,True,False,True,0.95,0.95,True
2127,119,canvas-session-020,lichen_bridge,bell file,Kio,Luma,meal token reserved,resident leads,True,True,False,True,0.95,0.95,True
2128,119,canvas-session-020,orchid_engine,lamp tongs,Cai,Dax,valve keeper refuses,ask first,True,True,False,True,0.95,0.95,True
2129,119,canvas-session-020,moss_ward,reed knife,Milo,Tala,tool was promised,wait turn,True,True,False,True,0.95,0.95,True
2130,119,canvas-session-020,glass_harbor,net shuttle,Sera,Nia,borrow token missing,use spare,True,True,False,True,0.95,0.95,True
2131,119,canvas-session-020,cinder_garden,calendar stylus,Juno,Pax,seed caller has claim,defer task,True,True,False,True,0.95,0.95,True
2132,119,canvas-session-020,lichen_bridge,tension peg,Luma,Rin,signal order unclear,resident leads,True,True,False,True,0.95,0.95,True
2133,119,canvas-session-020,orchid_engine,gear brush,Dax,Eli,orchid rest period,ask first,True,True,False,True,0.95,0.95,True
2134,119,canvas-session-020,moss_ward,ledger awl,Tala,Ari,owner still using it,wait turn,True,True,False,True,0.95,0.95,True
2135,119,canvas-session-020,glass_harbor,wick clamp,Nia,Oren,net lane crowded,use spare,True,True,False,True,0.95,0.95,True
2136,119,canvas-session-020,cinder_garden,basket hook,Pax,Vale,basket count mismatch,defer task,True,True,False,True,0.95,0.95,True
2137,119,canvas-session-020,lichen_bridge,ledger punch,Rin,Sol,tension keeper objects,resident leads,True,True,False,True,0.95,0.95,True
2138,119,canvas-session-020,orchid_engine,valve key,Eli,Bea,gear lane blocked,ask first,True,True,False,True,0.95,0.95,True
2139,119,canvas-session-020,moss_ward,loom hook,Ari,Fay,unsafe handoff,wait turn,True,True,False,True,0.95,0.95,True
2140,119,canvas-session-020,glass_harbor,rope gauge,Oren,Puck,lamp keeper objects,use spare,True,True,False,True,0.95,0.95,True
2141,119,canvas-session-020,cinder_garden,shade mallet,Vale,Wren,heat makes tool unsafe,defer task,True,True,False,True,0.95,0.95,True
2142,120,canvas-session-020,orchid_engine,valve key,Cai,Dax,valve keeper refuses,use spare,True,True,False,True,0.95,0.95,True
2143,120,canvas-session-020,moss_ward,loom hook,Milo,Tala,tool was promised,defer task,True,True,False,True,0.95,0.95,True
2144,120,canvas-session-020,glass_harbor,rope gauge,Sera,Nia,borrow token missing,resident leads,True,True,False,True,0.95,0.95,True
2145,120,canvas-session-020,cinder_garden,shade mallet,Juno,Pax,seed caller has claim,ask first,True,True,False,True,0.95,0.95,True
2146,120,canvas-session-020,lichen_bridge,bell file,Luma,Rin,signal order unclear,wait turn,True,True,False,True,0.95,0.95,True
2147,120,canvas-session-020,orchid_engine,lamp tongs,Dax,Eli,orchid rest period,use spare,True,True,False,True,0.95,0.95,True
2148,120,canvas-session-020,moss_ward,reed knife,Tala,Ari,owner still using it,defer task,True,True,False,True,0.95,0.95,True
2149,120,canvas-session-020,glass_harbor,net shuttle,Nia,Oren,net lane crowded,resident leads,True,True,False,True,0.95,0.95,True
2150,120,canvas-session-020,cinder_garden,calendar stylus,Pax,Vale,basket count mismatch,ask first,True,True,False,True,0.95,0.95,True
2151,120,canvas-session-020,lichen_bridge,tension peg,Rin,Sol,tension keeper objects,wait turn,True,True,False,True,0.95,0.95,True
2152,120,canvas-session-020,orchid_engine,gear brush,Eli,Bea,gear lane blocked,use spare,True,True,False,True,0.95,0.95,True
2153,120,canvas-session-020,moss_ward,ledger awl,Ari,Fay,unsafe handoff,defer task,True,True,False,True,0.95,0.95,True
2154,120,canvas-session-020,glass_harbor,wick clamp,Oren,Puck,lamp keeper objects,resident leads,True,True,False,True,0.95,0.95,True
2155,120,canvas-session-020,cinder_garden,basket hook,Vale,Wren,heat makes tool unsafe,ask first,True,True,False,True,0.95,0.95,True
2156,120,canvas-session-020,lichen_bridge,ledger punch,Sol,Kio,meal token reserved,wait turn,True,True,False,True,0.95,0.95,True
2157,120,canvas-session-020,orchid_engine,valve key,Bea,Cai,valve keeper refuses,use spare,True,True,False,True,0.95,0.95,True
2158,120,canvas-session-020,moss_ward,loom hook,Fay,Milo,tool was promised,defer task,True,True,False,True,0.95,0.95,True
2159,120,canvas-session-020,glass_harbor,rope gauge,Puck,Sera,borrow token missing,resident leads,True,True,False,True,0.95,0.95,True
2160,121,canvas-session-021,lichen_bridge,ledger punch,Luma,Rin,signal order unclear,defer task,True,True,False,True,0.95,0.95,True
2161,121,canvas-session-021,orchid_engine,valve key,Dax,Eli,orchid rest period,resident leads,True,True,False,True,0.95,0.95,True
2162,121,canvas-session-021,moss_ward,loom hook,Tala,Ari,owner still using it,ask first,True,True,False,True,0.95,0.95,True
2163,121,canvas-session-021,glass_harbor,rope gauge,Nia,Oren,net lane crowded,wait turn,True,True,False,True,0.95,0.95,True
2164,121,canvas-session-021,cinder_garden,shade mallet,Pax,Vale,basket count mismatch,use spare,True,True,False,True,0.95,0.95,True
2165,121,canvas-session-021,lichen_bridge,bell file,Rin,Sol,tension keeper objects,defer task,True,True,False,True,0.95,0.95,True
2166,121,canvas-session-021,orchid_engine,lamp tongs,Eli,Bea,gear lane blocked,resident leads,True,True,False,True,0.95,0.95,True
2167,121,canvas-session-021,moss_ward,reed knife,Ari,Fay,unsafe handoff,ask first,True,True,False,True,0.95,0.95,True
2168,121,canvas-session-021,glass_harbor,net shuttle,Oren,Puck,lamp keeper objects,wait turn,True,True,False,True,0.95,0.95,True
2169,121,canvas-session-021,cinder_garden,calendar stylus,Vale,Wren,heat makes tool unsafe,use spare,True,True,False,True,0.95,0.95,True
2170,121,canvas-session-021,lichen_bridge,tension peg,Sol,Kio,meal token reserved,defer task,True,True,False,True,0.95,0.95,True
2171,121,canvas-session-021,orchid_engine,gear brush,Bea,Cai,valve keeper refuses,resident leads,True,True,False,True,0.95,0.95,True
2172,121,canvas-session-021,moss_ward,ledger awl,Fay,Milo,tool was promised,ask first,True,True,False,True,0.95,0.95,True
2173,121,canvas-session-021,glass_harbor,wick clamp,Puck,Sera,borrow token missing,wait turn,True,True,False,True,0.95,0.95,True
2174,121,canvas-session-021,cinder_garden,basket hook,Wren,Juno,seed caller has claim,use spare,True,True,False,True,0.95,0.95,True
2175,121,canvas-session-021,lichen_bridge,ledger punch,Kio,Luma,signal order unclear,defer task,True,True,False,True,0.95,0.95,True
2176,121,canvas-session-021,orchid_engine,valve key,Cai,Dax,orchid rest period,resident leads,True,True,False,True,0.95,0.95,True
2177,121,canvas-session-021,moss_ward,loom hook,Milo,Tala,owner still using it,ask first,True,True,False,True,0.95,0.95,True
2178,122,canvas-session-021,cinder_garden,basket hook,Pax,Vale,basket count mismatch,resident leads,True,True,False,True,0.95,0.95,True
2179,122,canvas-session-021,lichen_bridge,ledger punch,Rin,Sol,tension keeper objects,ask first,True,True,False,True,0.95,0.95,True
2180,122,canvas-session-021,orchid_engine,valve key,Eli,Bea,gear lane blocked,wait turn,True,True,False,True,0.95,0.95,True
2181,122,canvas-session-021,moss_ward,loom hook,Ari,Fay,unsafe handoff,use spare,True,True,False,True,0.95,0.95,True
2182,122,canvas-session-021,glass_harbor,rope gauge,Oren,Puck,lamp keeper objects,defer task,True,True,False,True,0.95,0.95,True
2183,122,canvas-session-021,cinder_garden,shade mallet,Vale,Wren,heat makes tool unsafe,resident leads,True,True,False,True,0.95,0.95,True
2184,122,canvas-session-021,lichen_bridge,bell file,Sol,Kio,meal token reserved,ask first,True,True,False,True,0.95,0.95,True
2185,122,canvas-session-021,orchid_engine,lamp tongs,Bea,Cai,valve keeper refuses,wait turn,True,True,False,True,0.95,0.95,True
2186,122,canvas-session-021,moss_ward,reed knife,Fay,Milo,tool was promised,use spare,True,True,False,True,0.95,0.95,True
2187,122,canvas-session-021,glass_harbor,net shuttle,Puck,Sera,borrow token missing,defer task,True,True,False,True,0.95,0.95,True
2188,122,canvas-session-021,cinder_garden,calendar stylus,Wren,Juno,seed caller has claim,resident leads,True,True,False,True,0.95,0.95,True
2189,122,canvas-session-021,lichen_bridge,tension peg,Kio,Luma,signal order unclear,ask first,True,True,False,True,0.95,0.95,True
2190,122,canvas-session-021,orchid_engine,gear brush,Cai,Dax,orchid rest period,wait turn,True,True,False,True,0.95,0.95,True
2191,122,canvas-session-021,moss_ward,ledger awl,Milo,Tala,owner still using it,use spare,True,True,False,True,0.95,0.95,True
2192,122,canvas-session-021,glass_harbor,wick clamp,Sera,Nia,net lane crowded,defer task,True,True,False,True,0.95,0.95,True
2193,122,canvas-session-021,cinder_garden,basket hook,Juno,Pax,basket count mismatch,resident leads,True,True,False,True,0.95,0.95,True
2194,122,canvas-session-021,lichen_bridge,ledger punch,Luma,Rin,tension keeper objects,ask first,True,True,False,True,0.95,0.95,True
2195,122,canvas-session-021,orchid_engine,valve key,Dax,Eli,gear lane blocked,wait turn,True,True,False,True,0.95,0.95,True
2196,123,canvas-session-021,glass_harbor,wick clamp,Oren,Puck,lamp keeper objects,ask first,True,True,False,True,0.95,0.95,True
2197,123,canvas-session-021,cinder_garden,basket hook,Vale,Wren,heat makes tool unsafe,wait turn,True,True,False,True,0.95,0.95,True
2198,123,canvas-session-021,lichen_bridge,ledger punch,Sol,Kio,meal token reserved,use spare,True,True,False,True,0.95,0.95,True
2199,123,canvas-session-021,orchid_engine,valve key,Bea,Cai,valve keeper refuses,defer task,True,True,False,True,0.95,0.95,True
2200,123,canvas-session-021,moss_ward,loom hook,Fay,Milo,tool was promised,resident leads,True,True,False,True,0.95,0.95,True
2201,123,canvas-session-021,glass_harbor,rope gauge,Puck,Sera,borrow token missing,ask first,True,True,False,True,0.95,0.95,True
2202,123,canvas-session-021,cinder_garden,shade mallet,Wren,Juno,seed caller has claim,wait turn,True,True,False,True,0.95,0.95,True
2203,123,canvas-session-021,lichen_bridge,bell file,Kio,Luma,signal order unclear,use spare,True,True,False,True,0.95,0.95,True
2204,123,canvas-session-021,orchid_engine,lamp tongs,Cai,Dax,orchid rest period,defer task,True,True,False,True,0.95,0.95,True
2205,123,canvas-session-021,moss_ward,reed knife,Milo,Tala,owner still using it,resident leads,True,True,False,True,0.95,0.95,True
2206,123,canvas-session-021,glass_harbor,net shuttle,Sera,Nia,net lane crowded,ask first,True,True,False,True,0.95,0.95,True
2207,123,canvas-session-021,cinder_garden,calendar stylus,Juno,Pax,basket count mismatch,wait turn,True,True,False,True,0.95,0.95,True
2208,123,canvas-session-021,lichen_bridge,tension peg,Luma,Rin,tension keeper objects,use spare,True,True,False,True,0.95,0.95,True
2209,123,canvas-session-021,orchid_engine,gear brush,Dax,Eli,gear lane blocked,defer task,True,True,False,True,0.95,0.95,True
2210,123,canvas-session-021,moss_ward,ledger awl,Tala,Ari,unsafe handoff,resident leads,True,True,False,True,0.95,0.95,True
2211,123,canvas-session-021,glass_harbor,wick clamp,Nia,Oren,lamp keeper objects,ask first,True,True,False,True,0.95,0.95,True
2212,123,canvas-session-021,cinder_garden,basket hook,Pax,Vale,heat makes tool unsafe,wait turn,True,True,False,True,0.95,0.95,True
2213,123,canvas-session-021,lichen_bridge,ledger punch,Rin,Sol,meal token reserved,use spare,True,True,False,True,0.95,0.95,True
2214,124,canvas-session-021,moss_ward,ledger awl,Fay,Milo,tool was promised,wait turn,True,True,False,True,0.95,0.95,True
2215,124,canvas-session-021,glass_harbor,wick clamp,Puck,Sera,borrow token missing,use spare,True,True,False,True,0.95,0.95,True
2216,124,canvas-session-021,cinder_garden,basket hook,Wren,Juno,seed caller has claim,defer task,True,True,False,True,0.95,0.95,True
2217,124,canvas-session-021,lichen_bridge,ledger punch,Kio,Luma,signal order unclear,resident leads,True,True,False,True,0.95,0.95,True
2218,124,canvas-session-021,orchid_engine,valve key,Cai,Dax,orchid rest period,ask first,True,True,False,True,0.95,0.95,True
2219,124,canvas-session-021,moss_ward,loom hook,Milo,Tala,owner still using it,wait turn,True,True,False,True,0.95,0.95,True
2220,124,canvas-session-021,glass_harbor,rope gauge,Sera,Nia,net lane crowded,use spare,True,True,False,True,0.95,0.95,True
2221,124,canvas-session-021,cinder_garden,shade mallet,Juno,Pax,basket count mismatch,defer task,True,True,False,True,0.95,0.95,True
2222,124,canvas-session-021,lichen_bridge,bell file,Luma,Rin,tension keeper objects,resident leads,True,True,False,True,0.95,0.95,True
2223,124,canvas-session-021,orchid_engine,lamp tongs,Dax,Eli,gear lane blocked,ask first,True,True,False,True,0.95,0.95,True
2224,124,canvas-session-021,moss_ward,reed knife,Tala,Ari,unsafe handoff,wait turn,True,True,False,True,0.95,0.95,True
2225,124,canvas-session-021,glass_harbor,net shuttle,Nia,Oren,lamp keeper objects,use spare,True,True,False,True,0.95,0.95,True
2226,124,canvas-session-021,cinder_garden,calendar stylus,Pax,Vale,heat makes tool unsafe,defer task,True,True,False,True,0.95,0.95,True
2227,124,canvas-session-021,lichen_bridge,tension peg,Rin,Sol,meal token reserved,resident leads,True,True,False,True,0.95,0.95,True
2228,124,canvas-session-021,orchid_engine,gear brush,Eli,Bea,valve keeper refuses,ask first,True,True,False,True,0.95,0.95,True
2229,124,canvas-session-021,moss_ward,ledger awl,Ari,Fay,tool was promised,wait turn,True,True,False,True,0.95,0.95,True
2230,124,canvas-session-021,glass_harbor,wick clamp,Oren,Puck,borrow token missing,use spare,True,True,False,True,0.95,0.95,True
2231,124,canvas-session-021,cinder_garden,basket hook,Vale,Wren,seed caller has claim,defer task,True,True,False,True,0.95,0.95,True
2232,125,canvas-session-021,orchid_engine,gear brush,Cai,Dax,orchid rest period,use spare,True,True,False,True,0.95,0.95,True
2233,125,canvas-session-021,moss_ward,ledger awl,Milo,Tala,owner still using it,defer task,True,True,False,True,0.95,0.95,True
2234,125,canvas-session-021,glass_harbor,wick clamp,Sera,Nia,net lane crowded,resident leads,True,True,False,True,0.95,0.95,True
2235,125,canvas-session-021,cinder_garden,basket hook,Juno,Pax,basket count mismatch,ask first,True,True,False,True,0.95,0.95,True
2236,125,canvas-session-021,lichen_bridge,ledger punch,Luma,Rin,tension keeper objects,wait turn,True,True,False,True,0.95,0.95,True
2237,125,canvas-session-021,orchid_engine,valve key,Dax,Eli,gear lane blocked,use spare,True,True,False,True,0.95,0.95,True
2238,125,canvas-session-021,moss_ward,loom hook,Tala,Ari,unsafe handoff,defer task,True,True,False,True,0.95,0.95,True
2239,125,canvas-session-021,glass_harbor,rope gauge,Nia,Oren,lamp keeper objects,resident leads,True,True,False,True,0.95,0.95,True
2240,125,canvas-session-021,cinder_garden,shade mallet,Pax,Vale,heat makes tool unsafe,ask first,True,True,False,True,0.95,0.95,True
2241,125,canvas-session-021,lichen_bridge,bell file,Rin,Sol,meal token reserved,wait turn,True,True,False,True,0.95,0.95,True
2242,125,canvas-session-021,orchid_engine,lamp tongs,Eli,Bea,valve keeper refuses,use spare,True,True,False,True,0.95,0.95,True
2243,125,canvas-session-021,moss_ward,reed knife,Ari,Fay,tool was promised,defer task,True,True,False,True,0.95,0.95,True
2244,125,canvas-session-021,glass_harbor,net shuttle,Oren,Puck,borrow token missing,resident leads,True,True,False,True,0.95,0.95,True
2245,125,canvas-session-021,cinder_garden,calendar stylus,Vale,Wren,seed caller has claim,ask first,True,True,False,True,0.95,0.95,True
2246,125,canvas-session-021,lichen_bridge,tension peg,Sol,Kio,signal order unclear,wait turn,True,True,False,True,0.95,0.95,True
2247,125,canvas-session-021,orchid_engine,gear brush,Bea,Cai,orchid rest period,use spare,True,True,False,True,0.95,0.95,True
2248,125,canvas-session-021,moss_ward,ledger awl,Fay,Milo,owner still using it,defer task,True,True,False,True,0.95,0.95,True
2249,125,canvas-session-021,glass_harbor,wick clamp,Puck,Sera,net lane crowded,resident leads,True,True,False,True,0.95,0.95,True
2250,126,canvas-session-021,lichen_bridge,tension peg,Luma,Rin,tension keeper objects,defer task,True,True,False,True,0.95,0.95,True
2251,126,canvas-session-021,orchid_engine,gear brush,Dax,Eli,gear lane blocked,resident leads,True,True,False,True,0.95,0.95,True
2252,126,canvas-session-021,moss_ward,ledger awl,Tala,Ari,unsafe handoff,ask first,True,True,False,True,0.95,0.95,True
2253,126,canvas-session-021,glass_harbor,wick clamp,Nia,Oren,lamp keeper objects,wait turn,True,True,False,True,0.95,0.95,True
2254,126,canvas-session-021,cinder_garden,basket hook,Pax,Vale,heat makes tool unsafe,use spare,True,True,False,True,0.95,0.95,True
2255,126,canvas-session-021,lichen_bridge,ledger punch,Rin,Sol,meal token reserved,defer task,True,True,False,True,0.95,0.95,True
2256,126,canvas-session-021,orchid_engine,valve key,Eli,Bea,valve keeper refuses,resident leads,True,True,False,True,0.95,0.95,True
2257,126,canvas-session-021,moss_ward,loom hook,Ari,Fay,tool was promised,ask first,True,True,False,True,0.95,0.95,True
2258,126,canvas-session-021,glass_harbor,rope gauge,Oren,Puck,borrow token missing,wait turn,True,True,False,True,0.95,0.95,True
2259,126,canvas-session-021,cinder_garden,shade mallet,Vale,Wren,seed caller has claim,use spare,True,True,False,True,0.95,0.95,True
2260,126,canvas-session-021,lichen_bridge,bell file,Sol,Kio,signal order unclear,defer task,True,True,False,True,0.95,0.95,True
2261,126,canvas-session-021,orchid_engine,lamp tongs,Bea,Cai,orchid rest period,resident leads,True,True,False,True,0.95,0.95,True
2262,126,canvas-session-021,moss_ward,reed knife,Fay,Milo,owner still using it,ask first,True,True,False,True,0.95,0.95,True
2263,126,canvas-session-021,glass_harbor,net shuttle,Puck,Sera,net lane crowded,wait turn,True,True,False,True,0.95,0.95,True
2264,126,canvas-session-021,cinder_garden,calendar stylus,Wren,Juno,basket count mismatch,use spare,True,True,False,True,0.95,0.95,True
2265,126,canvas-session-021,lichen_bridge,tension peg,Kio,Luma,tension keeper objects,defer task,True,True,False,True,0.95,0.95,True
2266,126,canvas-session-021,orchid_engine,gear brush,Cai,Dax,gear lane blocked,resident leads,True,True,False,True,0.95,0.95,True
2267,126,canvas-session-021,moss_ward,ledger awl,Milo,Tala,unsafe handoff,ask first,True,True,False,True,0.95,0.95,True
2268,127,canvas-session-022,cinder_garden,calendar stylus,Pax,Vale,heat makes tool unsafe,resident leads,True,True,False,True,0.95,0.95,True
2269,127,canvas-session-022,lichen_bridge,tension peg,Rin,Sol,meal token reserved,ask first,True,True,False,True,0.95,0.95,True
2270,127,canvas-session-022,orchid_engine,gear brush,Eli,Bea,valve keeper refuses,wait turn,True,True,False,True,0.95,0.95,True
2271,127,canvas-session-022,moss_ward,ledger awl,Ari,Fay,tool was promised,use spare,True,True,False,True,0.95,0.95,True
2272,127,canvas-session-022,glass_harbor,wick clamp,Oren,Puck,borrow token missing,defer task,True,True,False,True,0.95,0.95,True
2273,127,canvas-session-022,cinder_garden,basket hook,Vale,Wren,seed caller has claim,resident leads,True,True,False,True,0.95,0.95,True
2274,127,canvas-session-022,lichen_bridge,ledger punch,Sol,Kio,signal order unclear,ask first,True,True,False,True,0.95,0.95,True
2275,127,canvas-session-022,orchid_engine,valve key,Bea,Cai,orchid rest period,wait turn,True,True,False,True,0.95,0.95,True
2276,127,canvas-session-022,moss_ward,loom hook,Fay,Milo,owner still using it,use spare,True,True,False,True,0.95,0.95,True
2277,127,canvas-session-022,glass_harbor,rope gauge,Puck,Sera,net lane crowded,defer task,True,True,False,True,0.95,0.95,True
2278,127,canvas-session-022,cinder_garden,shade mallet,Wren,Juno,basket count mismatch,resident leads,True,True,False,True,0.95,0.95,True
2279,127,canvas-session-022,lichen_bridge,bell file,Kio,Luma,tension keeper objects,ask first,True,True,False,True,0.95,0.95,True
2280,127,canvas-session-022,orchid_engine,lamp tongs,Cai,Dax,gear lane blocked,wait turn,True,True,False,True,0.95,0.95,True
2281,127,canvas-session-022,moss_ward,reed knife,Milo,Tala,unsafe handoff,use spare,True,True,False,True,0.95,0.95,True
2282,127,canvas-session-022,glass_harbor,net shuttle,Sera,Nia,lamp keeper objects,defer task,True,True,False,True,0.95,0.95,True
2283,127,canvas-session-022,cinder_garden,calendar stylus,Juno,Pax,heat makes tool unsafe,resident leads,True,True,False,True,0.95,0.95,True
2284,127,canvas-session-022,lichen_bridge,tension peg,Luma,Rin,meal token reserved,ask first,True,True,False,True,0.95,0.95,True
2285,127,canvas-session-022,orchid_engine,gear brush,Dax,Eli,valve keeper refuses,wait turn,True,True,False,True,0.95,0.95,True
2286,128,canvas-session-022,glass_harbor,net shuttle,Oren,Puck,borrow token missing,ask first,True,True,False,True,0.95,0.95,True
2287,128,canvas-session-022,cinder_garden,calendar stylus,Vale,Wren,seed caller has claim,wait turn,True,True,False,True,0.95,0.95,True
2288,128,canvas-session-022,lichen_bridge,tension peg,Sol,Kio,signal order unclear,use spare,True,True,False,True,0.95,0.95,True
2289,128,canvas-session-022,orchid_engine,gear brush,Bea,Cai,orchid rest period,defer task,True,True,False,True,0.95,0.95,True
2290,128,canvas-session-022,moss_ward,ledger awl,Fay,Milo,owner still using it,resident leads,True,True,False,True,0.95,0.95,True
2291,128,canvas-session-022,glass_harbor,wick clamp,Puck,Sera,net lane crowded,ask first,True,True,False,True,0.95,0.95,True
2292,128,canvas-session-022,cinder_garden,basket hook,Wren,Juno,basket count mismatch,wait turn,True,True,False,True,0.95,0.95,True
2293,128,canvas-session-022,lichen_bridge,ledger punch,Kio,Luma,tension keeper objects,use spare,True,True,False,True,0.95,0.95,True
2294,128,canvas-session-022,orchid_engine,valve key,Cai,Dax,gear lane blocked,defer task,True,True,False,True,0.95,0.95,True
2295,128,canvas-session-022,moss_ward,loom hook,Milo,Tala,unsafe handoff,resident leads,True,True,False,True,0.95,0.95,True
2296,128,canvas-session-022,glass_harbor,rope gauge,Sera,Nia,lamp keeper objects,ask first,True,True,False,True,0.95,0.95,True
2297,128,canvas-session-022,cinder_garden,shade mallet,Juno,Pax,heat makes tool unsafe,wait turn,True,True,False,True,0.95,0.95,True
2298,128,canvas-session-022,lichen_bridge,bell file,Luma,Rin,meal token reserved,use spare,True,True,False,True,0.95,0.95,True
2299,128,canvas-session-022,orchid_engine,lamp tongs,Dax,Eli,valve keeper refuses,defer task,True,True,False,True,0.95,0.95,True
2300,128,canvas-session-022,moss_ward,reed knife,Tala,Ari,tool was promised,resident leads,True,True,False,True,0.95,0.95,True
2301,128,canvas-session-022,glass_harbor,net shuttle,Nia,Oren,borrow token missing,ask first,True,True,False,True,0.95,0.95,True
2302,128,canvas-session-022,cinder_garden,calendar stylus,Pax,Vale,seed caller has claim,wait turn,True,True,False,True,0.95,0.95,True
