tick_id,day,session_id,settlement_id,resident_id,phrase,prior_memory,visible_consequence,trust_before,trust_after,proximity_before,proximity_after,consequence_saved,reply_bounded_to_phrasebook,no_autonomous_language_claim,no_llm_call
1567,88,canvas-session-015,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-015,remembers cooled path,0.95,0.95,0.752,0.756,True,True,True,True
1568,88,canvas-session-015,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-015,signals from a distance,0.95,0.95,0.752,0.756,True,True,True,True
1569,88,canvas-session-015,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-015,trusts slow repair,0.95,0.95,0.752,0.756,True,True,True,True
1570,88,canvas-session-015,moss_ward,Ari,path dry,prior:path dry:canvas-session-015,shares safer route,0.95,0.95,0.804,0.808,True,True,True,True
1571,88,canvas-session-015,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-015,faces avatar longer,0.95,0.95,0.752,0.756,True,True,True,True
1572,88,canvas-session-015,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-015,accepts slow handoff,0.95,0.95,0.756,0.76,True,True,True,True
1573,88,canvas-session-015,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-015,shares a bowl marker,0.95,0.95,0.756,0.76,True,True,True,True
1574,88,canvas-session-015,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-015,waits without flinch,0.95,0.95,0.756,0.76,True,True,True,True
1575,88,canvas-session-015,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-015,keeps respectful distance,0.95,0.95,0.806,0.81,True,True,True,True
1576,88,canvas-session-015,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-015,warns before fog,0.95,0.95,0.752,0.756,True,True,True,True
1577,88,canvas-session-015,cinder_garden,Wren,shade first,prior:shade first:canvas-session-015,moves closer to shade,0.95,0.95,0.752,0.756,True,True,True,True
1578,88,canvas-session-015,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-015,offers spare knot,0.95,0.95,0.752,0.756,True,True,True,True
1579,88,canvas-session-015,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-015,keeps valve boundary,0.95,0.95,0.752,0.756,True,True,True,True
1580,88,canvas-session-015,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-015,approaches after help,0.95,0.95,0.804,0.81,True,True,True,True
1581,88,canvas-session-015,glass_harbor,Sera,tea first,prior:tea first:canvas-session-015,lets avatar carry small part,0.95,0.95,0.752,0.756,True,True,True,True
1582,88,canvas-session-015,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-015,remembers cooled path,0.95,0.95,0.752,0.756,True,True,True,True
1583,88,canvas-session-015,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-015,signals from a distance,0.95,0.95,0.756,0.76,True,True,True,True
1584,89,canvas-session-015,moss_ward,Fay,path dry,prior:path dry:canvas-session-015,shares safer route,0.95,0.95,0.81,0.814,True,True,True,True
1585,89,canvas-session-015,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-015,faces avatar longer,0.95,0.95,0.756,0.76,True,True,True,True
1586,89,canvas-session-015,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-015,accepts slow handoff,0.95,0.95,0.756,0.76,True,True,True,True
1587,89,canvas-session-015,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-015,shares a bowl marker,0.95,0.95,0.756,0.76,True,True,True,True
1588,89,canvas-session-015,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-015,waits without flinch,0.95,0.95,0.756,0.76,True,True,True,True
1589,89,canvas-session-015,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-015,keeps respectful distance,0.95,0.95,0.81,0.814,True,True,True,True
1590,89,canvas-session-015,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-015,warns before fog,0.95,0.95,0.756,0.76,True,True,True,True
1591,89,canvas-session-015,cinder_garden,Juno,shade first,prior:shade first:canvas-session-015,moves closer to shade,0.95,0.95,0.756,0.76,True,True,True,True
1592,89,canvas-session-015,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-015,offers spare knot,0.95,0.95,0.76,0.764,True,True,True,True
1593,89,canvas-session-015,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-015,keeps valve boundary,0.95,0.95,0.756,0.76,True,True,True,True
1594,89,canvas-session-015,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-015,approaches after help,0.95,0.95,0.808,0.814,True,True,True,True
1595,89,canvas-session-015,glass_harbor,Nia,tea first,prior:tea first:canvas-session-015,lets avatar carry small part,0.95,0.95,0.756,0.76,True,True,True,True
1596,89,canvas-session-015,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-015,remembers cooled path,0.95,0.95,0.756,0.76,True,True,True,True
1597,89,canvas-session-015,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-015,signals from a distance,0.95,0.95,0.756,0.76,True,True,True,True
1598,89,canvas-session-015,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-015,trusts slow repair,0.95,0.95,0.756,0.76,True,True,True,True
1599,89,canvas-session-015,moss_ward,Ari,path dry,prior:path dry:canvas-session-015,shares safer route,0.95,0.95,0.808,0.812,True,True,True,True
1600,89,canvas-session-015,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-015,faces avatar longer,0.95,0.95,0.756,0.76,True,True,True,True
1601,89,canvas-session-015,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-015,accepts slow handoff,0.95,0.95,0.76,0.764,True,True,True,True
1602,90,canvas-session-015,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-015,waits without flinch,0.95,0.95,0.76,0.764,True,True,True,True
1603,90,canvas-session-015,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-015,keeps respectful distance,0.95,0.95,0.814,0.818,True,True,True,True
1604,90,canvas-session-015,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-015,warns before fog,0.95,0.95,0.76,0.764,True,True,True,True
1605,90,canvas-session-015,cinder_garden,Pax,shade first,prior:shade first:canvas-session-015,moves closer to shade,0.95,0.95,0.76,0.764,True,True,True,True
1606,90,canvas-session-015,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-015,offers spare knot,0.95,0.95,0.76,0.764,True,True,True,True
1607,90,canvas-session-015,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-015,keeps valve boundary,0.95,0.95,0.76,0.764,True,True,True,True
1608,90,canvas-session-015,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-015,approaches after help,0.95,0.95,0.812,0.818,True,True,True,True
1609,90,canvas-session-015,glass_harbor,Oren,tea first,prior:tea first:canvas-session-015,lets avatar carry small part,0.95,0.95,0.76,0.764,True,True,True,True
1610,90,canvas-session-015,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-015,remembers cooled path,0.95,0.95,0.764,0.768,True,True,True,True
1611,90,canvas-session-015,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-015,signals from a distance,0.95,0.95,0.76,0.764,True,True,True,True
1612,90,canvas-session-015,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-015,trusts slow repair,0.95,0.95,0.76,0.764,True,True,True,True
1613,90,canvas-session-015,moss_ward,Fay,path dry,prior:path dry:canvas-session-015,shares safer route,0.95,0.95,0.814,0.818,True,True,True,True
1614,90,canvas-session-015,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-015,faces avatar longer,0.95,0.95,0.76,0.764,True,True,True,True
1615,90,canvas-session-015,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-015,accepts slow handoff,0.95,0.95,0.76,0.764,True,True,True,True
1616,90,canvas-session-015,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-015,shares a bowl marker,0.95,0.95,0.76,0.764,True,True,True,True
1617,90,canvas-session-015,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-015,waits without flinch,0.95,0.95,0.76,0.764,True,True,True,True
1618,90,canvas-session-015,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-015,keeps respectful distance,0.95,0.95,0.814,0.818,True,True,True,True
1619,90,canvas-session-015,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-015,warns before fog,0.95,0.95,0.76,0.764,True,True,True,True
1620,91,canvas-session-016,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-016,offers spare knot,0.95,0.95,0.764,0.768,True,True,True,True
1621,91,canvas-session-016,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-016,keeps valve boundary,0.95,0.95,0.764,0.768,True,True,True,True
1622,91,canvas-session-016,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-016,approaches after help,0.95,0.95,0.818,0.824,True,True,True,True
1623,91,canvas-session-016,glass_harbor,Puck,tea first,prior:tea first:canvas-session-016,lets avatar carry small part,0.95,0.95,0.764,0.768,True,True,True,True
1624,91,canvas-session-016,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-016,remembers cooled path,0.95,0.95,0.764,0.768,True,True,True,True
1625,91,canvas-session-016,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-016,signals from a distance,0.95,0.95,0.764,0.768,True,True,True,True
1626,91,canvas-session-016,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-016,trusts slow repair,0.95,0.95,0.764,0.768,True,True,True,True
1627,91,canvas-session-016,moss_ward,Milo,path dry,prior:path dry:canvas-session-016,shares safer route,0.95,0.95,0.818,0.822,True,True,True,True
1628,91,canvas-session-016,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-016,faces avatar longer,0.95,0.95,0.764,0.768,True,True,True,True
1629,91,canvas-session-016,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-016,accepts slow handoff,0.95,0.95,0.76,0.764,True,True,True,True
1630,91,canvas-session-016,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-016,shares a bowl marker,0.95,0.95,0.764,0.768,True,True,True,True
1631,91,canvas-session-016,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-016,waits without flinch,0.95,0.95,0.764,0.768,True,True,True,True
1632,91,canvas-session-016,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-016,keeps respectful distance,0.95,0.95,0.818,0.822,True,True,True,True
1633,91,canvas-session-016,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-016,warns before fog,0.95,0.95,0.764,0.768,True,True,True,True
1634,91,canvas-session-016,cinder_garden,Pax,shade first,prior:shade first:canvas-session-016,moves closer to shade,0.95,0.95,0.764,0.768,True,True,True,True
1635,91,canvas-session-016,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-016,offers spare knot,0.95,0.95,0.764,0.768,True,True,True,True
1636,91,canvas-session-016,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-016,keeps valve boundary,0.95,0.95,0.764,0.768,True,True,True,True
1637,91,canvas-session-016,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-016,approaches after help,0.95,0.95,0.818,0.824,True,True,True,True
1638,92,canvas-session-016,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-016,remembers cooled path,0.95,0.95,0.764,0.768,True,True,True,True
1639,92,canvas-session-016,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-016,signals from a distance,0.95,0.95,0.768,0.772,True,True,True,True
1640,92,canvas-session-016,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-016,trusts slow repair,0.95,0.95,0.768,0.772,True,True,True,True
1641,92,canvas-session-016,moss_ward,Tala,path dry,prior:path dry:canvas-session-016,shares safer route,0.95,0.95,0.822,0.826,True,True,True,True
1642,92,canvas-session-016,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-016,faces avatar longer,0.95,0.95,0.768,0.772,True,True,True,True
1643,92,canvas-session-016,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-016,accepts slow handoff,0.95,0.95,0.768,0.772,True,True,True,True
1644,92,canvas-session-016,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-016,shares a bowl marker,0.95,0.95,0.768,0.772,True,True,True,True
1645,92,canvas-session-016,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-016,waits without flinch,0.95,0.95,0.768,0.772,True,True,True,True
1646,92,canvas-session-016,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-016,keeps respectful distance,0.95,0.95,0.824,0.828,True,True,True,True
1647,92,canvas-session-016,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-016,warns before fog,0.95,0.95,0.764,0.768,True,True,True,True
1648,92,canvas-session-016,cinder_garden,Vale,shade first,prior:shade first:canvas-session-016,moves closer to shade,0.95,0.95,0.768,0.772,True,True,True,True
1649,92,canvas-session-016,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-016,offers spare knot,0.95,0.95,0.768,0.772,True,True,True,True
1650,92,canvas-session-016,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-016,keeps valve boundary,0.95,0.95,0.768,0.772,True,True,True,True
1651,92,canvas-session-016,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-016,approaches after help,0.95,0.95,0.824,0.83,True,True,True,True
1652,92,canvas-session-016,glass_harbor,Puck,tea first,prior:tea first:canvas-session-016,lets avatar carry small part,0.95,0.95,0.768,0.772,True,True,True,True
1653,92,canvas-session-016,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-016,remembers cooled path,0.95,0.95,0.768,0.772,True,True,True,True
1654,92,canvas-session-016,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-016,signals from a distance,0.95,0.95,0.768,0.772,True,True,True,True
1655,92,canvas-session-016,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-016,trusts slow repair,0.95,0.95,0.768,0.772,True,True,True,True
1656,93,canvas-session-016,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-016,faces avatar longer,0.95,0.95,0.768,0.772,True,True,True,True
1657,93,canvas-session-016,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-016,accepts slow handoff,0.95,0.95,0.772,0.776,True,True,True,True
1658,93,canvas-session-016,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-016,shares a bowl marker,0.95,0.95,0.772,0.776,True,True,True,True
1659,93,canvas-session-016,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-016,waits without flinch,0.95,0.95,0.772,0.776,True,True,True,True
1660,93,canvas-session-016,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-016,keeps respectful distance,0.95,0.95,0.83,0.834,True,True,True,True
1661,93,canvas-session-016,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-016,warns before fog,0.95,0.95,0.772,0.776,True,True,True,True
1662,93,canvas-session-016,cinder_garden,Wren,shade first,prior:shade first:canvas-session-016,moves closer to shade,0.95,0.95,0.772,0.776,True,True,True,True
1663,93,canvas-session-016,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-016,offers spare knot,0.95,0.95,0.772,0.776,True,True,True,True
1664,93,canvas-session-016,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-016,keeps valve boundary,0.95,0.95,0.772,0.776,True,True,True,True
1665,93,canvas-session-016,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-016,approaches after help,0.95,0.95,0.822,0.828,True,True,True,True
1666,93,canvas-session-016,glass_harbor,Sera,tea first,prior:tea first:canvas-session-016,lets avatar carry small part,0.95,0.95,0.768,0.772,True,True,True,True
1667,93,canvas-session-016,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-016,remembers cooled path,0.95,0.95,0.768,0.772,True,True,True,True
1668,93,canvas-session-016,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-016,signals from a distance,0.95,0.95,0.772,0.776,True,True,True,True
1669,93,canvas-session-016,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-016,trusts slow repair,0.95,0.95,0.772,0.776,True,True,True,True
1670,93,canvas-session-016,moss_ward,Tala,path dry,prior:path dry:canvas-session-016,shares safer route,0.95,0.95,0.826,0.83,True,True,True,True
1671,93,canvas-session-016,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-016,faces avatar longer,0.95,0.95,0.772,0.776,True,True,True,True
1672,93,canvas-session-016,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-016,accepts slow handoff,0.95,0.95,0.772,0.776,True,True,True,True
1673,93,canvas-session-016,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-016,shares a bowl marker,0.95,0.95,0.772,0.776,True,True,True,True
1674,94,canvas-session-016,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-016,keeps respectful distance,0.95,0.95,0.828,0.832,True,True,True,True
1675,94,canvas-session-016,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-016,warns before fog,0.95,0.95,0.772,0.776,True,True,True,True
1676,94,canvas-session-016,cinder_garden,Juno,shade first,prior:shade first:canvas-session-016,moves closer to shade,0.95,0.95,0.772,0.776,True,True,True,True
1677,94,canvas-session-016,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-016,offers spare knot,0.95,0.95,0.776,0.78,True,True,True,True
1678,94,canvas-session-016,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-016,keeps valve boundary,0.95,0.95,0.776,0.78,True,True,True,True
1679,94,canvas-session-016,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-016,approaches after help,0.95,0.95,0.83,0.836,True,True,True,True
1680,94,canvas-session-016,glass_harbor,Nia,tea first,prior:tea first:canvas-session-016,lets avatar carry small part,0.95,0.95,0.776,0.78,True,True,True,True
1681,94,canvas-session-016,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-016,remembers cooled path,0.95,0.95,0.776,0.78,True,True,True,True
1682,94,canvas-session-016,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-016,signals from a distance,0.95,0.95,0.776,0.78,True,True,True,True
1683,94,canvas-session-016,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-016,trusts slow repair,0.95,0.95,0.772,0.776,True,True,True,True
1684,94,canvas-session-016,moss_ward,Ari,path dry,prior:path dry:canvas-session-016,shares safer route,0.95,0.95,0.828,0.832,True,True,True,True
1685,94,canvas-session-016,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-016,faces avatar longer,0.95,0.95,0.772,0.776,True,True,True,True
1686,94,canvas-session-016,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-016,accepts slow handoff,0.95,0.95,0.776,0.78,True,True,True,True
1687,94,canvas-session-016,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-016,shares a bowl marker,0.95,0.95,0.776,0.78,True,True,True,True
1688,94,canvas-session-016,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-016,waits without flinch,0.95,0.95,0.776,0.78,True,True,True,True
1689,94,canvas-session-016,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-016,keeps respectful distance,0.95,0.95,0.834,0.838,True,True,True,True
1690,94,canvas-session-016,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-016,warns before fog,0.95,0.95,0.776,0.78,True,True,True,True
1691,94,canvas-session-016,cinder_garden,Wren,shade first,prior:shade first:canvas-session-016,moves closer to shade,0.95,0.95,0.776,0.78,True,True,True,True
1692,95,canvas-session-016,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-016,keeps valve boundary,0.95,0.95,0.776,0.78,True,True,True,True
1693,95,canvas-session-016,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-016,approaches after help,0.95,0.95,0.832,0.838,True,True,True,True
1694,95,canvas-session-016,glass_harbor,Oren,tea first,prior:tea first:canvas-session-016,lets avatar carry small part,0.95,0.95,0.776,0.78,True,True,True,True
1695,95,canvas-session-016,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-016,remembers cooled path,0.95,0.95,0.78,0.784,True,True,True,True
1696,95,canvas-session-016,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-016,signals from a distance,0.95,0.95,0.78,0.784,True,True,True,True
1697,95,canvas-session-016,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-016,trusts slow repair,0.95,0.95,0.78,0.784,True,True,True,True
1698,95,canvas-session-016,moss_ward,Fay,path dry,prior:path dry:canvas-session-016,shares safer route,0.95,0.95,0.838,0.842,True,True,True,True
1699,95,canvas-session-016,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-016,faces avatar longer,0.95,0.95,0.78,0.784,True,True,True,True
1700,95,canvas-session-016,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-016,accepts slow handoff,0.95,0.95,0.78,0.784,True,True,True,True
1701,95,canvas-session-016,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-016,shares a bowl marker,0.95,0.95,0.776,0.78,True,True,True,True
1702,95,canvas-session-016,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-016,waits without flinch,0.95,0.95,0.776,0.78,True,True,True,True
1703,95,canvas-session-016,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-016,keeps respectful distance,0.95,0.95,0.832,0.836,True,True,True,True
1704,95,canvas-session-016,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-016,warns before fog,0.95,0.95,0.776,0.78,True,True,True,True
1705,95,canvas-session-016,cinder_garden,Juno,shade first,prior:shade first:canvas-session-016,moves closer to shade,0.95,0.95,0.776,0.78,True,True,True,True
1706,95,canvas-session-016,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-016,offers spare knot,0.95,0.95,0.78,0.784,True,True,True,True
1707,95,canvas-session-016,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-016,keeps valve boundary,0.95,0.95,0.78,0.784,True,True,True,True
1708,95,canvas-session-016,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-016,approaches after help,0.95,0.95,0.836,0.842,True,True,True,True
1709,95,canvas-session-016,glass_harbor,Nia,tea first,prior:tea first:canvas-session-016,lets avatar carry small part,0.95,0.95,0.78,0.784,True,True,True,True
1710,96,canvas-session-016,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-016,signals from a distance,0.95,0.95,0.78,0.784,True,True,True,True
1711,96,canvas-session-016,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-016,trusts slow repair,0.95,0.95,0.78,0.784,True,True,True,True
1712,96,canvas-session-016,moss_ward,Milo,path dry,prior:path dry:canvas-session-016,shares safer route,0.95,0.95,0.836,0.84,True,True,True,True
1713,96,canvas-session-016,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-016,faces avatar longer,0.95,0.95,0.78,0.784,True,True,True,True
1714,96,canvas-session-016,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-016,accepts slow handoff,0.95,0.95,0.78,0.784,True,True,True,True
1715,96,canvas-session-016,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-016,shares a bowl marker,0.95,0.95,0.784,0.788,True,True,True,True
1716,96,canvas-session-016,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-016,waits without flinch,0.95,0.95,0.784,0.788,True,True,True,True
1717,96,canvas-session-016,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-016,keeps respectful distance,0.95,0.95,0.842,0.846,True,True,True,True
1718,96,canvas-session-016,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-016,warns before fog,0.95,0.95,0.784,0.788,True,True,True,True
1719,96,canvas-session-016,cinder_garden,Pax,shade first,prior:shade first:canvas-session-016,moves closer to shade,0.95,0.95,0.78,0.784,True,True,True,True
1720,96,canvas-session-016,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-016,offers spare knot,0.95,0.95,0.78,0.784,True,True,True,True
1721,96,canvas-session-016,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-016,keeps valve boundary,0.95,0.95,0.78,0.784,True,True,True,True
1722,96,canvas-session-016,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-016,approaches after help,0.95,0.95,0.838,0.844,True,True,True,True
1723,96,canvas-session-016,glass_harbor,Oren,tea first,prior:tea first:canvas-session-016,lets avatar carry small part,0.95,0.95,0.78,0.784,True,True,True,True
1724,96,canvas-session-016,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-016,remembers cooled path,0.95,0.95,0.784,0.788,True,True,True,True
1725,96,canvas-session-016,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-016,signals from a distance,0.95,0.95,0.784,0.788,True,True,True,True
1726,96,canvas-session-016,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-016,trusts slow repair,0.95,0.95,0.784,0.788,True,True,True,True
1727,96,canvas-session-016,moss_ward,Fay,path dry,prior:path dry:canvas-session-016,shares safer route,0.95,0.95,0.842,0.846,True,True,True,True
1728,97,canvas-session-017,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-017,accepts slow handoff,0.95,0.95,0.784,0.788,True,True,True,True
1729,97,canvas-session-017,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-017,shares a bowl marker,0.95,0.95,0.784,0.788,True,True,True,True
1730,97,canvas-session-017,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-017,waits without flinch,0.95,0.95,0.784,0.788,True,True,True,True
1731,97,canvas-session-017,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-017,keeps respectful distance,0.95,0.95,0.844,0.848,True,True,True,True
1732,97,canvas-session-017,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-017,warns before fog,0.95,0.95,0.784,0.788,True,True,True,True
1733,97,canvas-session-017,cinder_garden,Vale,shade first,prior:shade first:canvas-session-017,moves closer to shade,0.95,0.95,0.788,0.792,True,True,True,True
1734,97,canvas-session-017,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-017,offers spare knot,0.95,0.95,0.788,0.792,True,True,True,True
1735,97,canvas-session-017,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-017,keeps valve boundary,0.95,0.95,0.788,0.792,True,True,True,True
1736,97,canvas-session-017,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-017,approaches after help,0.95,0.95,0.846,0.852,True,True,True,True
1737,97,canvas-session-017,glass_harbor,Puck,tea first,prior:tea first:canvas-session-017,lets avatar carry small part,0.95,0.95,0.784,0.788,True,True,True,True
1738,97,canvas-session-017,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-017,remembers cooled path,0.95,0.95,0.784,0.788,True,True,True,True
1739,97,canvas-session-017,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-017,signals from a distance,0.95,0.95,0.784,0.788,True,True,True,True
1740,97,canvas-session-017,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-017,trusts slow repair,0.95,0.95,0.784,0.788,True,True,True,True
1741,97,canvas-session-017,moss_ward,Milo,path dry,prior:path dry:canvas-session-017,shares safer route,0.95,0.95,0.84,0.844,True,True,True,True
1742,97,canvas-session-017,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-017,faces avatar longer,0.95,0.95,0.784,0.788,True,True,True,True
1743,97,canvas-session-017,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-017,accepts slow handoff,0.95,0.95,0.784,0.788,True,True,True,True
1744,97,canvas-session-017,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-017,shares a bowl marker,0.95,0.95,0.788,0.792,True,True,True,True
1745,97,canvas-session-017,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-017,waits without flinch,0.95,0.95,0.788,0.792,True,True,True,True
1746,98,canvas-session-017,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-017,warns before fog,0.95,0.95,0.788,0.792,True,True,True,True
