tick_id,day,settlement_id,scheduler_slice,wall_clock_ms,heartbeat_hz,flower_phase,active_resident_count,due_task_count,queue_latency_ms,scheduler_drift_ms,realtime_coherent,visible_scheduler_panel
664,42,archive,day:42:slice:08,166000,6.4,0.764957,2,2,72,-6,True,True
665,42,signal,day:42:slice:09,166250,9.13,0.848825,2,3,70,1,True,True
666,42,orchard,day:42:slice:10,166500,5.7,0.932692,2,1,104,8,True,True
667,42,repair_ring,day:42:slice:11,166750,10.06,0.01656,2,2,117,-8,True,True
668,42,riverbend,day:42:slice:12,167000,7.87,0.638889,2,3,109,-1,True,True
669,42,roofward,day:42:slice:13,167250,8.26,0.722756,2,1,66,6,True,True
670,42,archive,day:42:slice:14,167500,6.46,0.806624,2,2,91,-10,True,True
671,42,signal,day:42:slice:15,167750,9.19,0.890491,2,3,83,-3,True,True
672,43,orchard,day:43:slice:00,168000,5.68,0.974359,2,2,103,5,True,True
673,43,repair_ring,day:43:slice:01,168250,10.04,0.058226,2,3,134,-11,False,True
674,43,riverbend,day:43:slice:02,168500,7.85,0.680556,2,1,55,-4,True,True
675,43,roofward,day:43:slice:03,168750,8.24,0.764423,2,2,65,3,True,True
676,43,archive,day:43:slice:04,169000,6.44,0.848291,2,3,99,10,True,True
677,43,signal,day:43:slice:05,169250,9.17,0.932158,2,1,100,-6,True,True
678,43,orchard,day:43:slice:06,169500,5.74,0.016026,2,2,98,1,True,True
679,43,repair_ring,day:43:slice:07,169750,10.1,0.099893,2,3,132,8,True,True
680,43,riverbend,day:43:slice:08,170000,7.83,0.722222,2,1,74,-8,True,True
681,43,roofward,day:43:slice:09,170250,8.22,0.80609,2,2,66,-1,True,True
682,43,archive,day:43:slice:10,170500,6.42,0.889957,2,3,94,6,True,True
683,43,signal,day:43:slice:11,170750,9.15,0.973825,2,1,119,-10,True,True
684,43,orchard,day:43:slice:12,171000,5.72,0.057692,2,2,111,-3,True,True
685,43,repair_ring,day:43:slice:13,171250,10.08,0.14156,2,3,56,4,True,True
686,43,riverbend,day:43:slice:14,171500,7.89,0.763889,2,1,90,11,False,True
687,43,roofward,day:43:slice:15,171750,8.28,0.847756,2,2,85,-5,True,True
688,44,archive,day:44:slice:00,172000,6.4,0.931624,2,1,93,3,True,True
689,44,signal,day:44:slice:01,172250,9.13,0.015491,2,2,127,10,True,True
690,44,orchard,day:44:slice:02,172500,5.7,0.099359,2,3,128,-6,True,True
691,44,repair_ring,day:44:slice:03,172750,10.06,0.183226,2,1,55,1,True,True
692,44,riverbend,day:44:slice:04,173000,7.87,0.805556,2,2,89,8,True,True
693,44,roofward,day:44:slice:05,173250,8.26,0.889423,2,3,102,-8,True,True
694,44,archive,day:44:slice:06,173500,6.46,0.973291,2,1,94,-1,True,True
695,44,signal,day:44:slice:07,173750,9.19,0.057158,2,2,122,6,True,True
696,44,orchard,day:44:slice:08,174000,5.68,0.141026,2,3,76,-10,True,True
697,44,repair_ring,day:44:slice:09,174250,10.04,0.224893,2,1,68,-3,True,True
698,44,riverbend,day:44:slice:10,174500,7.85,0.847222,2,2,84,4,True,True
699,44,roofward,day:44:slice:11,174750,8.24,0.93109,2,3,118,11,False,True
700,44,archive,day:44:slice:12,175000,6.44,0.014957,2,1,113,-5,True,True
701,44,signal,day:44:slice:13,175250,9.17,0.098825,2,2,117,2,True,True
702,44,orchard,day:44:slice:14,175500,5.74,0.182692,2,3,80,9,True,True
703,44,repair_ring,day:44:slice:15,175750,10.1,0.26656,2,1,87,-7,True,True
704,45,riverbend,day:45:slice:00,176000,7.83,0.888889,2,3,83,1,True,True
705,45,roofward,day:45:slice:01,176250,8.22,0.972756,2,1,117,8,True,True
706,45,archive,day:45:slice:02,176500,6.42,0.056624,2,2,130,-8,True,True
707,45,signal,day:45:slice:03,176750,9.15,0.140491,2,3,51,-1,True,True
708,45,orchard,day:45:slice:04,177000,5.72,0.224359,2,1,79,6,True,True
709,45,repair_ring,day:45:slice:05,177250,10.08,0.308226,2,2,104,-10,True,True
710,45,riverbend,day:45:slice:06,177500,7.89,0.930556,2,3,96,-3,True,True
711,45,roofward,day:45:slice:07,177750,8.28,0.014423,2,1,112,4,True,True
712,45,archive,day:45:slice:08,178000,6.4,0.098291,2,2,75,11,False,True
713,45,signal,day:45:slice:09,178250,9.13,0.182158,2,3,70,-5,True,True
714,45,orchard,day:45:slice:10,178500,5.7,0.266026,2,1,74,2,True,True
715,45,repair_ring,day:45:slice:11,178750,10.06,0.349893,2,2,108,9,True,True
716,45,riverbend,day:45:slice:12,179000,7.87,0.972222,2,3,115,-7,True,True
717,45,roofward,day:45:slice:13,179250,8.26,0.05609,2,1,107,0,True,True
718,45,archive,day:45:slice:14,179500,6.46,0.139957,2,2,70,7,True,True
719,45,signal,day:45:slice:15,179750,9.19,0.223825,2,3,89,-9,True,True
720,46,orchard,day:46:slice:00,180000,5.68,0.307692,2,2,79,-1,True,True
721,46,repair_ring,day:46:slice:01,180250,10.04,0.39156,2,3,107,6,True,True
722,46,riverbend,day:46:slice:02,180500,7.85,0.013889,2,1,132,-10,True,True
723,46,roofward,day:46:slice:03,180750,8.24,0.097756,2,2,53,-3,True,True
724,46,archive,day:46:slice:04,181000,6.44,0.181624,2,3,69,4,True,True
725,46,signal,day:46:slice:05,181250,9.17,0.265491,2,1,103,11,False,True
726,46,orchard,day:46:slice:06,181500,5.74,0.349359,2,2,98,-5,True,True
727,46,repair_ring,day:46:slice:07,181750,10.1,0.433226,2,3,102,2,True,True
728,46,riverbend,day:46:slice:08,182000,7.83,0.055556,2,1,136,9,True,True
729,46,roofward,day:46:slice:09,182250,8.22,0.139423,2,2,72,-7,True,True
730,46,archive,day:46:slice:10,182500,6.42,0.223291,2,3,64,0,True,True
731,46,signal,day:46:slice:11,182750,9.15,0.307158,2,1,98,7,True,True
732,46,orchard,day:46:slice:12,183000,5.72,0.391026,2,2,117,-9,True,True
733,46,repair_ring,day:46:slice:13,183250,10.08,0.474893,2,3,109,-2,True,True
734,46,riverbend,day:46:slice:14,183500,7.89,0.097222,2,1,60,5,True,True
735,46,roofward,day:46:slice:15,183750,8.28,0.18109,2,2,91,-11,False,True
736,47,archive,day:47:slice:00,184000,6.4,0.264957,2,1,81,-3,True,True
737,47,signal,day:47:slice:01,184250,9.13,0.348825,2,2,97,4,True,True
738,47,orchard,day:47:slice:02,184500,5.7,0.432692,2,3,131,11,False,True
739,47,repair_ring,day:47:slice:03,184750,10.06,0.51656,2,1,126,-5,True,True
740,47,riverbend,day:47:slice:04,185000,7.87,0.138889,2,2,59,2,True,True
741,47,roofward,day:47:slice:05,185250,8.26,0.222756,2,3,93,9,True,True
742,47,archive,day:47:slice:06,185500,6.46,0.306624,2,1,100,-7,True,True
743,47,signal,day:47:slice:07,185750,9.19,0.390491,2,2,92,0,True,True
744,47,orchard,day:47:slice:08,186000,5.68,0.474359,2,3,126,7,True,True
745,47,repair_ring,day:47:slice:09,186250,10.04,0.558226,2,1,74,-9,True,True
746,47,riverbend,day:47:slice:10,186500,7.85,0.180556,2,2,66,-2,True,True
747,47,roofward,day:47:slice:11,186750,8.24,0.264423,2,3,88,5,True,True
748,47,archive,day:47:slice:12,187000,6.44,0.348291,2,1,119,-11,False,True
749,47,signal,day:47:slice:13,187250,9.17,0.432158,2,2,111,-4,True,True
750,47,orchard,day:47:slice:14,187500,5.74,0.516026,2,3,121,3,True,True
751,47,repair_ring,day:47:slice:15,187750,10.1,0.599893,2,1,84,10,True,True
752,48,riverbend,day:48:slice:00,188000,7.83,0.222222,2,3,83,-5,True,True
753,48,roofward,day:48:slice:01,188250,8.22,0.30609,2,1,87,2,True,True
754,48,archive,day:48:slice:02,188500,6.42,0.389957,2,2,121,9,True,True
755,48,signal,day:48:slice:03,188750,9.15,0.473825,2,3,128,-7,True,True
756,48,orchard,day:48:slice:04,189000,5.72,0.557692,2,1,49,0,True,True
757,48,repair_ring,day:48:slice:05,189250,10.08,0.64156,2,2,83,7,True,True
758,48,riverbend,day:48:slice:06,189500,7.89,0.263889,2,3,102,-9,True,True
759,48,roofward,day:48:slice:07,189750,8.28,0.347756,2,1,94,-2,True,True
760,48,archive,day:48:slice:08,190000,6.4,0.431624,2,2,116,5,True,True
761,48,signal,day:48:slice:09,190250,9.13,0.515491,2,3,76,-11,False,True
762,48,orchard,day:48:slice:10,190500,5.7,0.599359,2,1,68,-4,True,True
763,48,repair_ring,day:48:slice:11,190750,10.06,0.683226,2,2,78,3,True,True
764,48,riverbend,day:48:slice:12,191000,7.87,0.305556,2,3,112,10,True,True
765,48,roofward,day:48:slice:13,191250,8.26,0.389423,2,1,113,-6,True,True
766,48,archive,day:48:slice:14,191500,6.46,0.473291,2,2,111,1,True,True
767,48,signal,day:48:slice:15,191750,9.19,0.557158,2,3,74,8,True,True
768,49,orchard,day:49:slice:00,192000,5.68,0.641026,2,2,85,-7,True,True
769,49,repair_ring,day:49:slice:01,192250,10.04,0.724893,2,3,77,0,True,True
770,49,riverbend,day:49:slice:02,192500,7.85,0.347222,2,1,111,7,True,True
771,49,roofward,day:49:slice:03,192750,8.24,0.43109,2,2,130,-9,True,True
772,49,archive,day:49:slice:04,193000,6.44,0.514957,2,3,51,-2,True,True
773,49,signal,day:49:slice:05,193250,9.17,0.598825,2,1,73,5,True,True
774,49,orchard,day:49:slice:06,193500,5.74,0.682692,2,2,104,-11,False,True
775,49,repair_ring,day:49:slice:07,193750,10.1,0.76656,2,3,96,-4,True,True
776,49,riverbend,day:49:slice:08,194000,7.83,0.388889,2,1,106,3,True,True
777,49,roofward,day:49:slice:09,194250,8.22,0.472756,2,2,140,10,True,True
778,49,archive,day:49:slice:10,194500,6.42,0.556624,2,3,70,-6,True,True
779,49,signal,day:49:slice:11,194750,9.15,0.640491,2,1,68,1,True,True
780,49,orchard,day:49:slice:12,195000,5.72,0.724359,2,2,102,8,True,True
781,49,repair_ring,day:49:slice:13,195250,10.08,0.808226,2,3,115,-8,True,True
782,49,riverbend,day:49:slice:14,195500,7.89,0.430556,2,1,107,-1,True,True
783,49,roofward,day:49:slice:15,195750,8.28,0.514423,2,2,64,6,True,True
784,50,signal,day:50:slice:00,196000,9.12,0.675214,2,1,87,-9,True,True
785,50,orchard,day:50:slice:01,196250,5.69,0.759081,2,2,79,-2,True,True
786,50,repair_ring,day:50:slice:02,196500,10.05,0.842949,2,3,101,5,True,True
787,50,riverbend,day:50:slice:03,196750,7.86,0.465278,2,1,132,-11,False,True
788,50,roofward,day:50:slice:04,197000,8.25,0.549145,2,2,124,-4,True,True
789,50,archive,day:50:slice:05,197250,6.45,0.633013,2,3,63,3,True,True
790,50,signal,day:50:slice:06,197500,9.18,0.71688,2,1,97,10,True,True
791,50,orchard,day:50:slice:07,197750,5.75,0.800748,2,2,98,-6,True,True
792,50,repair_ring,day:50:slice:08,198000,10.03,0.884615,2,3,96,1,True,True
793,50,riverbend,day:50:slice:09,198250,7.84,0.506944,2,1,130,8,True,True
794,50,roofward,day:50:slice:10,198500,8.23,0.590812,2,2,72,-8,True,True
795,50,archive,day:50:slice:11,198750,6.43,0.674679,2,3,64,-1,True,True
796,50,signal,day:50:slice:12,199000,9.16,0.758547,2,1,92,6,True,True
797,50,orchard,day:50:slice:13,199250,5.73,0.842415,2,2,117,-10,True,True
798,50,repair_ring,day:50:slice:14,199500,10.09,0.926282,2,3,109,-3,True,True
799,50,riverbend,day:50:slice:15,199750,7.9,0.548611,2,1,54,4,True,True
800,51,roofward,day:51:slice:00,200000,8.21,0.632479,2,3,89,-11,False,True
801,51,archive,day:51:slice:01,200250,6.41,0.716346,2,1,81,-4,True,True
802,51,signal,day:51:slice:02,200500,9.14,0.800214,2,2,91,3,True,True
803,51,orchard,day:51:slice:03,200750,5.71,0.884081,2,3,125,10,True,True
804,51,repair_ring,day:51:slice:04,201000,10.07,0.967949,2,1,126,-6,True,True
805,51,riverbend,day:51:slice:05,201250,7.88,0.590278,2,2,53,1,True,True
806,51,roofward,day:51:slice:06,201500,8.27,0.674145,2,3,87,8,True,True
807,51,archive,day:51:slice:07,201750,6.47,0.758013,2,1,100,-8,True,True
808,51,signal,day:51:slice:08,202000,9.12,0.84188,2,2,92,-1,True,True
809,51,orchard,day:51:slice:09,202250,5.69,0.925748,2,3,120,6,True,True
810,51,repair_ring,day:51:slice:10,202500,10.05,0.009615,2,1,74,-10,True,True
811,51,riverbend,day:51:slice:11,202750,7.86,0.631944,2,2,66,-3,True,True
812,51,roofward,day:51:slice:12,203000,8.25,0.715812,2,3,82,4,True,True
813,51,archive,day:51:slice:13,203250,6.45,0.799679,2,1,116,11,False,True
814,51,signal,day:51:slice:14,203500,9.18,0.883547,2,2,111,-5,True,True
815,51,orchard,day:51:slice:15,203750,5.75,0.967415,2,3,115,2,True,True
816,52,repair_ring,day:52:slice:00,204000,10.03,0.051282,2,2,82,10,True,True
817,52,riverbend,day:52:slice:01,204250,7.84,0.673611,2,3,83,-6,True,True
818,52,roofward,day:52:slice:02,204500,8.23,0.757479,2,1,81,1,True,True
819,52,archive,day:52:slice:03,204750,6.43,0.841346,2,2,115,8,True,True
820,52,signal,day:52:slice:04,205000,9.16,0.925214,2,3,128,-8,True,True
821,52,orchard,day:52:slice:05,205250,5.73,0.009081,2,1,49,-1,True,True
822,52,repair_ring,day:52:slice:06,205500,10.09,0.092949,2,2,77,6,True,True
823,52,riverbend,day:52:slice:07,205750,7.9,0.715278,2,3,102,-10,True,True
824,52,roofward,day:52:slice:08,206000,8.21,0.799145,2,1,94,-3,True,True
825,52,archive,day:52:slice:09,206250,6.41,0.883013,2,2,110,4,True,True
826,52,signal,day:52:slice:10,206500,9.14,0.96688,2,3,144,11,False,True
827,52,orchard,day:52:slice:11,206750,5.71,0.050748,2,1,68,-5,True,True
828,52,repair_ring,day:52:slice:12,207000,10.07,0.134615,2,2,72,2,True,True
829,52,riverbend,day:52:slice:13,207250,7.88,0.756944,2,3,106,9,True,True
830,52,roofward,day:52:slice:14,207500,8.27,0.840812,2,1,113,-7,True,True
831,52,archive,day:52:slice:15,207750,6.47,0.924679,2,2,105,0,True,True
832,53,signal,day:53:slice:00,208000,9.12,0.008547,2,1,72,8,True,True
833,53,orchard,day:53:slice:01,208250,5.69,0.092415,2,2,85,-8,True,True
834,53,repair_ring,day:53:slice:02,208500,10.05,0.176282,2,3,77,-1,True,True
835,53,riverbend,day:53:slice:03,208750,7.86,0.798611,2,1,105,6,True,True
836,53,roofward,day:53:slice:04,209000,8.25,0.882479,2,2,130,-10,True,True
837,53,archive,day:53:slice:05,209250,6.45,0.966346,2,3,51,-3,True,True
838,53,signal,day:53:slice:06,209500,9.18,0.050214,2,1,67,4,True,True
839,53,orchard,day:53:slice:07,209750,5.75,0.134081,2,2,101,11,False,True
840,53,repair_ring,day:53:slice:08,210000,10.03,0.217949,2,3,96,-5,True,True
841,53,riverbend,day:53:slice:09,210250,7.84,0.840278,2,1,100,2,True,True
842,53,roofward,day:53:slice:10,210500,8.23,0.924145,2,2,134,9,True,True
843,53,archive,day:53:slice:11,210750,6.43,0.008013,2,3,70,-7,True,True
844,53,signal,day:53:slice:12,211000,9.16,0.09188,2,1,62,0,True,True
845,53,orchard,day:53:slice:13,211250,5.73,0.175748,2,2,96,7,True,True
846,53,repair_ring,day:53:slice:14,211500,10.09,0.259615,2,3,115,-9,True,True
847,53,riverbend,day:53:slice:15,211750,7.9,0.881944,2,1,107,-2,True,True
848,54,roofward,day:54:slice:00,212000,8.21,0.965812,2,3,62,6,True,True
849,54,archive,day:54:slice:01,212250,6.41,0.049679,2,1,87,-10,True,True
850,54,signal,day:54:slice:02,212500,9.14,0.133547,2,2,79,-3,True,True
851,54,orchard,day:54:slice:03,212750,5.71,0.217415,2,3,95,4,True,True
852,54,repair_ring,day:54:slice:04,213000,10.07,0.301282,2,1,129,11,False,True
853,54,riverbend,day:54:slice:05,213250,7.88,0.923611,2,2,124,-5,True,True
854,54,roofward,day:54:slice:06,213500,8.27,0.007479,2,3,57,2,True,True
855,54,archive,day:54:slice:07,213750,6.47,0.091346,2,1,91,9,True,True
856,54,signal,day:54:slice:08,214000,9.12,0.175214,2,2,98,-7,True,True
857,54,orchard,day:54:slice:09,214250,5.69,0.259081,2,3,90,0,True,True
858,54,repair_ring,day:54:slice:10,214500,10.05,0.342949,2,1,124,7,True,True
859,54,riverbend,day:54:slice:11,214750,7.86,0.965278,2,2,72,-9,True,True
860,54,roofward,day:54:slice:12,215000,8.25,0.049145,2,3,64,-2,True,True
861,54,archive,day:54:slice:13,215250,6.45,0.133013,2,1,86,5,True,True
862,54,signal,day:54:slice:14,215500,9.18,0.21688,2,2,117,-11,False,True
863,54,orchard,day:54:slice:15,215750,5.75,0.300748,2,3,109,-4,True,True
864,55,repair_ring,day:55:slice:00,216000,10.03,0.384615,2,2,123,4,True,True
865,55,riverbend,day:55:slice:01,216250,7.84,0.006944,2,3,86,11,False,True
866,55,roofward,day:55:slice:02,216500,8.23,0.090812,2,1,81,-5,True,True
867,55,archive,day:55:slice:03,216750,6.43,0.174679,2,2,85,2,True,True
868,55,signal,day:55:slice:04,217000,9.16,0.258547,2,3,119,9,True,True
869,55,orchard,day:55:slice:05,217250,5.73,0.342415,2,1,126,-7,True,True
870,55,repair_ring,day:55:slice:06,217500,10.09,0.426282,2,2,47,0,True,True
871,55,riverbend,day:55:slice:07,217750,7.9,0.048611,2,3,81,7,True,True
872,55,roofward,day:55:slice:08,218000,8.21,0.132479,2,1,100,-9,True,True
873,55,archive,day:55:slice:09,218250,6.41,0.216346,2,2,92,-2,True,True
874,55,signal,day:55:slice:10,218500,9.14,0.300214,2,3,114,5,True,True
875,55,orchard,day:55:slice:11,218750,5.71,0.384081,2,1,145,-11,False,True
876,55,repair_ring,day:55:slice:12,219000,10.07,0.467949,2,2,66,-4,True,True
877,55,riverbend,day:55:slice:13,219250,7.88,0.090278,2,3,76,3,True,True
878,55,roofward,day:55:slice:14,219500,8.27,0.174145,2,1,110,10,True,True
879,55,archive,day:55:slice:15,219750,6.47,0.258013,2,2,111,-6,True,True
880,56,signal,day:56:slice:00,220000,9.12,0.34188,2,1,113,2,True,True
881,56,orchard,day:56:slice:01,220250,5.69,0.425748,2,2,76,9,True,True
882,56,repair_ring,day:56:slice:02,220500,10.05,0.509615,2,3,83,-7,True,True
883,56,riverbend,day:56:slice:03,220750,7.86,0.131944,2,1,75,0,True,True
884,56,roofward,day:56:slice:04,221000,8.25,0.215812,2,2,109,7,True,True
885,56,archive,day:56:slice:05,221250,6.45,0.299679,2,3,128,-9,True,True
886,56,signal,day:56:slice:06,221500,9.18,0.383547,2,1,49,-2,True,True
887,56,orchard,day:56:slice:07,221750,5.75,0.467415,2,2,71,5,True,True
888,56,repair_ring,day:56:slice:08,222000,10.03,0.551282,2,3,102,-11,False,True
889,56,riverbend,day:56:slice:09,222250,7.84,0.173611,2,1,94,-4,True,True
890,56,roofward,day:56:slice:10,222500,8.23,0.257479,2,2,104,3,True,True
891,56,archive,day:56:slice:11,222750,6.43,0.341346,2,3,138,10,True,True
892,56,signal,day:56:slice:12,223000,9.16,0.425214,2,1,68,-6,True,True
893,56,orchard,day:56:slice:13,223250,5.73,0.509081,2,2,66,1,True,True
894,56,repair_ring,day:56:slice:14,223500,10.09,0.592949,2,3,100,8,True,True
895,56,riverbend,day:56:slice:15,223750,7.9,0.215278,2,1,113,-8,True,True
896,57,roofward,day:57:slice:00,224000,8.21,0.299145,2,3,103,0,True,True
897,57,archive,day:57:slice:01,224250,6.41,0.383013,2,1,66,7,True,True
898,57,signal,day:57:slice:02,224500,9.14,0.46688,2,2,85,-9,True,True
899,57,orchard,day:57:slice:03,224750,5.71,0.550748,2,3,77,-2,True,True
900,57,repair_ring,day:57:slice:04,225000,10.07,0.634615,2,1,99,5,True,True
901,57,riverbend,day:57:slice:05,225250,7.88,0.256944,2,2,130,-11,False,True
902,57,roofward,day:57:slice:06,225500,8.27,0.340812,2,3,122,-4,True,True
903,57,archive,day:57:slice:07,225750,6.47,0.424679,2,1,61,3,True,True
904,57,signal,day:57:slice:08,226000,9.12,0.508547,2,2,95,10,True,True
905,57,orchard,day:57:slice:09,226250,5.69,0.592415,2,3,96,-6,True,True
906,57,repair_ring,day:57:slice:10,226500,10.05,0.676282,2,1,94,1,True,True
907,57,riverbend,day:57:slice:11,226750,7.86,0.298611,2,2,128,8,True,True
908,57,roofward,day:57:slice:12,227000,8.25,0.382479,2,3,70,-8,True,True
909,57,archive,day:57:slice:13,227250,6.45,0.466346,2,1,62,-1,True,True
910,57,signal,day:57:slice:14,227500,9.18,0.550214,2,2,90,6,True,True
911,57,orchard,day:57:slice:15,227750,5.75,0.634081,2,3,115,-10,True,True
912,58,repair_ring,day:58:slice:00,228000,10.03,0.717949,2,2,105,-2,True,True
913,58,riverbend,day:58:slice:01,228250,7.84,0.340278,2,3,127,5,True,True
914,58,roofward,day:58:slice:02,228500,8.23,0.424145,2,1,87,-11,False,True
915,58,archive,day:58:slice:03,228750,6.43,0.508013,2,2,79,-4,True,True
916,58,signal,day:58:slice:04,229000,9.16,0.59188,2,3,89,3,True,True
917,58,orchard,day:58:slice:05,229250,5.73,0.675748,2,1,123,10,True,True
918,58,repair_ring,day:58:slice:06,229500,10.09,0.759615,2,2,124,-6,True,True
919,58,riverbend,day:58:slice:07,229750,7.9,0.381944,2,3,51,1,True,True
920,58,roofward,day:58:slice:08,230000,8.21,0.465812,2,1,85,8,True,True
921,58,archive,day:58:slice:09,230250,6.41,0.549679,2,2,98,-8,True,True
922,58,signal,day:58:slice:10,230500,9.14,0.633547,2,3,90,-1,True,True
923,58,orchard,day:58:slice:11,230750,5.71,0.717415,2,1,118,6,True,True
924,58,repair_ring,day:58:slice:12,231000,10.07,0.801282,2,2,72,-10,True,True
925,58,riverbend,day:58:slice:13,231250,7.88,0.423611,2,3,64,-3,True,True
926,58,roofward,day:58:slice:14,231500,8.27,0.507479,2,1,80,4,True,True
927,58,archive,day:58:slice:15,231750,6.47,0.591346,2,2,114,11,False,True
928,59,signal,day:59:slice:00,232000,9.12,0.675214,2,1,107,-4,True,True
929,59,orchard,day:59:slice:01,232250,5.69,0.759081,2,2,117,3,True,True
930,59,repair_ring,day:59:slice:02,232500,10.05,0.842949,2,3,80,10,True,True
931,59,riverbend,day:59:slice:03,232750,7.86,0.465278,2,1,81,-6,True,True
932,59,roofward,day:59:slice:04,233000,8.25,0.549145,2,2,79,1,True,True
933,59,archive,day:59:slice:05,233250,6.45,0.633013,2,3,113,8,True,True
934,59,signal,day:59:slice:06,233500,9.18,0.71688,2,1,126,-8,True,True
935,59,orchard,day:59:slice:07,233750,5.75,0.800748,2,2,47,-1,True,True
936,59,repair_ring,day:59:slice:08,234000,10.03,0.884615,2,3,75,6,True,True
937,59,riverbend,day:59:slice:09,234250,7.84,0.506944,2,1,100,-10,True,True
938,59,roofward,day:59:slice:10,234500,8.23,0.590812,2,2,92,-3,True,True
939,59,archive,day:59:slice:11,234750,6.43,0.674679,2,3,108,4,True,True
940,59,signal,day:59:slice:12,235000,9.16,0.758547,2,1,142,11,False,True
941,59,orchard,day:59:slice:13,235250,5.73,0.842415,2,2,66,-5,True,True
942,59,repair_ring,day:59:slice:14,235500,10.09,0.926282,2,3,70,2,True,True
943,59,riverbend,day:59:slice:15,235750,7.9,0.548611,2,1,104,9,True,True
944,60,archive,day:60:slice:00,236000,6.4,0.709402,2,3,109,-6,True,True
945,60,signal,day:60:slice:01,236250,9.13,0.793269,2,1,107,1,True,True
946,60,orchard,day:60:slice:02,236500,5.7,0.877137,2,2,70,8,True,True
947,60,repair_ring,day:60:slice:03,236750,10.06,0.961004,2,3,83,-8,True,True
948,60,riverbend,day:60:slice:04,237000,7.87,0.583333,2,1,75,-1,True,True
949,60,roofward,day:60:slice:05,237250,8.26,0.667201,2,2,103,6,True,True
950,60,archive,day:60:slice:06,237500,6.46,0.751068,2,3,128,-10,True,True
951,60,signal,day:60:slice:07,237750,9.19,0.834936,2,1,120,-3,True,True
952,60,orchard,day:60:slice:08,238000,5.68,0.918803,2,2,65,4,True,True
953,60,repair_ring,day:60:slice:09,238250,10.04,0.002671,2,3,99,11,False,True
954,60,riverbend,day:60:slice:10,238500,7.85,0.625,2,1,94,-5,True,True
955,60,roofward,day:60:slice:11,238750,8.24,0.708868,2,2,98,2,True,True
956,60,archive,day:60:slice:12,239000,6.44,0.792735,2,3,132,9,True,True
957,60,signal,day:60:slice:13,239250,9.17,0.876603,2,1,68,-7,True,True
958,60,orchard,day:60:slice:14,239500,5.74,0.96047,2,2,60,0,True,True
959,60,repair_ring,day:60:slice:15,239750,10.1,0.044338,2,3,94,7,True,True
960,61,riverbend,day:61:slice:00,240000,7.83,0.666667,2,2,111,-8,True,True
961,61,roofward,day:61:slice:01,240250,8.22,0.750534,2,3,103,-1,True,True
962,61,archive,day:61:slice:02,240500,6.42,0.834402,2,1,60,6,True,True
963,61,signal,day:61:slice:03,240750,9.15,0.918269,2,2,85,-10,True,True
964,61,orchard,day:61:slice:04,241000,5.72,0.002137,2,3,77,-3,True,True
965,61,repair_ring,day:61:slice:05,241250,10.08,0.086004,2,1,93,4,True,True
966,61,riverbend,day:61:slice:06,241500,7.89,0.708333,2,2,127,11,False,True
967,61,roofward,day:61:slice:07,241750,8.28,0.792201,2,3,122,-5,True,True
968,61,archive,day:61:slice:08,242000,6.4,0.876068,2,1,55,2,True,True
969,61,signal,day:61:slice:09,242250,9.13,0.959936,2,2,89,9,True,True
970,61,orchard,day:61:slice:10,242500,5.7,0.043803,2,3,96,-7,True,True
971,61,repair_ring,day:61:slice:11,242750,10.06,0.127671,2,1,88,0,True,True
972,61,riverbend,day:61:slice:12,243000,7.87,0.75,2,2,122,7,True,True
973,61,roofward,day:61:slice:13,243250,8.26,0.833868,2,3,70,-9,True,True
974,61,archive,day:61:slice:14,243500,6.46,0.917735,2,1,62,-2,True,True
975,61,signal,day:61:slice:15,243750,9.19,0.001603,2,2,84,5,True,True
976,62,orchard,day:62:slice:00,244000,5.68,0.08547,2,1,113,-10,True,True
977,62,repair_ring,day:62:slice:01,244250,10.04,0.169338,2,2,105,-3,True,True
978,62,riverbend,day:62:slice:02,244500,7.85,0.791667,2,3,121,4,True,True
979,62,roofward,day:62:slice:03,244750,8.24,0.875534,2,1,84,11,False,True
980,62,archive,day:62:slice:04,245000,6.44,0.959402,2,2,79,-5,True,True
981,62,signal,day:62:slice:05,245250,9.17,0.043269,2,3,83,2,True,True
982,62,orchard,day:62:slice:06,245500,5.74,0.127137,2,1,117,9,True,True
983,62,repair_ring,day:62:slice:07,245750,10.1,0.211004,2,2,124,-7,True,True
984,62,riverbend,day:62:slice:08,246000,7.83,0.833333,2,3,45,0,True,True
985,62,roofward,day:62:slice:09,246250,8.22,0.917201,2,1,79,7,True,True
986,62,archive,day:62:slice:10,246500,6.42,0.001068,2,2,98,-9,True,True
987,62,signal,day:62:slice:11,246750,9.15,0.084936,2,3,90,-2,True,True
988,62,orchard,day:62:slice:12,247000,5.72,0.168803,2,1,112,5,True,True
989,62,repair_ring,day:62:slice:13,247250,10.08,0.252671,2,2,143,-11,False,True
990,62,riverbend,day:62:slice:14,247500,7.89,0.875,2,3,64,-4,True,True
991,62,roofward,day:62:slice:15,247750,8.28,0.958868,2,1,74,3,True,True
992,63,archive,day:63:slice:00,248000,6.4,0.042735,2,3,112,11,False,True
993,63,signal,day:63:slice:01,248250,9.13,0.126603,2,1,107,-5,True,True
994,63,orchard,day:63:slice:02,248500,5.7,0.21047,2,2,111,2,True,True
995,63,repair_ring,day:63:slice:03,248750,10.06,0.294338,2,3,74,9,True,True
996,63,riverbend,day:63:slice:04,249000,7.87,0.916667,2,1,81,-7,True,True
