tick_id,day,settlement_id,resident_id,turn_index,avatar_phrase,resident_phrase,intent,response_key,confidence_before,confidence_after,misunderstanding_risk,bounded_phrasebook,no_llm_call,private_workspace_not_dumped,frequency_hz,flower_phase
1372,77,orchid_engine,Bea,273,I ask valve custom,orchid lamp rests,respect boundary,step_back,0.86,0.86,0.04,True,True,True,33.5656,0.483019
1373,77,moss_ward,Fay,274,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,28.9226,0.441648
1374,77,glass_harbor,Puck,275,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,30.06466,0.459278
1375,77,cinder_garden,Wren,275,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,32.6366,0.484907
1376,77,lichen_bridge,Kio,275,I touch rope post,signal hush first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,31.3136,0.478537
1377,77,orchid_engine,Cai,274,I ask valve custom,orchid lamp rests,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,33.6506,0.506167
1378,77,moss_ward,Milo,275,I offer trade,blanket path clear,respect boundary,step_back,0.86,0.86,0.04,True,True,True,28.99954,0.464796
1379,77,glass_harbor,Sera,276,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,30.1546,0.482426
1380,77,cinder_garden,Juno,276,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,32.7216,0.508056
1381,77,lichen_bridge,Luma,276,I touch rope post,signal hush first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,31.3986,0.501685
1382,77,orchid_engine,Dax,275,I ask valve custom,orchid lamp rests,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,33.72806,0.529315
1383,77,moss_ward,Tala,276,I offer trade,blanket path clear,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,29.0926,0.487944
1384,77,glass_harbor,Nia,277,I do not dim lamp,fog catcher closed,respect boundary,step_back,0.86,0.86,0.04,True,True,True,30.2396,0.505574
1385,77,cinder_garden,Pax,277,I need translation,repeat without hurry,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,32.8066,0.531204
1386,78,orchid_engine,Bea,276,I do not turn key,cup before engine,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,33.8036,0.548667
1387,78,moss_ward,Fay,277,I need translation,speak slower,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,29.1606,0.507296
1388,78,glass_harbor,Puck,278,I wait by lamp,tea before crossing,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,30.30448,0.524926
1389,78,cinder_garden,Wren,278,I ask seed path,seed rows sleep,respect boundary,step_back,0.86,0.86,0.04,True,True,True,32.8746,0.550556
1390,78,lichen_bridge,Kio,277,I offer rope help,meal room welcomes,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,31.5516,0.544185
1391,78,orchid_engine,Cai,277,I do not turn key,cup before engine,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,33.8886,0.571815
1392,78,moss_ward,Milo,278,I need translation,speak slower,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,29.23754,0.530444
1393,78,glass_harbor,Sera,279,I wait by lamp,tea before crossing,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,30.3926,0.548074
1394,78,cinder_garden,Juno,279,I ask seed path,seed rows sleep,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,32.9596,0.573704
1395,78,lichen_bridge,Luma,278,I offer rope help,meal room welcomes,respect boundary,step_back,0.86,0.86,0.04,True,True,True,31.6366,0.567333
1396,78,orchid_engine,Dax,278,I do not turn key,cup before engine,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,33.96736,0.594963
1397,78,moss_ward,Tala,279,I need translation,speak slower,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,29.3306,0.553593
1398,78,glass_harbor,Nia,280,I wait by lamp,tea before crossing,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,30.4776,0.571222
1399,78,cinder_garden,Pax,280,I ask seed path,seed rows sleep,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,33.0446,0.596852
1400,78,lichen_bridge,Rin,279,I offer rope help,meal room welcomes,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,31.71406,0.590481
1401,78,orchid_engine,Eli,279,I do not turn key,cup before engine,respect boundary,step_back,0.86,0.86,0.04,True,True,True,34.0586,0.618111
1402,78,moss_ward,Ari,280,I need translation,speak slower,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,29.4156,0.576741
1403,78,glass_harbor,Oren,281,I wait by lamp,tea before crossing,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,30.5626,0.59437
1404,79,lichen_bridge,Kio,280,I need translation,gesture again,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,31.7896,0.609833
1405,79,orchid_engine,Cai,280,I wait outside ring,valve listener first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,34.1266,0.637463
1406,79,moss_ward,Milo,281,I ask rain custom,rain clay is named,respect boundary,step_back,0.86,0.86,0.04,True,True,True,29.47736,0.596093
1407,79,glass_harbor,Sera,282,I offer salt token,net has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,30.6306,0.613722
1408,79,cinder_garden,Juno,281,I do not cross rows,ash path open,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,33.1976,0.639352
1409,79,lichen_bridge,Luma,281,I need translation,gesture again,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,31.8746,0.632981
1410,79,orchid_engine,Dax,281,I wait outside ring,valve listener first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.20536,0.660611
1411,79,moss_ward,Tala,282,I ask rain custom,rain clay is named,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,29.5686,0.619241
1412,79,glass_harbor,Nia,283,I offer salt token,net has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,30.7156,0.63687
1413,79,cinder_garden,Pax,282,I do not cross rows,ash path open,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,33.2826,0.6625
1414,79,lichen_bridge,Rin,282,I need translation,gesture again,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,31.95206,0.65613
1415,79,orchid_engine,Eli,282,I wait outside ring,valve listener first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,34.2966,0.683759
1416,79,moss_ward,Ari,283,I ask rain custom,rain clay is named,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,29.6536,0.642389
1417,79,glass_harbor,Oren,284,I offer salt token,net has keeper,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,30.8006,0.660019
1418,79,cinder_garden,Vale,283,I do not cross rows,ash path open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,33.36266,0.685648
1419,79,lichen_bridge,Sol,283,I need translation,gesture again,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,32.0446,0.679278
1420,79,orchid_engine,Bea,283,I wait outside ring,valve listener first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,34.3816,0.706907
1421,79,moss_ward,Fay,284,I ask rain custom,rain clay is named,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,29.7386,0.665537
1422,80,cinder_garden,Juno,284,I bow to shade,shade cloth first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,33.4356,0.705
1423,80,lichen_bridge,Luma,284,I ask bell custom,rope has tension,respect boundary,step_back,0.86,0.86,0.04,True,True,True,32.1126,0.69863
1424,80,orchid_engine,Dax,284,I offer gear cloth,gear lane open,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,34.44466,0.726259
1425,80,moss_ward,Tala,285,I do not touch,trade can wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,29.8066,0.684889
1426,80,glass_harbor,Nia,285,I need translation,repeat with bell,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,30.9536,0.702519
1427,80,cinder_garden,Pax,285,I bow to shade,shade cloth first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,33.5206,0.728148
1428,80,lichen_bridge,Rin,285,I ask bell custom,rope has tension,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,32.19188,0.721778
1429,80,orchid_engine,Eli,285,I offer gear cloth,gear lane open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,34.5346,0.749407
1430,80,moss_ward,Ari,286,I do not touch,trade can wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,29.8916,0.708037
1431,80,glass_harbor,Oren,286,I need translation,repeat with bell,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,31.0386,0.725667
1432,80,cinder_garden,Vale,286,I bow to shade,shade cloth first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,33.60066,0.751296
1433,80,lichen_bridge,Sol,286,I ask bell custom,rope has tension,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,32.2826,0.744926
1434,80,orchid_engine,Bea,286,I offer gear cloth,gear lane open,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,34.6196,0.772556
1435,80,moss_ward,Fay,287,I do not touch,trade can wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,29.9766,0.731185
1436,80,glass_harbor,Puck,287,I need translation,repeat with bell,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,31.12048,0.748815
1437,80,cinder_garden,Wren,287,I bow to shade,shade cloth first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,33.6906,0.774444
1438,80,lichen_bridge,Kio,287,I ask bell custom,rope has tension,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,32.3676,0.768074
1439,80,orchid_engine,Cai,287,I offer gear cloth,gear lane open,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.7046,0.795704
1440,81,glass_harbor,Nia,288,I ask net owner,lamp stays bright,respect boundary,step_back,0.86,0.86,0.04,True,True,True,31.1916,0.768167
1441,81,cinder_garden,Pax,288,I offer cool stone,cool hand means wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,33.7586,0.793796
1442,81,lichen_bridge,Rin,288,I do not step on rope,bell has keeper,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,32.4304,0.787426
1443,81,orchid_engine,Eli,288,I need translation,say it with palms,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,34.7726,0.815056
1444,81,moss_ward,Ari,288,I wait,warm cup first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,30.1296,0.773685
1445,81,glass_harbor,Oren,289,I ask net owner,lamp stays bright,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,31.2766,0.791315
1446,81,cinder_garden,Vale,289,I offer cool stone,cool hand means wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,33.83866,0.816944
1447,81,lichen_bridge,Sol,289,I do not step on rope,bell has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,32.5206,0.810574
1448,81,orchid_engine,Bea,289,I need translation,say it with palms,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,34.8576,0.838204
1449,81,moss_ward,Fay,289,I wait,warm cup first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,30.2146,0.796833
1450,81,glass_harbor,Puck,290,I ask net owner,lamp stays bright,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,31.35848,0.814463
1451,81,cinder_garden,Wren,290,I offer cool stone,cool hand means wait,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,33.9286,0.840093
1452,81,lichen_bridge,Kio,290,I do not step on rope,bell has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,32.6056,0.833722
1453,81,orchid_engine,Cai,290,I need translation,say it with palms,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,34.9426,0.861352
1454,81,moss_ward,Milo,290,I wait,warm cup first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,30.29336,0.819981
1455,81,glass_harbor,Sera,291,I ask net owner,lamp stays bright,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,31.4466,0.837611
1456,81,cinder_garden,Juno,291,I offer cool stone,cool hand means wait,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.0136,0.863241
1457,81,lichen_bridge,Luma,291,I do not step on rope,bell has keeper,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,32.6906,0.85687
1458,82,moss_ward,Ari,291,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,30.3676,0.839333
1459,82,glass_harbor,Oren,292,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,31.5146,0.856963
1460,82,cinder_garden,Vale,292,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,34.07718,0.882593
1461,82,lichen_bridge,Sol,292,I touch rope post,signal hush first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,32.7586,0.876222
1462,82,orchid_engine,Bea,291,I ask valve custom,orchid lamp rests,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,35.0956,0.903852
1463,82,moss_ward,Fay,292,I offer trade,blanket path clear,respect boundary,step_back,0.86,0.86,0.04,True,True,True,30.4526,0.862481
1464,82,glass_harbor,Puck,293,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,31.59778,0.880111
1465,82,cinder_garden,Wren,293,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,34.1666,0.905741
1466,82,lichen_bridge,Kio,293,I touch rope post,signal hush first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,32.8436,0.89937
1467,82,orchid_engine,Cai,292,I ask valve custom,orchid lamp rests,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,35.1806,0.927
1468,82,moss_ward,Milo,293,I offer trade,blanket path clear,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,30.53318,0.88563
1469,82,glass_harbor,Sera,294,I do not dim lamp,fog catcher closed,respect boundary,step_back,0.86,0.86,0.04,True,True,True,31.6846,0.903259
1470,82,cinder_garden,Juno,294,I need translation,repeat without hurry,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,34.2516,0.928889
1471,82,lichen_bridge,Luma,294,I touch rope post,signal hush first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,32.9286,0.922519
1472,82,orchid_engine,Dax,293,I ask valve custom,orchid lamp rests,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,35.26066,0.950148
1473,82,moss_ward,Tala,294,I offer trade,blanket path clear,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,30.6226,0.908778
1474,82,glass_harbor,Nia,295,I do not dim lamp,fog catcher closed,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,31.7696,0.926407
1475,82,cinder_garden,Pax,295,I need translation,repeat without hurry,respect boundary,step_back,0.86,0.86,0.04,True,True,True,34.3366,0.952037
1476,83,orchid_engine,Bea,294,I do not turn key,cup before engine,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,35.3336,0.9695
1477,83,moss_ward,Fay,295,I need translation,speak slower,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,30.6906,0.92813
1478,83,glass_harbor,Puck,296,I wait by lamp,tea before crossing,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,31.83682,0.945759
1479,83,cinder_garden,Wren,296,I ask seed path,seed rows sleep,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,34.4046,0.971389
1480,83,lichen_bridge,Kio,295,I offer rope help,meal room welcomes,respect boundary,step_back,0.86,0.86,0.04,True,True,True,33.0816,0.965019
1481,83,orchid_engine,Cai,295,I do not turn key,cup before engine,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,35.4186,0.992648
1482,83,moss_ward,Milo,296,I need translation,speak slower,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,30.77118,0.951278
1483,83,glass_harbor,Sera,297,I wait by lamp,tea before crossing,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,31.9226,0.968907
1484,83,cinder_garden,Juno,297,I ask seed path,seed rows sleep,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.4896,0.994537
1485,83,lichen_bridge,Luma,296,I offer rope help,meal room welcomes,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,33.1666,0.988167
1486,83,orchid_engine,Dax,296,I do not turn key,cup before engine,respect boundary,step_back,0.86,0.86,0.04,True,True,True,35.49866,0.015796
1487,83,moss_ward,Tala,297,I need translation,speak slower,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,30.8606,0.974426
1488,83,glass_harbor,Nia,298,I wait by lamp,tea before crossing,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,32.0076,0.992056
1489,83,cinder_garden,Pax,298,I ask seed path,seed rows sleep,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,34.5746,0.017685
1490,83,lichen_bridge,Rin,297,I offer rope help,meal room welcomes,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,33.24822,0.011315
1491,83,orchid_engine,Eli,297,I do not turn key,cup before engine,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,35.5886,0.038944
1492,83,moss_ward,Ari,298,I need translation,speak slower,respect boundary,step_back,0.86,0.86,0.04,True,True,True,30.9456,0.997574
1493,83,glass_harbor,Oren,299,I wait by lamp,tea before crossing,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,32.0926,0.015204
1494,84,lichen_bridge,Kio,298,I need translation,gesture again,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,33.3196,0.030667
1495,84,orchid_engine,Cai,298,I wait outside ring,valve listener first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,35.6566,0.058296
1496,84,moss_ward,Milo,299,I ask rain custom,rain clay is named,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,31.011,0.016926
1497,84,glass_harbor,Sera,300,I offer salt token,net has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,32.1606,0.034556
1498,84,cinder_garden,Juno,299,I do not cross rows,ash path open,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,34.7276,0.060185
1499,84,lichen_bridge,Luma,299,I need translation,gesture again,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,33.4046,0.053815
1500,84,orchid_engine,Dax,299,I wait outside ring,valve listener first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,35.73666,0.081444
1501,84,moss_ward,Tala,300,I ask rain custom,rain clay is named,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,31.0986,0.040074
1502,84,glass_harbor,Nia,301,I offer salt token,net has keeper,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,32.2456,0.057704
1503,84,cinder_garden,Pax,300,I do not cross rows,ash path open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,34.8126,0.083333
1504,84,lichen_bridge,Rin,300,I need translation,gesture again,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,33.48752,0.076963
1505,84,orchid_engine,Eli,300,I wait outside ring,valve listener first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,35.8266,0.104593
1506,84,moss_ward,Ari,301,I ask rain custom,rain clay is named,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,31.1836,0.063222
1507,84,glass_harbor,Oren,302,I offer salt token,net has keeper,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,32.3306,0.080852
1508,84,cinder_garden,Vale,301,I do not cross rows,ash path open,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,34.89318,0.106481
1509,84,lichen_bridge,Sol,301,I need translation,gesture again,respect boundary,step_back,0.86,0.86,0.04,True,True,True,33.5746,0.100111
1510,84,orchid_engine,Bea,301,I wait outside ring,valve listener first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,35.9116,0.127741
1511,84,moss_ward,Fay,302,I ask rain custom,rain clay is named,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,31.2686,0.08637
1512,85,cinder_garden,Juno,302,I bow to shade,shade cloth first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.9656,0.125833
1513,85,lichen_bridge,Luma,302,I ask bell custom,rope has tension,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,33.6426,0.119463
1514,85,orchid_engine,Dax,302,I offer gear cloth,gear lane open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,35.97648,0.147093
1515,85,moss_ward,Tala,303,I do not touch,trade can wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,31.3366,0.105722
1516,85,glass_harbor,Nia,303,I need translation,repeat with bell,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,32.4836,0.123352
1517,85,cinder_garden,Pax,303,I bow to shade,shade cloth first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,35.0506,0.148981
1518,85,lichen_bridge,Rin,303,I ask bell custom,rope has tension,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,33.72552,0.142611
1519,85,orchid_engine,Eli,303,I offer gear cloth,gear lane open,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,36.0646,0.170241
1520,85,moss_ward,Ari,304,I do not touch,trade can wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,31.4216,0.12887
1521,85,glass_harbor,Oren,304,I need translation,repeat with bell,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,32.5686,0.1465
1522,85,cinder_garden,Vale,304,I bow to shade,shade cloth first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,35.13118,0.17213
1523,85,lichen_bridge,Sol,304,I ask bell custom,rope has tension,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,33.8126,0.165759
1524,85,orchid_engine,Bea,304,I offer gear cloth,gear lane open,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,36.1496,0.193389
1525,85,moss_ward,Fay,305,I do not touch,trade can wait,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,31.5066,0.152019
1526,85,glass_harbor,Puck,305,I need translation,repeat with bell,respect boundary,step_back,0.86,0.86,0.04,True,True,True,32.6536,0.169648
1527,85,cinder_garden,Wren,305,I bow to shade,shade cloth first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,35.2206,0.195278
1528,85,lichen_bridge,Kio,305,I ask bell custom,rope has tension,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,33.8976,0.188907
1529,85,orchid_engine,Cai,305,I offer gear cloth,gear lane open,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,36.2346,0.216537
1530,86,glass_harbor,Nia,306,I ask net owner,lamp stays bright,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,32.7216,0.189
1531,86,cinder_garden,Pax,306,I offer cool stone,cool hand means wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,35.2886,0.21463
1532,86,lichen_bridge,Rin,306,I do not step on rope,bell has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,33.96482,0.208259
1533,86,orchid_engine,Eli,306,I need translation,say it with palms,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,36.3026,0.235889
1534,86,moss_ward,Ari,306,I wait,warm cup first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,31.6596,0.194519
1535,86,glass_harbor,Oren,307,I ask net owner,lamp stays bright,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,32.8066,0.212148
1536,86,cinder_garden,Vale,307,I offer cool stone,cool hand means wait,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,35.371,0.237778
1537,86,lichen_bridge,Sol,307,I do not step on rope,bell has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,34.0506,0.231407
1538,86,orchid_engine,Bea,307,I need translation,say it with palms,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,36.3876,0.259037
1539,86,moss_ward,Fay,307,I wait,warm cup first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,31.7446,0.217667
1540,86,glass_harbor,Puck,308,I ask net owner,lamp stays bright,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,32.8916,0.235296
1541,86,cinder_garden,Wren,308,I offer cool stone,cool hand means wait,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,35.4586,0.260926
1542,86,lichen_bridge,Kio,308,I do not step on rope,bell has keeper,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,34.1356,0.254556
1543,86,orchid_engine,Cai,308,I need translation,say it with palms,respect boundary,step_back,0.86,0.86,0.04,True,True,True,36.4726,0.282185
1544,86,moss_ward,Milo,308,I wait,warm cup first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,31.827,0.240815
1545,86,glass_harbor,Sera,309,I ask net owner,lamp stays bright,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,32.9766,0.258444
1546,86,cinder_garden,Juno,309,I offer cool stone,cool hand means wait,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,35.5436,0.284074
1547,86,lichen_bridge,Luma,309,I do not step on rope,bell has keeper,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.2206,0.277704
1548,87,moss_ward,Ari,309,I offer trade,blanket path clear,respect boundary,step_back,0.86,0.86,0.04,True,True,True,31.8976,0.260167
1549,87,glass_harbor,Oren,310,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,33.0446,0.277796
1550,87,cinder_garden,Vale,310,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,35.60952,0.303426
1551,87,lichen_bridge,Sol,310,I touch rope post,signal hush first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,34.2886,0.297056
1552,87,orchid_engine,Bea,309,I ask valve custom,orchid lamp rests,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,36.6256,0.324685
1553,87,moss_ward,Fay,310,I offer trade,blanket path clear,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,31.9826,0.283315
1554,87,glass_harbor,Puck,311,I do not dim lamp,fog catcher closed,respect boundary,step_back,0.86,0.86,0.04,True,True,True,33.1296,0.300944
1555,87,cinder_garden,Wren,311,I need translation,repeat without hurry,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,35.6966,0.326574
1556,87,lichen_bridge,Kio,311,I touch rope post,signal hush first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,34.3736,0.320204
1557,87,orchid_engine,Cai,310,I ask valve custom,orchid lamp rests,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,36.7106,0.347833
1558,87,moss_ward,Milo,311,I offer trade,blanket path clear,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,32.065,0.306463
1559,87,glass_harbor,Sera,312,I do not dim lamp,fog catcher closed,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,33.2146,0.324093
1560,87,cinder_garden,Juno,312,I need translation,repeat without hurry,respect boundary,step_back,0.86,0.86,0.04,True,True,True,35.7816,0.349722
